Auec priuilege du Roy.	Avec privilège du Roi.
ſi monſoupçon obtenoit ſon effet, Quel heur au prix du mien ne ſeroit imparfait?	si monsoupçon obtenait son effet, Quel heur au prix du mien ne serait imparfait?
Ils ont tant de rapport, & tant de reſſemblance, Que i’ay creu mille fois voir Leandre en Hortenſe.	Ils ont tant de rapport, et tant de ressemblance, Que j'ai cru mille fois voir Léandre en Hortense.
O douca inquietude!	Ô douca inquiétude!
agreable foucy!	agréable fouci!
EMILIE.	EMILIE.
L’appelleray-je?	L'appellerai-je?
CLARICE.	CLARICE.
Ammeu,ne aymot, le voicy.	Ameu,ne aimot, le voici.
S.	S.
L1 P AM.	L1 P AM.
CLARICE.	CLARICE.
EMILLE.	EMILLE.
HORTENSE.	HORTENSE.
CLARIC.	CLARIC.
E bas.	E bas.
Ongue & fatale erreur, aueuglement extreſme, Laiſſez vous dißiper, le voila, c’eſtluy meſme.	Ongue et fatale erreur, aveuglement extrême, Laissez vous dissiper, le voilà, c'estlui même.
Et bien lâche inſtrumẽt des rigueurs de mon Sort, 2 H010 Que viens-tu m’annoncer?	Et bien lâche instrument des rigueurs de mon Sort, 2 H010 Que viens-tu m'annoncer?
faut-il ſigner ma mort?	faut-il signer ma mort?
Et veux-tu qu'Alexis me rauiſſe à Leandre?	Et veux-tu qu'Alexis me ravisse à Léandre?
1	1
HORTENSE.	HORTENSE.
I'ay charge de ſçauoir sil vous plaiſt de deſcendre;	J'ai charge de savoir sil vous plaît de descendre;
La compagnie eſt preste, & n'attendplus que vous.	La compagnie est prête, et n'attendplus que vous.
CLARICE.	CLARICE.
Qu'eſpere-t'on de moy?	Qu'espère-t'-on de moi?
Leandre eſt mon eſpoux.	Léandre est mon époux.
HORTENSE.	HORTENSE.
Horace vous a fait vn choix ſi legitime, Que ne l'acceptant pas vous commettrieZ vn crime,	Horace vous a fait un choix si légitime, Que ne l'acceptant pas vous commettriez un crime,
CLARICE.	CLARICE.
Malheureux est-ce atnſi que tu plains mon tourmẽt?	Malheureux est-ce atnsi que tu plains mon tourment?
HORTENSE.	HORTENSE.
Ie vous porte bon-heur, auec rauiſſement.	Je vous porte bonheur, avec ravissement.
CEARIOE.	CEARIOE.
Mon martyre éternel?	Mon martyre éternel?
HORTENSE.	HORTENSE.
Mais vn plaiſant martyre.	Mais un plaisant martyre.
CLARICE.	CLARICE.
Tu conſens cet Hymen?	Tu consens cet Hymen?
HORTENSE.	HORTENSE.
Ie ſuis preſt d'y ſouſcrire.	Je suis prêt d'y souscrire.
CLARICE!	CLARICE!
Quoy?	Quoi?
fans reſſentiment?	sans ressentiment?
ſans regret?	sans regret?
ſans effort?	sans effort?
HORTENSE.	HORTENSE.
Auec ardeur vous dis-je, & plaiſir, & tranſport.	Avec ardeur vous dis-je, et plaisir, et transport.
CLARICE, luy monſtrant le portraict.	CLARICE, Seigneur montrant le portrait.
Traiſtre ne m'as tu pas deſſus cette peinture, Proteſté de m’aymer, iuſques à la ſepulture;	Traître ne m'as tu pas dessus cette peinture, Protesté de m'aimer, jusqu' à la sépulture;
Et ne l’entens-tu pas d’vne muëtte voix, Te reprocher l’oubly des vœux que tu me dois?	Et ne l'entends-tu pas d'une muëtte voix, Te reprocher l'oubli des vœux que tu me dois?
Renonce, ſi tu veux, ſur cette meſme image, A l’obligation du ſerment qui t’engage;	Renonce, si tu veux, sur cette même image, A l'obligation du serment qui t'engage;
Parjures-y ta foy, dements-y ton amour:	Parjures-y ta foi, déments-y ton amour:
Mais außi, permets moy d’y renoncer au iour, Et deuenir ſans voix, ainſi que ma figure, Pour ne tup emuoiupuirep echerton parjure, Et pour t’oſter la peine, & la peur de me voir.	Mais aussi, permets moi d'y renoncer au jour, Et devenir sans voix, ainsi que ma figure, Pour ne tup emuoiupuire écherton parjure, Et pour t'ôter la peine, et la peur de me voir.
Ha Leandre!	Ha Léandre!
HORTENSE l'embraſſant:	HORTENSE l'embrassant:
Ha Madame!	Ha Madame!
EMILIE.	EMILIE.
O l’heureux deſeſpoir!	Ô l'heureux désespoir!
SCENE X.	SCÈNE X.
ALEXIS.	ALEXIS.
CLARICE.	CLARICE.
HORTENSE.	HORTENSE.
EMILIE.	EMILIE.
ALEXIS.	ALEXIS.
Voy, Madame!	Vois, Madame!
pour moy ſi froide, & ſi farouche, Auec mon confident vous traiteZ bouche à bouche, Qu’il tienne donc ma place, & qu’il traitte pour ſoy Le perilleux Hymen qu’il moyennoit pour moy.	pour moi si froide, et si farouche, Avec mon confident vous traitez bouche à bouche, Qu'il tienne donc ma place, et qu'il traite pour soi Le périlleux Hymen qu'il moyennait pour moi.
R iii	 Riji
CLARICE.	CLARICE.
Ie confens volontit Patet peureux eſchange.	Je consens volontit Patet peureux échange.
ALEXIS.	ALEXIS.
Voſtre amour, ſans mentir, eſt digne de loüange, Et moy te le ſerois d’vn tres-juſte meſpris, Si j'auois ſeparé deux ſi fermes eſprits.	Votre amour, sans mentir, est digne de louange, Et moi te le serais d'un très-juste mépris, Si j'avais séparé deux si fermes esprits.
Venez, ſigner la fin de voſtre long martyre, Voſtre pere y confent, il eſt preſt d’y ſouſerire;	Venez, signer la fin de votre long martyre, Votre père y consent, il est prêt d'y sousérire;
Et Leandre ie croy ne s'en defendra pas.	Et Léandre ie cy ne s'en défendra pas.
CLARTCE rauie.	CLARTCE ravie.
Dieux!	Dieux!
& comment?	et comment?
ALEXIS.	ALEXIS.
Venez, vous l’apprendrez là bas.	Venez, vous l'apprendrez là bas.
EMILIE.	EMILIE.
Ie demeuremieraite, & pourmuy t'apprehende, D’eſtre en quelque Palais, ou d’Armide, ou d’Vrgãde;	Je demeuremieraite, et pourmui t'appréhende, D'être en quelque Palais, ou d'Armide, ou d'Vrgãde;
Ie ne croy pas mes yeux, la peur de ſommeiller, Fait que tout en veillant, ie crains de m'eſueiller.	Je ne crois pas mes yeux, la peur de sommeiller, Fait que tout en veillant, toujours crains de m'éveiller.
SCENE XI.	SCÈNE XI.
HIPPOCRASSE.	HIPOCRASSE.
LE VALET.	LE VALET.
HIPPOCRASSE.	HIPOCRASSE.
A femme eſt vn beau mal, vnnaufrage de l'hõme, Vn ſoin qui le deuore, vn feu qui le conſomme;	À femme est un beau mal, unnauffrage de l'homme, Un soin qui le dévore, un feu qui le consomme;
Vn joug qui le captiue, vne erreur, vn deffaut, Vn vice de nature, & pourtant il en faut.	Un joug qui le captive, une erreur, un défaut, Un vice de nature, et pourtant il en faut.
Infidelle beauté, dédaigneuſe Lucreſſe, Monſtre bouffy d’orgueil, aſſaßine, traiſtreſſe;	Infidèle beauté, dédaigneuse Lucresse, Montre bouffi d'orgueil, assassine, traîtresse;
Enfin i’ay ſecoüé le jougide ton pouuoir.	Enfin j'ai secoué le jougide ton pouvoir.
Tu ſauues à Clerice vn ſanglant deſeſpoir, Emliurant en ſes mains ta plus riche conqueſte.	Tu sauves à Clice un sanglant désespoir, Emlivrant en ses mains ta plus riche conquête.
Ne deliberons plus, i’ay l’amour en la teſte, Et i’éprouue aujourd’huy combien il peut ſur nouis.	Ne délibérons plus, j'ai l'amour en la tête, Et j'éprouve aujourd'hui combien il peut sur nouvis.
Au lasa le Au diable ſoit lamour, ie ſuis froiſſé de coups.	Au lasa le Au diable soit lamour, je suis froissé de coups.
Ce démon enrage frappe comme vn tonnerre.	Ce démon enrage frappe comme un tonnerre.
HIPPOCRASSE.	HIPOCRASSE.
Ce fomi femors atr meſeicuron tiſque u toute guerre.	Ce fomi femors atr meseicuron tisque toute guerre.
Mais n'apprehende point d’eſtre icy mal traitté.	Mais n'appréhende point d'être ici mal traité.
Frappe, voilà la porte;	Frappe, voilà la porte;
adieu ma liberté.	adieu ma liberté.
Ils frappent à la porte.	Ils frappent à la porte.
DOENE XII.	DONE XII.
HORACE.	HORACE.
HIPPOCRASSE.	HIPOCRASSE.
LE VALET:	LE VALET:
HORACE.	HORACE.
V'eſt-ce?	V'est-ce?
quelle furie?	quelle furie?
& queue impattence?	et queue impattence?
Ho!	Ho!
Seigneur Hippocraſſe.	Seigneur Hypocrasse.
HIPPOCRASSE.	HIPOCRASSE.
Vn moment d’audience;	Un moment d'audience;
Quand le grand Artiſan de ce vãſte Vniuers, Eut embelly les Cieux de tant d’Aſtres diuers, De ſon eſtre immortel inſenſibles images, At je ouutut giuneren de oimuvomrages, A qui pour reſidence il choiſit ce bas lieu.	Quand le grand Artisan de ce vite Univers, Eut embelli les Cieux de tant d'Astres divers, De son être immortel insensibles images, At je ouut giunéren de oimuvomrages, À qui pour résidence il choisit ce bas lieu.
HORACE.	HORACE.
Vous le prenez bien haut, & l’on m’attend, adieu.	Vous le prenez bien haut, et l'on m'attend, adieu.
TITPOCRASSE.	TITPOCRASSE.
Ie ſuis preſt, en vn mot, de ſigner l’Hymenée, De vous tenir la foy que ie vous aydonnée.	Je suis prêt, en un mot, de signer l'Hyménée, De vous tenir la foi que sans vous aydonnée.
HORACE.	HORACE.
Et moy te ſuis tont preſt ſivoune teuiteZ, De vous faire traitter comme vous meriteZ	Et moi te suis tont prêt sivoune teuiteZ, De vous faire traiter comme vous méritez
LE VALET.	LE VALET.
Cetteharangne encon me fent ſa paſtonnade,	Cetteharangne encon me sent sa pastonnade,
HORACE.	HORACE.
Vous ne doutez donc plus ſi ma fille eſt malade.	Vous ne doutez donc plus si ma fille est malade.
HIPPOCRASSE.	HIPOCRASSE.
Non, cela ne ſe peut, ie m'en ſuis éclaircy.	Non, cela ne se peut, ie m'en suis éclairci.
AIe NNOs Et moy, i’ay dequoy craindre, & m'éclaircir außi.	AIe NNOs Et moi, j'ai déquoi craindre, et m'éclaircir aussi.
Si ſelon voſtre eſpoir ie vous donnois Clarice, Et qu’apres cét effet de ma ſeule auarice, On vous trouuaſt atteint de quelque malſecret.	Si selon votre espoir ici vous donnais Clarice, Et qu'après cet effet de ma seule avarice, On vous trouvât atteint de quelque malsecret.
Ne me ſeroit-ce pas vn ſenſible regret?	Ne me serait-ce pas un sensible regret?
HIPPOCRASSE ſe voulant deſpoüiller.	HIPOCRASSE se voulant dépouiller.
Moy, quelque mal ſecret?	Moi, quelque mal secret?
tien, ayde moy, qu’on ſçaLes defaux que ie cele, & les maux que ie cache.	tiens, aide -moi, qu'on saLes défauts que tu cèle, et les maux que a cache.
[che Pguepouaque quuemgoeeve pengriſon:	[che Piguepouaque quuemgoève pengrison:
HORACE.	HORACE.
Ne vous dépoüillez point, il n’en eſt point ſaiſon.	Ne vous dépouillez point, il n'en est point saison.
Ie nem ytognois pas, & puis ce pourroit eſtre, uolque interne accident difficile à connoistre.	Je nem ytognais pas, et puis ce pourrait être, olque interne accident difficile à connaître.
Comment?	Comment?
HIPPOCRASSE.	HIPOCRASSE.
TTONACE.	TTONCE.
Que ſçay-je moy, quelque debilité, Quelque extreſme froideur, quelque autre infirmité.	Que sais-je moi, quelque débilité, Quelque extrême froideur, quelque autre infirmité.
HIPPOCRASSE.	HIPOCRASSE.
Ouo invommoune (ue ſont pu jan, remede, A qui pretend laiſſer quelqu'vn qui luy ſuccede.	Ou invommoune (ue sont pu jan, remède, À qui prétend laisser quelqu'un qui était succède.
Le ſçauant Hippocrate enſeigne en cent endroits, A cauſer à cent ans l’accident de neuf mois.	Le sçauant Hypocrate enseigne en cent endroits, A causer à cent ans l'accident de neuf mois.
HORACE.	HORACE.
Ie treuue en voſtre haleine vn ſigne manifeſte, D’vn mauuais eſtomach, cacochyme, indigeſte.	Je trouve en votre haleine un signe manifeste, D'un mauvais estomacoch, cacochyme, indigeste.
HIPPOCRASSE.	HIPOCRASSE.
Pour etvaubre tiepaut, Gatieneſ dauts, D'vn peu de muſcadins, de canelle, & d’anis.	Pour etvaubre tiepaut, Gatienes dauts, D'un peu de muscadins, de can, et anis.
A quoy ſouſcrit Pompone, Oribaſe, & Fernelle.	À quoi souscrit Pompone, Oribase, et Fernelle.
4	4
HORACE.	HORACE.
Et ſi cét accident vous tient à la ceruelle, Quel Autheur a traicté des remedes des fous?	Et si cet accident vous tient à la cervelle, Quel Auteur a traité des remèdes des fous?
HIPPOCRRASSE.	HIPOCRASSE.
Ie paſſe pour plus ſain & plus ſage que vous.	Je passe pour plus sain et plus sage que vous.
SCETE XIII.	SCCE XIII.
RINOCERONTE.	RINOCERONTE.
LEONIN.	LÉONIN.
HIPPOCRASSE.	HIPOCRASSE.
LE VALET.	LE VALET.
HORACE.	HORACE.
CCERONTE.	CCERONTE.
Ettons bas pour vn temps la terreur & l’audace:	Ettons bas pour un temps la terreur et l'audace:
LE VALET s’enfuyant:	LE VALET s'enfuyant:
Ats vonade tetonr.	Ats vonade tetonr.
HIPPOCRASSE auſſi s’enfuyant.	HIPOCRASSE aussi s'enfuyant.
Adieu, Seigneur Horace.	Adieu, Seigneur Horace.
TONRCE.	TONRCE.
O le doux paſſe-temps!	Ô le doux passetemps!
l’agreable entretien!	l'agréable entretien!
de me ſuis acquiiie, ieneiuy aoisgius rien.	de me suis acquiie, ieneiviuy aoisgius rien.
SCENE XIV.	SCÈNE XIV.
RINOCERONTE.	RINOCERONTE.
LEONIN.	LÉONIN.
RINOCERONTE.	RINOCERONTE.
Ans doute qu’elle attend auec impatience;	Ans doute qu'elle attend avec impatience;
OL’honneur de ma viſite & de mon alliance.	OL'honneur de ma visite et de mon alliance.
SCENE XV.	SCÈNE XV.
DVSiesOnllapoute GINPliu.	DUSiesOnllapoute GINPliv.
LEONSE, RINO CERONTE.	LENSE, RINO CERONTE.
LE VALET.	LE VALET.
LVCRECE.	LUCRECE.
Ile quue quovuuououcutons uonue pou commun, eonſ.	Ile quue quovuuououcutons ou vou commun, tons.
Cours, & ne tarde point.	Cours, et ne tarde point.
Que veut cét importuns	Que veut cet importuns
LEONIN.	LÉONIN.
Etatremt uamanente so labedecare Lευμιε ιυtω, & va chε Hοκο	Etatremt uamanente so labedecare Lευμιε Homme, et va chε H
Qu'est-ce?	Qu'est-ce?
LVCRECE.	LUCRECE.
RINOCERONTE.	RINOCERONTE.
Eſt-ce là l’accueil qui ſuit voſtre promeſſe?	Est-ce là l'accueil qui suit votre promesse?
Ade mn allemite vouspas:	Ade mn allemite vouspas:
LVCR ECE.	LUCR ECE.
Est ce icy la ſaiſon, De faire ouurir de force vne honneste maiſon?	Est -ce ici la saison, De faire ouvrir de force une honnête maison?
LEONIN.	LÉONIN.
L’amour qu’elle a pour vous luy trouble la ceruelle.	L'amour qu'elle a pour vous lui trouble la cervelle.
RINOCERONTE.	RINOCERONTE.
As-tu cogneu Leonſe?	As-tu connu Léonse?
Alexis est chez elle;	Alexis est chez elle;
S ij Eno ou uuo couu tuuuorymuio y imop oibainſi.	 Saj Eno ou uo couvo tuuuorymuio y imop oibainsi.
LVCRECE.	LUCRECE.
Et bien que feriez-vous, il n'eſt pas loing dicy.	Et bien que feriez-vous, il n'est pas loing dis.
RINOCERONTE.	RINOCERONTE.
Anefemuporvn puns mnunuuon quuajute, Auecles bras de Mars, & les pieds de Mercure:	Anefemuporime puns mnunuuon quuajute, Avecles bras de Mars, et les pieds de Mercure:
OVENE AVE.	OUENE AVE.
ALEXIS.	ALEXIS.
LEONSE.	LEONSE.
RINOCERONTE.	RINOCERONTE.
LEONIN.	LÉONIN.
LVCREGE.	LUCREGE.
CYNTHIE.	CYNTHIE.
A LEXIS l'eſpée à la main, dont il le frappe.	À LEXIS l'épée à la main, dont il le frappe.
INſolent, i’ay franchy de plus ſanglants hazards, Sans les pieds de Mercure, & ſans les bras de Mars:	INsolent, j'ai franchi de plus sanglants hasards, Sans les pieds de Mercure, et sans les bras de Mars:
RINOCENONTE.	RINOCENONTE.
Tout beau, la loy d'honneur vous deffend la ſurpriſe.	Tout beau, la loi d'honneur vous défend la surprise.
ALEXIS.	ALEXIS.
teonin ſe cache Et le bruit que tu fais, quelle loy l’authoriſe?	teonin se cache Et le bruit que tu fais, quelle loi l'autorise?
vn ssu	un suzu
RINOCERONTE.	RINOCERONTE.
Le pouuoir qu’ont ſur moy d’infidelles appas.	Le pouvoir qu'ont sur moi d'infidèles appas.
Vien àmoy.	Viens àmoi.
Leonin.	Léonin.
LEONIN.	LÉONIN.
O qu’il ne me tient pas!	Ô qu'il ne me tient pas!
ALEXIS.	ALEXIS.
Toſt, voyons qui de nous emportera Lucrece, tjuyut ja conqueſte vn fruict de noſtre adreſſe.	Tôt, voyons qui de nous emportera Lucre, tut ja conquête un fruit de notre adresse.
Donnons, lâche, es-tu prest?	Donnons, lâche, es-tu prêt?
RINOCERONTE.	RINOCERONTE.
Tu me ſurprens, tout beau.	Tu me surprends, tout beau.
ALEXIS.	ALEXIS.
Mets l’eſpée à la main.	Mets l'épée à la main.
RINOCERONTE.	RINOCERONTE.
Ie la veux au fourreau.	Je la veux au fourreau.
Par queldroict ſur ma main pretens-iu tét Empire?	Par queldrait sur ma main prétends-ju têt Empire?
LVCRECE.	LUCRECE.
O Dieu!	Ô Dieu!
quel Capitaine!	quel Capitaine!
CINTHIE.	CINTHIE.
Et quel ſujet de rire!	Et quel sujet de rire!
ALEXIS.	ALEXIS.
Il ſe faut en vn mot tirer vn peu de ſang.	Il se faut en un mot tirer un peu de sang.
RINOCERONTE.	RINOCERONTE.
Prens-tu pour vn barbier vn homme de mon rang?	Prends-tu pour un barbier un homme de mon rang?
Et pourquoy ce remede, à qui n'est point malade?	Et pourquoi ce remède, à qui n'est point malade?
ALEXIS.	ALEXIS.
4 Donnons nous le plaiſir, au moins d’vne estocade, uu quoumneuujemuuunuom fommes épris.	4 Donnons nous le plaisir, au moins d'une estocade, quoumneuujemuuunuom fommes épris.
RINOCERONTE.	RINOCERONTE.
Ie ne hazarde point vn homme de mon prix, Qui ſçait par iugement meſpriſer vne injure, Et que tout cœur mourroit de la moindre bleſſure.	Je ne hasarde point un homme de mon prix, Qui sait par jugement mépriser une injure, Et que tout cœur mourrait de la moindre blessure.
Il s’en va auec brauades.	Il s'en va apprit bravades.
Adieu, ie ne veux pas qu’il me ſoit imputé, D'auoir ſeruy parforce vne ingratte beauté,	Adieu, Seigneur ne veux pas qu'il me soit imputé, D'avoir servi parforce une ingrate beauté,
SCENE XVII.	SCÈNE XVII.
lenten P.	lenten P.
CYNTHIE.	CYNTHIE.
LVGRECE.	LUGRECE.
JOylà s’en démeſler, & fuyr de bonne grace.	JOylà s'en démêler, et fuir de bonne grâce.
ALEXIS.	ALEXIS.
Madame, le ſoupper vous attend chez Horace, Où Leandre & Clarice ont des rauiſſemens Capables d’exciter les plus tiedes amants.	Madame, le souper vous attend chez Horace, Où Léandre et Clarice ont des ravissements Capables d'exciter les plus tièdes amants.
