E 2 AVA DAMES	 2 AVA DAMES
le voila qui s’approche.	le voilà qui s'approche.
SCEID TV GENSERIC, OLIMBRE, OLICHARSIS, ASPAR, TROVPE DE GARDES.	SCEID TU GENSERIC, OLIMBRE, OLICHARSIS, ASPAR, TROUPE DE GARDES.
GENSERIC.	GENSERIC.
J Iens, viens percer mon cœeur par vn ſanglant reproche, Viens voir, helas viens voir, en cette occaſion, Mon front couuert de honte, & de confuſion.	 Jens, viens percer mon cœur par un sanglant reproche, Viens voir, hélas viens voir, en cette occasion, Mon front couvert de honte, et de confusion.
eſtlà que tu verras les marques de mon crime:	estlà que tu verras les marques de mon crime:
C’'eſt là que tu verras ma douleur legitime;	Ç'est là que tu verras ma douleur légitime;
Ouy c’eſtlà cher amy, que ton œil pourra voir Les marques de ma rage, & de mon deſeſpoir:	Oui c'estlà cher ami, que ton œil pourra voir Les marques de ma rage, et de mon désespoir:
Mais helas, c'est icy, que par ma perfidie, Ton cœur en arriuant, trouue ſa Placidie;	Mais hélas, c'est ici, que par ma perfidie, Ton cœur en arrivant, trouve sa Placidie;
Ouy ſes cendres y ſont, vange la, vange toy, Ne conſidere point la qualité de Roy;	Oui ses cendres y sont, venge la, venge toi, Ne considère point la qualité de Roi;
Que cét objet t'eſmeuue, & te porte à me plaire;	Que cet objet t'esmeuue, et te porte à me plaire;
Contente mon deſir, auecques ta colere;	Contente mon désir, toujours ta colère;
Icy tu vois ta perte, & qui te la cauſa;	Ici tu vois ta perte, et qui te la causa;
Imite vn aſſaſin, oſe ce qu’iloſa;	Imite un assasin, ose ce qu'ilosa;
Ta fureur ſera iuſte, & la ſienne est coupable;	Ta fureur sera juste, et la sienne est coupable;
Reiette la pitie, dont il fut incapable;	Rejette la pitié, dont il fut incapable;
L’honneur te le commande, & ton amour außis Et le cœur affligé, qui t'en coniure icy.	L'honneur te le commande, et ton amour aus Si le cœur affligé, qui t'en conjure ici.
OLIMBRE.	OLIMBRE.
Quand i’aurois plus perdu, que l’on ne croit encore, Mon cœur qui vous connoit, mon cœur qui vous honore, Seroit dans le deuoir, à voſtre auguſte aſpect:	Quand j'aurais plus perdu, que l'on ne croit encore, Mon cœur qui vous connaît, mon cœur qui vous honore, Serait dans le devoir, à votre auguste aspect:
Mais ſi ie puis parler ſans perdre le reſpect, I'oſe dire Seigneur, en rompant mon ſilence, Que voſtre procedure eut trop de violence:	Mais si ici puis parler sans perdre le respect, J'ose dire Seigneur, en rompant mon silence, Que votre procédure eut trop de violence:
Voſtre humeur en cela, perdit bien ſa bonté:	Votre humeur en cela, perdit bien sa bonté:
Quoy, pretendre Seigneur, forcer la volonté!	Quoi, prétendre Seigneur, forcer la volonté!
Ce rare priuilege, & que le ciel nous donne!	Ce rare privilège, et que le ciel nous donne!
Que voſtre Maieſté m'eſcoute & me pardonne, Il eſt vray qu'elle eut tort, d’aſpirer à ce point, Et de vouloir forcer, ce qu’on ne force point.	Que votre Majesté m'écoute et me pardonne, Il est vrai qu'elle eut tort, d'aspirer à ce point, Et de vouloir forcer, ce qu'on ne force point.
Et puis, la qualité ſi haute, & ſi ſublime, En cette occaſion, augmente encor le crime;	Et puis, la qualité si haute, et si sublime, En cette occasion, augmente encor le crime;
Le ſang de tant de Roys, deuoit toucher vn Roy:	Le sang de tant de Rois, devait toucher un Roi:
Mais, dois-ie dire tout?	Mais, dois-je dire tout?
ouy Seigneur ie le doy:	oui Seigneur ie le dois:
Ce qui rend auiourd’huy, voſtre erreur ſans eſgale;	Ce qui rend aujourd'hui, votre erreur sans égale;
C’eſt que vous violez la parole Royalle, Que vous auiez iuré de ſeruir conſtamment, Celle que vous perdez, dans voſtre aueuglement.	C'est que vous violez la parole Royalle, Que vous aviez juré de servir constamment, Celle que vous perdez, dans votre aveuglément.
Qui voudra s’aſſeurer aux promeſſes d’vn Prince, Qui feignant d’aßiſier, vſurpe vne Prouince, Et contraint à mourir les Princes alliez?	Qui voudra s'assurer aux promesses d'Hô Prince, Qui feignant d'assier, usurpe une Province, Et contraint à mourir les Princes alliés?
Iugez apres cela, ſi vous vous oubliez.	Jugez après cela, si vous vous oubliez.
Et ſi la renommée en ſemant cette hiſtoire, Peut manquer de ternir l’eſclat de voſtre gloire.	Et si la renommée en semant cette histoire, Peut manquer de ternir l'éclat de votre gloire.
Que ne dira t'on point, apres vn tel mal-heur?	Que ne dira t'-on point, après un tel malheur?
deigneur voſtre intereſt, ſall toute ma douleur:	deigneur votre intérêt, sall toute ma douleur:
Vous perdez vn eſclat, ſi remply de lumiere, Que la ſeconde perte eſgale la premiere:	Vous perdez un éclat, si rempli de lumière, Que la seconde perte égale la première:
Oüy, vous perdez l’hõneur, pour ſuiure vn vain deſir, Et vous trouuez la peine en cherchant le plaiſir.	Oui, vous perdez l'honneur, pour suivre un vain désir, Et vous trouvez la peine en cherchant le plaisir.
GENSERIC.	GENSERIC.
Ciel, en cét accident ie la rencontre telle, Qu'elle m'obligeroit, me deuenant mortelle.	Ciel, en cet accident entre la rencontre telle, Qu'elle m'obligerait, me devenant mortelle.
Ie ne puis plus ſouffrir ce triſte ſouuenir;	Je ne puis plus souffrir ce triste souvenir;
Ce lamentable obiet, qui vient pour me punirs L’eſpouuante & l’horreur occupent ma penſée;	Ce lamentable objet, qui vient pour me punirs L'épouvante et l'horreur occupent ma pensée;
Mon œil ne voit plus rien, que ma faute paſſée;	Mon œil ne voit plus rien, que ma faute passée;
Elle me ſuit par tout, ie la trouue en tous lieux;	Elle me suit par tout, ie la trouve en tous lieux;
Trois fantoſmes bruſlez, s’offrent deuant mes yeux;	Trois fantômes brûlés, s'offrent devant mes yeux;
Ie les voy languiſſants, ie les voy dans les flames;	Je les vois languissants, ie les vois dans les flammes;
Pardon, helas, pardon, ô genereuſes ames;	Pardon, hélas, pardon, ô généreuses âmes;
Ne me reprochez plus, l’erreur que vous blaſmeZ;	Ne me reprochez plus, l'erreur que vous blâmez;
Ne me preſentez, plus, vos beaux corps conſumez;	Ne me présentez, plus, vos beaux corps consumés;
Retirez, cét objet, qui m'oſteroit la vie;	Retirez, cet objet, qui m'ôterait la vie;
Et ſongez que la mort eſt toute mon enuie;	Et songez que la mort est toute mon envie;
ul vous offrant à moy, vous venez me l’offrir, Et que vous me ueuez taiſſer viure, & ſouffrir, Car ie viens de me rendre en vous oſant pourſuiure, Indigne de mourir, comme indigne de viure.	ul vous offrant à moi, vous venez me l'offrir, Et que vous me êtes taisser vivre, et souffrir, Carty viens de me rendre en vous osant poursuivre, Indigne de mourir, comme indigne de vivre.
OLIMDRL.	OLIMDRL.
Seigneur, ce repentir qui paroit en ce iour, Eſt encor vn effect, de la premiere amour.	Seigneur, ce repentir qui parait en ce jour, Est encor un effet, de la première amour.
GENSERIC.	GENSERIC.
Nullement, i’ay banny cette amour criminelle, Außi bien que l’eſpoir, que i’auois mis en elle:	Nullement, j'ai banni cette amour criminelle, Aussi bien que l'espoir, que j'avais mis en elle:
Ce n'eſt qu'vn ſentiment, d’horreur & de pitié.	Ce n'est qu'un sentiment, d'horreur et de pitié.
OLIMBRE.	OLIMBRE.
Mais l’amour quelques fois, ne paroit qu'amitié.	Mais l'amour quelques fois, ne parait qu'amitié.
GENSERIC.	GENSERIC.
Ie ſçayleur difference, & les dois bien connoiſtre.	Je sçayleur différence, et les dois bien connaître.
OLIMBRE.	OLIMBRE.
Ce premier fort ſouuent, ſe cache comme vn traiſtre.	Ce premier fort souvent, se cache comme un traître.
SEICOERTE.	SEICOERTE.
Ha ie le connoytrop, pour l’endurer en moy.	Ha ie le connaîtrop, pour l'endurer en moi.
o Exſiniar Vous ſçauez bien pourtant, qu’il eſt plus fort qu'vn Roy.	ô Exsiniar Vous savez bien pourtant, qu'il est plus fort qu'un Roi.
GHNTOnRIC.	GHNTOnRIC.
Oüy qu’vn Roy ſuborné, par la voix d’vninfame;	Oui qu'un Roi suborné, par la voix d'uninfâme;
Mais apres mes mal-heurs, il n'eſt plus dans mon ame.	Mais après mes malheurs, il n'est plus dans mon âme.
OLIMBRE.	OLIMBRE.
Quoy Seigneur, ſi toſt libre, & ſi toſt deſgagé?	Quoy Seigneur, si tôt libre, et si tôt dégagé?
GENSERIC.	GENSERIC.
Mon cœur n'eſt plus eſclaue, il n'eſt plus qu'affligé.	Mon cœur n'est plus esclave, il n'est plus qu'affligé.
OLIMBRE.	OLIMBRE.
Quoy deſia ſans amour!	Quoi déjà sans amour!
eſt-ce vous quei'eſcoute?	est-ce vous quei'écoute?
GENSERIC.	GENSERIC.
Oüy c’eſt moyqui m’offence, en remarquant ce doute;	Oui c'est moiqui m'offense, en remarquant ce doute;
Quand il arriueroit par le pouuoir des Cieux, Qu'Eudoxe vne autrefois ſe monſtraſt à mes yeux, Et que par vn prodige, außi grand qu'impoßible, En ſortant du ſepulchre, elle deuint ſenſible, Quand elle paroiſtroit auec tous ſes apas;	Quand il arriverait par le pouvoir des Cieux, Qu'Eudoxe une autrefois se montrât à mes yeux, Et que par un prodige, aussi grand qu'impossible, En sortant du sépulcre, elle devint sensible, Quand elle paraîtrait avec tous ses appas;
Mon cœur l’honoreroit, & ne l’aymeroit pas.	Mon cœur l'honorerait, et ne l'aimerait pas.
OLIMBRE.	OLIMBRE.
Seigneur l’objet preſent, a beaucoup de puiſſance.	Seigneur l'objet présent, a beaucoup de puissance.
GENSERIC.	GENSERIC.
Ha tu ne connois pas quelle eſt ma repentance!	Ha tu ne connais pas quelle est ma repentance!
Ha tu ne connois pas quel eſt le changement, Qu'auiourd’huy la raiſon a faict en vnmoment!	Ha tu ne connais pas quel est le changement, Qu'aujourd'hui la raison a fait en unmoment!
Mon cœur eſt pour iamais incapable du crime, Qui cauſe vnrepentir, ſi grand, ſi legitime;	Mon cœur est pour jamais incapable du crime, Qui cause vnrepentir, si grand, si légitime;
Mais repentir tardif, tu ne me ſers de rien!	Mais repentir tardif, tu ne me sers de rien!
Mon mal eſt ſans remede, & ie le connoy bien;	Mon mal est sans remède, et Seigneur le connais bien;
Il faut que la fureur ſuccede à la manie, Et qu’eternelle ment mon ame ſoit punie;	Il faut que la fureur succède à la manie, Et qu'éternelle ment mon âme soit punie;
Et que le deſeſpoir, ne m'accorde iamais, Dans vn trouble ſi grand de trefue ny de paix, Si lamort ne me rend ma liberté premiere, Indigne que ie ſuis, de voirplus la lumiere.	Et que le désespoir, ne m'accorde jamais, Dans un trouble si grand de trêve sans de paix, Si lamort ne me rend ma liberté première, Indigne que je suis, de voirplus la lumière.
Ha l’horreur de mon crime occupe tous mes ſens;	Ha l'horreur de mon crime occupe tous mes sens;
Ie ſuccombe à la fin, ſous les maux que ie ſens;	Je succombe à la fin, sous les maux que ie sens;
Cheres ames pardon, & du ciel où vous eſtes, Regardez dans mon cœur, tout ce que vous y faictes;	Chères âmes pardon, et du ciel où vous êtes, Regardez dans mon cœur, tout ce que vous y faites;
VoyeZ-y mon regret, voyez-y ma douleur;	VoyeZ-y mon regret, voyez-y ma douleur;
Voyez, que mes pecheZ n’y meſlent rien du leur;	Voyez, que mes péchez n'y mêlent rien du leur;
Voyez ſi ce regret, eſt grand, & veritable;	Voyez si ce regret, est grand, et véritable;
Et ſi vostrebonté me le rend profitable, Si vous me voulez faire vn agreable don, Accordez à mes pleurs, accordez, vn pardon, Qui m'oſte auecle iour, des ſentimens ſi ſombres.	Et si votrebonté me le rend profitable, Si vous me voulez faire un agréable dont, Accordez à mes pleurs, accordez, un pardon, Qui m'ôte avecle jour, des sentiments si sombres.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
OLIMBRE, GENSERIC, L’IMPERA.	OLIMBRE, GENSERIC, L'IMPERA.
TRICE, EVDOXE, THRASIMOND, PLACIDIE, VRSACE, ASPAR,OLICHARSIS, TROVPE DE GARDES.	TRIÉE, EUDOXE, THRASIMOND, PLACIDIE, VRSACE, ASPAR,OLICHARSIS, TROUPE DE GARDES.
OLIMBRE.	OLIMBRE.
JOicy, voicy Seigneur, ces biẽ-heureuſes ombres, Y Qui viennent accorder à voſtre Maiesté, Le pardon qu'elle implore & qu'elle a merité.	JOici, voici Seigneur, ces bye-heureuses ombres, Y Qui viennent accorder à votre Majesté, Le pardon qu'elle implore et qu'elle a mérité.
luſte Ciell	luste Ciell
OLIMBRE.	OLIMBRE.
Ouy Seigneur leur deſir eſt le voſtre;	Oui Seigneur leur désir est le vôtre;
Mais en prenant vn bien, accordeZ en vn autre;	Mais en prenant un bien, accordez en un autre;
Que voy-ie?	Que vois-je?
GENSERIC.	GENSERIC.
L’IMPERATRICE.	L'IMPÉRATRICE.
C’eſt Seigneur, qu’il vous plaiſe auiourd’huys Puis qu'Vrſace eſt viuant, que ie ſois toute à luy.	C'est Seigneur, qu'il vous plaise aujourd'huis Puis qu'Unsace est vivant, que ie sois toute lui.
Il tient depuis long-temps ma parole engagée, Et mon affection ne peut eſtre changée:	Il tient depuis longtemps ma parole engagée, Et mon affection ne peut être changée:
Ne taſchez plus de rompre vn lien eternel, Qui ioignit nos deuxcœurs, d’vn ſerment ſolemnel.	Ne tâchez plus de rompre un lien éternel, Qui joignit nos deuxcœurs, d'un serment solennel.
Accordez à ce cœur qui ſoupire & qui tremble, Que nous puißons enfin viure ou mourir enſemble.	Accordez à ce cœur qui soupire et qui tremble, Que nous pouvons enfin vivre ou mourir ensemble.
Ie ſçay que voſtre amourme faiſoit trop d’honneur, Et qu'en vous refuſant, ie refuſe vnbon-heur, Qui paſſe monmerite, & qui me rend coupable;	Je sais que votre amour faisait trop d'honneur, Et qu'en vous refusant, Elle refuse un -heur, Qui passe monmérite, et qui me rend coupable;
Mais ie refuſe vnbien dont ie ſuis incapable:	Mais ici refuse vnbien dont ici suis incapable:
Ie ne puis eſtre à vous, ie ne ſuis plus à moy;	Je ne puis être à vous, votre ne suis plus à moi;
Et tout cœur genereux, n’engage qu’vne foy:	Et tout cœur généreux, n'engage qu'une foi:
Grand Prince, grand Monarque, àccordez ma requeſte;	Grand Prince, grand Monarque, àccordez ma requête;
Ainſi iamais danger n’approche voſtre teſte, Ainſi toufiours la gloire, accompagne vos pas, Et vous rende immortel, apres voſtre treſpas.	Ainsi jamais danger n'approche votre tête, Ainsi toufiours la gloire, accompagne vos pas, Et vous rende immortel, après votre trépas.
THRASIMOND.	THRASIMOND.
Ce fils qui fut ſi cher à la bonté d’vn pere, Demande cette grace, ou pluſtoſt il l’eſpere:	Ce fils qui fut si cher à la bonté d'Hommes père, Demande cette grâce, ou plutôt il l'espère:
Mais il demande encor, ence bien-heureux iour,  jen pent & jeuscey,oonſemtenfon amour.	Mais il demande encor, ence bienheureux jour, jen pent et jeuscey,oonsemtenfon amour.
Puiſque la belle Eudoxe, a receu ſon ſeruice.	Puisque la belle Eudoxe, a reçu son service.
OLIMBRE.	OLIMBRE.
C’eſt icy, c’eſt icy qu’il faut qu’on accompliſſe Ce qu’vn Roy genereux, m’a promis tant de fois:	C'est ici, c'est ici qu'il faut qu'on accomplisse Ce qu'un Roi généreux, m'a promis tant de fois:
Suiuez donc mes aduis, ôle plus grand des Roys;	Suivez donc mes avis, ôle plus grand des Rois;
Eueueſetve emvetes, rellu ines cene peus mercate, C’eſt ce que ie demande auecques Placidie;	Euvesetve emvetes, rellu ines cène pus mercate, C'est ce que Seigneur demande avec Placidie;
Comblez moy de plaiſir, en vous comblant d’hõneur, Et ſauuez voſtre gloire, en ſauuant mon bonheur.	Comblez moi de plaisir, en vous comblant d'honneur, Et sauvez votre gloire, en sauvant mon bonheur.
VRSACE.	VRSACE.
O Prince qu’à bon droit tout l’vniuers renomme, Icy doit la vertu, vaincre vnvainqueur de Rome, Icy vous ſurmontant, ſçacheZ que ſans flatter, Vous ſurmontez celuy, qu’on ne peut ſurmonter.	Ô Prince qu'à bon droit tout l'Hivers renomme, Ici doit la vertu, vaincre vnvainqueur de Rome, Ici vous surmontant, sachez que sans flatter, Vous surmontés celui, qu'on ne peut surmonter.
Que c’eſt la plus illuſtre, & plus noble victoire, Et la ſeule qui peut couronner voſtre gloire.	Que c'est la plus illustre, et plus noble victoire, Et la seule qui peut couronner votre gloire.
Du haut du Capitole, où parut voſtre bras, Vostre illustre nom volle, aux plus lointains climats.	Du haut du Capitole, où parut votre bras, Votre illustre nom volle, aux plus lointains climats.
Ouy du grand Genſeric, ce vray foudre de guerre, On reuere le nom, aux deux bouts de la terre, Gardez donc de ternir vn eſclat ſans pareil, Qui s’eſtend außi loin que celuy du ſoleil.	Oui du grand Genseric, ce vrai foudre de guerre, On révère le nom, aux deux bouts de la terre, Gardez donc de ternir un éclat sans pareil, Qui s'étend aussi loin que celui du soleil.
Et ne vous oſtez pas, cette gloire ſupréme Que vous ne perdrez, point, ſi ce n'est par vous meſme:	Et ne vous ôtez pas, cette gloire suprême Que vous ne perdrez, point, si ce n'est par vous même:
Souuenez vous Seigneur, puiſque chacun vous voit, Et de l’Imperatrice, & de ce qu’on luy doit.	Souvenez vous Seigneur, puisque chacun vous voit, Et de l'Impératrice, et de ce qu'on lui doit.
