ROBERT 1986	ROBERT 1986
Le ſeul amour de Rome a ſa main animée, Il ſeroit innocent s’il l’auoit moins aymée, Qu’ay-ie dit, Sire, il l’eſt, & ce bras paternel L’auroit deſia puny s’il eſtoit criminel, I’aurois ſçeu mieux vſer de l’entiere puiſſance Que me donnent ſur luy les droits de la naiſſance, I’ayme trop l’honneur, Sire, & ne ſuis point de rang A ſouffrir ny d’affront, ny de crime en mon ſang.	Le seul amour de Rome a sa main animée, Il serait innocent s'il l'avait moins aimée, Qu'ai-je dit, Sire, il l'est, et ce bras paternel L'aurait déjà puni s'il était criminel, J'aurais su mieux user de l'entière puissance Que me donnent sur lui es droits de la naissance, J'aime trop l'honneur, Sire, et ne suis point de rang A souffrir ni d’affront, ni de crime en mon sang.
C’eſt dont ie ne veux point de témoin que Valere, Il a veu quel accueil luy gardoit ma colere, Lors qu’ignorant encor la moitié du combat Ie croyois que ſa fuite auoit trahy l’Eſtat.	C'est dont Madame ne veux point de témoin que Valère, Il a vu quel accueil lui gardait ma colère, Lors qu'ignorant encor la moitié du combat Je croyais que sa fuite avait trahi l'État.
Qui le fait ſe charger des ſoins de ma famille?	Qui le fait se charger des soins de ma famille?
Qui ie fait malgré moy vouloir vanger ma fille?	Qui ici fait malgré moi vouloir venger ma fille?
Et par quelle raiſon dans ſon iuſte treſpas Prend-il vn intereſt qu’vn pere ne prend pas?	Et par quelle raison dans son juste trépas Prend-il un intérêt qu'un père ne prend pas?
On craint qu’apres ſa ſœur il n’en maltraite d’autres;	On craint qu'après sa sœur il n'en maltraite d'autres;
Sire, nous n’auons part qu’à la honte des noſtres,	Sire, nous n'avons part qu'à la honte des nôtres,
Et de quelque façon qu’vn autre puiſſe agir, Qui ne nous touche point, ne nous fait point rougir.	Et de quelque façon qu'Hommes autre puisse agir, Qui ne nous touche point, ne nous fait point rougir.
1(d’Horace, Tu peux pleurer.	1gd'Horace, Tu peux pleurer.
Valere, & meſme aux yeux Il ne prend intereſt qu’aux crimes de ſa race, Qui n’eſt point de ſon ſang ne peut faire d’affront Aux lauriers immortels qui luy ceignent le front.	Valère, et même aux yeux Il ne prend intérêt qu'aux crimes de sa race, Qui n'est point de son sang ne peut faire d'affront Aux lauriers immortels qui Elle ceignent le front.
Lauriers, ſacrez rameaux qu’on veut reduire en poudre, Vous qui mettez ſa teſte à couuert de la foudre, L’abandonnerez-vous à l’infame couſteau, Qui fait choir les méchants ſous la main d’vn bourreau?	Lauriers, sacrés rameaux qu'on veut réduire en poudre, Vous qui mettez sa tête à couvert de la foudre, L'abandonnerez-vous à l'infâme coûteau, Qui fait choir les méchants sous la main d'un bourreau?
Romains, ſouffrirez-vous qu’on vous immole vn homme (me?	Romains, souffrirez-vous qu'on vous immole un homme (me?
Sans qui Rome aujourd’huy ceſſeroit d’eſtre RoEt qu’vn Romain s’efforce à tacher le renom D'vn guerrier à qui tous doiuent vn ſi beau nom?	Sans qui Rome aujourd'hui cesserait d'être Roût qu'un Romain s'efforce à tacher le renom D'un guerrier à qui tous doivent un si beau nom?
Dy Valere, dy nous, puiſqu’il faut qu’il periſſe, Où tu penſes choiſir vn lieu pour ſon ſupplice?	Dis Valère, dis nous, puisqu'il faut qu'il périsse, Où tu penses choisir un lieu pour son supplice?
Sera ce entre ces murs que mille & mille voix Font reſonner encor du bruit de ſes exploits?	Sera ce entre ces murs que mille et mille voix Font résonner encor du bruit de ses exploits?
Sera-ce hors des murs au milieu de ces places Qu’on voit fumer encor du ſang des Curiaces, Entre leurs trois tombeaux, & dans ce chamf d’honneur Teſmoin de ſa vaillance, & de noſtre bonheur?	Sera-ce hors des murs au milieu de ces places Qu'on voit fumer encor du sang des Curiaces, Entre leurs trois tombeaux, et dans ce chamf d'honneur Témoin de sa vaillance, et de notre bonheur?
Tu ne ſçaurois cacher ſa peine à ſa victoire, Dans les murs, hors des murs, tout parle de ſa gloire, Tout s’oppoſe à l’effort de ton injuſte amour, Qui veut d’vn ſi bon ſang ſoüiller vn ſi beau iour.	Tu ne saurais cacher sa peine à sa victoire, Dans les murs, hors des murs, tout parle de sa gloire, Tout s'oppose à l'effort de ton injuste amour, Qui veut d'un si bon sang souiller un si beau jour.
Albe ne pourra pas ſouffrir vn terrpeceueie;	Albe ne pourra pas souffrir un terrpeceueie;
Et Rome auec ſes pleurs y mottra trop d’obſtacle, Vous les préuiendrez, Sire, & par vn iuſte arreſt Vous ſçaurez embraſſer bien mieux ſon intereſt, Ce qu’il a fait pour elle il le peut encor faire, Il la peut garantir encor d’vn ſort contraire.	Et Rome avec ses pleurs y mottra trop d'obstacle, Vous les préviendrez, Sire, et par un juste arrêt Vous saurez embrasser bien mieux son intérêt, Ce qu'il a fait pour elle il le peut encor faire, Il la peut garantir encor d'un sort contraire.
Sire, ne donnez rien à mes debiles ans, Rome aujou d’huy m’a veu pere de quatre enfans.	Sire, ne donnez rien à mes débiles ans, Rome aujou d'hui m'a vu père de quatre enfants.
Trois en ce meſme iour ſont morts pour ſa querelle, Il m’en reſte encor vn, conſeruez-le pour elle, N’oſtez pas à ſes murs vn ſi puiſſant appuy, Et ſouffrez pour finir que ie m’adreſſe à luy.	Trois en ce même jour sont morts pour sa querelle, Il m'en reste encor un, conservez-le pour elle, N'ôtez pas à ses murs un si puissant appui, Et souffrez pour finir que ie j'adresse à lui.
Horace, ne croy pas que le peuple ſtupide Soit le maiſtre abſolu d’vn renom bien ſolide, Sa voix tumultueuſe aſſez ſouuent fait bruit, Mais vn moment l’eſleue, vn moment le deſtruit, Et ce qu’il contribuë à noſtre renommée Touſiours en moins de rien ſe diſſipe en fumée.	Horace, ne crois pas que le peuple stupide Soit le maître absolue d'un renom bien solide, Sa voix tumultueuse assez souvent fait bruit, Mais un moment l'élève, un moment le détruit, Et ce qu'il contribue à notre renommée Toujours en moins de rien se dissipe en fumée.
C’eſt aux Rois, c’eſt aux grands, c’eſt aux eſprits bien faits A voir la vertu pleine en ſes moindres effets, C’eſt d’eux ſeuls qu’on reçoit la veritable gloire, Eux ſeuls des vrais Heros aſſeurent la memoire, Vy touſiours en Horace, & touſiours auprés d’eux Ton nom demeurera grand, illuſtre, fameux, Bien que l’occaſiõ moins haute, ou moins brillãte D’vn vulgaire ignorant trompe l’injuſte attente.	C'est aux Rois, c'est aux grands, c'est aux esprits bien faits A voir la vertu pleine en ses moindres effets, C'est d'eux seuls qu'on reçoit la véritable gloire, Eux seuls des vrais Héros asseurent la mémoire, Vi toujours en Horace, et toujours auprès d'eux Ton nom demeurera grand, illustre, fameux, Bien que l'occasion moins haute, ou moins brillante D'un vulgaire ignorant trompe l'injuste attente.
Ne hay doc plus la vie, & du moins vy pour moy, Et pour ſeruir encor ton pays & ton Roy.	Ne hais doc plus la vie, et du moins vi pour moi, Et pour servir encor ton pays et ton Roi.
Sire, i’en ay trop dit, mais l’affaire vous touche, Et Rome toute entiere a parlé par ma bouche.	Sire, j'en ai trop dit, mais l'affaire vous touche, Et Rome toute entière a parlé par ma bouche.
VALERE.	VALÈRE.
Sire, permettez-moy.	Sire, permettez-moi.
3 TVLLE.	3 TULE.
Valere, c’eſt aſſez, Vos diſcours par les leurs ne ſont pas effacez, I’en garde en mon eſprit les forces plus preſſantes, Et toutes vos raiſons me ſont encor preſentes.	Valère, c'est assez, Vos discours par les leurs ne sont pas effacés, J'en garde en mon esprit les forces plus pressantes, Et toutes vos raisons me sont encor présentes.
Cette enorme action faite preſque à nos yeux, Outrage la nature, & bleſſe iuſqu’aux Dieux.	Cette énorme action faite presque à nos yeux, Outrage la nature, et blesse jusqu'aux Dieux.
Vn premier mouuement qui produit vn tel crime Ne ſçauroit luy ſeruir d’excuſe legitime, Les	Un premier mouvement qui produit un tel crime Ne saurait avoir servir d'excuse légitime, Les
Les moins ſeueres loix en ce point ſont d’accord, Et ſi nous les ſuiuons, il eſt digne de mort.	Les moins sévères lois en ce point sont d'accord, Et si nous les suivons, il est digne de mort.
Si d’ailleurs nous voulons regarder le coupable, Ce crime, quoy que grand, enorme, inexcuſable, Vient de la meſme eſpée & part du meſme bras Qui me fait aujourd’huy maiſtre de deux Eſtats.	Si d'ailleurs nous voulons regarder le coupable, Ce crime, quoi que grand, énorme, inexcusable, Vient de la même épée et part du même bras Qui me fait aujourd'hui maître de deux États.
Deux ſceptres en ma main, Albe à Rome aſſeruie, Parlent bien hautement en faueur de ſa vie, Sans luy j’obeyrois où ie donne la loy, Et ie ſerois ſuiet où ie ſuis deux fois Roy.	Deux sceptres en ma main, Albe à Rome asservie, Parlent bien hautement en faveur de sa vie, Sans lui j'obéirais où personne donne la loi, Et ainsi serais sujet où tu suis deux fois Roy.
Aſſez de bons ſujets dans toutes les Prouinces Par des vœux impuiſſants s’acquitent vers leurs Princes.	Assez de bons sujets dans toutes les Provinces Par des vœux impuissants s'acquitent vers leurs Princes.
Tous les peuuent aimer, mais tous ne peuuent pas Par d’illuſtres effets aſſeurer leurs Eſtats, Et l’art & le pouuoir d’affermir des Couronnes Sont des dons que le Ciel fait à peu de perſonnes:	Tous les peuvent aimer, mais tous ne peuvent pas Par d'illustres effets assurer leurs États, Et l'art et le pouvoir d'affermir des Couronnes Sont des dons que le Ciel fait à peu de personnes:
De pareils ſeruiteurs ſont les forces des Rois, Et de pareils auſſi ſont au deſſus des loix.	De pareils serviteurs sont les forces des Rois, Et de pareils aussi sont au dessus des lois.
Qu’elles ſe taiſent donc, que Rome diſſimule Ce que dés ſa naiſſance elle vit en Romule;	Qu'elles se taisent donc, que Rome dissimule Ce que dès sa naissance elle vit en Romule;
Elle peut bien ſouffrir en ſon liberateur Ce qu’elle a bien ſouffert en ſon premier autheur.	Elle peut bien souffrir en son libérateur Ce qu'elle a bien souffert en son premier auteur.
Vy donc, Horace, vy guerrier trop magnanime, Ta vertu met ta gloire au deſſus de ton crime, Sa chaleur genereuſe a produit ton forfait, D’vne cauſe ſi belle il faut ſouffrir l’effet.	Vis donc, Horace, vis guerrier trop magnanime, Ta vertu met ta gloire au dessus de ton crime, Sa chaleur généreuse à produit ton forfait, D'une cause si belle il faut souffrir l'effet.
Vy pour ſeruir l’Eſtat, vy, mais ayme Valere, Qu’il ne reſte entre vous ny haine ny colere, Et ſoit qu’il ait ſuiuy l’amour, ou le deuoir, Sans aucun ſentiment reſous-toy de le voir.	Vi pour servir l'État, vis, mais aime Valère, Qu'il ne reste entre vous avez haine esprit colère, Et soit qu'il ait suivi l'amour, ou le devoir, Sans aucun sentiment résous-toi de le voir.
Sabine, écoutez moins la douleur qui vous preſſe, Chaſſez de ce grand cœur ces marques de foibleſſe, C’eſt en ſechant vos pleurs que vous vous monſtrerez La veritable ſœur de ceux que vous pleurez.	Sabine, écoutez moins la douleur qui vous presse, Chassez de ce grand cœur ces marques de faiblesse, C'est en séchant vos pleurs que vous vous montrerez La véritable sœur de ceux que vous pleurez.
Mais nous deuons aux Dieux demain vn ſacrifice, Et nous aurions le Ciel à nos vœux mal propice Si nos Preſtres, auant que de ſacrifier, Ne trouuoient les moyens de le purifier.	Mais nous devons aux Dieux demain sacrifice, Et nous aurions le Ciel à nos vœux mal propice Si nos Prêtres, avant que de sacrifier, Ne trouvaient les moyens de le purifier.
Son pere en prendra ſoin, il luy ſera facile D’appaiſer tout d’vn temps les manes de Camilles.	Son père en prendra soin, il lui sera facile D'apaiser tout d'un temps les mânes de Camilles.
Ie la plains, & pour rendre à ſon ſort rigoureux Ce que peut ſouhaiter ſon eſprit amoureux, Puiſque en vn meſme iour l’ardeur d’vn meſme zele Acheue le deſtin de ſon amant & d'elle, Ie veux qu’vn meſme iour témoin de leurs deux morts En vn meſme tombe au voye enfermer leurs corps.	Je la plains, et pour rendre à son sort rigoureux Ce que peut souhaiter son esprit amoureux, Puisque en un même jour l'ardeur d'un même zèle Achève le destin de son amant et d'elle, Je veux qu'un même jour témoin de leurs deux morts En un homme tombe au voie enfermer leurs corps.
Le Roy ſe leue & tous le ſuiuent horſmis Iulie.	Le Roi se lève et tous le suivent horsmis Julie.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
IVLIE.	IVLIE.
NAmille, ainſi le Ciel t'auoit bien aduertie Des tragiques ſuccez qu’il t’auoit preparez, Mais touſiours du ſecret il cache vne partie Aux eſprits les plus nets, & les mieux éclairez.	NAmille, ainsi le Ciel t'avait bien avertie Des tragiques succès qu'il t'avait préparés, Mais toujours du secret il cache une partie Aux esprits les plus nets, et les mieux éclairez.
Il ſembloit nous parler de ton proche Hymenée, Il ſembloit tout promettre à tes vœux innocents, Et nous cachant ainſi ta mort inopinée Sa voix n’eſt que tropvraye en trõpant noſtre ſens.	Il semblait nous parler de ton proche Hyménée, Il semblait tout promettre à tes vœux innocents, Et nous cachant ainsi ta mort inopinée Sa voix n'est que tropvraye en trôpant notre sens.
Albe & Rome aujourd’huy prennent vne autre face, Tes vœux ſont exaucec, elles gouſtent la paix, Et tu vas eſtre vnie aues ton Curiace Sans qu’aucun mauuais ſort t’en ſepare iamais.	Albe et Rome aujourd'hui prennent une autre face, Tes vœux sont exaucec, elles goûtent la paix, Et tu vas être unie aues ton Curiace Sans qu'aucun mauvais sort t'en sépare jamais.
FIN.	FIN.
PRIVILEGE DV ROY.	PRIVILÈGE DU ROI.
OVIS par la grace de Dieu Roy de France & de Nauarre:	OUÏS par la grâce de Dieu Roi de France et de Navarre:
A nos amez & feaux Conſeillers les gens tenans nos Cours de Parlement, Maiſtres des Requeſtes ordinaires de noſtre Hoſtel, Baillifs, seneſchaux, Preuoſts, leurs Lieutenants & tous autres nos Iuſticiers & Officiers qu’il appartiendra, Salut.	À nos âmez et féaux Conseillers les gens tenants nos Cours de Parlement, Maîtres des Requêtes ordinaires de notre Hôtel, Baillifs, seneschaux, Prévôts, leurs Lieutenants et tous autres nos Justiciers et Officiers qu'il appartiendra, Salut.
Noſtre bien-amé AVGVSTIN COVRBE', Libraire à Paris, nous a fait remonſtrer qu’il deſireroit imprimer Horace Tragedie, par Corneille, s’il auoit ſur ce nos lettres neceſſaires, leſquelles il nous a tres-humblement ſupplié, de luy accorder.	Notre bien-amé AUGUSTIN COURBE', Libraire à Paris, nous a fait remontrer qu'il désireront imprimer Horace Tragédie, par Corneille, s'il avait sur ce nos lettres nécessaires, lesquelles il nous a très-humblement supplié, de Seigneur accorder.
A ces cauſes nous auons permis & permettons à l’Expoſant d’imprimer, vendre & debiter en tous lieux de noſtre obeïſfance ledit liure, en telles marges, en tels caracteres, & autant de fois qu’il voudra durant l’eſpace de dix ans entiers & accomplis, à compter du iour qu’il ſera acheué d’imprimer pour la premiere fois;	À ces causes nous avons permis et permettons à l'Exposant d'imprimer, vendre et débiter en tous lieux de notre obéissance ledit livre, en telles marges, en tels caractères, et autant de fois qu'il voudra durant l'espace de dix ans entiers et accomplis, à compter du jour qu'il sera achevé d'imprimer pour la première fois;
