TLEDAME DEXXEEXES*	TLÉDAME DEXXEXES*
Car elle vient d’vn bras trop genereux e fort.	Car elle vient d'un bras trop généreux eu fort.
Puis qu'elle vient de vous;	Puis qu'elle vient de vous;
mais que pluſtoſt la lame, Du plus laſche poltron, du cœur le plus infame Me perce en mille endroicts, & le cœur & le flanc, Si i’ay rien fait qui ſoit indigne de mon ſang, Et de l’affection que ie vous ay iurée, Si i’ay iamais cognu cette ſecrette entrée, Si ie ne ſuis ſurpris, plus que vous mille fois, Et ſi ie puis vous dire en quel endroit i’eſtois.	mais que plutôt la lame, Du plus lâche poltron, du cœur le plus infâme Me perce en mille endroicts, et le cœur et le flanc, Si j'ai rien fait qui soit indigne de mon sang, Et de l'affection que je vous ai jurée, Si j'ai jamais connu cette secrète entrée, Si ici ne suis surpris, plus que vous mille fois, Et si je puis vous dire en quel endroit j'étais.
Pour cette femme icy, que ie periſſe à l’heure Si ie ſçay quelle elle eſt, ſon nom ny ſa demeure, Ie dy la verité, ie ne veux rien celer, Et ſçachez que la peur ne me fait point parler.	Pour cette femme ici, que Dieu périsse à l'heure Si ici sais quelle elle est, son nom toujours sa demeure, Je dis la vérité, ie ne veux rien celer, Et sachez que la peur ne me fait point parler.
LICIDAS.	LICIDAS.
Si ce que tu me dis eſtoit bien veritable, Pourquoy l’eſpée au poing, ſi tu n’és point coupable?	Si ce que tu me dis était bien véritable, Pourquoi l'épée au poing, si tu n'avez point coupable?
FLORESTAN.	FLORÊTAN.
Ne ſçachant où i’eſtois en cette extremité Eſt-il homme de cœur qui l’euſt euë au coſté Se voyant pourſuiuy?	Ne sachant où j'étais en cette extrémité Est-il homme de cœur qui l'eût eue au côté Se voyant poursuivi?
LICIDAS.	LICIDAS.
Pour vous purger de blaſme Il vous faut confronter auecque cette infame, Cauſe où ie ſuis trompé de ce ſcandale icy.	Pour vous purger de blâme Il vous faut confronter auecque cette infâme, Cause où votre suis trompé de ce scandale ici.
FLORESTAN.	FLORÊTAN.
Ie te dem, oom ſouisuovout pomt eſclaircy Que ie ne trempe point du tout dans ce myſtere.	Je te dem, oom souvisuovout pompt éclairci Que je ne trempe point du tout dans ce mystère.
LICIDAS.	LICIDAS.
Allons, mais en paſſant aduertiſſons mon frere, Entrons par cet endroict.	Allons, mais en passant avertissons mon frère, Entrons par cet endroit.
de nlo lila Daa.	de nlo lila Da.
Ie le veux.	Je le veux.
Iuſtes dieux En cet aueuglement eſclairciſſez, mes yeux!	Justes dieux En cet aveuglement éclaircissez, mes yeux!
CARRILLE ſortant d’où il eſtoit caché.	CARRILLE sortant d'où il était caché.
Grand Dieu fay moy ce bien, que mes craintes ſoient fauſſes, I’ay d’apprehenſion laſché tout dans mes chauſſes.	Grand Dieu fay moi ce bien, que mes craintes soient fausses, J'ai d'appréhension lâché tout dans mes chausses.
Mais quoy ſans les lauer les laiſſerois-je aiuſi?	Mais quoi sans les laver les laisserais-je aiusi?
Oüy, ſuiuons-les de loing, i'aurois peur ſeul icy.	Oui, suivons-les de loin, j'aurais peur seul ici.
I ANGELIQVE, LVCINDE, ISABELLE.	I INGELIQUE, LUCINDE, ISABELLE.
ANGELIQVE.	ANGELIQUE.
DVe me dis-tu, grands dieux!	DUe me dis-tu, grands dieux!
ICASELLE.	ICACSELE.
Madame voſtre frere, Eſt entré qui ſoudain s’eſt fort mis en colere, I'entendois par dehors de bien grandes rumeurs.	Madame votre frère, Est entré qui soudain s'est fort mis en colère, J'entendais par dehors de bien grandes rumeurs.
ANGELIQVE.	ANGELIQUE.
Il le tuëra, Couſine, ah, ie paſme, ie meurs!	Il le tuera, Cousine, ah, Seigneur pâme, Elle meurs!
Et viendra toſt apres m’aſſaßiner moy-meſme.	Et viendra tôt après m'assassiner moi-même.
LVCINDE.	LUCINDE.
Ie ne puis que reſoudre en ce malheur extreſme, Toute excuſe à preſent ſeroit hors de ſaiſon, Fuyons, & me croyez, hors de cette maiſon:	Je ne puis que résoudre en ce malheur extrême, Toute excuse à présent serait hors de saison, Fuyons, et me croyez, hors de cette maison:
Il nous faut bien garder d’attendre ſa venuë.	Il nous faut bien garder d'attendre sa venue.
ANGELIQVE.	ANGELIQUE.
A telle heure qu’il eſt, irons-nous par la ruë?	A telle heure qu'il est, irons-nous par la rue?
Acallasn.	Acallasn.
Allons-nous-en chez, nous, mon logis n’eſt pas loing.	Allons-nous-en chez, nous, mon logis n'est pas loing.
ANGELIQVE.	ANGELIQUE.
Mais quoy, laiſſerons-nous Floreſtan au beſoin?	Mais quoi, laisserons-nous Florêtan au besoin?
LVCINDE.	LUCINDE.
Que pouuons-nous pour luy?	Que pouvons-nous pour venir?
dieux ſi vous eſtes ſage Fuyons ſans conſulter ſur ce fait dauantage.	dieux si vous êtes sage Fuyons sans consulter sur ce fait davantage.
EN I PII ET DERNTERE.	EN I PII ET DERNTERE.
LICIDAS, LI ZANDRE, ANGELIQVE, FLORESTAN, I SABELLE, LVCINDE, CARRILLE.	LICIDAS, LI ZANDRE, ANGELIQUE, FLORÉTAN, I SABELLE, LUCINDE, CARILLE.
LIZANDRE.	LIZANDRE.
vai-tu mal-heureuſe?	vais-tu malheureuse?
& vous Lucinde außi OOù l'accompagnez vous?	et vous Lucinde aussi OÙ l'accompagnez -vous?
quel deſondre eſt ce iey	quel désondre est ce iey
ANGELIQVE.	ANGELIQUE.
Puis que Floreſtan vit, qu’il paroist à ma veuë, Mourons s’il faut mourir, m’y voila reſoluë:	Puis que Florêtan vit, qu'il paraît à ma vue, Mourons s'il faut mourir, m'y voilà résolue:
Mais oyez mes raiſons, & ne me iugez pas, Auant que de m’ouir, meriter le treſpas, Ie croy que ma requeſte eſt iuſte & raiſonnable, Et ſi vous me trouuez en vn ſeul poinct coupable, I'entends contre l’honneur, ny de loing, ny de prés, Ne me laiſſez pas viure vn ſeul moment aprés.	Mais oyez mes raisons, et ne me jugez pas, Avant que de m'ouïr, mériter le trépas, Je crois que ma requête est juste et raisonnable, Et si vous me trouvez en Un seul point coupable, J'entends contre l'honneur, ni de loin, ni de près, Ne me laissez pas vivre un seul moment après.
LICIDAS.	LICIDAS.
Parle, & s’il t’eſt entré ſeulement en penſee, Ta priere ſera ſur le champ exaucee, dein a'quaiquerens pm.	Parle, et s'il t'est entré seulement en pensée, Ta prière sera sur le champ exaucée, dein a'quaiquerments pm.
LIZANDRE.	LIZANDRE.
Mais ſans nous abuſer, Dy-le tout franchement & ſans rien déguiſer.	Mais sans nous abuser, Dis-le tout franchement et sans rien déguiser.
ANGELIQVE.	ANGELIQUE.
Floreſtan eſcoutés, oin tt uijoomns vous touche, Que vous ue ſçaurez point, ſi ce n’eſt par ma bouche, Puiſque contre mon gré l’on m’oblige à parler, Ie doclareray tout, ie ne veux rien celer;	Florêtan écoutés, oint tt uijoomns vous touche, Que vous ue saurez point, si ce n'est par ma bouche, Puisque contre mon gré l'on m'oblige à parler, Je doclarerai tout, je ne veux rien celer;
Ie ſuis donc,puïs qu’il faut à cette-heure me rendre, La ſœur de Licidas, & la ſœur de Lizandre.	Je suis donc,puays qu'il faut à cette-heure me rendre, La sœur de Licidas, et la sœur de Lisandre.
Sans doute ils ont tous deux raiſon de me blaſmer	Sans doute ils ont tous deux raison de me blâmer
De m’eſtre à leur deceu portee à vous aymer:	De m'être à leur déçu porte à vous aimer:
Mais comme euſſay-je oſé leur deſcouurir la flame Qui me bruſle pour vous, & me conſomme l’ame?	Mais comme eussai-je osé leur découvrir la flamme Qui me brûle pour vous, et me consomme l'âme?
Si ie ſuis criminelle en confeſſant ce point, Ie merite la mort, ie n’y recule point.	Si tu suis criminelle en confessant ce point, Je mérite la mort, tu n'y recule point.
Mais ie ne puis penſer qu’on puiſſe eſtre blaſmée Pour confeſſer d’aymer, & vouloir eſtre aymée:	Mais ici ne puis penser qu'on puisse être blâmée Pour confesser d'aimer, et vouloir être aimée:
Dés la premiere fois vous ſceuſtes m'engager, Quand ie vous vy ſi prompt à vouloir m'obliger, Sans ſçauoir qui i’eſtois, & cette gentilleſſe Me fit auoir pour vous vne telle tendreſſe, Qu'admirant la valeur d’vn cœur ſi genereux Vous rendiſtes le mien außi-toſt amoureux.	Dès la première fois vous scevûtes m'engager, Quand je vous val si prompt à vouloir m'obliger, Sans savoir qui j'étais, et cette gentillesse Me fit avoir pour vous une telle tendresse, Qu'admirant la valeur d'un cœur si généreux Vous rendîtes le mien aussitôt amoureux.
Vous mon frere ſçachez que ie ſuis celle-meſme Que vous ſuiuiez tantost auec ardeur extreſme, Qui ſi ſubtilement m’eſchapé de vos mains A l’ayde de ce bras qui rompit vos deſſeins;	Vous mon frère sachez que je suis celle-même Que vous suiviez tantôt avec ardeur extrême, Qui si subtilement m'échappé de vos mains À l'aide de ce bras qui rompit vos desseins;
Cette inſigne faueur m'a fait bruſler d’enuie De voir ce Caualier qui m’a ſauué la vie, Car ie n’attendois pas, ie le dy franchement, De voſtre promptitude vn meilleur traitement;	Cette insigne faveur m'a fait brûler d'envie De voir ce Cavalier qui m'a sauvé la vie, Carty n'attendais pas, ie le dis franchement, De votre promptitude un meilleur traitement;
Car encor que ie fuſſe exempte de tout vlaſme, Ie n’euſſe pas paſſé pour telle dans voſtre ame.	Car encor que Seigneur fusse exempte de tout vlâme, Je n'eusse pas passé pour telle dans notre âme.
Deſirant donc le voir auecque paßion I’en ſuis venuë à bout par cette inuention, Par ces deux ais ventrois de ma chambre en la ſienne Sans qu’il en ait rien ſceu.	Désirant donc le voir auecque passion J'en suis venue à bout par cette invention, Par ces deux ais ventrais de ma chambre en la sienne Sans qu'il en ait rien su.
Si tantoſt dans la mienne Vous l'auez rencontré, croyez il eſt certain Qu’il n’a iamais ny ſceu, ny cogneu mon deſſein, Eſtant bien eſloigné, de penſer, ie vous iure, Qu'il s’adreſſaſt à vous, & qu’il vous fiſt injure.	Si tantôt dans la mienne Vous l'avez rencontré, croyez il est certain Qu'il n'a iamais ni connu, ni cogneu mon dessein, Étant bien éloigné, de penser, de vous jure, Qu'il s'adressât à vous, et qu'il vous fît injure.
Mais pour ne rien celer, ie vous diray de plus, Que quand i’entré chez luy i’eus l’eſprit tout confus:	Mais pour ne rien celer, votre vous dirai de plus, Que quand j'entré chez jours j'eus l'esprit tout confus:
Car mon Ame pour lors fut puiſſamment ſaiſie De cette paßion, qu'on nomme ialouſie, Luy trouuant ce portraict, que i’ay pris à ce ſoir, Mourant de deplaiſir qu’il fuſt en ſon pouuoir.	Car mon Âme pour lors fut puissamment saisie De cette passion, qu'on nomme jalousie, Lui trouvant ce portrait, que j'ai pris à ce soir, Mourant dé plaisir qu'il fût en son pouvoir.
LICIDAS.	LICIDAS.
Monſtre que ie le voye, as-tu bien l’impudence D’oſer ainſi parler meſme en noſtre preſence?	Montre que personne le voie, as-tu bien l'impudence D'oser ainsi parler même en notre présence?
Inſolente, effrontee ?	Insolente, effrontée ?
oſes-tu preſumer Qu’un Caualier d’honneur ſe reſolue d’aymer Vne qui laſchement ſe produit elle-meſme, Et qui peut ſans rougir luy dire qu’elle l’ayme, Eſtant adorateur d’vne diuinité, Car ie n’oſe autrement nommer cette beauté, Ce rauiſſant portraict?	ôte-tu présumer Qu'un Cavalier d'honneur se résolue d'aimer Vune qui lâchement se produit elle-même, Et qui peut sans rougir ainsi dire qu'elle l'aime, Étant adorateur d'une divinité, Car ie n'ose autrement nommer cette beauté, Ce ravissant portraict?
as-tu bien cette audace D’esperer que iamais il te mette en ſa place?	as-tu bien cette audace D'espérer que jamais il te mette en sa place?
Sçais-tu bien s’il n’a pas meſme engagé ſa foy A celle-cy qui vaut mille fois mieux que toy?	Sais-tu bien s'il n'a pas même engagé sa foi A celle-cy qui vaut mille fois mieux que toi?
Auras-tu bien le front de te voir refuſes, Et de ſeruir apres à chacun de riſee?	Auras-tu bien le front de te voir refuses, Et de servir après à chacun de risée?
Auant que cela ſoit tu mourray de ma main.	Avant que cela soit tu mourrai de ma main.
FLORESTAN.	FLORÊTAN.
Ah!	Ah!
tuez-moy plutoſt que d’auoir ce deſſeinLicidas, i’ay le cœur comblé de telle ioye Du bien ineſperé que mon deſtin m’enuoye, Que ie ſeray rauy d’auoir en mon pouuoir Cette felicité qui paſſe mon espoir:	tuez-moi plutôt que d'avoir ce desseinLicidas, j'ai le cœur comblé de telle joie Du bien inespéré que mon destin m'envoie, Que avoir serai ravi d'avoir en mon pouvoir Cette félicité qui passe mon espoir:
Il ne tiendra qu’à vous, Meßieurs, qu’à l’heure meſme Ie ne ſois poſſeſſeur de ſa beauté que i’ayme, Et qu'vn lien eſtroit de conſanguinité, Nous tienne ioints bien plus que nous n’auons eſté:	Il ne tiendra qu'à vous, Messieurs, qu'à l'heure même Je ne sois possesseur de sa beauté que j'aime, Et qu'un lien étroit de consanguinité, Nous tienne joints bien plus que nous n'avons été:
Car pour ce beau portraict c’eſt celuy d’vne Dame, Qui ne peut s’oppoſer à ma nouuelle flame;	Car pour ce beau portrait c'est celui d'une Dame, Qui ne peut s'opposer à ma nouvelle flamme;
Vous l’exaltez par trop, mais croyez tel qu’il eſt Que ie ſuis tres-content de ſçauoir qu’il vous plaiſt, Et ie ſerois rauy qu’vne ſeule iournée, Joigniſt nos deux maiſons par vn double hymnee:	Vous l'exaltez par trop, mais croyez tel qu'il est Que tu suis très-content de savoir qu'il vous plaît, Et ici serais ravi qu'une seule journée, Joignît nos deux maisons par un double hymnée:
Sçachez que ce portraict eſt celuy de ma ſœur, Dont ie ſouhaiterois vous rendre poſſeſſeur, Car puis que voſtre ſœur confeſſe qu’elle m’ayme Et qu’elle s’offre à moy, ie vous l’offre de meſme, Marry pour eſgaler cette felicité, Que ma ſœur n’ait autant comme elle de beauté;	Sachez que ce portrait est celui de ma sœur, Dont apprendre souhaiterais vous rendre possesseur, Car puis que votre sœur confesse qu'elle m'aime Et qu'elle s'offre à moi, je vous l'offre de même, Marri pour égaler cette félicité, Que ma sœur n'ait autant comme elle de beauté;
Quoy qu'elle ſoit icy fort mal repreſentee, Le Peintre luy fait tort, loing de l’auoir flatee, Et s’il m’eſtoit ſceant, ie dirois en effect, Que c'est le iugement que tout le monde en faict:	Quo qu'elle soit ici fort mal représente, Le Peintre amour fait tort, loin de l'avoir flatte, Et s'il m'estoit séant, Seigneur dirais en effet, Que c'est le jugement que tout le monde en fait:
ij	ij
LICIDAS.	LICIDAS.
Dieux!	Dieux!
mes ambitions ſeroient trop ſatisfaites oun quiuipuuloffre que vous me faites, Mais mon peu de merite, & mon peu de valeur, Me font deſeſperer d’une telle faueur.	mes ambitions seraient trop satisfaites oun quiuipuuloffre que vous me faites, Mais mon peu de mérite, et mon peu de valeur, Me font désespérer d'une telle faveur.
FLORESTAN.	FLORÊTAN.
Non, ie ne vous promets rien que ie ne vous tienne, Donnez-moy voſtre ſœur, ie vous donne la mienne.	Non, Seigneur ne vous promets rien que je ne vous tienne, Donnez-moi votre sœur, toujours vous donne la mienne.
LICIDAS.	LICIDAS.
L’eſt moy qui vous doy bien demander à genoux L’heur de noſtre maiſon, puis qu’il despend de vous, Ainſi que ie le ſuis, ie ſçay bien que mon frere Eſt rauy de l’honneur qu’il vous plaiſt de nous faire.	L'est moi qui vous dois bien demander à genoux L'heur de notre maison, puis qu'il dépend de vous, Ainsi que mille le suis, ils sais bien que mon frère Est ravi de l'honneur qu'il vous plaît de nous faire.
Liinias Oſerois-je esperer tant de bien à la fois?	Liinias Oserai-je espérer tant de bien à la fois?
Mon cœur vſurpera l’office de ma voix:	Mon cœur usurpéra l'office de ma voix:
Car ie deuiens muet, mais ce qui me conſole Eſt qu’vn tel bien ne peut s’exprimer par parole.	Car ie deviens muet, mais ce qui me console Est qu'un tel bien ne peut s'exprimer par ole.
LICIDAS.	LICIDAS.
Le bien que vous m’offrez me rend trop glorieux, Ma ſœur, & vous & moy rendons graces aux dieux.	Le bien que vous m'offrez me rend trop glorieux, Ma sœur, et vous et moi rendons grâces aux dieux.
FLORESTAN à Angelique.	FLORÊTAN à Angélique.
Con Iiuunme, uctepits ontum que le vous donne, Et croyez qu'en conſtance il ne cede à perſonne.	Con Jivunme, uctepits ontum que le vous donne, Et croyez qu'en constance il ne cède à personne.
ANGELIQVE à Floreſtan.	ANGELIQUE à Florétan.
C’eſt moy, Monſieur, qui ſuis au bout de mes ſouhaits Et qui vous dois aymer & ſeruir à iamais.	C'est moi, Monsieur, qui suis au bout de mes souhaits Et qui vous dois aimer et servir à jamais.
LIZANDRE.	LIZANDRE.
Allons-donc acheuer cet heureux mariage.	Allons-donc achever cet heureux mariage.
FLORESTAN à Licidas.	FLORÊTAN à Licidas.
Et dans huict iours d’icy nous ferons vn voyáge Tous enſemble chez nous, pour vos nopces außi.	Et dans huit jours d'ici nous ferons un voyge Tous ensemble chez nous, pour vos noces aussi.
CARRILLE ſort.	CARRILLE sort.
Et moy qui me ſuis veu malheureux iuſqu’icy, Puis que mes craintes ſont de tout point effacées, Il ne faut plus ſonger aux triſteſſes paſſees, Il ſe faut réjoüyr.	Et moi qui me suis vu malheureux jusqu'ici, Puis que mes craintes sont de tout point effacées, Il ne faut plus songer aux tristesses passes, Il se faut réjoüyr.
