A MADAME ADAME,	À MADAME ADAME,
Ie vais pour luy donner vne ſeure demeure, Trouuer vne voiture;	Je vais pour lui donner une sûre demeure, Trouver une voiture;
enfermez-vous des mieux, Defur tout gaidez-vous de la quitter des yeux.	enfermez-vous des mieux, Défur tout gagnez-vous de la quitter des yeux.
Peut-eſtre que ſon ame eſtant dépayſée Pourra decet amour eſtre deſabuſée.	Peut-être que son âme étant dépaysée Pourra décet amour été désabusée.
SCLIVE VT HORACE, ARNOLPHE.	SCLIVE VT HORACE, ARNOLPHE.
HORACE.	HORACE.
H!	H!
ie viens vous trouuer accablé de douleur.	Ne viens vous trouver accablé de douleur.
AALe Ciel, Seigneur Arnolphe, a conclu mon mal-heur, Et par vn trait fatal d'vne injuſtice extréme On me veut arracher de la beauté que j’aime, Pour arriuer icy mon pere a pris le frais:	ÀALe Ciel, Seigneur Arnolphe, a conclu mon malheur, Et par un trait fatal d'une injustice extrême On me veut arracher de la beauté que j'aime, Pour arriver ici mon père a pris le frais:
I’ay trouué qu’il mettoit pied à terre icy prés, Et la cauſe en vn mot d’vne telle venuë, Qui, comme ie diſois, ne m’eſtoit pas connuë, C’eſt qu’il m’a marié ſans m’en écrire rien, Et qu’il vient en ces lieux celebrer ce lien.	J'ai trouvé qu'il mettait pied -à -terre ici près, Et la cause en un mot d'une telle venue, Qui, comme je disais, ne m'était pas connue, C'est qu'il m'a marié sans m'en écrire rien, Et qu'il vient en ces lieux célébrer ce lien.
Iugez, en prenant part à mon inquietude, s’il pouuoit m’arriuer vn contre-temps plus rude.	Jugez, en prenant part à mon inquiétude, s'il pouvait m'arriver un contretemps plus rude.
Cét Enrique, dont hier ie m’informois à vous, Cauſe tout le mal-heur dont ie reſſens les coups:	Cet Enrique, dont hier ici m'informais à vous, Cause tout le malheur dont quelque ressens les coups:
Il vient auec mon pere acheuer ma ruine, Et c’eſt ſa fille vnique à qui l’on me deſtine.	Il vient avec mon père achever ma ruine, Et c'est sa fille unique à qui l'on me destine.
I’ay dés leurs premiers mots penſé m'éuanoüir;	J'ai dès leurs premiers mots pensé m'éuanoüir;
Et d’abord ſans vouloir plus long-temps les oüir, Mon pere ayant parlé de vous rendre vifite, L’eſprit plein de frayeur ie l’ay deuancé viſte.	Et d'abord sans vouloir plus longtemps les ouïr, Mon père ayant parlé de vous rendre vifite, L'esprit plein de frayeur Seigneur l'ai devancé vite.
De piuce, gardez-vous de luy rien découurir De mon engagement, qui le pourroit aigrir, Et tarchez, comme en vous il prena grande creance, De le diſſuader de cette autre alliance.	De pivce, gardez-vous de lui rien découvrir De mon engagement, qui le pourrait aigrir, Et tarchez, comme en vous il prena grande créance, De le dissuader de cette autre alliance.
Oüy dà.	Oui dà.
ARNOLPHE.	ARNOLPHÉ.
HORACE.	HORACE.
Conſeillez-luy de differer vn peu, Et fendez en aury ce terdrée amon feu.	Conseillez-lui de différer un peu, Et fendez en auri ce terdrée amon feu.
ARNOLPHE.	ARNOLPHÉ.
Ie n’y manqueray pas.	Je n'y manquerai pas.
HORACE.	HORACE.
C’eſt en vous que i’eſpere.	C'est en vous que j'espère.
Fort bien.	Fort bien.
ARNOLPHE.	ARNOLPHÉ.
HORACE.	HORACE.
Et ie vous tiens mon veritable pere Dites-luy que mon âge.	Et ici vous tiens mon véritable père Dites-lui que mon âge.
ah!	ah!
ie le voy venir:	ie Le vois venir:
Eſcoutez les raiſons que ie vous puis fournir.	Écoutez les raisons que je vous puis fournir.
SCENE VII.	SCÈNE VII.
ENRIQVE, ORONTE, CHRISALDE HORACE, ARNOLPHE.	ENRIQUE, ORONTE, CHRISALDE HORACE, ARNOLPHÉ.
ENRIQVE à Chriſalde.	ENRIQUE à Chrisalde.
Vfſi toſt qu’à mes yeux ie vous ay veu paA roiſtre, noiſtre.	Vofi tôt qu'à mes yeux enfin vous ai vu payaA roître, naître.
Quand on ne m’eût rien dit i’aurois ſçeu vous conIe vous vois tous les traits de cette aimable ſœur, Dont l’hymen autrefois m’auoit fait poſſeſſeur;	Quand on ne m'eût rien dit j'aurais su vous conIe vous vois tous les traits de cette aimable sœur, Dont l'hymen autrefois m'avait fait possesseur;
Et ie ſerois heureux, ſi la Parque cruelle M’euſt laiſſé ramener cette épouſe fidelle, Pour ioüir auec moy des ſenſibles douceurs De reuoir tous les ſiens aprés nos longs mal-heurs.	Et petit serais heureux, si la Parque cruelle M'eût laissé ramener cette épouse fidèle, Pour jouir auecours des sensibles douceurs De revoir tous les siens après nos longs malheurs.
Mais puiſque du deſtin la fatale puiſſance Nous priue pour iamais de ſa chere preſence, Taſchons de nous reſoudre, & de nous contenter Duteuridiee aourcuz quii enere parrerer.	Mais puisque du destin la fatale puissance Nous prive pour jamais de sa chère présence, Tâchons de nous résoudre, et de nous contenter Duteuridie aourcuiz qui enière parrer.
Il vous touche de prés, & ſans voſtre ſuffrage I’aurois tort de vouloir diſpoſer de ce gage.	Il vous touche de près, et sans votre suffrage J'aurais tort de vouloir disposer de ce gage.
Le choix du fils d’Oronte eſt glorieux de ſoy, Mais il faut que ce choix vous plaiſe comme à moy.	Le choix du fils d'Oronte est glorieux de soi, Mais il faut que ce choix vous plaise comme à moi.
CHRISALDE.	CHRISALDE.
C’eſt de mon iugement auoir manuaiſe eſtime, Que douter ſi i’approuue vn choix ſi legitime.	C'est de mon jugement avoir manuaise estime, Que douter si j'approuve un choix si légitime.
ARNOLPHE à Horace.	ARNOLPHÉ à Horace.
ouy, ie vais vous ſeruir de la bonne façon.	oui, Seigneur vais vous servir de la bonne façon.
HORACE.	HORACE.
Cardez encor vn coup.	Cardez encor un coup.
ARNOLPHE.	ARNOLPHÉ.
N’ayez aucun ſoupçon,	N'ayez aucun soupçon,
CRON IE il Arneippe.	CRON JE il Arneipe.
Ah!	Ah!
que cette embraſſade eſt pleine de tendreſſe,	que cette embrassade est pleine de tendresse,
ARNOLPHE.	ARNOLPHÉ.
Que ie ſens à vous voir vne grande allegreſſe.	Que ici sens à vous voir une grande allégresse.
ORONTE.	ORONTE.
Ie ſuis icy venu.	Je suis ici venu.
aa le lle a l an ds Sans m’en faire recit, le lçay ce qui vous meine.	aa le lèle à l an ds Sans m'en faire récit, le lçai ce qui vous mène.
ORONTE.	ORONTE.
On vous l’a deſia dit.	On vous l'a déjà dit.
Oüy.	Oui.
MI NOLPHE.	MI NOLPHÉ.
ORONTE.	ORONTE.
Tant mieux.	Tant mieux.
ARNOLPHE.	ARNOLPHÉ.
Voſtre fils à cét hymen reſiſte, Et ſon cœur préuenu n’y voit rien que de triſte:	Votre fils à cet hymen résiste, Et son cœur prévenu n'y voit rien que de triste:
Il m’a meſme prié de vous en détourner;	Il m'a même prié de vous en détourner;
Et moy tout le conſeil que ie vous puis donner, C’eſt de ne pas ſouffrir que ce nœud ſe differe, Et de lalle valon Pauthornte de pere.	Et moi tout le conseil que je vous puis donner, C'est de ne pas souffrir que ce nœud se diffère, Et de lalle valon Pautornte de père.
Il faut auec vigueur ranger les ieunes gens, Et nous faiſons contr'eux à leur eſtre indulgens.	Il faut avec vigueur ranger les jeunes gens, Et nous faisons contre eux à leur être indulgents.
Ah traiſtre!	Ah traître!
HORACE.	HORACE.
CHRISALDE.	CHRISALDE.
Si ſon cœur a quelque repugnance, Ie tiens qu’on ne doit pas luy faire violence.	Si son cœur a quelque répugnance, Je tiens qu'on ne doit pas lui faire violence.
Mon Hele, que iecroy, iera de mon aduis.	Mon Hèle, que icicroi, jéra de mon avis.
ARNOLPHE.	ARNOLPHÉ.
Quoy ſe laiſſera-t’il gouuerner par ſon fils?	Quoi se laissera-t-il gouverner par son fils?
Eſt-ce que vous voulez qu’vn pere ait la moleſſe De ne ſçauoir pas faire obeïr la jeuneſſe ?	Est-ce que vous voulez qu'une père ait la mollesse De ne savoir pas faire obéir la jeunesse ?
Il ſeroit beau, vrayment, qu’on le viſt aujourd’hu Prendre loy de qui doit la receuoir de luy.	Il serait beau, vraiment, qu'on le vît aujourd'hu Prendre loi de qui doit la recevoir de Seigneur.
Non, non, c’eſt mõ intime, & ſa gloire eſt la miennt Sa parole eſt donnée, il faut qu’il la maintienne, Qu’il faſſe voir icy de fermes ſentimens, Et force de ſon fils tous les attachemens.	Non, non, c'est m intime, et sa gloire est la miennt Sa parole est donnée, il faut qu'il la maintienne, Qu'il fasse voir ici de fermes sentiments, Et force de son fils tous les attachements.
3	3
ORONTE.	ORONTE.
C’eſt parler comme il faut, & dans cette alliance;	C'est parler comme il faut, et dans cette alliance;
C’eſt moy qui vous répons de ſon obeïſſance.	C'est moi qui vous réponds de son obéissance.
CHRISALDE à Arnolphe.	CHRISALDE à Arnolphe.
Ie ſuis ſurpris, pour moy, du grand empreſſement Que vous me faites voir pour cét engagement, Et ne puis deuiner quel motif vous inſpire.	Je suis surpris, pour moi, du grand empressement Que vous me faites voir pour cet engagement, Et ne puis deviner quel motif vous inspire.
ARNOLPHE.	ARNOLPHÉ.
Ie ſçay ce que ie fais, & dis ce qu’il faut dire.	Je sais ce que ie fais, et dis ce qu'il faut dire.
ORONTE.	ORONTE.
Quy, ouy, seigneur Amnolphe;	Qui, oui, seigneur Amnolphe;
il eſt.	il est.
CHRISALDE.	CHRISALDE.
Ce nom l’aigrit;	Ce nom l'aigrit;
C’eſt Monſieur de la Souche, on vous l’a deſia dit.	C'est Monsieur de la Souche, on vous l'a déjà dit.
Il n’importe.	Il n'importe.
ARNOLPHE.	ARNOLPHÉ.
HORACE.	HORACE.
Qu’entens-ie?	Qu'entends-je?
ARNOLPHE ſe tournant vers Horace.	ARNOLPHE se tournant vers Horace.
Ouy c’eſt là le myſtere,Et vous pouuez iuger ce que ie deuois faire.	Oui c'est là le mystère, vous pouvez juger ce que ici devais faire.
HORACE.	HORACE.
En quel trouble.	En quel trouble.
SCENE VIII.	SCÈNE VIII.
GEORGETTE, ENRIQVE, ORONTE, CHRISALDE, HORACE, ARNOLPHE.	GEORGETTE, ENRIQUE, ORONTE, CHRISALDE, HORACE, ARNOLPHÉ.
GEORGETTE.	GEORGETTE.
MOnſieur, ſi vous n’eſtes auprée;	MOnsieur, si vous n'êtes auprée;
Nous aurons de la peine à retenir Agnés:	Nous aurons de la peine à retenir Agnès:
Elle veut à tous coups s’échaper, & peut-eſtre Qu’elle ſe pourroit bien ietter par la feneſtre.	Elle veut à tous coups s'échapper, et peut-être Qu'elle se pourrait bien jeter par la fenêtre.
ARNOLPHE.	ARNOLPHÉ.
raites-ia-moy venn, auſi bien dece pas Pretens-ie l’emmener.	raitéjà-moi venn, aussi bien déce pas Pretends-je l'emmener.
Ne vous en faſchez pas:	Ne vous en fâchez pas:
Vn bonheur continu rendroit l’homme ſuperbe, Et chacun a ſon tour, comme dit le r'rouerbe.	Un bonheur continu rendrait l'homme superbe, Et chacun a son tour, comme dit le rourbe.
HORACE.	HORACE.
Quels maux peuuent, ô Ciel, égaler mes ennuis?	Quels maux peuvent, ô Ciel, égaler mes ennuis?
Et s’eſt-on iamais veu dans l’abyſme où ie ſuis?	Et s'est-on jamais vu dans l'abîme où tu suis?
ARITOLPHE a Oronte.	ARITOLPHÉE a Oronte.
Preſſez viſte le iour de la Ceremonie, I’y prens part, & deſia moy-meſme ie m’en prie.	Pressez vite le jour de la Cérémonie, J'y prends part, et déjà moi-même quelque m'en prie.
ORONTE.	ORONTE.
C’eſt bien mon deſſein.	C'est bien mon dessein.
SCENE IX.	SCÈNE IX.
AGNES, ALAIN,GEORGETTE, ORONTE ENRIQVE, ARNOLPHE, HORACE, CHRISALDE.	AGNES, ALAIN,GEORGETTE, ORONTE ENRIQUE, ARNOLPHÉ, HORACE, CHRISALE.
ARNOLPHE.	ARNOLPHÉ.
VEnez, Belle, venez, Qu’on ne ſçauroit tenir, & qui vous mutinez.	VEnez, Belle, venez, Qu'on ne saurait tenir, et qui vous mutinez.
Voicy voſtre Galand, à qui pour recompence Vous pouuez faire vne humble & douce reuerence.	Voici votre Galant, à qui pour récompense Vous pouvez faire une humble et douce révérence.
Adieu, l’éuenement trompe vn peu vos ſouhaits;	Adieu, l'événement trompe un peu vos souhaits;
Mais tous les amoureux ne ſont pas ſatisfaits.	Mais tous les amoureux ne sont pas satisfaits.
A1GI28.	A1GI28.
Me laiſſez-vous, Horace, emmener de la ſorte?	Me laissez-vous, Horace, emmener de la sorte?
HORACE.	HORACE.
Ie ne ſçais où i’en ſuis, tant ma douleur eſt forte.	Je ne sais où j'en suis, tant ma douleur est forte.
ARNOLPHE.	ARNOLPHÉ.
Allons;	Allons;
cauſeuſe, allons.	causeuse, allons.
AGNES.	AGNES.
Ie veux reſter icy.	Je veux rester ici.
ORONTE.	ORONTE.
Dites-nous ce que c’eſt que ce myſtere-cy.	Dites-nous ce que c'est que ce mystère-cy.
Nous nous regardons tous ſans le pouuoir comprendre.	Nous nous regardons tous sans le pouvoir comprendre.
ARNOLPHE.	ARNOLPHÉ.
Auec plus de loiſir ie pourray vous l’apprendre.	Avec plus de loisir ainsi pourrai vous l'apprendre.
Iuſqu’au reuoir.	Jusqu'au revoir.
ORONTE.	ORONTE.
Où donc pretendez-vous aller?	Où donc prétendez-vous aller?
Vous ne nous parlez point, comme il nous faut parler.	Vous ne nous parlez point, comme il nous faut parler.
ARNOLPHE.	ARNOLPHÉ.
Ie vous ay comemte maigre tout ſon murmure, D’acheuer l’hymenée.	Je vous ai compte maigre tout son murmure, D'achever l'hyménée.
ORONTE.	ORONTE.
Ouy, mais pour le conclure Si l’on vous a dit tout, ne vous a-t’on pas dit Que vous auez chez vous celle dont il s’agit?	Oui, mais pour le conclure Si l'on vous a dit tout, ne vous a-t-on pas dit Que vous avez chez vous celle dont il s'agit?
pa iinie qu'autieiois de raimable Angeliqué, Sous des liens ſecrets eut le Seigneur Enrique.	pa jinie qu'autiejois de raimable Angéliqué, Sous des liens secrets eut le Seigneur Enrique.
Sur quoy voſtre diſcours eſtoſt-il donc fondé?	Sur quoi votre discours est-il donc fondé?
CHRISALDE.	CHRISALDE.
Ie m’eſtonnois auſſi de voir ſon proceue.	Je m'étonnais aussi de voir son proçue.
Quoy.	Quoi.
ARNOLPHE.	ARNOLPHÉ.
CHRISALDE.	CHRISALDE.
D’vn hymen ſecret ma ſœur eut vne fille, Dont on cacha le ſort a toute la famffie.	D'un hymen secret ma sœur eut une fille, Dont on cacha le sort a toute la famffie.
ORONTE.	ORONTE.
Et qui ſous de feints noms pour ne rien découurir, Par ſon eſpoux aux champs fut donnée à nourrir,	Et qui sous de feints noms pour ne rien découvrir, Par son époux aux champs fut donnée à nourrir,
CHRISALDE.	CHRISALDE.
Et daiis ce temps le rort lay deciarane la guerre, L’obligea de ſortir de ſa natale terre.	Et daiis ce temps le rort lay déciarane la guerre, L'obligea de sortir de sa natale terre.
ORONTE.	ORONTE.
Et d’aller eſſuyer mille perils diuers Dans ces lieux ſeparez de nous par tant de mers.	Et d'aller essuyer mille périls divers Dans ces lieux séparés de nous par tant de mers.
CHRISALDE.	CHRISALDE.
Où ſes ſoins ont gagné ce que dans ſa patrie Auoient pû luy rauir l’impoſture & l’enuie.	Où ses soins ont gagné ce que dans sa patrie Avaient pu lui ravir l'imposture et l'envie.
ORONTE.	ORONTE.
Et de retour en France, il a cherché d’abord Celle à qui de ſa fille il confia le ſort.	Et de retour en France, il a cherché d'abord Celle à qui de sa fille il confia le sort.
CHRISALDE.	CHRISALDE.
Et cette Païſanne a dit auec franchiſe, Qu’en vos mains à quatre ans elle l’auoit remiſe.	Et cette Paysanne a dit avec franchise, Qu'en vos mains à quatre ans elle l'avait remise.
GRONTE.	GRONTE.
Bt qu'enle lauoicrait lur voltrechafite , Par vn accablement d’extréme pauureté.	Bt qu'enle lauoicrait lur voltrechafite , Par un accablement d'extrême pauvreté.
CHRISALDE.	CHRISALDE.
Et luy plein de tranſport, & l’allegreſſe en l’ame A fait iuſqu’en ces lieux conduire cette femme.	Et Elle plein de transports, et l'allégresse en l'âme A fait jusqu'en ces lieux conduire cette femme.
ORe Nlu.	ORe Nlu.
Et vous allez, enfin, la voir venir icy Pour rendre aux yeux de tout ce myſtere éclaircy.	Et vous allez, enfin, la voir venir ici Pour rendre aux yeux de tout ce mystère éclairci.
Oh!	Oh!
ARNOLPHE s’en allant tout tranſporté & ne pouuant parler.	ARNOLPHE s'en allant tout transporté et ne pendant parler.
CHRISALDE.	CHRISALDE.
Ie deuine à peu prés quel eſt voſtre ſupplice:	Je devine à peu prés quel est votre supplice:
Mais le ſort en cela ne vous eſt que propice.	Mais le sort en cela ne vous est que propice.
Si n’eſtre point cocu vous ſemble vn ſi grand bien;	Si n'être point cocu vous semble un si grand bien;
Ne vous pornemarier en eit le vray moyen,	Ne vous pornearier en eit le vrai moyen,
ORONTE.	ORONTE.
D’où vient qu’il s’enfuit ſans rien dire?	D'où vient qu'il s'enfuit sans rien dire?
HORACE.	HORACE.
Ah mon pere?	Ah mon père?
Vous ſçaurez pleinement ce ſurprenant myſtere.	Vous saurez pleinement ce surprenant mystère.
Le hazard en ces lieux auoit executé Ce que voſtre ſageſſe auoit premedité.	Le hasard en ces lieux avait exécuté Ce que votre sagesse avait prémédité.
I’eſtois par les doux nœuds d’vne ardeur mutuelle Engagé de parole auec cette Belle;	J'étais par les doux nœuds d'une ardeur mutuelle Engagé de parole avec cette Belle;
Et c’eſt elle en vn mot que vous venez chercher, Et pour qui mon refus a penſé vous faſcher.	Et c'est elle en un mot que vous venez chercher, Et pour qui mon refus a pensé vous fâcher.
Ie n’en ay point douté d’abord que ie l'ay veuë, Et mon ame depuis n’a ceſſé d’eſtre émeuë.	Je n'en ai point douté d'abord que sans l'ai vue, Et mon âme depuis n'a cessé d'être émue.
