Suiuant la Copie imprimée	Suivant la Copie imprimée
D’vn D'vn ſaug reſpectueux la puiſſance inconnuë A mes ſoûlevemens meſloit la retenuë, Et cet uſurpateur dont j’abhorrois la loy, S’il m’euſt donné Theſée, euſt eu le nom de Roy.	D'un D'un saug respectueux la puissance inconnue À mes soulèvements mêlait la retenue, Et cet usurpateur dont j'abhorrais la loi, S'il m'eût donné Thesée, eût eu le nom de Roi.
OEDIPE.	OEDIPE.
C’eſtoit ce meſme ſang dont la pitié ſecrette De l’Ombre de Lajus me faiſoit l’interprete.	C'était ce même sang dont la pitié secrète De l'Ombre de Lajus me faisait l'interprète.
Il ne pouuoit ſouffrit qu’vn mot mal entendu Detournaſt ſur ma ſœur vn ſort qui m’eſtoit deu, Et que voſtre innocence immolee à mon crime Se ſiſt de nos malheur l'inutile victime.	Il ne pouvait souffrit qu'un mot mal entendu Detournât sur ma sœur un sort qui m'était dev, Et que votre innocence immolée à mon crime Se zist de nos malheur l'inutile victime.
DIRCE.	DIRCE.
Quel crime auez-vous fait, que d’eſtre malheureux?	Quel crime avez-vous fait, que d'être malheureux?
OEDIPE.	OEDIPE.
Non ſouuenir n’eſt plein que d’explots genereux;	Non souvenir n'est plein que d'explots généreux;
Cependant ie me trouue inceſte, & parricide, Sans auoir fait vn pas que ſur les pas d’Alcide, Ny recherché par tout que loix à maintenir, Que Monſtres à détruire, & méchans à punir, Aux crimes malgré-moy l’ordre du Ciel m’attache, Pour m’y faire tomber à moy-meſme il me cache, Il offre, en m’aueuglant ſur ce qu’il a prédit, Mon pere à mon épée, & ma mere à mon lit.	Cependant ie me trouve inceste, et parricide, Sans avoir fait un pas que sur les pas d'Alcide, Ni recherché par tout que lois à maintenir, Que Monstres à détruire, et méchants à punir, Aux crimes malgré-moi l'ordre du Ciel m'attache, Pour m'y faire tomber à moi-même il me cache, Il offre, en m'aveuglant sur ce qu'il a prédit, Mon père à mon épée, et ma mère à mon élit.
Helas!	Hélas!
qu’il eſt bien vray qu’en vain on s’imagine Dérober noſtre vie à ce qu’il nous deſtine, Les ſoins de l’éuiter font courir au deuant, Et l’adreſſe à le fuir y plonge plus auant.	qu'il est bien vrai qu'en vain on s'imagine Dérober notre vie à ce qu'il nous destine, Les soins de l'éviter font courir au devant, Et l'adresse à le fuir y plonge plus avant.
Mais ſi les Dieux m’ont fait la vie abominable, Ils m’en font pàr pitié la ſortie honorable, Puiſqu’enfin leur faueur meſlée à leur couroux Me condamne à mourir pour le ſalut de tous, Et qu’en ce meſme temps qu’il faudroit que nſa vie Des crimes qu’ils m’ont lait traiſnaſt l’ignominie, L’éclat de ces vertus que ie ne tiens pas d’eux Reçoit pous recompenſe vn trépas glorieux.	Mais si les Dieux m'ont fait la vie abominable, Ils m'en font penr ait la sortie honorable, Puisqu'enfin leur faveur mêlée à leur courroux Me condamne à mourir pour le salut de tous, Et qu'en ce même temps qu'il faudrait que nsa vie Des crimes qu'ils m'ont lait traînât l'ignominie, L'éclat de ces vertus que je ne tiens pas d'eux Reçoit pous récompense un trépas glorieux.
DIRCE.	DIRCE.
Ce trépas glorieux comme vous me regarde, Le iuſte choix du Ciel peut-eſtre me le garde,	Ce trépas glorieux comme vous me regarde, Le juste choix du Ciel peut-être me le garde,
D 2 Il fit tout voſtre crime, & le malheur du Roy Ne vous rend pas, Seigneur, plus coupable que moy.	 2 Il fit tout votre crime, et le malheur du Roi Ne vous rend pas, Seigneur, plus coupable que moi.
D’vn voyage fatal qui ſeul cauſa ſa perte Ie fus l’occaſion, elle vous fut offerte, Voſtre bras contre trois diſputa le chemin.	D'un voyage fatal qui seul causa sa perte Je fus l'occasion, elle vous fut offerte, Votre bras contre trois disputa le chemin.
Mais ce n’eſtoit qu’vn bras qu’empruntoit le Deſtis Puiſque voſtre vertu qui ſeruit ſa colere Ne pût voir en Lajus ny de Roy.	Mais ce n'était qu'un bras qu'empruntait le Destis Puisque votre vertu qui servit sa colère Ne put voir en Lajusage de Roi.
ny de peré.	ni de péré.
Ainſi j’eſpere encor que demain par ſon choix Le Ciel épargnera le plus grand de nos Rois.	Ainsi j'espère encor que demain par son choix Le Ciel épargnera le plus grand de nos Rois.
L’intereſt des Thebains & de voſtre famille Tournera ſon couroux ſur l’orgueil t ine fille, Qui n’a rien que l’Eſtat doiue conſiderer, Et qui contre ſon Roy n’a fait que murmurer.	L'intérêt des Thébains et de votre famille Tournera son courroux sur l'orgueil t ue fille, Qui n'a rien que l'État doive considérer, Et qui contre son Roi n'a fait que murmurer.
OE DIPE, Vous voulez que le Ciel pour montrer à la Terre Qu’on peut innocemment meriter le tonnerre, Me laiſſe de ſa haine étaler en ces lieux L’exemple le plus noir & le plus odieux!	ÔE DIPE, Vous voulez que le Ciel pour montrer à la Terre Qu'on peut innocemment mériter le tonnerre, Me laisse de sa haine étaler en ces lieux L'exemple le plus noir et le plus odieux!
Non, non, vous le verrez demarn au oaerifice munſe enoix que j’attens couuin ion infuſtice, Et par la peine deuë à ſon propre forfait Deſauoüer ma main de tout ce qu’elle a fait.	Non, non, vous le verrez demarn au oaerifice munse enoix que j'attends couvin ion infustice, Et par la peine due à son propre forfait Desauoüer ma main de tout ce qu'elle a fait.
SCENEVL.	SCENEUL.
OEDIPE, THESEE, DIRCE, IPHICRATE.	OEDIPE, THESEE, DIRCE, IPHICRATE.
OEDIPE.	OEDIPE.
St-ce encor voſtre bras qui doit vanger ſon pere L'Son amant en a-t’il plus de droit que ſon frere, Prince?	St-ce encor votre bras qui doit venger son père L'Son amant en a-t-il plus de droit que son frère, Prince?
THESEE.	THESEE.
Ie vous en plains, & ne puis conceuoir.	Je vous en plains, et ne puis concevoir.
Seigneur.	Seigneur.
OEDIPE.	OEDIPE.
La verité ne ſe fait que trop voir, Mais Mais nous pourrons demain eſtre tous deux à plaindre, (craindre.	La vérité ne se fait que trop voir, Mais Mais nous pourrons demain être tous deux à plaindre, (craindre.
Si le Ciel fait le choix qu’il nous faut tous deux S’il me choiſit, ma ſœur, donnez-luy voſtre foy, Ie vous en prie en frere, & vous l’ordonne en Roy.	Si le Ciel fait le choix qu'il nous faut tous deux S'il me choisit, ma sœur, donnez-lui votre foi, Je vous en prie en frère, et vous l'ordonne en Roi.
Vous, Seigneur, ſi Dircé garde encor ſur voſtre ame L’empire qne luy fit vne ſi belle flame.	Vous, Seigneur, si Dircé garde encor sur votre âme L'empire qne lui fit une si belle flamme.
Prenez ſoin d’appaiſer les diſcords de mes fils Qui par les nœuds du ſang vous deuiendront unis Vous voyez où des Dieux nous a reduits la hame:	Prenez soin d'apaiser les discords de mes fils Qui par les nœuds du sang vous deviendront unis Vous voyez où des Dieux nous a réduits la hâme:
Adieu, laiſſez-moy ſeul en conſoler la Reine, Et ne m’enuiez pas vn ſecret entretien Pour affermir ſon cœur ſur l’exemple du mien.	Adieu, laissez-moi seul en consoler la Reine, Et ne m'enviez pas un secret entretien Pour affermir son cœur sur l'exemple du mien.
SCENE VII.	SCÈNE VII.
THESEE, DIRCE.	THESEE, DIRCE.
DIRCE.	DIRCE.
DArmy de tels malheurs que ſa cõſtance eſt rare!	DArmi de tels malheurs que sa cõstance est rare!
YIl ne s’importe point contre vn ſi ſort barbare, La ſurprenant horreur de cet accablement Ne couſte à ſa grande ame aucun égarement, Et ſa haute vertu toûjours inébranlable Le ſouſtient au deſſus de tout ce qui l’accable.	YIl ne s'importe point contre un si sort barbare, La surprenant horreur de cet accablement Ne coûte à sa grande âme aucun égarement, Et sa haute vertu toujours inébranlable Le soutient au dessus de tout ce qui l'accable.
THESEE.	THESEE.
Souuent auant le coup qui doit nous accabler La nuit qui enuelope a dequoy nous troubler.	Souvent avant le coup qui doit nous accabler La nuit qui enveloppe a dequoy nous troubler.
L’obſcur preſſentiment d’vne injuſte diſgrace Combat auec effroy ſa confuſe menace;	L'obscur pressentiment d'une injuste disgrâce Combat a effroi sa confuse menace;
Mais quand ce coup tombé vient d’épuiſer le Sort, Iuſqu’à n’en pouuoir craindre vn plus barbare effort, Ce trouble ſe diſſipe, & cette ame innocente, Qui braue impunément la Fortune impuiſſante, Regarde auec dédain ce qu’elle a combatu, Et ſe rend toute entiere à toute ſa vertu.	Mais quand ce coup tombé vient d'épuiser le Sort, Jusqu'à n'en pouvoir craindre un plus barbare effort, Ce trouble se dissipe, et cette âme innocente, Qui brave impunément la Fortune impuissante, Regarde avec dédain ce qu'elle a combattu, Et se rend toute entière à toute sa vertu.
Ocull	Ocull
D3	D3
68 OEDIPE SCENE VII.	68 OEDIPE SCÈNE VII.
TAIESDESDIIeCE, NERINE.	TAIESDESDIIeCE, NERINE.
NERINE.	NERINE.
MAmame.	MAmme.
DIRCE.	DIRCE.
Que veux-tu, Nerine?	Que veux-tu, Nerine?
NERINE.	NERINE.
Aiciaorianleine.	Aiciaorianleine.
Que fait-elle?	Que fait-elle?
DIRCE.	DIRCE.
NERINE.	NERINE.
Elle eſt morte, & l’excez de ſa peine, Rar vn prompt deſeſpoir.	Elle est morte, et l'excès de sa peine, Rar un prompt désespoir.
DIRCE.	DIRCE.
Iuſques où portez-vous, Impitoyables Dieux, voitre injunte couroux!	Jusqu' où portez-vous, Impitoyables Dieux, voitre injunte courroux!
THESEE.	THESEE.
Quoy, meſme au yeux du Roy ſon deſeſpoir la tuë?	Quoi, même au yeux du Roi son désespoir la tue?
Ce Monarque n’a pû.	Ce Monarque n'a pu.
NERINE.	NERINE.
Le Roy ne l’a point veuë, Et quant à ſon trépas, ſes preſſantes douleurs L’ont creu deuoir ſur l’heure à de n'grands malheurs.	Le Roi ne l'a point vue, Et quant à son trépas, ses pressantes douleurs L'ont cru devoir sur l'heure à de n'grands malheurs.
Phorbas la commencé, ſa main a fait le reſte,	Phorbas la commencé, sa main a fait le reste,
DIRCE.	DIRCE.
Quoy, Phorbas.	Quoi, Phorbas.
NERINE.	NERINE.
Ouy, Phorbas par ſon recit funeſte, Et par ſon propre exemple a ſçeu l’aſſaſſiner.	Oui, Phorbas par son récit funeste, Et par son propre exemple a su l'assassiner.
Ce malheureux vieillard n’a pû ſe pardonner :	Ce malheureux vieillard n'a pu se pardonner :
Il s’eſt jetté d’abord aux genoux de la Reine, Où déteſtant l’effet de ſa prudence vaine, Si j’ay ſauué ce fils pour estre vostre eſpoux,	Il s'est jeté d'abord aux genoux de la Reine, Où détestant l'effet de sa prudence vaine, Si j'ai sauvé ce fils pour être votre époux,
Et voir le Roy ſon pere expirer ſous ſes coups, A t'-il dit, la pitié qui me fit le miniſtre De tout ce que le Ciel eut pour vous de ſiniſtre, Fait place au deſeſpoir d’auoir ſi mal ſeruy, Pour vanger ſur mon ſaug vostre ordre mal ſuiny.	Et voir le Roi son père expirer sous ses coups, A t'-il dit, la pitié qui me fit le ministre De tout ce que le Ciel eut pour vous de sinistre, Fait place au désespoir d'avoir si mal servi, Pour venger sur mon saug este ordre mal suini.
L’inceſte où malgré vous tous deux ie vous abiſme Receura de ma main ſa premiere victime, I'en dois le ſacrifice à l’innocente erreur Qui vous rend l’vn pour l’autre vn obiet plein d’horreux Cet Arreſt qu’à nos yeux lui-meſme il ſe pronõce Eſt ſuiuy d’vn poignard qu’en ſes flancs il enfonce.	L'inceste où malgré vous tous deux Roi vous abîme Récevra de ma main sa première victime, J'en dois le sacrifice à l'innocente erreur Qui vous rend l'un pour l'autre un objet plein d'horreux Cet Arrêt qu'à nos yeux lui-même il se prononcée Est suivi d'être poignard qu'en ses flancs il enfonce.
La Reine, à ce malheur ſi peu premedité, Semble le receuoir auec ſtupidité, L'excez de ſa douleur la fait croire inſenſible, Rien n’échape au dehors qui la rende viſible, Et tous ſes ſentimens enfermez dans ſon cœur Ramaſſent en ſecret leur derniere vigueur.	La Reine, à ce malheur si peu prémédité, Semble le recevoir avec stupidité, L'excès de sa douleur la fait croire insensible, Rien n'échappe au dehors qui la rende visible, Et tous ses sentiments enfermés dans son cœur Ramassent en secret leur dernière vigueur.
Nous autres cependant autour d’elle rangées, Stupides ainſi qu’elle, ainſi qu’elle affligées, Nous n’oſons rien permettre à nos fiers dé plaiſirs, Et nos pleurs par reſpect attendent ſes ſoûpirs.	Nous autres cependant autour d'elle rangées, Stupides ainsi qu'elle, ainsi qu'elle affligées, Nous n'osons rien permettre à nos fiers dé plaisirs, Et nos pleurs par respect attendent ses soupirs.
Mais enfin tout à coup ſans changer de viſage Du mort qu’elle contemple elle imite la rage, Se ſaiſit du poignard, & de ſa propre main A nos yeux comme luy s’en trauerſe le ſein.	Mais enfin tout à coup sans changer de visage Du mort qu'elle contemple elle imite la rage, Se saisit du poignard, et de sa propre main À nos yeux comme lui s'en traverse le sein.
Ou diroit que du Ciel l’implacable colere Nous arreſte les bras pour luy laiſſer tout faire.	Ou dirait que du Ciel l'implacable colère Nous arrête les bras pour venir laisser tout faire.
Elle tombe, elle expire auec ces derniers mots.	Elle tombe, elle expire avec ces derniers mots.
Allez dire à Dircé quelle vine en repos, ge uetesiene mauulis ei nuube ence estse, Athenés a pour elle vn glorieux azile;	Allez dire à Dircé quelle vine en repos, ge uetesiene mauulis nuube ence estse, Athenés a pour elle glorieux azile;
Si toutesfois Thesée est aſſez glorieux Pour n’auoir point d’horreur d’vn ſang ſi malheureux.	Si toutefois Thesée est assez glorieux Pour n'avoir point d'horreur d'un sang si malheureux.
THESEE.	THESEE.
Ah, ce doute m’outrage, & ſi iamais vos charmes.	Ah, ce doute m'outrage, et si jamais vos charmes.
DIRGE.	DIRGE.
Seigneur, il n’eſt faiſon que de verſer des larmes.	Seigneur, il n'est saison que de verser des larmes.
La Reine en expirant a donc pris ſoin de moy!	La Reine en expirant a donc pris soin de moi!
Mais tu ne me dis point ce qu’elle a dit du Roy?	Mais tu ne me dis point ce qu'elle a dit du Roi?
D 4 NE	D 4 NE
NERINE.	NERINE.
Son ame en s’enuolant jalouſe de ſa gloire Craignoit d’en importer la honteuſe memoire, Et n’oſant le nommer ſon fils, ny ſon époux, Sa derniere tendreſſe a toute eſté pour vous.	Son âme en s'envolant jalouse de sa gloire Craignait d'en importer la honteuse mémoire, Et n'osant le nommer son fils, Madame son époux, Sa dernière tendresse a toute été pour vous.
MIRCE.	MIRÉE.
Et le puis vidicencor aples rauen peluues	Et le puis viticencor aples raven pelves
SCENE DERNIERE.	SCÈNE DERNIÈRE.
THESEE, DIRCE, CLEANTE DYMAS, NERINE.	THESEE, DIRCE, CLEANTE DYMAS, NERINE.
Cleante ſort d’vu costé, & Dymas de l'autre, en uiron quatre Vers apres Cleante.	Cléante sort d'vu côté, et Dymas de l'autre, en iron quatre Vers après Cléante.
CLEANTE.	CLÉANTE.
A ſanté dans ces murs tout d’vn coup repanL duë Fait crier au miracle, & benir hautement La bonté de nos Dieux d’vn ſi prompt changemẽt.	À santé dans ces murs tout d'un coup repanL due Fait crier au miracle, et bénir hautement La bonté de nos Dieux d'un si prompt changement.
Tous ces mourans, Madame, à qui déja la peſfe Ne laiſſoit qu’vn ſoûpir, qu’vn ſeul moment de Teices En cet heureux moment rappellez des abois Rendent graces au Ciel d’vne commune voix, Et l’on ne comprend point quel remede il applique A rétabir ſi-toſt l’allegreſſe publique.	Tous ces mourants, Madame, à qui déjà la posée Ne laissait qu'un soupir, qu'un seul moment de Teices En cet heureux moment rappelez des abois Rendent grâces au Ciel d'une commune voix, Et l'on ne comprend point quel remède il applique A rétabir sitôt l'allégresse publique.
DIRCE.	DIRCE.
Que m’importe qu’il montre vn viſage plus doux, Quand il fait des malheurs qui ne ſont que pour nous?	Que m'importe qu'il montre un visage plus doux, Quand il fait des malheurs qui ne sont que pour nous?
Auez-vous veu le Roy, Dymas?	Avez-vous vu le Roi, Dymas?
DYMAS.	DYMAS.
Helas, Princeſſe, On ne doit qu’à ſon ſang la publique allegreſſe, Ce n’eſt plus que pour luy qu’il faut verſer des pleurs;	Hélas, Princesse, On ne doit qu'à son sang la publique allégresse, Ce n'est plus que pour venir qu'il faut verser des pleurs;
Ses Ses crimes inconnus àuoient fait nos malheurs, Et ſa vertu ſoüillée à peine s’eſt punie, Qu’auſſi-toſt de ces lieux la peſte s’eſt bannie,	Ses Ses crimes inconnus àuoient fait nos malheurs, Et sa vertu soüillée à peine s'est punie, Qu'aussitôt de ces lieux la peste s'est bannie,
