AIV LROLRVRO	AIV LROLRURO
Quoy ſeroit-ce bien vous que ie vois en ces lieux?	Quoi serait-ce bien vous que je vois en ces lieux?
Souffrez moy qu'autoura puyie demente mes yeux.	Souffrez -moi qu'autoura puyie démente mes yeux.
CLORIS,	CLORIS,
CLORIS.	CLORIS.
Ouy c’eſt auec raiſon que tu doutes, pariure, Comme ie vis apres vne ſi grande iniure.	Oui c'est avec raison que tu doutes, parjure, Comme ici vis après une si grande injure.
Ie deuois expirer a ce fatal inſtant, Qui m’apprit que Tyrcis deuenoit inconſtant;	Je devais expirer à ce fatal instant, Qui m'apprit que Tircis devenait inconstant;
Qu’il meſpriſoit ma flame, & qu’vne autre Maiſtreſſe, Se laiſſoit adorer par vne ame traiſtreſſe:	Qu'il méprisait ma flamme, et qu'une autre Maîtresse, Se laissait adorer par une âme traîtresse:
Mais ie ne croyois pas ton crime, où pour le moins, Ie voulus que mes yeux en fuſſent les teſmoins.	Mais ici ne croyais pas ton crime, où pour le moins, Je voulus que mes yeux en fussent les témoins.
Las ils en ont trop veu!	Las ils en ont trop vu!
TYRCIS.	TYRCIS.
Ie confeſſe Madame, Que ma legereté merite vn peu de blâme, Mn vn mot ſeulement pourroit l’authoriſer,	Je confesse Madame, Que ma légèreté mérite un peu de blâme, Mn tour seulement pourrait l'autoriser,
CLORIS.	CLORIS.
Et que me diras-tu qui puiſſe t’excuſer?	Et que me diras-tu qui puisse t'excuser?
TYRCIS.	TYRCIS.
Que iamais le deſlin auec plus d'iniuſtice, D’vn pareil accident ne ſe rendit complice;	Que jamais le délin avec plus d'injustice, D'un pareil accident ne se rendit complice;
Que les Dieux monſtrent bien qu’ils ſont vos ennemis, Et qu’ils font vos malheurs, puis qu’ils les ont permis.	Que les Dieux montrent bien qu'ils sont vos ennemis, Et qu'ils font vos malheurs, puis qu'ils les ont permis.
CLORIS.	CLORIS.
Ne conure point ton crime auecque des blaſphemes:	Ne convre point ton crime auecque des blasphèmes:
Ouy les Dieux l’ont permis, mais leurs bontez ſuprémes Qui panchant au pardon pluſtoſt qu’au chaſtiment, Ont derobé ta peine à leur reſſentiment.	Oui les Dieux l'ont permis, mais leurs bontés suprême Qui penchant au pardon plutôt qu'au châtiment, Ont derobé ta peine à leur ressentiment.
Toutefois leur courrous, punit auec vſure, Quand ils ſont mépriſez, ou quand vn crime dure, Et nous font bien ſentir, qu’il eſt tres aſſeuré, Qu’vn ſuplice eſt plus grand plus il eſt differé;	Toutefois leur courrous, punit avec usure, Quand ils sont méprisés, ou quand un crime dure, Et nous font bien sentir, qu'il est très assuré, Qu'un suplice est plus grand plus il est différé;
Si leur iuſtice enfin ne pardonne qu’aptine, Ne vangeront-ils pas Cioris, a qui ta haine, Et ton lâche mépris vont donner le trépas.	Si leur justice enfin ne pardonne qu'aptine, Ne vengeront-ils pas Cioris, à qui ta haine, Et ton lâche mépris vont donner le trépas.
TYRCIS.	TYRCIS.
I'ayme Fliſe, il eſt vray, mais ie ne vous haypas, Ie ſens que dans mon cœur que la raiſon encore, ueprrte uamortir le feu qui me deuore, Mais qu'elle eſt impuißãte, & que l’amour plus fors, Me témoigne encontre-elle vn violent effort!	J'aime Flise, il est vrai, mais je ne vous haïpas, Je sens que dans mon cœur que la raison encore, ueprrte uamortir le feu qui me dévore, Mais qu'elle est impuissante, et que l'amour plus fors, Me témoigne encontre-elle un violent effort!
Que de ces mouuen ents, mon ame eſt partagée!	Que de ces mouven ents, mon âme est partagée!
CLORIS.	CLORIS.
Ah!	Ah!
qu’il s’en faut bien peu que ie ne ſois vangée!	qu'il s'en faut bien peu que je ne sois vengée!
Car ne ſoupconne pas qu’Eliſe comme moy, A tant de faux ſerments, adiouſte quelque foy;	Car ne soupconne pas qu'Élise comme moi, À tant de faux serments, ajoute quelque foi;
Don mal-heur là fait ſage, & par mon propre ex emple Elle a veu de ton crime vne preuue aſſez ample, Elle ſçait ma diſgrace, & c’eſt par elle außi, Qu'auec fes veſemtns it Juus venuë icy.	Don malheur là fait sage, et par mon propre ex emple Elle a vu de ton crime une preuve assez ample, Elle sait ma disgrâce, et c'est par elle aussi, Qu'avec fes vesemtns it Juus venue ici.
TYRCIS.	TYRCIS.
A ce conte elle a ſçeu.	À ce conte elle a su.
CLORIS.	CLORIS.
Toute ta perfidie:	Toute ta perfidie:
Comme apres tant d’ardeurs, ta flame eſt refroidie, Et que mes ſens priuez des plaifirs qu’us ont eu, Demandent a ta foy.	Comme après tant d'ardeurs, ta flamme est refroidie, Et que mes sens privez des plaisirs qu'us ont eu, Demandent a ta foi.
TIRCIS.	TIRCIS.
Bous dieux!	Bous dieux!
CLORIS.	CLORIS.
En rougis-tu?	En rougis-tu?
Il eſt vray que ie manque enſuiuant mon caprice?	Il est vrai que deux manque ensuivant mon caprice?
Et ma bouche a ton cœur rend vn mauuais office?	Et ma bouche a ton cœur rend un mauvais office?
Ie deuois ( n’eſt-ce pas) en cette extremité, Nommer vne vertu ton infidelite, Loüer ta trahiſon & comme legitime, Dans l’eſprit d’vn chacun faire paſſer ton crime?	Je devais ( n'est-ce pas) en cette extrémité, Nommer une vertu ton infidélité, Louer ta trahison et comme légitime, Dans l'esprit d'un chacun faire passer ton crime?
Mais pouſſant mes efforts encore plus auant, Trauerſer ton riual que tu vois ſi ſouuent?	Mais poussant mes efforts encore plus avant, Traverser ton rival que tu vois si souvent?
Porter l’eſprit d’Eliſe, a mépriſer ſa flame, Et l’en ayant chaßé te mettre dans ſon ame?	Porter l'esprit d'Élise, a mépriser sa flamme, Et l'en ayant chaussy te mettre dans son âme?
ij	ij
TYRCIS, Elle ayme mon niual?	TYRCIS, Elle aime mon nival?
CLORIS.	CLORIS.
Ouy perfide, & de plus, Sçache que tes deſſeins eſtoient bien ſuperflus.	Oui perfide, et de plus, Sache que tes desseins étaient bien superflus.
TYRCIS.	TYRCIS.
Ce diſcours eſt obſcur.	Ce discours est obscur.
CLORIS.	CLORIS.
Ne trouue pas étrange, Qu'en cette occaſion, l'on t’ait rendu le change.	Ne trouve pas étrange, Qu'en cette occasion, l'on t'ait rendu le change.
Et fi iuſqu’à preſent tu n’as pas apperçeu, Auec quel artifice Adraſte ta deçeu.	Et fi jusqu'à présent tu n'as pas aperçu, Avec quel artifice Adraste ta déçu.
Aprends que ce Seigneur, ſous le nom de Cleonte, Aſſeure ſon amour, aux depens de ta honte, Et par vn prompt deſſein, qu’il a pris auiourd’hy.	Apprends que ce Seigneur, sous le nom de Cléonte, Assure son amour, aux dépens de ta honte, Et par un prompt dessein, qu'il a pris aujourd'hi.
Ah!	Ah!
ce ſeul ſouuenir, augmente mon ennuy:	ce seul souvenir, augmente mon ennui:
Non pas heureux Amant que ie vous porte enuie;	Non pas heureux Amant que ici vous porte envie;
Mais c’eſt que du mal-heur, ie ſuis touſiours ſuiuie, C’eſt que mon ſouuenir importune mes ſens, Et compare leur ioye, aux mal-beurs que ie ſens.	Mais c'est que du malheur, je suis toujours suivie, C'est que mon souvenir importune mes sens, Et compare leur joie, aux malheurs que vois sens.
TYRCIS.	TYRCIS.
Madame, il faut enfin, que mon eſprit ſe rende, Voſtre plainte eſt irop iuſte, & ma faute eſt tre grande, –- I Et puis mon crime eſt-t'el, qu’il ne merite pas, Vne punition moindre que le trépas:	Madame, il faut enfin, que mon esprit se rende, Votre plainte est irop juste, et ma faute est tre grande, - I Et puis mon crime est-t', il ne merite pas, punition moindre que le trépas:
Ie ſuis preſt à ſouffrir tout ce que la vengeance, Exige apres l’horreur, d’vne pareille offence, Et ieſçay que mon cœur, tout criminel qu’il eſt, Ne murmurera point, contre vn ſi iuſte arreſt.	Je suis prêt à souffrir tout ce que la vengeance, Exige après l'horreur, d'une pareille offense, Et iesçay que mon cœur, tout criminel qu'il est, Ne murmurera point, contre un si juste arrêt.
CLORIS.	CLORIS.
Angr dt.	Angr d.
coutintrie), dem anoi mepiijte.	coutintrie), dem anoi mepiijte.
Sans à cette infortune, adiouſter la riſée.	Sans à cette infortune, ajouter la risée.
TYRCIS.	TYRCIS.
Madame il eſt bien vray, que difficilement, Vous croirtez les effects, de ce prompt changement, Apres les faux ſerments, dont ma naiſſante flame, Se ſeruit autre fois, pour captiuer voſtre ame.	Madame il est bien vrai, que difficilement, Vous croirtez les effets, de ce prompt changement, Après les faux serments, dont ma naissante flamme, Se servit autre fois, pour captiver votre âme.
Mais ſi i’oſois encor, vous iurer par les Dieux, Que rien ne me peut plaire, à l’égal de vos yeux, AMTREEN.	Mais si j'osais encor, vous jurer par les Dieux, Que rien ne me peut plaire, à l'égal de vos yeux, AMTREN.
Que ma premiere ardeur m’enflame le courage, Et qu’Eliſe, à la fin, n’a plus ſur mon eſprit, L’empire qu’elle auoit, quand eue me jurprit.	Que ma première ardeur m'enflamme le courage, Et qu'Élise, à la fin, n'a plus sur mon esprit, L'empire qu'elle avait, quand eue me jurprit.
CLORIS.	CLORIS.
Ah!	Ah!
tu perdrois ton temps.	tu perdrais ton temps.
TYRCIS.	TYRCIS.
Puis qu’il eſt impoſſible, Pour l’auoir trop eſté, de vous trouuer ſenfible, Et que Tyrcis faillit, oubliant voſire amour, C’eſt la raiſon, Madame, ouy priuez-le du iour, Aſſouuiſſez ſur luy voſtre iuſte cholere, Voicy dedans ſes mains, dequoy la ſatis-faire.	Puis qu'il est impossible, Pour l'avoir trop été, de vous trouver sensible, Et que Tircis faillit, oubliant vos amour, C'est la raison, Madame, oui privez-le du jour, Assouissez sur lui mie iuste colère, Voici dedans ses mains, dequoy la satî-faire.
CLORIS.	CLORIS.
Qu’en cette occaſion, l’amour, & la douceur Reprennent aiſement le chemin de mon çœur?	Qu'en cette occasion, l'amour, et la douceur Reprennent aisément le chemin de mon çœur?
TYRCIS.	TYRCIS.
C’eſt l'uccompliſſement de toute mon euuie.	C'est l'uccomplissement de toute mon euie.
ELISE.	ÉLISE.
&& Draſte, aſſeurement, vous me verriezrauie, EN Si mon inuention auoit bien reußi.	et Draste, assurément, vous me verriezravie, EN Si mon invention avait bien réussi.
	
ADRASTE.	ADRASTE.
Pour leur contentement, ie le ſouhaitte außi.	Pour leur contentement, assez le souhaite aussi.
ELISE.	ÉLISE.
He bien, diſputez vous la victoire à Philandre?	He bien, disputez -vous la victoire à Philandre?
TYRCIS.	TYRCIS.
Ie l’auoüe, il eſt vray, il a fallu ſe rendre.	Je l'auoüe, il est vrai, il a fallu se rendre.
Ma faute me déplaiſt & mon cœur auiourd’buy, Pour le mieux imiter, ſe change comme luy.	Ma faute me déplaît et mon cœur aujourd'bui, Pour le mieux imiter, se change comme lui!
A tout ce qu’il voudra, i’abandonne ma teſle, Enfin Cloris reprend ſa premiere conqueſte, Et quand vous arriuiez, i’aſſeurois ſa beauté, D’auoir d’oreſnauant, plus de fidelité:	À tout ce qu'il voudra, j'abandonne ma télé, Enfin Cloris reprend sa première conquête, Et quand vous arriviez, j'asseurais sa beauté, D'avoir d'oresnavant, plus de fidélité:
Mais pour faire reuiure vne flame ancienne, Qu'icy voſtre priere accompagne la mienne, Faites que ſon eſprit, iuſtement offencé, Perut le jonttmr ataunauepate	Mais pour faire revivre une flamme ancienne, Qu'ici votre prière accompagne la mienne, Faites que son esprit, justement offensé, Perut le jontmr ataunavppate
ELISE.	ÉLISE.
Voudriez-vous refuſer, cette iuſte requeſte?	Voudriez-vous refuser, cette juste requête?
CLORIS.	CLORIS.
S’il parle franchement, me voicy toute preſte.	S'il parle franchement, me voici toute prête.
Etut queltjue, ueſſtins, uout mon cu ui jeit armé.	Etut queljue, uesstins, uout mon cv jeit armé.
I’ayme plus que iamais, ce qu’autrefois i’aymé.	J'aime plus que jamais, ce qu'autrefois j'aimé.
TYRCIS.	TYRCIS.
Ah!	Ah!
Madame payez d’vn traictement plus rude, Et mon peu de merite, & mon iugratitude, Traittez moins doucement vn homme tel que moy, Ayez plus de rigueur pour qui n’eût peint de foy.	Madame payez d'un traitement plus rude, Et mon peu de mérite, et mon jugratitude, Traités moins doucement un homme tel que moi, Ayez plus de rigueur pour qui n'eût peint de foi.
CLORIS.	CLORIS.
Refuſez-vous encor et que ie vons prtſeute?	Refusez-vous encor et que tu vons prêtsute?
TYRCIS.	TYRCIS.
le m'en cognois indigne.	le m'en connais indigne.
CLORIS.	CLORIS.
Et moy ie ſuis contente.	Et mo ie suis contente.
TYRCIS à Adraſte.	TYRCIS à Adraste.
Mais puis.	Mais puis.
ie bien encor eſperer vn pardon?	Hé bien encor espérer un pardon?
ADRASTE.	ADRASTE.
O Dieux!	Ô Dieux!
ie voy monrtre, e te traiſtre Aleidon.	Ne vois montre, te traître Aléidon.
SCENE	SCÈNE
DND HVICTIESME.	DND HVICTIESME.
AACIIGILE,CCISE, CLOICIO,AORASTE, TYRCIS, ALCIDON, HELENE.	AACIIGILE,CISE, CLOICIO,ARASTE, TYRCIS, ALCIDON, HELENE.
TRASILE.	TRASILE.
Nfin ie le reuoy.	Nfin ici le revoi.
Mon fils que ie t’embraſſe.	Mon fils que personne t'embrasse.
De ELISE.	De ÉLISE.
C’eſt là ſon Pere, helas que faut-il que ie face.	C'est là son Père, hélas que faut-il que cet face.
Quel conſeil prendra t’il en cette occaſion?	Quel conseil prendra -t-il en cette occasion?
ADRASTE.	ADRASTE.
Vous voyez voſtre Fils dans la confuſion, Que ce qu’il entreprend ne plaiſt point à ſon Pere, Le ſçay bien.	Vous voyez votre Fils dans la confusion, Que ce qu'il entreprend ne plaît point à son Père, Le sais bien.
2 TRASILE.	2 TRASILE.
.	.
.	.
Banniſſons cet importun diſcours, Ie veux ce que tu veux, i’approuue tes amours, Et tout ce qu'Alcidon t’a conté de ma haine, N'eſtoit que raillerie & pour te voir en peine:	Bannissons cet importun discours, Je veux ce que tu veux, j'approuve tes amours, Et tout ce qu'Alcidon t'a conté de ma haine, N'était que raillerie et pour te voir en peine:
Il ſaluë Mais ie veux ſaluër ce miracle parfait, eliſe, Ie ne comtreuupimuubeantuon qu’il a fait,	Il salue Mais Dieux veux saluër ce miracle parfait, elise, Ie ne comtreuupimuubeantuon il a fait,
ALCIDON.	ÀLCIDON.
Amy c'eſt la raiſon de punir mon offence.	Ami c'est la raison de punir mon offense.
ADRASTE.	ADRASTE.
Ils s’em Aymable tromperie!	Ils s'em Aimmable tromperie!
praſſent.	prassent.
ALCIDON.	ÀLCIDON.
Agreable vengeance, Puiſqu'elle ſatisfait mon veritable amy.	Agréable vengeance, Puisqu'elle satisfait mon véritable ami.
Il dit ce Mais voſtre Fils Monſieur n’eſt a vous qu’a demy.	Il dit ce Mais votre Fils Monsieur n'est a vous qu'a demi.
dernier IRASILE.	dernier IRASILE.
Jers à Traſile.	Jers à Trasile.
Qui voudroit me l’oſter?	Qui voudrait me l'ôter?
C-- -	Ç-m-
ALCIDON.	ÀLCIDON.
Tyrcis le redemande.	Tircis le redemande.
TYRCIS.	TYRCIS.
Ie recognois aſſez combien ma faute eſt grande, Mais c’eſt luy que ie blaſme, & qu’on doit accuſer Puis qu’autc tant de ſoins il voulut m’abuſer.	Je reconnais assez combien ma faute est grande, Mais c'est venir que je blâme, et qu'on doit accuser Puis qu'autc tant de soins il voulut m'abuser.
TRASILE.	TRASILE.
Perdez le ſouuenir de ſa feinte paſſé Embraſſez.	Perdez le souvenir de sa feinte passé Embrassez.
le mon Fils.	le mon Fils.
	
NEVFIESME.	NEUFIESME.
FABRICE, HELENE, IVLIEN.	FABRICE, HELENE, IVLIEN.
TRASILE, ADRASTE, CLORIS, ELISE, TYRCIS, ALCIDON.	TRASILE, ADRASTE, CLORIS, ELISE, TYRCIS, ALCIDON.
FABRICE.	FABRICE.
Mon ame eſt exaucée, Et voyant eſclaircis ces ambages confus, La taciturnité ne me retiendra plus, Ie voys ou s’ahoutit vne telle auanture, Ie voy le Geniteur, ie voy la geniture, Et dipun Mninoment quel nay poll parr, L’on m’a ſur ce ſujet amplement diſcouru.	Mon âme est exaucée, Et voyant éclaircis ces ambages confus, La taciturnité ne me retiendra plus, Je vois ou s'ahoutit cette telle aventure, Je vois le Géniteur, tu vois la géniture, Et diun Mninoment quel né poll parr, L'on m'a sur ce sujet amplement discouru.
Or ſoyez attentifs.	Or soyez attentifs.
Nous oyons a la porte, Ce que diſoit icy cette aimable cohorte.	Nous oyons à la porte, Ce que disait ici cette aimable cohorte.
HELENE.	HELENE.
Mais pour n’avreſter pas en ce lieu plus long temps, Rendez incontinent tous nos eſprits contents.	Mais pour n'avrêter pas en ce lieu plus long temps, Rendez incontinent tous nos esprits contents.
Lfaju da adene?	Laju da adène?
FABRICE.	FABRICE.
O femelle importune, It noun ion ruentter auec quelle fortune Il redeuient Adrafle, & Philandre Cloris,	Ô femelle importune, It noun ion ruenter avec quelle fortune Il redevient Adrafle, et Philandre Cloris,
HELENE.	HELENE.
Ie ne luy répondray qu’auecques vn ſouris.	Je ne notre répondrai qu'avecques un souris.
TRASILE.	TRASILE.
Non, non, docte Fabrice, il n’eſt point neceſſaire, Alcidon à loiſir, nous promet de le paire Et de leur raconter par quel bon-heur des Cieux.	Non, non, docte Fabrice, il n'est point nécessaire, Alcidon à loisir, nous promet de le paire Et de leur raconter par quel bonheur des Cieux.
