TREIACI	TREICI
Aſſervie a des lois que j’ay dû reſpecter, C’eſt déja trop pour moy que de vous écouter.	Asservie a des lois que j'ai dû respecter, C'est déjà trop pour moi que de vous écouter.
Ne portez pas plus loin voſtre injuſte victoire.	Ne portez pas plus loin votre injuste victoire.
Ou par mes propres mains immolée à ma gloire, Je ſçauray m’affranchir, dans ces extremitez, Du ſecouls dungueun que tous ne preleler,	Ou par mes propres mains immolée à ma gloire, Je saurai m'affranchir, dans ces extrémités, Du secouls dungueun que tous ne préleler,
ACHILLE.	ACHILLE.
Hé bien!	Hé bien!
N’en parlons plus.	N'en parlons plus.
Obeïſſez cruelle, Et cherchez une mort, qui vous ſemble ſi belle.	Obéissez cruelle, Et cherchez une mort, qui vous semble si belle.
Portez à voſtre Pere un cœur, où j’entrevoy Moins de reſpect pour lui, que de haine pour moy.	Portez à votre Père un cœur, où j'entrevoi Moins de respect pour lui, que de haine pour moi.
Une juſte fureur s’empare de mon ame.	Une juste fureur s'empare de mon âme.
Vous allez à l’Autel, & moy, j’y cours, Madame.	Vous allez à l'Autel, et moi, j'y cours, Madame.
Si de ſang & de morts le Ciel eſt affamé, Jamais de plus de ſang ſes Autels n’ont fumé.	Si de sang et de morts le Ciel est affamé, Jamais de plus de sang ses Autels n'ont fumé.
A mon aveugle amour tout ſera legitime.	À mon aveugle amour tout sera légitime.
Le Preſtre deviendra la premiere Victime.	Le Prêtre deviendra la première Victime.
Le bucher par mes mains deſtruit, & renverſé, Dans le ſang des bourreaux nagera diſperſé.	Le bûcher par mes mains détruit, et renversé, Dans le sang des bourreaux nagera dispersé.
Et ſi dans les horreurs de ce deſordre extréme Voſtre Pere frappe tombe, & perit ſul memſe, Alors, de vos reſpects voyant les triſtes fruits, Reconnoiſſez les coups, que vous aurez conduits.	Et si dans les horreurs de ce désordre extrême Votre Père frappe tombe, et périt sul memse, Alors, de vos respects voyant les tristes fruits, Reconnaissez les coups, que vous aurez conduits.
IPHIGENIE.	IPHIGENIE.
Ah, Seigneur!	Ah, Seigneur!
Ah, Cruel.	Ah, Cruel.
Mais il fuit, il m’échappe.	Mais il fuit, il m'échappe.
O toi, qui veus ma mort, me voila ſeule, frappe, Termine, uite cier, llia vie, ce Hioir effroy.	Ô toi, qui veux ma mort, me voilà seule, frappe, Termine, uite cier, lia vie, ce Hioir effroi.
Et lance icy des traits, qui n’accablent que moy.	Et lance ici des traits, qui n'accablent que moi.
SCENE III.	SCÈNE III.
CLYTEMNESTRE, IPHIGENIE EMOINE, EORIDAIE, GANDES.	CLYTEMNESTRE, IPHIGENIE EMOINE, EORIDAIE, GANDES.
CLYTEMNESTRE.	CLYTEMNESTRE.
Uy je la deffendrai contre toute l’Armée.	Oui je la défendrai contre toute l'Armée.
O Laſches, vous trahiſlez voſtre Reine opprimée?	Ô Lâches, vous trahislez votre Reine opprimée?
FURYBATE.	FURYBATE.
Non, Madame, il ſuffit que vous nous commandiez, Vous nous verrez combattre, & mourir à vos piez, Mais de nos foibles mains que pouvez vous attendre?	Non, Madame, il suffit que vous nous commandiez, Vous nous verrez combattre, et mourir à vos pieds, Mais de nos faibles mains que pouvez vous attendre?
Contre tant d’Ennemis qui pourra vous défendre?	Contre tant d'Ennemis qui pourra vous défendre?
Ce n’eſt plus un vain Peuple en deſordre aſſemblé.	Ce n'est plus un vain Peuple en désordre assemblé.
C’eſt d’un zele fatal tout le Camp aveuglé, Plus de pitié.	C'est d'un zèle fatal tout le Camp aveuglé, Plus de pitié.
Calchas ſeul regne, ſeul commande.	Calchas seul règne, seul commande.
La Pieté ſevere exige ſon Offrande.	La Piété sévère exige son Offrande.
Le Roy, de ſon pouvoir ſe voit dépoſſeder, Et lui meſme au Torrent nous contraint de ceder, Achille à qui tout cede, Achille à cét orage Voudroit lui meſme en vain oppoſer ſon courage.	Le Roi, de son pouvoir se voit déposséder, Et lui -même au Torrent nous contraint de céder, Achille à qui tout cède, Achille à cet orage Voudrait lui -même en vain opposer son courage.
Que fera-t’il, Madame?	Que fera-t-il, Madame?
Et qui peut diſſiper Tous les flots d’ennemis preſts à l’envelopper?	Et qui peut dissiper Tous les flots d'ennemis prêts à l'envelopper?
CLYTEMNESTRE.	CLYTEMNESTRE.
Qu’ils viennent donc ſur moi prouver leur zele impie, Et m’arrachent ce peu qui me reſte de vie.	Qu'ils viennent donc sur moi prouver leur zèle impie, Et m'arrachent ce peu qui me reste de vie.
La mort ſeule, la mort pourra rompre les nœuds Dont mes bras nous vont joindre, & lier toutes deux, Mon corps ſera pluſtoſt ſeparé de mon ame, Que je ſouffre jamais.	La mort seule, la mort pourra rompre les nœuds Dont mes bras nous vont joindre, et lier toutes deux, Mon corps sera plutôt séparé de mon âme, Que je souffre jamais.
Ah ma Fille!	Ah ma Fille!
IPHIGENIE.	IPHIGENIE.
Ah Madame!	Ah Madame!
Sous quel Aſtre cruel avez vous mis au jour Le mal heureux Objet d’une ſi tendre amour!	Sous quel Astre cruel avez vous mis au jour Le mal heureux Objet d'une si tendre amour!
Mais que pouvez vous faire en l’état où nous ſommes?	Mais que pouvez vous faire en l'état où nous sommes?
Vous avez à combattre & les Dieux & les Hommes.	Vous avez à combattre et les Dieux et les Hommes.
Contre un Peuple en fureur vous expoſerez vous?	Contre un Peuple en fureur vous exposerez -vous?
N’allez point, dans un Camp rebelle à voſtre Epoux, Seule à me retenir vainement obſtinée, Par des Soldats peut-eſtre indignement traiſnée, Préſenter, pour tout fruit d’un déplorable effort, Un Spectacle à mes yeux, plus cruel que la mort.	N'allez point, dans un Camp rebelle à votre Époux, Seule à me retenir vainement obstinée, Par des Soldats peut-être indignement traînée, Présenter, pour tout fruit d'un déplorable effort, Un Spectacle à mes yeux, plus cruel que la mort.
Allez.	Allez.
Laiſſez aux Grecs achever leur ouvrage, Et quittez pour jamais un mal-heureux Rivage.	Laissez aux Grecs achever leur ouvrage, Et quittez pour jamais un malheureux Rivage.
Du Bucher, qui m’attend, trop voiſin de ces lieux, La flamme de trop pres viendroit frapper vos yeux.	Du Bucher, qui m'attend, trop voisin de ces lieux, La flamme de trop pr iendrait frapper vos yeux.
Sur tout, ſi vous m’aimez, par cet amour de Mere, Ne reprochez jamais mon trépas à mon Pere.	Sur tout, si vous m'aimez, par cet amour de Mère, Ne reprochez jamais mon trépas à mon Père.
CLYTEMNESTRE.	CLYTEMNESTRE.
Luy!	Lui!
par qui voſtre cœur à Calchas préſenté.	par qui votre cœur à Calchas présenté.
ILHIGENIE.	ILHIGENIE.
Pour me rendre à vos pleurs que n’a-t’il point tenté?	Pour me rendre à vos pleurs que n'a-t-il point tenté?
CLYTEMNESTRE.	CLYTEMNESTRE.
Par quelle trahiſon le Cruel m’a deceuë!	Par quelle trahison le Cruel m'a déçue!
IPHIGENIE.	IPHIGENIE.
Il me cedoit aux Dieux, dont il m’avoit receuë.	Il me cédait aux Dieux, dont il m'avait reçue.
Ma mort n’emporte pas tout le fruit de vos feux.	Ma mort n'emporte pas tout le fruit de vos feux.
De l’amour qui vous joint vous avez d’autres nœuds, Vos yeux me reverront dans Oreſte mon Frere.	De l'amour qui vous joint vous avez d'autres nœuds, Vos yeux me reverront dans Oreste mon Frère.
Puiſſe-t’il eſtre, helas!	Puisse-t-il être, hélas!
moins funeſte à ſa Mere?	moins funeste à sa Mère?
D’un Peuple impatient vous entendez la voix.	D'un Peuple impatient vous entendez la voix.
Daignez m’ouvrir vos bras pour la derniere fois, Madame, & rappellant voſtre vertu ſublime.	Daignez m'ouvrir vos bras pour la dernière fois, Madame, et rappelant votre vertu sublime.
Eurybate, à l’Autel conduiſez la Victime.	Eurybate, à l'Autel conduisez la Victime.
1	1
SCENE.	SCÈNE.
IV.	IV.
CLYTEMNESTRE, ÆGINE, d l leu Eos.	CLYTEMNESTRE, ÉGINE, dû l eu Eos.
CLYTEMNESTRE.	CLYTEMNESTRE.
H!	H!
vous n’irez pas ſeule, & je ne prétens pas.	vous n'irez pas seule, et je ne prétends pas.
AA Mais on ſe jette en foule au devant de mes pas Perfides, contentez voſtre ſoif ſanguinaire.	ÀA Mais on se jette en foule au devant de mes pas Perfides, contentez votre soif sanguinaire.
8	8
ÆGINE.	ÆGINE.
Où courez vous, Madame?	Où courez -vous, Madame?
Et que voulez vous faire?	Et que voulez -vous faire?
CLYTEMNESTRE.	CLYTEMNESTRE.
Helas!	Hélas!
je me conſume en impuiſſans efforts;	je me consume en impuissants efforts;
Et rentre au trouble affreux, dont à peine je ſors, Mourray-je tant de fois, ſans ſortir de la vie?	Et rentre au trouble affreux, dont à peine je sors, Mourrai-je tant de fois, sans sortir de la vie?
ÆGINE.	ÆGINE.
Ah!	Ah!
Sçavez vous le crime, & qui vous a trahie, Madame?	Savez -vous le crime, et qui vous a trahie, Madame?
Sçavez vous quel Serpent inhumain Iphigenie avoit retiré dans ſon ſein ?	Savez -vous quel Serpent inhumain Iphigénie avait retiré dans son sein ?
Eriphile en ces lieux par vous meſme conduite, A ſeule à tous les Grecs révelé voſtre fuite.	Eriphile en ces lieux par vous -même conduite, A seule à tous les Grecs révelé votre fuite.
CLYTEMNESTRE.	CLYTEMNESTRE.
O Monſtre!	Ô Monstre!
que Megere en ſes flancs a porté!	que Mégère en ses flancs a porté!
Monſtre!	Montre!
que dans nos bras les Enfers ont jetté.	que dans nos bras les Enfers ont jeté.
Quoy tu ne mourras point?	Quoi tu ne mourras point?
Quoy pour punir ſon crime.	Quoi pour punir son crime.
Mais où va ma douleur chercher une Victime?	Mais où va ma douleur chercher une Victime?
Quoy pour noyer les Grecs, & leurs mille Vaiſſeaux?	Quoi pour noyer les Grecs, et leurs mille Vaisseaux?
Mer, tu n’ouvriras pas des abyſmes nouveaux?	Mer, tu n'ouvriras pas des abîmes nouveaux?
Quoy lors que les chaſſant du Port qui les recele, L'Aulide aura vomi leur flotte criminelle, Les Vents, les meſmes Vents ſi long-temps accuſez, Ne te couvriront pas de ces Vaiſſeaux briſez?	Quoi lors que les chassant du Port qui les recèle, L'Aulide aura vomi leur flotte criminelle, Les Vents, les mêmes Vents si longtemps accusés, Ne te couvriront pas de ces Vaisseaux brisés?
Et toy, Soleil, & toy, qui dans cette contrée Reconnois l’héritier, & le vrai Fils d’Atrée, Toy, qui n’oſas du pere éclairer le Feſtin, Recule, ils t’ont appris ce funeſte chemin.	Et toi, Soleil, et toi, qui dans cette contrée Reconnais l'héritier, et le vrai Fils d'Atrée, Toi, qui n'osas du père éclairer le Festin, Recule, ils t'ont appris ce funeste chemin.
Mais cependant, ô ciel!	Mais cependant, ô ciel!
O Mere infortunée!	Ô Mère infortunée!
De feſtons odieux ma Fille couronnée Tend la gorge aux couſteaux, par ſon Pere appreſtez.	De festons odieux ma Fille couronnée Tend la gorge aux couteaux, par son Père apprêtez.
Calchas va dans ſon ſang.	Calchas va dans son sang.
Barbares, arreſtez.	Barbares, arrêtez.
C’eſt le pur ſang du Dieu qui lance le tonnerre.	C'est le pur sang du Dieu qui lance le tonnerre.
J’entens gronder la foudre, & ſens trembler la terre.	J'entends gronder la foudre, et sens trembler la terre.
Un Dieu vangeur, Un Dieu fait retentir ces coups.	Un Dieu vengeur, Un Dieu fait retentir ces coups.
SCENE V.	SCÈNE V.
CLYTEMNESTRE, ÆGINE, ARCAS, GARDES.	CLYTEMNESTRE, ÊGINE, ARCAS, GARDES.
ARCAS.	ARCAS.
’En doutez point, Madame.	’En doutez point, Madame.
Un Dieu combat N pour vous.	Un Dieu combat N pour vous.
Achille en ce moment exauce vos prieres.	Achille en ce moment exauce vos prières.
Il a briſé des Grecs les trop foibles barrieres.	Il a brisé des Grecs les trop faibles barrières.
Achille eſt à l’autel.	Achille est à l'autel.
Calchas eſt éperdu.	Calchas est éperdu.
Le fatal Sacrifice eſt encor ſuſpendu.	Le fatal Sacrifice est encor suspendu.
On ſe menaſſe, on court, l’air gémit, le fer brille.	On se menace, on court, l'air gémit, le fer brille.
Achille fait ranger autour de voſtre Fille Tous ſes Amis, pour lui preſts à ſe dévoüer, Le triſte Agamemnon, qui n’oſe l’avoüer, Pour détourner ſes yeux des meurtres qu’il préſage, Ou pour cacher ſes pleurs, s’eſt voilé le viſage Venez, puis qu’il ſe taiſt, venez par vos diſcours De voſtre Défenſeur appuyer le ſecours.	Achille fait ranger autour de votre Fille Tous ses Amis, pour lui prêts à se dévouer, Le triste Agamemnon, qui n'ose l'avouer, Pour détourner ses yeux des meurtres qu'il présage, Ou pour cacher ses pleurs, s'est voilé le visage Venez, puis qu'il se taît, venez par vos discours De votre Défenseur appuyer le secours.
Luy meſme de ſa main de ſang toute fumante Il veut entre vos bras remettre ſon Amante.	Lui même de sa main de sang toute fumante Il veut entre vos bras remettre son Amante.
mumiienle mula cnarge de comune vos pas, Ne craignez rien.	mumiienle mula cnarge de comune vos pas, Ne craignez rien.
CLYTEMNESTRE.	CLYTEMNESTRE.
Moy, craindre!	Moi, craindre!
Ah!	Ah!
Courons.	Courons.
cher Arcas.	cher Arcas.
Le plus affreux peril n’a rien dont je pâliſſe.	Le plus affreux péril n'a rien dont je pâlisse.
J’iray par tout.	J'irai par tout.
Mais Dieux!	Mais Dieux!
Ne vois-je pas Ulyſſe?	Ne vois-je pas Ulysse?
C’eſt lui.	C'est lui.
Ma Fille eſt morte, Arcas, il n’eſt plus temps.	Ma Fille est morte, Arcas, il n'est plus temps.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
OLISSE, CLYTEMNESTRE, ARCAS, ÆGINE, GARDES.	OLISSE, CLYTEMNESTRE, ARCAS, ÉGINE, GARDES.
ULYSSE On, Madame, elle vit, & les Dieux ſont contens N Raſſurez-vous.	ULISSE On, Madame, elle vit, et les Dieux sont contents N Assurez-vous.
Le Ciel a voulu vous la rendre,	Le Ciel a voulu vous la rendre,
CLYTEMNESTRE.	CLYTEMNESTRE.
Elle vit!	Elle vit!
Et c’eſt vous qui venez me l’apprendre!	Et c'est vous qui venez me l'apprendre!
ULYSSE.	ULISSE.
Oüy, c’eſt moy, qui long temps contre elle, & contre vous Ay crû devoir, Madame, affermir voſtre Epoux, Moy, qui jaloux tantoſt de l’honneur de nos armes, Par d’auſteres conſeils ay fait couler vos larmes, Et qui viens, puis qu’enfin le ciel eſt appaiſé, Reparer tout l’ennuy que je vous ay cauſé.	Oui, c'est moi, qui long temps contre elle, et contre vous Ai crû devoir, Madame, affermir votre Époux, Moi, qui jaloux tantôt de l'honneur de nos armes, Par d'austères conseils ai fait couler vos larmes, Et qui viens, puis qu'enfin le ciel est apaisé, Réparer tout l'ennui que je vous ai causé.
CLYTEMNESTRE.	CLYTEMNESTRE.
Ma Fille!	Ma Fille!
Ah, Prince!	Ah, Prince!
O ciel!	Ô ciel!
je demeure éperduë, quel miracle, Seigneur, quel Dieu me l’a renduë	je demeure éperdue, quel miracle, Seigneur, quel Dieu me l'a rendue
ULYSSE.	ULISSE.
Vous m’en voyez moy meſme en cet heureux moment Saiſi d’horreur, de joye, & de raviſſement Jamais jour n’a paru ſi mortel à la Grece.	Vous m'en voyez moi -même en cet heureux moment Saisi d'horreur, de joie, et de ravissement Jamais jour n'a paru si mortel à la Grèce.
Déja de tout le Camp la Diſcorde maiſtreſſe Avoit ſur tous les yeux mis ſon bandeau fatal, Et donné du combat le funeſte ſignal, De ce ſpectacle affreux voſtre Fille allarmée Voyoit pour elle Achille, & contre elle l’Armée.	Déjà de tout le Camp la Discorde maîtresse Avait sur tous les yeux mis son bandeau fatal, Et donné du combat le funeste signal, De ce spectacle affreux votre Fille alarmée Voyait pour elle Achille, et contre elle l'Armée.
Mais quoy que ſeul pour elle, Achille furieux Epouvantoit l’Armée, & partageoit les Dieux.	Mais quoi que seul pour elle, Achille furieux Épouvantait l'Armée, et partageait les Dieux.
Déja de traits en l’air s’eſlevoit un nuage.	Déjà de traits en l'air s'élevait un nuage.
Déja couloit le ſang prémices du carnage.	Déjà coulait le sang prémices du carnage.
Entre les deux partis Calchas s’eſt avancé, L’œil farouche, l’air ſombre, & le poil hériſſé, Terrible, & plein du Dieu, qui l’agitoit ſans doute.	Entre les deux partis Calchas s'est avancé, L'œil farouche, l'air sombre, et le poil hérissé, Terrible, et plein du Dieu, qui l'agitait sans doute.
Vous, Achille, a t’il dit, & vous, Grecs, qu’on m’écoute.	Vous, Achille, a -t-il dit, et vous, Grecs, qu'on m'écoute.
Le Dieu, qui maintenant vous parle par ma voix, M'explique ſon Oracle, & m’inſtruit de ſon choix, Vn autre ſang d'Helene, une autre Iphigenie Sur ce bord immolée y doit laiſſer ſa vie.	Le Dieu, qui maintenant vous parle par ma voix, M'explique son Oracle, et m'instruit de son choix, Un autre sang d'Hélène, une autre Iphigénie Sur ce bord immolée y doit laisser sa vie.
Theſee avec Helene uni ſecrettement Fit ſucceder l’hymen à ſon enlevement.	Thesee avec Hélène uni secrètement Fit succéder l'hymen à son enlèvement.
Vne Fille en ſortit, que ſa Mere a celée.	Une Fille en sortit, que sa Mère a celée.
Du nom d’Iphigenie elle fut appellée.	Du nom d'Iphigénie elle fut appelée.
Ie vis moy-meſme alors ce fruit de leurs amours, D’un ſiniſtre avenir je menaſſay ſes jours.	Je vis moi-même alors ce fruit de leurs amours, D'un sinistre avenir je menaçai ses jours.
