A PARIS.	À PARIS.
ASCAGNE.	ÀSCAGNE.
Vous obeïr ſera mon premier compliment.	Vous obéir sera mon premier compliment.
SCENE VI MASCARILLE, TOLIDORE, VALERE.	SCÈNE VI MASCARILLE, TOLIDORE, VALÈRE.
MASCARILLE.	MASCARILLE.
Es diſgraces ſouuent ſont du Ciel reuelées:	Es disgrâces souvent sont du Ciel reuelées:
buj longhtoule de perles défilées, Et d’œufs caſſez, monſieur, vn tel ſonge m’abbat.	buj longhoule de perles défilées, Et d'œufs cassez, monsieur, un tel songe m'abat.
VALERE.	VALÈRE.
Chien de poltron!	Chien de poltron!
POLIDORE.	POLIDORE.
Vaiere, il sapreſte vn combat, Où toute ta valeur te ſera neceſſaite.	Vaière, il saprête un combat, Où toute ta valeur te sera nécessaite.
Tu ves auoir en teſte vn puiſſant aduerſaire.	Tu vez avoir en tête un puissant adversaire.
MASCARILLE.	MASCARILLE.
Et perſonne, nionieur, qui le veuinte bouger Pour retenir des gens qui ſe vont égorger!	Et personne, nionieur, qui le veuinte bouger Pour retenir des gens qui se vont égorger!
Pour moy ie le veux bien;	Pour moi ici le veux bien;
mais, au moins, s’il arriue Qu’vn funeſte accident de vôtre fils vous priue, Ne m’en accuſez point.	mais, au moins, s'il arrive Qu'un este accident de votre fils vous prive, Ne m'en accusez point.
POLIDORE.	POLIDORE.
Non, non;	Non, non;
en cet endroit Ie le pouſſe moy meſme à faire ce qu’il dolt.	en cet endroit Je le pousse moi -même à faire ce qu'il dolt.
MASCARILLE.	MASCARILLE.
Pere dénaturé!	Père dénaturé!
VALERE.	VALÈRE.
Ce ſentiment, mon pere, Iſt d'vn homme de cœur;	Ce sentiment, mon père, Ist d'un homme de cœur;
& ie vous en reuere.	et personne vous en révère.
I’ay deu vous offencer, & ie ſuis criminel D’auoir fait tout cecy ſans l’aueu paternel;	J'ai dev vous offenser, et je suis criminel D'avoir fait tout ceci sans l'aveu paternel;
Mais, à quelque dépit que ma faute vous porte, La nature toûjours ſe montre la plus forte, Et voſtre honneur fait bien, quand il ne veut pas voir Que le tranſport d’Eraſte ait dequoy m’émouuoir.	Mais, à quelque dépit que ma faute vous porte, La nature toujours se montre la plus forte, Et votre honneur fait bien, quand il ne veut pas voir Que le transport d'Éraste ait dequoy m'émouvoir.
POLIDORE.	POLIDORE.
On me faiſoit tantoſt redouter ſa menace;	On me faisait tantôt redouter sa menace;
Mais les choſes depuis ont bien changé de face;	Mais les choses depuis ont bien changé de face;
Et, ſans le pouuoir fuir, d’vn ennemy plus fort Tu vas eſtre ataqué.	Et, sans le pouvoir fuir, d'un ennemi plus fort Tu vas être ataqué.
MASCARILLE.	MASCARILLE.
Point de moyen d’accord?	Point de moyen d'accord?
VALERE.	VALÈRE.
Moy!	Moi!
le fuir!	le fuir!
Dieu m’en garde.	Dieu m'en garde.
Et qui donc pourroië-ce eſtre?	Et qui donc pourroie-ce être?
Aſcagne.	Ascagne.
POLIDORE.	POLIDORE.
Aſcagne?	Ascagne?
VALERE.	VALÈRE.
POLIDORE.	POLIDORE.
Ouy;	Oui;
tu le vas voir paroiſtre.	tu le vas voir paraître.
VALERE, sey, quiue meicran in auont donne la roy,	VALÈRE, sei, quive meicran in auont donne la roi,
POLIDORE.	POLIDORE.
Ouy, c’eſt luy qui pretend auoir affaire à toy;	Oui, c'est lui qui prétend avoir affaire à toi;
Et qui veut, dans le champ où l’honneur vous apEanes Qu’vn combat ſeul à ſeul vuide vôtre querelle.	Et qui veut, dans le champ où l'honneur vous apEanes Qu'un combat seul à seul vide votre querelle.
MASCARILLE.	MASCARILLE.
C’eſt vn braue homme;	C'est un brave homme;
Il ſçait que les cœurs genereux Ne mettent point les gens en compromis pour eux.	Il sais que les cœurs généreux Ne mettent point les gens en compromis pour eux.
POLIDORE.	POLIDORE.
Enfin d’vne impoſture ils te rendent coupable, Dont le reſſentiment m’a paru raiſonnable;	Enfin d'une imposture ils te rendent coupable, Dont le ressentiment m'a paru raisonnable;
Si bien qu’Albert & moy ſommes tonis en d'acord, Que tu ſaticrerois nieagne lui ce tort.	Si bien qu'Albert et moi sommes tonis en d'acord, Que tu saticrerais nagne lui ce tort.
Mais aux yeux d’vn chacun, & ſans nulles remiſes, Dans les formalitez en pareil cas requiſes.	Mais aux yeux d'un chacun, et sans nulles remises, Dans les formalités en pareil cas requises.
VALERE.	VALÈRE.
It Lucile, mon pere, a d’vn cœur endurcy!	It Lucile, mon père, a d'Hon neur endurci!
2	2
POLIDORE' Lueile eſpouſe Eraſte, & te condamne auſſi, Et, pour conuaincre mieux tes diſcours d’iniuſtice, Veut qu’à tes propres yeux cét hymen s’accompliſſe.	POLIDORE' Luile épouse Eraste, et te condamne aussi, Et, pour convaincre mieux tes discours d'injustice, Veut qu'à tes propres yeux cet hymen s'accomplisse.
VALERE.	VALÈRE.
Ha!	Ha!
c'eſt vne impudence à me mettre en fureur:	c'est une impudence à me mettre en fureur:
Elle a donc perdu ſens, foy, conſcience, honneur?	Elle a donc perdu sens, foi, conscience, honneur?
SCENE VII MASEIBLE, LVCILE, ERASTE, TOLIDORE, ALDERT, VALERE.	SCÈNE VII MASEIBLE, LUCILE, ERASTE, TOLIDORE, ALDERT, VALÈRE.
ALBERT.	ALBERT.
E' bien?	E' bien?
les combattans?	les combattants?
on ameine le nôtre.	on âmeine le nôtre.
TIAuez-vous diſpoſé le courage du votre?	TIAvez-vous disposé le courage du vôtre?
VALERE.	VALÈRE.
Ouy, ouy;	Oui, oui;
me voila preſt, puis qu’on m’y veut forcer;	me voilà prêt, puis qu'on m'y veut forcer;
Et, ſi i’ay pû trouuer ſuiet de balancer, Vn reſte de reſpect en pouuoit eſtre cauſe, Et non pas la valeur du bras que l’on m’oppoſe.	Et, si j'ai pu trouver sujet de balancer, Un reste de respect en pouvait été cause, Et non pas la valeur du bras que l'on m'oppose.
Mais c’eſt trop me pouſſer, ce reſpect eſt à bout;	Mais c'est trop me pousser, ce respect est à bout;
A toute extremiré mon eſprit ſe reſout, Et l’on fait voir vn trait de perfidie étrange, Dont il faut hautement que mon amour ſe vange.	À toute extremiré mon esprit se résout, Et l'on fait voir un trait de perfidie étrange, Dont il faut hautement que mon amour se venge.
Non pas que cét amour pretende encore a vous;	Non pas que cet amour prétende encore à vous;
Tout ſon feu ſe reſout en adeur de courroux, Et quand i’auray rendu voſtre honte publique, Voſtre coupable hymen n’aura rien qui me pique.	Tout son feu se résout en aveur de courroux, Et quand j'aurai rendu votre honte publique, Votre coupable hymen n'aura rien qui me pique.
Allez, ce procede, Lucile, eſt odieux:	Allez, ce procède, Lucile, est odieux:
A peine en puiſ-je croire au rapport de mes yeux;	À peine en puis-je croire au rapport de mes yeux;
C’eſt de toute pudeur ſe montrer ennemie:	C'est de toute pudeur se montrer ennemie:
Et vous deuriez mourir d’vne telle infamie.	Et vous devriez mourir d'une telle infamie.
LVCILE.	LUCILE.
Vn ſemblable diſcours me pou roit affliger, Si ie n’auois en main qui m’en ſçaura vangers Voicy venir Aſcagne, il aura l’auantage De vous faire changer bien viſte de langage, Et ſans beaucoup d’effort.	Un semblable discours me pou rait affliger, Si apprendre n'avais en main qui m'en saura vengers Voici venir Ascagne, il aura l'avantage De vous faire changer bien vite de langage, Et sans beaucoup d'effort.
SCENE VIII.	SCÈNE VIII.
MASCARILLE, LVCILE, ERASTE, ALBERT, VALERE, GROS-RENE MARINETTE, ASCAGNE, FROSINE, POLIDORE.	MASCARILLE, LUCILE, ERASTE, ALBERT, VALÈRE, GROS-RENE MARINETTE, ASCAGNE, FROSINE, POLIDORE.
VALERE.	VALÈRE.
IL ne le fera pas, Quand il ioindroit au ſien encore vingt autres bras.	IL ne le fera pas, Quand il joindrait au sien encore vingt autres bras.
Ie le plains de deffendre vne ſœur criminelle:	Je le plains dé fendre une sœur criminelle:
Mais, puis que ſon erreur me veut faire querelle, Nous le ſatisferons, & vous, mon braue, auſſi.	Mais, puis que son erreur me veut faire querelle, Nous le satisferons, et vous, mon brave, aussi.
ERASTE.	ERASTE.
le prenois:	le prenais:
intereſt tantoſt à tout cecy;	intérêt tantôt à tout ceci;
Mais enfin, comme Aſcagne apris ſur luy l’affaire, Ie ne veux plus en prendre, & ie le laiſſe faire.	Mais enfin, comme Ascagne appris sur lui l'affaire, Je ne veux plus en prendre, et notre le laisse faire.
VALERE.	VALÈRE.
C’eſt bien fait:	C'est bien fait:
la prudence eſt toujours de ſaiſon:	la prudence est toujours de saison:
Mais.	Mais.
ERASTE.	ERASTE.
Iſçaura pour tous vous mettre à la raiſon.	Isçaura pour tous vous mettre à la raison.
Luy:	Lui:
VALERE.	VALÈRE.
POLIDORE.	POLIDORE.
Ne t’y trompe pas:	Ne t'y trompe pas:
tu ne ſçais pas encore Que enfange gurçonele mergue.	tu ne sais pas encore Que enfange gurçonele mergue.
ALBERT.	ALBERT.
Il l’ignore:	Il l'ignore:
Mais il pourra dans peu le luy faire ſçauoir.	Mais il pourra dans peu le te faire savoir.
TAEEBNE.	TAEBNE.
Sus donc que maintenant il me le faſſe voir.	Sus donc que maintenant il me le fasse voir.
MANINETIE.	MANINETIE.
Aux yeux de tous?	Aux yeux de tous?
GROS-RENE'.	GROS-RENE'.
Cela ne ſeroit pas honneſte.	Cela ne serait pas honnête.
VALERE.	VALÈRE.
Se moque-t’on de moy?	Se moque-t-on de moi?
ie caſſeray la teſte A quelqu’vn des rieurs.	Ne casserai la tête À quelqu'un des rieurs.
Enfin, voyons l’effet.	Enfin, voyons l'effet.
ASCAGNE.	ÀSCAGNE.
Non, non, ie ne ſuis pas ſi meſchant qu’on me fait:	Non, non, Madame ne suis pas si méchant qu'on me fait:
Et, dans cette auanture où chacun m’intereſſe, Vous allez voir pluſtoſt éclater ma foibleſſe, Connoiſtre que le Ciel qui diſpoſe de nous Ne me fit pas vn cœur pour tenir contre vous, Et qu’il vous reſeruoit pour victoire facile, De finir le deſtin du frere de Lucile.	Et, dans cette aventure où chacun m'intéresse, Vous allez voir plutôt éclater ma faiblesse, Connaître que le Ciel qui dispose de nous Ne me fit pas un cœur pour tenir contre vous, Et qu'il vous réservait pour victoire facile, De finir le destin du frère de Lucile.
Ouy, bien loin de vanter le pouuoir de mon bras, Aſcagne va par vous receuoir le trépas:	Oui, bien loin de vanter le pouvoir de mon bras, Ascagne va par vous recevoir le trépas:
Mais il veut bien mourir, ſi ſa mort neceſſaire Peut auoir maintenant dequoy vous ſatisfaire, nn vous donnant pourfemme en preſence de tous Celle qui iuſtement ne peut eſtre qu’à vous	Mais il veut bien mourir, si sa mort nécessaire Peut avoir maintenant dequoy vous satisfaire, nn vous donnant pourfemme en présence de tous Celle qui justement ne peut être qu'à vous
VALERE.	VALÈRE.
Non, quand toutelatencapiesiarcindi, Et les traits effrontez.	Non, quand toutelatencapiesiarcindi, Et les traits effrontés.
ASCAGNE.	ÀSCAGNE.
Ah!	Ah!
ſouffrez que ie die, Valere, que le cœur qui vous eſt engagé D'aucunemme enutis touu ne peurcitre enarge:	souffrez que Prince die, Valère, que le cœur qui vous est engagé D'aucunemme enutis touu ne peurcitre enarge:
Sa flame eſt toûjours pure, & ſa conſtance extréme;	Sa flamme est toujours pure, et sa constance extrême;
Et i’en prens à temoin voſtre pere luy-meſme.	Et j'en prends à témoin rendre père lui-même.
POLIDORE.	POLIDORE.
Ouy, mon fils, c’eſt aſſez rire de ta fureur, Et ie voy qu’il eſt temps de te tirer d’erreur.	Oui, mon fils, c'est assez rire de ta fureur, Et je vois qu'il est temps de te tirer d'erreur.
Celle à qui par ſerment ton ame eſt attachée, Sous l’habit que tu vois à tes yeux eſt cachée;	Celle à qui par serment ton âme est attachée, Sous l'habit que tu vois à tes yeux est cachée;
Vn intereſt de bien des ſes plus ieunes ans Fit ce déguiſement qui trompe tant de gens;	Un intérêt de bien des ses plus jeunes ans Fit ce déguisement qui trompe tant de gens;
Et depuis peu l’amour en a ſçeu faire vn autre, Qui t’abuſa ioignant leur famille à la noſtre.	Et depuis peu l'amour en a che ver un autre, Qui t'abusa joignant leur famille à la nôtre.
Ne va point regarder à tout le monde aux yeux;	Ne va point regarder à tout le monde aux yeux;
Ie te fais maintenant vn diſcours ſerieux:	Je te fais maintenant un discours sérieux:
Ouy, c’eſt elle, en vn mot, dont l’adreſſe fubtile La nuit receut ta foy ſous le nom de Lucile, Et qui par ce reſſort qu’on ne comprenoit pas, A ſemé parmy vous vn ſi grand embarras.	Oui, c'est elle, en un mot, dont l'adresse subtile La nuit reçut ta foi sous le nom de Lucile, Et qui par ce ressort qu'on ne comprenait pas, A semé parmi vous un si grand embarras.
Mais puis qu’Aſcagne icy fait place à Dorothée, Il faut voir de ves feux toute impeſture oſtée, Et qu’vn nœud plus ſacré donne force au premier.	Mais puis qu'Ascagne ici fait place à Dorothée, Il faut voir de vez feux toute impesture ôtée, Et qu'un nœud plus sacré donne force au premier.
ALBERT.	ALBERT.
Et c’eſt là iuſtement ce combat ſingulier, Qui deuoit enuers nous reparer vôtre offence.	Et c'est là justement ce combat singulier, Qui devait envers nous réparer votre offense.
Et pour qui les Edits n’ont point fait de deffence.	Et pour qui les Édits n'ont point fait dé sensé.
POLIDORE.	POLIDORE.
Vn tel éuenement rend tes eſprits confus;	Un tel événement rend tes esprits confus;
Mais en vain tu voudrois balancer la deſſus.	Mais en vain tu voudrais balancer la dessus.
VALERE.	VALÈRE.
Non, non;	Non, non;
ie ne veux pas ſonger a m’en deffendre;	Ne ne veux pas songer à m'en défendre;
Et, ſi cette auanture a lieu de me ſurprendre, I a ſurpriſe me flate, & ie me ſens ſaiſir De merueille à la fois, d’amour, & de plaiſir, Se peut-il que ces yeux?	Et, si cette aventure a lieu de me surprendre, I a surprise me flatte, et personne me sens saisir De merveille à la fois, d'amour, et de plaisir, Se peut-il que ces yeux?
ALBERT.	ALBERT.
Cet habit, cher Valere, ouuirre niar ſes diltours que vous niy pourriez faire.	Cet habit, cher Valère, ouuirre ni ses diltours que vous ni pourriez faire.
Allons luy faire en prendre vn autre;	Allons Seigneur faire en prendre un autre;
& cependant.	et cependant.
vousſçaûrez le détail de tout cet incident.	voussçaûrez le détail de tout cet incident.
VALERE.	VALÈRE.
Vous, Lucile, pardon, ſi mon ame abuſée.	Vous, Lucile, pardon, si mon âme abusée.
LVCILE.	LUCILE.
Doubij de cecteiulceit vne cholc anec.	Doubij à ceciulceit une cholc anec.
ALBERT.	ALBERT.
Allons, ce compliment ſe fera bien chez nous, Er nous aurons loiſir de nous en faire tous.	Allons, ce compliment se fera bien chez nous, Er nous aurons loisir de nous en faire tous.
ERASTE.	ERASTE.
Mais, vous ne ſongez pas en tenant ce langage, Qu’il roſte entore le y des ſuiets de cainage:	Mais, vous ne songez pas en tenant ce langage, Qu'il roste entore le y des sujets de cainage:
Voila bien à tous deux noſtre amour couronné, Mais de ſon Maſcarille, & de mon Gros-René, Par qui doit Marinette eſtre icy poſſedée?	Voilà bien à tous deux notre amour couronné, Mais de son Mascarille, et de mon Gros-René, Par qui doit Marinette être ici possédée?
Il faut que par le ſang l’affaire ſoit vuidée,	Il faut que par le sang l'affaire soit vidée,
MASCARILLE.	MASCARILLE.
Nenny, nenny, mon ſang dans mon corps ſied troj cieQu’il l’eſpouſe en repos, cela ne me fait rien.	Nenni, nenni, mon sang dans mon corps sied troj cieQu’il l'épouse en repos, cela ne me fait rien.
Del’humeur que ie ſçay la chere Marinette, Lhymen ne ferme pas la porte a la fleurette.	Del humeur que ainsi sais la chère Marinette, Lhymen ne ferme pas la porte a la fleurette.
MARINETTE.	MARINETTTE.
Et tu crois que de toy ie ferois mon galand?	Et tu crois que de toi ici ferais mon galant?
Vn mary, paſſe encor;	Un mari, passe encor;
tel qu’il eſt, on le prend;	tel qu'il est, on le prend;
On y va pas chercher tant de ceremonie;	On y va pas chercher tant de cérémonie;
Mais il faut qu’vn galand ſoit fait à faire enuie.	Mais il faut qu'un galant soit fait à faire envie.
GROS-RENE’.	GROS-RENE'.
Fſebute, quand l'hymen aura ioint nos deux peaux, Ie pretens qu’on ſoit ſourde à tous les Damoiſeaux.	Fébute, quand l'hymen aura joint nos deux peaux, Je prétends qu'on soit sourde à tous les Damoiseaux.
MASCARILLE.	MASCARILLE.
Tu crois te marier pour toy tout ſeul, compere?	Tu crois te marier pour toi tout seul, compère?
SISURRANVE.	SISURANVE.
Bien entendu, ie veux vne femme ſeuere:	Bien entendu, Seigneur veux une femme sévère:
Ou ie feray beau bruit.	Ou ici ferai beau bruit.
MASCARILLE.	MASCARILLE.
Eh!	Eh!
mon Dieu, tu feras Comme les autres font:	mon Dieu, tu feras Comme les autres font:
& tu t’adouciras.	et tu t'adouciras.
Ces gens auant l’hymen ſi fâcheux & critiques Degenerent ſouuent en maris pacifiques.	Ces gens avant l'hymen si fâcheux et critiques Degenerent souvent en maris pacifiques.
MARINEIIE.	MARINEIIE.
Va, va, petit mary:	Va, va, petit mari:
ne crain rien de ma foy:	ne crain rien de ma foi:
Les douceurs ne feront que blanchir contre moy:	Les douceurs ne feront que blanchir contre moi:
Et ie te diray tout.	Et grande te dirai tout.
MASCARILLE.	MASCARILLE.
Oh!	Oh!
las!	las!
fine pratique!	fine pratique!
Vn mary confident !	Un mari confident !
MARINETTE.	MARINETTTE.
Taiſez-vous, as de pique.	Taisez-vous, as de pique.
ALBERT.	ALBERT.
Pour la troiſiéme fois, allons nous en chez nous, Pourſuiure en liberté des entretiens ſi doux.	Pour la troisième fois, allons nous en chez nous, Poursuivre en liberté des entretiens si doux.
