AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
Seroit-ce vn vray corps que ie viens d’embraſſer, Meſme apres l’auoir veu, le puis-ie bien penſer?	Serait-ce un vrai corps que ainsi viens d'embrasser, Même après l'avoir vu, le puis-je bien penser?
C’eſt l’ombre de Damõ, Damon n’eſt plus au mõde Il a fait ſon tombeau des abyſmes de l’onde;	C'est l'ombre de Damon, Damon n'est plus au monde Il a fait son tombeau des abîmes de l'onde;
Ceſt vn fantôme vain qui s’eſt forme dans l’air Emprumunt ja jayon, jonsqte,& fouparter.	Cest un fantôme vain qui s'est forme dans l'air Mprumunt ja jayon, jonsqte,et fouparter.
DAMON.	DAMON.
Que ie ne ſois Damon, c’eſt moy malgré l'enuie, Par qui vous reſpireZ & le iour & la vie Celuy que vôtre amour, le Ciel, & le bonheur Porterent au comhat pour ſauuer vôtre honneur Pour qui que ie ſois pris, ou pour l’vn, ou pour l’autre Cheualier ou Damon, ie ſeray touſiours vôtre:	Que personne ne sois Damon, c'est moi malgré l'envie, Par qui vous respirez et le jour et la vie Celui que votre amour, le Ciel, et le bonheur Portèrent au comhat pour sauver votre honneur Pour qui que je sois pris, ou pour l'un, ou pour l'autre Chevalier ou Damon, ie avait toujours votre:
Ordonnez moy, mon Ame, ordonneZ le trépas S’il eſt vray que vos yeux ne me connoiſſent pas, Ie pourrois comme vous, dans ce plaiſir extreſme Qui me charme les ſens, douter ſi c’eſt vous meſme:	Ordonnez -moi, mon Âme, ordonnez le trépas S'il est vrai que vos yeux ne me connaissent pas, Je pourrais comme vous, dans ce plaisir extrême Qui me charme les sens, douter si c'est vous -même:
Aurois-ie pas raiſon, ſi voyant ences lieux L’Image de l’Amour, ie demantois mes yeux:	Aurais-je pas raison, si voyant ences lieux L'Image de l'Amour, toujours demantais mes yeux:
Que ce déguiſement enrichit bien ta face Ou la beauté pareſt auec autant de grace, Que iamais elle fait au ſuperbe apareil, Des pompes de la Courdont tu fus le Soleil.	Que ce déguisement enrichit bien ta face Ou la beauté parest assez autant de grâce, Que jamais elle fait au superbe appareil, Des pompes de la Courdont tu fus le Soleil.
MADONTE.	MADONTE.
Il n’en faut plus douter, ce n’eſt point vne image Son aymable diſcours conclud pour ſon viſage;	Il n'en faut plus douter, ce n'est point une image Son aimable discours conclud pour son visage;
C'eſt donc toy, cher Damon, à qui ie dois le iour C'eſt donc toy que le Ciel redonne à mon Amour!	C'est donc toi, cher Damon, à qui Elle dois le jour C'est donc toi que le Ciel redonne à mon Amour!
Le crime découuert par la bouche d’Ormante, Deuoit-il pas des lors finir cette tourmente?	Le crime découvert par la bouche d'Ormante, Deuait-il pas des lors finir cette tourmente?
Mon ame, veis tu pas ce monſtre des enfers Dont la mort nous vangea de nos trauaux ſoufers, daui inpoinperante, jenke lesorenes Pour n’eſtre pas témoin de tes propres merueilles?	Mon âme, véis tu pas ce monstre des enfers Dont la mort nous vengea de nos travaux souffers, davy inpoinperante, jenke lesorène Pour n'être pas témoin de tes propres merveilles?
DAMON.	DAMON.
S’il m’eſt permis, mon cœur, de me iuſtifier;	S'il m'est permis, mon cœur, de me justifier;
Ayant ſçeu qu’on parloit de vous ſacrifier, Dans les reſſentimens d’vne iniuſtice extreſme Ladouleur m’auoit fait méconnoitre à moy-meſme:	Ayant su qu'on parlait de vous sacrifier, Dans les ressentiments d'une injustice extrême Ladouleur m'avait fait méconnaître à moi-même:
Alors tous mes plaiſirs tendoient au monument Et mon deſſein eſtoit de mourir promtement, L’euenement douteux trauailloit ma penſee, Chaque mot que ie dis, ma langue y fut forcee.	Alors tous mes plaisirs tendaient au monument Et mon dessein était de mourir promtement, L'événement douteux travaillait ma pensée, Chaque mot que ie ois, ma langue y fut forée.
I’auois l’esprit geſné de regrets & d’ennuis Les iours m’eſtoient plus noirs que les plus ſombres Mon cœur eſtant tombe d’amour en ialouſie, (nuits Ma raiſon ne peut rien contre ma freneſie.	J'avais l'esprit gêné de regrets et d'ennuis Les jours m'étaient plus noirs que les plus sombres Mon cœur étant tombe d'amour en jalousie, (nuits Ma raison ne peut rien contre ma frénésie.
THERSANDRE MOVRANT.	THÉRSANDRE MOURANT.
Ie ſuis tropſat:	Je suis tropsat:
sfait dans le contentement De rendre auant ma mort Madonte à ſon amant Tu dois viure, Damon, aſſuré que ta Dame A biẽ moins de beautez en ſon corps qu’enſon Ame, L’hõneur auec l’Amour fut ſon commun vainqueur Et partagea touſiours l’Empire de ſon cœur:	sait dans le contentement De rendre avant ma mort Madonte à son amant Tu dois vivre, Damon, assuré que ta Dame A bien moins de beautés en son corps qu'enson Âme, L'honneur sans l'Amour fut son commun vainqueur Et partagea toujours l'Empire de son cœur:
Le Ciel qui m’en chargea m’oblige à te la rendre, Mais pardonne ſur tout aux erreurs de Therſandre, A qui l’extremité de ſon afection Donna pour ſon malheur trop de preſomption;	Le Ciel qui m'en chargea m'oblige à te la rendre, Mais pardonne sur tout aux erreurs de Thersandre, À qui l'extrémité de son afection Donna pour son malheur trop de présomption;
ViueZ heureux Amans:	Vivez heureux Amants:
ma chaleur amortie Vient de forcer mon Ame a faire ſa ſortie, Mes ſens ſont afoiblis, ie m’aproche du port Et ie rens le dernier des ſoûpirs à la mort.	ma chaleur amortie Vient de forcer mon Âme a faire sa sortie, Mes sens sont afaiblis, Seigneur m'approche du port Et été rends le dernier des soupirs à la mort.
MADONTE.	MADONTE.
I'eſtime que Damon n’en aura point d’atteintes Si ie laiſſe vn baiſer ſur ſes le vres éteintes.	J'estime que Damon n'en aura point d'atteintes Si tu laisse un baiser sur ses le vres éteintes.
DAMON.	DAMON.
DAMON.	DAMON.
O fortune!	Ô fortune!
ô bonheur!	ô bonheur!
ô ciel!	ô ciel!
c'eſt en ce lieu Que ie connois l’efet de l’oracle d’vn Dieu, De franchir le danger qui menaçoit ma vie, Par celuy qui l’auoit cy deuant pourſuiuie;	c'est en ce lieu Que ie connais l'efet de l'oracle d'un Dieu, De franchir le danger qui menaçait ma vie, Par celui qui l'avait cy devant poursuivie;
Que puiſſe tu treuuer Charon de bonne humeur Et paſſer ſa riuiere en paix & ſans rumeur Que puiſſe tu la bas dißipant les tenebres Rẽdre tous les obiets plus beaux & moins funebres.	Que puisse tu trouver Charon de bonne humeur Et passer sa rivière en paix et sans rumeur Que puisse tu la bas dissipant les ténèbres Rendre tous les objets plus beaux et moins funèbres.
L’enfer te ſoit propice, & puiſſent tes vertus, ctournant Te rendre le vainqueur des Moſtres abatus.	L'enfer te soit propice, et puissent tes vertus, cournant Te rendre le vainqueur des Môtres abattus.
Sadenu T’e voila donc, mon Ame, en qui ie voy paroiſtre, Tant de perfection qu’elle ne peut plus croiſtre:	Sadenu T'e voilà donc, mon Âme, en qui tu vois paraître, Tant de perfection qu'elle ne peut plus croître:
Ie ſerois moins content d’eſtre au nombre des Dieux, Que de voir mon image au miroir de tes yeux.	Je serais moins content d'être au nombre des Dieux, Que de voir mon image au miroir de tes yeux.
Tu ne me parles point, commence tes oracles Puiſque cette rencontre eſt vn de tes miracles:	Tu ne me parles point, commence tes oracles Puisque cette rencontre est un de tes miracles:
Reſpons, reſpons, mon cœur, à ces beaux mouuemẽs Ne me laiſſe pas ſeul dans mes contentemens.	Responds, réponds, mon cœur, à ces beaux mouvements Ne me laisse pas seul dans mes contentements.
MADONTE.	MADONTE.
En cet exces de ioye ou mon ame eſt rauie Si ie iette des pleurs, ce ſont des eaux de vie.	En cet excès de joie ou mon âme est ravie Si ieprendre des pleurs, ce sont des eaux de vie.
DAMON.	DAMON.
Ou pluſtoſt des eaux d'Ange!	Ou plutôt des eaux d'Ange!
ô merueille de voir Du feu ietterdes eaux & deux ſoleils pleuuoirl Mon esperance en fin ſe treuue mieux fondee, Ie tire mes plaiſirs d’ailleurs que d’vne Idee:	ô merveille de voir Du feu jeterdes eaux et deux soleils pleuvoirl Mon espérance en fin se trouve mieux fondée, Je trouve mes plaisirs d'ailleurs que d'une Idée:
Ie te voy, mon ſoleil, ie reſpirę le iour, Ie ſuis enfin, ie ſuis content de mon Amour:	Je te vois, mon soleil, Seigneur respir le jour, Je suis enfin, tu suis content de mon Amour:
Dans les rauiſſemens ou le Ciel me conuie, Ie donne deſormais le cartel à l’enuie, Et mon cœur n’a plus rien qu’il doiue deſirer Sinon que ce plaiſir puiſſe touſiours durer.	Dans les ravissements ou le Ciel me convie, Je donne désormais le cartel à l'envie, Et mon cœur n'a plus rien qu'il doive désirer Sinon que ce plaisir puisse toujours durer.
Ainſi les doux Zefirs ſuccedent deſſus l’onde, A la rage des vents qui font trembler le monde, Et le foudre fléchi par les vœux du nocher Va paſſer ſa fureur contre quelque rocher;	Ainsi les doux Zefirs succèdent dessus l'onde, À la rage des vents qui font trembler le monde, Et le foudre fléchi par les vœux du nocher Va passer sa fureur contre quelque rocher;
Le iour ſort de la nuit pour luire ſur nos testes, Et le calme eſt enfant des plus fieres tempeſtes.	Le jour sort de la nuit pour luire sur nos têtes, Et le calme est enfant des plus fières tempêtes.
MADONTE.	MADONTE.
Bien ſouuent le plaiſir eſt heritier des pleurs, Et laſanté ſe fait maiſtreſſe des douleurs.	Bien souvent le plaisir est héritier des pleurs, Et lasanté se fait maîtresse des douleurs.
Les neiges de l’hyuer ſe rendent plus diſcretes Et cedent à la fin la place aux violetes:	Les neiges de l'hiver se rendent plus discrètes Et cèdent à la fin la place aux violetes:
Ainſi, mon cher Amant, le trauail du paſſé Donne plus de plaiſir à l’eſprit trauersé.	Ainsi, mon cher Amant, le travail du passé Donne plus de plaisir à l'esprit traversé.
DAMON.	DAMON.
Aproche donc, Madonte, aproche que ie touche Tes beaux yeux de mes yeux, ta bouche de ma bouche:	Approche donc, Madonte, approche que ici touche Tes beaux yeux de mes yeux, ta bouche de ma bouche:
Ha Dieux!	Ha Dieux!
hâ iuſtes Dieux de quels plus grands Pouriez vous cõtenter vos amoureux deſirs?	hâ tes Dieux de quels plus grands Pouriez vous comtenter vos amoureux désirs?
plaiſirs Moderez vos faueurs, modereZ nôtre flame Son exceßiue ardeur me priuera de l’ame.	plaisirs Modérez vos faveurs, modérez notre flamme Son excessiue ardeur me privera de l'âme.
O ma viel o plaiſir!	Ô ma viel ô plaisir!
rauiſſement!	ravissement!
tranſport!	transport!
Lad qui pourtout mouru a vnt ſiuonee mori.	Lad qui pourtout mouru a partout siuone mory.
Soulage moy, Madonte, en fin ie m’abandonne A tous les ſentimens que ton Amour me donne.	Soulage moi, Madonte, en fin Romains m'abandonne À tous les sentiments que ton Amour me donne.
MADONTE.	MADONTE.
Retranchons ces faueurs, ou veritablement, Nous aurons du regret dans le contentement, Hé quoy, folâtre Amant, cette ioye importune Trauaille plus l’eſprit que n’a fait la fortune.	Retranchons ces faveurs, ou véritablement, Nous aurons du regret dans le contentement, Hé quoi, folâtre Amant, cette joie importune Travaille plus l'esprit que n'a fait la fortune.
Le plaiſir à la fin donneroit du ſoucy:	Le plaisir à la fin donnerait du souci:
DAMON.	DAMON.
Ie te permets ſouuent de me bleſſer ainſi, Mais s’il faut que ie meure, il faut que cet albâtre Soit le lit de la mort de mon cœur idolatre:	Je te permets souvent de me blesser ainsi, Mais s'il faut que de meure, il faut que cet albâtre Soit le lit de la mort de mon cœur idolatre:
Mon feu s’eſt augmenté lors que i’ay mis la main, Sur l’aymable fraicheur des neiges de ton ſein.	Mon feu s'est augmenté lors que j'ai mis la main, Sur l'aimable fraîcheur des neiges de ton sein.
Des neiges qu’ay-ie dit?	Des neiges qu'ai-je dit?
elles fondroient de honte, Ayant veu qu’enblancheur ta gorge les ſurmonte.	elles fondraient de honte, Ayant vu qu'enblancheur ta gorge les surmonte.
HALADIN.	HALADIN.
I’en eſtois aſſuré que ma main de ce fer, En feroit vn butin agreable à l’enfer.	J'en étais assuré que ma main de ce fer, En ferait un butin agréable à l'enfer.
DAMON.	DAMON.
Poicy mon Pialauin dont te nom & la gloire Ne doit iamais mourir au cœur de la memoire:	Poici mon Pialavin dont te nom et la gloire Ne doit jamais mourir au cœur de la mémoire:
He bien fidelle amy.	He bien fidèle ami.
Surpris de vou Madonte.	Surpris de vou Madonte.
HALADIN.	HALADIN.
Monſieur:	Monsieur:
ô Cieux!	ô Cieux!
Madame!	Madame!
DAMON.	DAMON.
Penſois tu qu'au combat i’euſſe perdu mon Ame?	Pensais -tu qu'au combat j'eusse perdu mon Âme?
C’eſt Madonte, Haladin, r’aſſure vn peutes ſens Et reconnois l’obiet de mes feux innocens.	C'est Madonte, Halampin, rassure un peutes sens Et reconnais l'objet de mes feux innocents.
Quoy!	Quoi!
tu n'as pas encore éprouué dans ton âge, n tenon te Gotenapres Mueong ordige.	tu n'as pas encore éprouvé dans ton âge, n tenon te Gotenaprès Mueong ordige.
MADONTE.	MADONTE.
Ce rare ſeruiteur a beaucoup merité, Par les éfets certains de ſa fidelité;	Ce rare serviteur a beaucoup mérité, Par les éfets certains de sa fidélité;
aijamfouſtours nouriyleden de polspidlre Ie m’oblige moy meſme au ſoin de ſon ſalaire.	aijamfoustours nouriyléden de polspidèle Je m'oblige moi -même au soin de son salaire.
DAMON.	DAMON.
Or ſus puiſque le Ciel comme ie me promets Ne nous deſtine plus qu’aux plaiſirs deſormais, Et que le mauuais ſort deuenu pitoyable, Nousdonne apres les maux vn bonheur incroyable;	Or sus puisque le Ciel comme tu me promets Ne nous destine plus qu'aux plaisirs désormais, Et que le mauvais sort devenu pitoyable, Nousdonne après les maux un bonheur incroyable;
Que l’Astre qui s’acorde au bien des Amoureux, Apres tant daccidens nous permet d’eſtre heureux, Ie te donne la foy que le Dieu d’Himenee Ofre à tonamitie de myrte couronnee.	Que l'Astre qui s'acorde au bien des Amoureux, Apres tant daccidents nous permet d'être heureux, Je te donne la foi que le Dieu d'Himenee Ofre à tonamitie de myrte couronnée.
MADONTE.	MADONTE.
Encela, cher Amant tes deſirs ſont les miens De ioindre nos deux cœurs par de meſmes liens, Toutefois il faudroit deuant cette entrepriſe, Auoir de nos Amis la volonté requiſe.	Encela, cher Amant tes désirs sont les miens De joindre nos deux cœurs par de mêmes liens, Toutefois il faudrait devant cette entreprise, Avoir de nos Amis la volonté requise.
DAMON.	DAMON.
Nous prendrons à témoin cet aymable ſejour, De l’accor areſte ſous les loys de l’Amour;	Nous prendrons à témoin cet aimable séjour, De l'accor arête sous les lois de l'Amour;
Puiſque le Ciel a fait eette heureuſe alliance, Retire ton eſprit de cette defiance.	Puisque le Ciel a fait cette heureuse alliance, Retire ton esprit de cette défiance.
Mais qui pourroit aller contre l’Arreſt d’vn Dieu, Qui ſe fait adorer & cõnaître en tout lieu?	Mais qui pourrait aller contre l'Arrest d'un Dieu, Qui se fait adorer et cõnaître en tout lieu?
Deſormais nous viurons dans ces douces étreintes Qui font brûler les cœurs par des flames ſi ſaintes Entens tu pas chanter tous ces petits oyſeaux, Qui font vne muſique auec l’eau des ruiſſeaux?	Désormais nous vivrons dans ces douces êtreintes Qui font brûler les cœurs par des flammes si saintes Entends tu pas chanter tous ces petits oiseaux, Qui font une musique avec l'eau des ruisseaux?
