A MADAMOISELLE DE ROHAN.	À MADAMOISELLE DE ROHAN.
Ce qui ne ſçauroit plus auecque vous durer, Ne vous affligez pas, ie vous conſerue encore, Auec mon cœur ardent pour l’objet que i’adore, Et vous tous mes attraits, dont le pouuoir charmãt Me donnoit autrefois tant de contentement, Ne me diriez-vous pas que c’eſt vne manie De me vouloir priuer de voſtre compagnie, Que de vouloir vous perdre, & d’eſtre ſans raiſon, Et coupable enuers moy de quelque trahiſon, Il ſemble qu’il ſoit vray, mais quand ie conſidere Le crime iniurieux que vous venez de faire, Que l’oncle, & le nepueu depuis qu’ils ſont amis Sont à voſtre ſujet deuenus ennemis, C’eſt auecque raiſon, que de vous ie me priue, Puiſque c’eſt de vous ſeuls que ce malheur m’arriue, Douleurs fortes douleurs, dont l’apprehenſion Veut rompre le deſſein qu'a fau mupufaonContre vos ſentimens ie ſuiuray mon enuie, Et ma beauté proiſtra quand ie l'auray rauie.	Ce qui ne saurait plus auecque vous durer, Ne vous affligez pas, tu vous conserve encore, Avec mon cœur ardent pour l'objet que j'adore, Et vous tous mes attraits, dont le pouvoir charma Me donnait autrefois tant de contentement, Ne me diriez-vous pas que c'est une manie De me vouloir priver de votre compagnie, Que de vouloir vous perdre, et d'être sans raison, Et coupable envers moi de quelque trahison, Il semble qu'il soit vrai, mais quand tu considère Le crime injurieux que vous venez de faire, Que l'oncle, et le nevez depuis qu’ils sont amis Sont ' ils sujet on ennemis, est a raison, que de vous ie m y, Puisque est de vous seuls que ce malheur arriue, Douleurs fortes douleurs, dont àappréhension Veut re le deven qu'a se vos sentimens iesuiuray mon envie, Et ma beauté proistra quand ie l'auray rauie.
Elle ſe gaſte leviſage auec vn diamant.	Elle se gâte levisage était un diamant.
ACTE CINQVIESME.	ACTE CINQUIÈME.
SCENE IV.	SCÈNE IV.
LARINTHE.	LARINTHÉ.
CALIRIE.	CALIRIE.
LARINTHE.	LARINTHÉ.
’Heure approche de voir finir les differens Que ma fille a fait naiſtre entre les deus parens, Pourtant ie ne voy point luire aucune apparence, Qu'elle en contente deux ſuiuant ſon espérance, Oronte la deſire, Alidor l’aime außi, Tout cela cependant me met engrand ſoucy, Ie l’ay ſur ce ſujet diuerſement preſſee, Mais elle m'a cache iuſqu’icy ſa penſce, C----------- CALIRIE apres s’eſtre gaſtée le viſage.	Ç'Heure approche de voir finir les différents Que ma fille a fait naître entre les dus parents, Pourtant ie ne vois point luire aucune apparence, Qu'elle en contente deux suivant son espérance, Oronte la désire, Alidor l'aime aussi, Tout cela cependant me met engrand souci, Je l'ai sur ce sujet diversement pressée, Mais elle m'a cache jusqu'ici sa pensée, Ç, CALIRIE après s'être gâtée le visage.
.	.
Alidor, mon viſage, Sans doute eſtant changé changera ton courage, tensrien cen dumue, O uuimnepun ſu'elle eſt Ie me tromperay bien ſi ſa beauté te plaiſt.	Alidor, mon visage, Sans doute étant changé changera ton courage, tendsrien cen dumue, Ô uimnepun subelle est Je me tromperai bien si sa beauté te plaît.
Il la faut là deſſus encor ſolliciter, Toutesfois s’il ſe peut ſans rien precipiter, Elle eſt ſeule à ſa chambre,	Il la faut là dessus encor solliciter, Toutefois s'il se peut sans rien précipiter, Elle est seule à sa chambre,
LARINTHE voyant ſa fille.	LARINTHÉ voyant sa fille.
Ah!	Ah!
qu'eſt-ce que ie voy, quelle ame ſi barbare.	qu'est-ce que ie cy, quelle âme si barbare.
A gaſté les beaux traits d’vne beauté ſi rare, Ma fille, mon ſupport, apprens-moy quelle main ætaumuncomreroy ce jorfait inhumain, Perdre tant de beautez par de telles bleſſures, Tu l’as veu Dieu du Ciel, & pourtãt tu l’endures.	A gâté les beaux traits d'une beauté si rare, Ma fille, mon support, apprends-moi quelle main ætaumuncomrerai ce jorfait inhumain, Perdre tant de beautés par de telles blessures, Tu l'as vu Dieu du Ciel, et pourtãt tu l'endures.
CALIRIE.	CALIRIE.
Ma mere finiſſez ces inutiles pleurs, N’augmẽtés point ma peine auecque vos douleurs, Ceux qui m’ont fait le mal ſe feront biẽ cognoiſtre.	Ma mère finissez ces inutiles pleurs, N'augments point ma peine avec vos douleurs, Ceux qui m'ont fait le mal se feront bien connaître.
	
LARINTHE.	LARINTHÉ.
Ne deſoblige point celle qui t'a fait naiſtre, I Un-moy viſie leut nom, iu retarues encor.	Ne désoblige point celle qui t'a fait naître, I Un-moi visie lut nom, ju retarues encor.
CALIRIE.	CALIRIE.
Des deux l’vn est Oronte, & l’autre Alidor.	Des deux l'un est Oronte, et l'autre Alidor.
LARINTHE.	LARINTHÉ.
Eſtrange cruauté, quoy?	Étrange cruauté, quoi?
ces Amans, dont l’ame Monſtroit à ton ſujet estre toute de flâme, Ont eu le cœur ſi dur de te traiter ſi mal?	ces Amants, dont l'âme Monstrait à ton sujet être toute de flamme, Ont eu le cœur si dur de te traiter si mal?
Helas!	Hélas!
que leur amour, ma fille, t'eſt fatal.	que leur amour, ma fille, t'est fatal.
ACTE CINQVIESME.	ACTE CINQUIÈME.
SCENE V.	SCÈNE V.
FLORINTOR.	FLORINTOR.
LARINTHE.	LARINTHÉ.
CINTILLE.	CINTILE.
MELISSEE.	MELISEE.
CALIRIE.	CALIRIE.
FLORINTOR en entrant.	FLORINTOR en entrant.
E ne ſçay que ſonger pour vn iour d’aſſemblée, Il me ſemble de voir Larinthe bien troublée.	E ne sais que songer pour un jour d'assemblée, Il me semble de voir Larinthe bien troublée.
LARINTHE.	LARINTHÉ.
Venez eſtre teſmoins du plus loſche forfait, Que dans tout l’vniuers ayt encor eſté fait.	Venez der témoins du plus losche forfait, Que dans tout l'univers ait encor été fait.
CINTILLE.	CINTILE.
S'eſt-il trouué quelqu’vn de ce crime capable.	S'est-il trouvé quelqu'un de ce crime capable.
MELISSEE.	MELISEE.
Le Ciel laiſſe-t'il viure entort le teupable.	Le Ciel laisse-t'-il vivre entort le teupable.
CALIRIE.	CALIRIE.
Les coupables bien toſt viendront icy nous voir Vn moment, eux preſens, vous fera tout ſçauoir?	Les coupables bien tôt viendront ici nous voir Un moment, eux prés, vous fera tout savoir?
Voicy l’vn,	Voici l'autre,
LORIN C’eſt Oronte,  a lal	LORIN C'est Oronte, à lal
CALIRIE.	CALIRIE.
On verra bien toſt l'autne	On verra bien tôt l'autne
ACTE CINQVIESME.	ACTE CINQUIÈME.
SCENE VI.	SCÈNE VI.
ORONTE.	ORONTE.
CALIRIE.	CALIRIE.
ALIDOR.	ÀLIDOR.
MELISSEE.	MELISEE.
CINTILLE.	CINTILE.
FLORINTOR.	FLORINTOR.
LARINTHE.	LARINTHÉ.
ORONTE.	ORONTE.
H!	H!
quelle cruauté, quel mal-heur eſt le noſtre, Quel tygre vous a miſe en ce cruel eſtat, Nommez-le moy, qu’il meure apres cet attentat.	quelle cruauté, quel malheur est le nôtre, Quel tigré vous a mise en ce cruel état, Nommez-le moi, qu'il meure après cet attentat.
CALIRIE.	CALIRIE.
Le tygre, cher Oronte, eſt vn autre vous-meſme.	Le tigré, cher Oronte, est un autre vous-même.
ORONTE.	ORONTE.
Helas!	Hélas!
n’adiouſtezr ien à ma douleur extreſme.	n'ajoutez yen à ma douleur extrême.
CINTILLE voyant Alidor.	CINTILE voyant Alidor.
Ah!	Ah!
voicy mon ingrat, dont l’eſprit transporté Defureur, & d amour paroiſt tout agite.	voici mon ingrat, dont l'esprit transporté Défureur, et d amour paraît tout agite.
ALIDOR.	ÀLIDOR.
Par celuy qui m’a faict, deuant les Dieux ie iur Que la mort du coupable en vangera l’iniure.	Par celui qui m'a fait, devant les Dieux Dieux jur Que la mort du coupable en vengera l'injure.
CriTIEEE.	CriTIEE.
Cachons nos mouuemens pour voir la fin de tous	Cachons nos mouvements pour voir la fin de tous
CALIRIE.	CALIRIE.
Vous vous en deſdirez, puiſque ce n'eſt que vous	Vous vous en dédirez, puisque ce n'est que vous
Alidor, ORONTE.	Alidor, ORONTE.
CALIRIE.	CALIRIE.
C’eſt luy-meſme,	C'est autre-même,
MELISSEE.	MELISEE.
Ie ne ſçay plus que dire, Enfin toute eſtonnée,	Je ne sais plus que dire, Enfin toute étonnée,
CINTILLE.	CINTILE.
Acheuons la iournée, Vous verrez des ſujets de plus d’eſtonnement.	Achevons la journée, Vous verrez des sujets de plus d'étonnement.
FLORINTOR.	FLORINTOR.
En voila bien pourtant que l'on voit rarement.	En voilà bien pourtant que l'on voit rarement.
CALIRIE.	CALIRIE.
Alidor qu’eſt-cecy, vous destournez la veuë, Ne ſuis-ie plus d’attraits à vos yeux ſi pourueuë, N’ay-ie plus ces beautez que vous cherißiez tãt, Comment, ce peu de ſang vous rend-il inconſtant, Et toy, mon cher Amant, en feras-tu de meſme, Auiourd’huy que tu vois que perſonne ne m’aime, Voy, voy que ce viſage eſt ſeulement changé, Pour monſtrer mon amour, & te rendre vengé, Perſonne deſormais ne s’oppoſe à ta flâme, Ie ſçay que ton amour eſtoit toute pour l’ame, Qu'elle ſe maintenoit par de plus forts appas Que ceux qu'on voit le ſoir, & demain ne ſont pas:	Alidor qu'est-ceci, vous détournez la vue, Ne suis-je plus d'attraits à vos yeux si pourvue, N'ai-je plus ces beautés que vous cherissiez tenez, Comment, ce peu de sang vous rend-il inconstant, Et toi, mon cher Amant, en feras-tu de même, Auiourd’hui que tu vois que personne ne m'aime, Vois, vois que ce visage est seulement changé, Pour montrer mon amour, et te rendre vengé, Personne désormais ne s'oppose à ta flamme, Je sais que ton amour était toute pour l'âme, Qu'elle se maintenait par de plus forts apports Que ceux qu'on voiteux soir, et on ne sont pas:
Mais parce que chacun attend que ie luy die Le veritable autheur de cette tragedie, Sçachez que c’eſt Oronte, auec ſon Alidor, Qui me priuent auiourd’huy de ce riche threſor, Oronte pour m’auoir trop librement cedée A qui ie ne pouuois iamais eſtre accordée, Et vous ſon cher nepueu, pour auoir trop aimé Cét eſclat de beauté qui vous auoit charme:	Mais parce que chacun attend que ainsi ainsi die Le véritable auteur de cette tragédie, Sachez que c'est Oronte, avec son Alidor, Qui me privent aujourd'hui de ce riche thresor, Oronte pour m'avoir trop librement cédée À qui ie ne pouvais jamais être accordée, Et vous son cher nepueu, pour avoir trop aimé Cet éclat de beauté qui vous avait charme:
Mais ie rends grace aux Dieux, que mon am contente Apres ce peu de mal receura ſon attente, Oronte qui deuoit de tout droit eſtre mien, Apres ce que i’ay fait me voudra plus de bien, Et vous braue Alidor, cognoiſſant voſtre faute, Vous m'eſtimerez plus d’vne action ſi haute, Vous en ſçauez la cauſe, en voila l’inſtrument, Que ma main a conduit à l’accompliſſement.	Mais mille rends grâce aux Dieux, que mon am contente Après ce peu de mal recevra son attente, Oronte qui devait de tout droit être mien, Après ce que j'ai fait me voudra plus de bien, Et vous brave Alidor, connaissant votre faute, Vous m'estimez plus d'une action si haute, Vous en savez la cause, en voilà l'instrument, Que ma main a conduit à l'accomplissement.
ORONTE.	ORONTE.
Apres cette action, quelle vertu pareille Nous a iamais produit vne telle merueille, Que ie cheris ce ſang qu’on a versé pour moy, Qu'auec contentement te le baiſe, & le voy.	Après cette action, quelle vertu pareille Nous a jamais produit une telle merveille, Que ie chéris ce sang qu'on a versé pour moi, Qu'avec contentement te le baise, et le vois.
Ma belle fille excuſe Oronte, ie te prie, I’obtiens entterement auiourd’huy Calirie.	Ma belle fille excuse Oronte, on te prie, J'obtiens enttèrement aujourd'hui Calirie.
LARINTHE.	LARINTHÉ.
Mais parmy ces.	Mais parmi ces.
transports ſon mal s’enuenimât, Vous pourroit bien rauir tout ce contentement.	transports son mal s'enuenimât, Vous pourrait bien ravir tout ce contentement.
ALIDOR.	ÀLIDOR.
Confus de tout cecy, ma pauure ame abbatuë De leur pouuoir parler vainements'eſuertué.	Confus de tout ceci, ma pauvre âme abattue De leur pendant parler vainements'évertué.
CINTILLE.	CINTILE.
Ce n’eſt pas tout, ingrat, la cholere des Dieux Vient expoſer ton crime autrement à tes yeux, Ne me cognois-tu point?	Ce n'est pas tout, ingrat, la colère des Dieux Vient exposer ton crime autrement à tes yeux, Ne me connais-tu point?
ALIDOR.	ÀLIDOR.
Ah!	Ah!
valeureux Alcandre, Ie n’ay point de raiſon qui me puiſſe defendre, Il est vray, ie l’aduouë, & le Ciel eſt trop doux De m'auoir eſpargné dans ſon iuste courroux:	valeureux Alcandre, Je n'ai point de raison qui me puisse défendre, Il est vrai, quelque j'avoue, et le Ciel est trop doux De m'avoir épargné dans son juste courroux:
I’ay trahy voſtre ſœur, & mon ame infidelle Merite de ſouffrir vne peine eternelle:	J'ai trahi votre sœur, et mon âme infidèle Mérite de souffrir une peine éternelle:
Ah!	Ah!
Cintille, Cintille, apres cett' action, Ie ne merite plus ta chaſte affection, Ie t'ay trop offenſee, & mon ame pariure Ne ſe pourraiamais lauer de cett iniure, Toutes fois, cher amy, ſi le vray repentir, Qui fait comme tu voy tous mes ſouſpirs ſortir, Te porte à la pitié, pardonne monoffenſe, – T- C- -u- 1 Entreprens vers ta ſœur, toy-meſme ma defenſe Ramene cét eſclaue à ſa captiuité, Et ne le traite pas comme il a merité, Que ſi ta ſœur encor conſerue dans ſon ame, Pour vn coupable Amant quelque reſte de flâme Citii utu reux Alidor, mais ie ne le croy pas, I’ay trop indignement mesprisé ſes appas.	Cintille, Cintille, après cet action, Je ne mérite plus ta chaste affection, Je t'ai trop offense, et mon âme parjure Ne se pourraiamais lauer de cet injure, Toutes fois, cher ami, si le vrai repentir, Qui fait comme tu vois tous mes soupirs sortir, Te porte à la pitié, pardonne mon, - Ç- - 1 Entreprens vers ta sœur, toi-même ma défense Ramene cét esclaue sa captiuité, Et ne le traite pas comme il a merité, Que si ta sœur encor conserve dans son âme, Pour coupable Amant quelque reste de se Citii reux Alidor, mais ie ne le croy pas, ay trop indignement mesprisé ses appas,
CINTILLE.	CINTILE.
Leuez-vous Alidor, l’offenſe eſt pardonnée, Et gardez mieux la foy quand vous l’aurez dõnee Regardez qui vous parle,	Levez-vous Alidor, l'offense est pardonnée, Et gardez mieux la foi quand vous l'aurez dõnee Regardez qui vous parle,
ALIDOR.	ÀLIDOR.
O bon heur nompareil, Mes yeux ſontesbloüys à ce nouueau ſoleil, Cmntille, c'eſt vom-meſme, ô beauté ſans exemple, A qui les cœurs des Dieux doiuẽt ſeruir de temple.	Ô bon heur nompareil, Mes yeux sontesblouis à ce nouveau soleil, Cmntille, c'est vom-même, ô beauté sans exemple, À qui les cœurs des Dieux doivent servir de temple.
Helas!	Hélas!
quel bon demon vous a conduit icy.	quel bon démon vous a conduit ici.
CINTILLE.	CINTILE.
Ton crime, & mon amour:	Ton crime, et mon amour:
MELISSEE tout bas.	MELISEE tout bas.
Quel changement voicy, Alcandre Alcandre est vne fille, ô folle Meliſſee, De quel trait amoureux est ton ame bleſſee L’objet de tes deſirs ne te peut ſecourir, Et qui t’a fait le malne te ſçauroit guerir, Amour, c'est donc ainſi cruel que tu m’abuſes.	Quel changement voici, Alcandre Alcandre est quelque fille, ô folle Mélisse, De quel trait amoureux est ton âme blessée L'objet de tes désirs ne te peut secourir, Et qui t'a fait le malne te saurait guérir, Amour, c'est donc ainsi cruel que tu m'abuses.
CINTILLE.	CINTILE.
V C’eſt aſſez, Alidor, on reçoit vos exeuſes Cluenaige pounant de ne plus reuenir A la faûte qu'amour eſtoit preſt de punir.	V C'est assez, Alidor, on reçoit vos exeuses Cluenaige pounant de ne plus revenir À la faute qu'amour était prêt de punir.
29411 ALTDOR.	29411 ALTDOR.
dVS i iamais autre amour que le voſtre me preſſe;	dUS y jamais autre amour que le vôtre me presse;
quelque autre beameſpue iu voſtre me bleſſe ue le Dieu qui punit le crime des Amans uente à mon ſujet mille nouueaux tourmens.	quelque autre beampue ju ente me blesse ue le Dieu qui punit le crime des Amants uente à mon sujet mille nouveaux tourments.
ue lio CALTRIE peu de regret à ma derniere perte, que i'ay du plaiſinde madouleur ſoufferte, is qu'en vn ſeul moment ruinantmes attraits, nte, & ſon nepueu ſe trouuem fatisfaits.	Que lio CALTRIE peu de regret à ma dernière perte, que j'ai du plaisinde madouleur soufferte, is qu'en un seul moment ruinantmes attraits, nette, et son nepueu se trouvem satisfaits.
*UU CINBILLE.	V*U CINBILLE.
Mr  (oD prochez Meliſſee, embraſſez voſtre Aleûdre, Tout autre toutes fois qu'on ne deuoit attendre Et ne rougiſſez point que ſous ces habits faux Ie vous aye apporté de veritables maux, Florintor dont l’amour vous eſt aſſez cognuë, Qui parmy vos meſpris euſt tant de retenuë, Empeipfiutonjuouren ſa premiere ardeur Doit faire ſuccoder l'amour à la froideur.	Mr (oD prochez Mélisse, embrassez votre Aleudre, Tout autre toute fois qu'on ne devait attendre Et ne rougissez point que sous ces habits faux Je vous aie apporté de véritables maux, Florintor dont l'amour vous est assez connue, Qui parmi vos mépris eût tant de retenue, Empeipfiutonjuouren sa première ardeur Doit faire succoder l'amour à la froideur.
