A MONSEIGNEVR 10 20 LE PRINCE.	À MONSEIGNEUR 10 20 LE PRINCE.
PHILIPPE, DICEE, ARR STANDRE.	PHILIPPE, DICE, AR STANDRE.
Philippe.	Philippe.
Ieux qui iuſtes voyez l’énorme perfidie D Des miens contre leur Prince iniquement ourdie, Celeſtes, faites la paroître promtement, De peur que mon courous s’éclatte iniuſtement, De peur que mon courous ſe rende indifferente Toute image de crime à ſon objet errante, Que ma prudence échappe à ſi iuſte douleur, Car, bons Dieux, quel prétexte, helas quelle couPeut prendre le maudit, l’execrable vipere, Obligeant l’ennemy pour me perdre ſon pere?	Jeux qui justes voyez l'énorme perfidie D Es miens contre leur Prince iniquement ourdie, Célestes, faites la paraître promtement, De peur que mon courous s'éclatte injustement, De peur que mon courous se rende indifférente Toute image de crime à son objet errante, Que ma prudence échappe à si juste douleur, Car, bons Dieux, quel prétexte, hélas quelle couPeut prendre le maudit, l'exécrable vipère, Obligeant ennemi pour me perdre son pere?
Coupable vers les miens, voire du moindre excez, Moy-même ie voudrois me faire mon procez, Vous ſçauez, immortels, que l’antique indulgence Eſt-ce qui deut armer vn foudre en ma vengeance, Et que mon regne paſſe enuers ceux innocent, Qui me vont aux agueis aſſapins traniſſant.	Coupable vers les miens, voire du moindre excès, Moi-même un voudrais me faire mon procès, Vous savez, immortels, que l'antique indulgence Est-ce qui deut armer un foudre en ma vengeance, Et que mon règne passe envers ceux innocent, Qui me vont aux agueis assapins tranissant.
Dicée.	Dicée.
L’or principal auteur de telle forfaiture A ces captiues fait des priſons ouuerture, L’or que le Phrigien s’aſſocia, voulant Conſulter ſon vieil pere au Royaume dolent, Sans doute a corrompu le Cerbere infidelle Qui ſurueilloit, commis, la troupe criminelle, L’infame ſçelerat auec elle fuitif, Trompe ſeul d’apparence en ce tour deceptif;	L'or principal auteur de telle forfaiture À ces captives fait des prisons ouverture, L'or que le Phrigien s'associa, voulant Consulter son vieil père au Royaume dolent, Sans doute a corrompu le Cerbère infidèle Qui surveillait, commis, la troupe criminelle, L'infâme selerat avec elle fuitif, Trompe seul d'apparence en ce tour déceptif;
Car quelle autre pourroit autre que mercenaire, Et priſe de l’appas d’vn lucre extr’ordinaire, A telle trahiſon, ie ne dy conſentir, Mais ſeulement l’odeur de ſon crime ſentir?	Car quelle autre pourrait autre que mercenaire, Et prise de l'appas d'un lucre extr'ordinaire, A telle trahison, Seigneur ne dis consentir, Mais seulement l'odeur de son crime sentir?
Inexpiable crime & difficile à croire Or que ſa verité nous ſoit plus que notoire, Que l’on touche de l’œil ce honteux accident Capable d’éblouyr le cerueau plus prudent.	Inexpiable crime et difficile à croire Or que sa vérité nous soit plus que notoire, Que l'on touche de l'œil ce honteux accident Capable d'éblouir le cerveau plus prudent.
Philippe.	Philippe.
Abuss abus, iamais vne pareille audace Ne tomba dans l’eſprit de perſonne ſi baſſe, Mais monfils diſparu d’autre condition, Attireroit ſur luy quelque ſuſpition, Or ce qui me retient dauantage en ceruelle, Aucun des ſiens icy n’en donne la nouuelle.	Abuss abus, jamais une pareille audace Ne tomba dans l'esprit de personne si basse, Mais monfils disparu d'autre condition, Attireroit sur lui quelque suspition, Or ce qui me retient davantage en cervelle, Aucun des siens ici n'en donne la nouvelle.
Ariſtandre.	Aristandre.
Sire, le premier bruit l’emporte courageux, A ſuyure les auteurs de ce dol outrageux, Où l’inſtinct le conduit de loüange cupide, Ainſi qu’vn léurier court l’animal timide;	Sire, le premier bruit l'emporte courageux, A sure les auteurs de ce dol outrageux, Où l'instinct le conduit de lange cupide, Ainsi qu'un lévrier court l'animal timide;
Dire préciſement l’heure de ſon depart, Ie ne le voudrois pas, incertain de ma part, La conjecture parle en ma bouche aſſeurée, Que la gloire le pouſſe apres tellecurée, Que jon protne reiour ne paſſera ſans fruii, Qu'en pareil cas touſiours la pieté produit.	Dire précisément l'heure de son départ, Je ne le voudrais pas, incertain de ma part, La conjecture parle en ma bouche assurée, Que la gloire le pousse après tellecurée, Que jon protne rejour ne passera sans frui, Qu'en pareil cas toujours la piété produit.
Philippe.	Philippe.
N’attendons, preparez, d’occaſion meilleure, Ces Thraces aſſaillis ſans aucune demeure, La feinte ſuperfluë, il faut il faut marcher, Et plus belle en plein iour la victoire arracher;	N'attendons, préparez, d'occasion meilleure, Ces Thraces assaillis sans aucune demeure, La feinte superflue, il faut il faut marcher, Et plus belle en plein jour la victoire arracher;
Mon âge vigoureux auec même allegreſſe Qu'en ſon printems ſe porte aux actes de proüeſſe, Courſier qui genereux des premiers veux courir, Vn ſejour faineant me feroit remourir, Ce martial aſpect qui m’influa la vie, De gloire iuſqu’icy non iamais aſſouuie, M’oblige à vous conduire, indomtables guerriers, Où chacun ſe couronne à même les lauriers.	Mon âge vigoureux était même allégresse Qu'en son printems se porte aux actes de proüesse, Coursier qui généreux des premiers veux courir, Un séjour fainéant me ferait remourir, Ce martial aspect qui m'influa la vie, De gloire jusqu'ici non jamais assouvie, M'oblige à vous conduire, indomtables guerriers, Où chacun se couronne à même les lauriers.
C.	Ç.
SCENE III.	SCÈNE III.
PAllhTAJCIDITONIE,	PAllhTACIDITONIE,
Phraarte.	Phraste.
Y Nique deïté qu’au monde ie reclame, V Si quelque preuue manque à ma fidelle flame, Si ce peu de ſeruice encore ne ſuffit, Si ma perte vous peut retourner à profit, Reine des cœurs humains ne faites que le dire, Où loyal reconnu terminez mon martire, Mon audace s’accroît en pareille action, Veu que l’obſtaole ôté quand à l’extraction, Vn ſimple aueu requis, humble eſclaue, me tire Au Ciel de mon repos d’vn enfer de martire, Les parens oppoſez cedent à ce deſtin, Qu'impoſera l’effet d’vn hymen clandeſtin, Doux effet ſans lequel nôtre eſperance nuë Tremble ſous leurs rigueurs la fiéure continuë, Doux effet qui les cors comme les cœurs vnis, En ſa naiſſance éteint des malheurs infinis.	Y Nique deïté qu'au monde ie réclame, V Si quelque preuve manque à ma fidèle flamme, Si ce peu de service encore ne suffit, Si ma perte vous peut retourner à profit, Reine des cœurs humains ne faites que le dire, Où loyal reconnu inez mon martyre, Mon audace s'accroît en pareille action, Veu que l'obstaole ôté quand à l'extraction, Un simple au requis, humble esclaue, me tire Au Ciel de mon repos Les enfer de martyre, Les enfer de cèdent à ce destin, Qu'imposera leffet hymen pli, Doux effet sans lequel nôtre espérance nuë Tremble à ce des la fiéure tin, Doux effet qui les cors comme les cœurs vnis, En sa naissance éteint des malheurs infinis.
Philagnie.	Philagnie.
Captiue du captif qui me forme ſa plainte, Mon amoureuſe ardeur ſe glace dans la crainte, Ardeur qui toutesfois flambe moderément, Or ne me précipite inconſiderément;	Captive du captif qui me forme sa plainte, Mon amoureuse ardeur se glace dans la crainte, Ardeur qui toutefois flambe moderément, Or ne me précipite inconsidérément;
Ains vous doit contenter ma parole donnée, De ne ſubir iamais autre ioug d’hymenée, De n'épouſer iamais que vous ou le tombeau, Que vous à mes deſirs ſeul parfait & ſeul beau:	Ain vous doit contenter ma parole donnée, De ne subir jamais autre joug d'hyménée, De n'épouser jamais que vous ou le tombeau, Que vous à mes désirs seul parfait et seul beau:
Mais dépoüillons ce fruit en ſa ſaiſon venuë, Le tonnerre touſiours ne gronde dans la nuë, Nos parens ſe pourront adoucir peu à peu, Et leurs diſcors éteins, éteindre vn autre feu,	Mais dépouillons ce fruit en sa saison venue, Le tonnerre toujours ne gronde dans la nue, Nos parents se pourront adoucir peu à peu, Et leurs discors éteins, éteindre un autre feu,
Phraarte.	Phraste.
Telle dilation apres la foy promiſe, M’empêcheroit d’vſer d’vne libre entremiſe Neceſſaire à vuider ce commun different, Qui cependant iroit vn monde deuorant.	Telle dilation après la foi promise, M'empêcherait d'user d'une libre entremise Nécessaire à vider ce commun différent, Qui cependant irait un monde dévorant.
Philagnie.	Philagnie.
Hé cieux comment cela?	Hé cieux comment cela?
faites ceſſer l’orage, La recompenſe apres ſuiura de bon courage.	faites cesser l'orage, La récompense après suivra de bon courage.
PMaalte.	PMate.
Auançer le ſalaire au ſoldat genereux, Dans les perils le pouſſe encor plus valeureux.	Auançer le salaire au soldat généreux, Dans les périls le pousse encor plus valeureux.
Philagnie.	Philagnie.
L'ordinaire mépris des choſes qu’on poſſede, Veut que ſa recompenſe vn ouurage précéde.	L'ordinaire mépris des choses qu'on possède, Veut que sa récompense un ouvrage précède.
Phraarte.	Phraste.
Madame, nullement, lors que l’entrepreneur Digne de foy, premier engage ſon honneur.	Madame, nullement, lors que l'entrepreneur Digne de foi, premier engage son honneur.
Philagnie.	Philagnie.
Tout honneur engagé ſous la ſimple parole, Au pris du nôtre, helas!	Tout honneur engagé sous la simple parole, Au pris du nôtre, hélas!
ne ſemble que friuole, Duuelre qupinaaju vanemne puus Dans les regrets adonc tardifs & ſuperflus.	ne semble que frivole, Duelre quinaju vanemne puus Dans les regrets adonc tardifs et superflus.
Phraarte.	Phraste.
OteZ la défiance ou bien m’ôtez la vie, Ou bien ne portez plus à mon bon-heur enuie.	Otez la défiance ou bien m'ôtez la vie, Ou bien ne portez plus à mon bonheur envie.
Philagnie.	Philagnie.
Mais plûtôt pour briguer ſur vne chaſteté, Ne demeurez en lieu qui n’a de ſeureté.	Mais plutôt pour briguer sur une chasteté, Ne demeurez en lieu qui n'a de sûreté.
Phraarte.	Phraste.
La bonne conſcience inuincible m’aſſeure, Par tout ſous vos faueurs ma fortune eſt trop ſeure	La bonne conscience invincible m'assure, Par tout sous vos faveurs ma fortune est trop sûre
Philagnie.	Philagnie.
Mes faueurs que le tems ne pourroit pas cele Qu’vn idolâtre amour feroit étinceler, our t'apprenenſon au ſuiur m'epouuentent, Alors que leur foibleſſe elles me repreſentent, Contre vn pere fâcheux à bon droit irrité, Qui vous perd, ennemy, ſçachant la verité.	Mes faveurs que le temps ne pourrait pas cèle Qu'un idolâtre amour ferait étinceler, our t'apprenenson au suivr m'epouuentent, Alors que leur faiblesse elles me représentent, Contre un père fâcheux à bon droit irrité, Qui vous perd, ennemi, sachant la vérité.
Phraarte.	Phraste.
Si eſt-ce qu’éconduit de ſa iuſte prieré, A le fléchir ie mets ma reſſounte aetmere.	Si est-ce qu'éconduit de sa juste prieré, A le fléchir toujours mets ma résoute aetmere.
Philagnie.	Philagnie.
Mes pleurs diuertiront ce funebre deſſein, Ou premier vn poignard tranſperçera mon ſein.	Mes pleurs divertiront ce funèbre dessein, Ou premier un poignard transperçera mon sein.
Phraarte.	Phraste.
Au pis, mon deſeſpoir eſpere en ſa vengeance, Pour vn ſi beau ſujet, vne douce allégeance.	Au pis, mon désespoir espère en sa vengeance, Pour Un si beau sujet, une douce allégeance.
Philagnie.	Philagnie.
ut vous muimez, cnangeuns mainienant de diſcours.	ut vous muimez, cnangeunous mainienant de discours.
Phraarte.	Phraste.
Parlons, ſi vous m’aimez, de me prêter ſecours:	Parlons, si vous m'aimez, de me prêter secours:
Philagnie.	Philagnie.
Encor les criminels obtiennent quelque eſpace Afonepeuune auuui qu'u teur juppuceun paſſe, Tantôt deuers le ſoir prenons de rendez-vous, Ma chambre à terminer tels doutes irreſous.	Encor les criminels obtiennent quelque espace Afonepeuune auvi qu'u teur juppuceun passe, Tantôt devers le soir prenons de rendez-vous, Ma chambre à terminer tels doutes irresous.
Phraarte.	Phraste.
Tres-volontiers, ma Reyne, ô heure fortunée, A mes vœux exauceZ d’vn futur hymenée Précipite ta courſe:	Très-volontiers, ma Reine, ô heure fortunée, À mes vœux exaucés d'un futur hyménée Précipite ta course:
Philagnie.	Philagnie.
Adieu, ſur tout alors, Que l’ancien reſpect ne s’échappe à ſon mors.	Adieu, sur tout alors, Que l'ancien respect ne s'échappe à son mors.
SCENE IV.	SCÈNE IV.
COTYS, DIOMEDE, ualadnt	COTIS, DIOMEDE, aladnt
Cotys.	Cotys.
Stres qui deſſous moy luiſez à cet Empire, AA Guerriers dont le courage indomté ne re ſpire Que ſujets glorieux dignes de l'employer Où l’orgueil ennemy ſe puiſſe foudroyer;	Stres qui dessous moi luisez à cet Empire, A Verriers dont le courage indomté ne re pire Que sujets glorieux dignes de l'employer Où l'orgueil ennemi se puisse foudroyer;
Il faut, chers compagnons, il faut que l’on s’ap prête A ſoûtenir le coup d’vne horrible tempête, Que deſia parmy l’air bruire nous entendons, Qui fait icy tomber l’effort des Macedons, 4 Leur Roy mal conſeillé, ombrageux, fantaſtique, Deſſur le faux rapport d’vn traître domeſtique, N’agueres, cauteleux, fit iuſques à ce bord Paruenir la rumeur éparſe de ſa mort, Tandis que ſourdement vne flotte guerriere Se leue, & peu à peu gaigne nôtre frontiere, Stratagême honteux au perfide inuenteur, D’vne amiable paix volontaire infracteur:	Il faut, chers compagnons, il faut que l'on s'ap prête A soutenir le coup d'une horrible tempête, Que déjà parmi l'air bruire nous entendons, Qui fait ici tomber l'effort des Macédons, 4 Leur Roi mal conseillé, ombrageux, fantastique, Dessur le faux rapport d'un traître domestique, N'aguères, cauteleux, fit jusques à ce bord Parvenir la rumeur éparse de sa mort, Tandis que sourdement unité flotte guerrière Se lève, et peu à peu gaigne nôtre frontière, Stratagême Dont au perfide inventeur, D amiable paix volontaire infracteur:
Pourueu que prêts à tems, la ſurpriſe tentée Ne luy ſert, arrêté, que de mine éuentée, Ainſi le laboureur ſe rempare au printems, Contre vn torrent voiſin qui menace ſes chams;	Pourvu que prêts à temps, la surprise tentée Ne lui sert, arrêté, que de mine éventée, Ainsi le laboureur se rempare au printems, Contre un torrent voisin qui menace ses champs;
