Auec Priuilege du Roy.	Avec Privilège du Roi.
Mon Dieu quelleadLes pluies d’vn Autonne, & l’hyuer en froidure, Les neiges, les frimas, ſont de meſmeſuiuis *De cet heureus printemps qui nous a tous rauis.	Mon Dieu quelleadLes pluies d'un Autonne, et l'hiver en froidure, Les neiges, les frimas, sont de mesmesuiuis *De cet heureus printemps qui nous a tous ravis.
RE.	RE.
Mais Sire peut-on voir vne amitié plus grande, Mourir pour vne amour, ou le deſdain commande:	Mais Sire peut-on voir une amitié plus grande, Mourir pour quelque amour, ou le dédain commande:
Ame belle, & vaillante en cete extremité!	Âme belle, et vaillante en cette extrémité!
Quand plus il s’aſſeuroit de l’infidelité, Il la vient deſgager, & combatre ſonfrere, Rechercher par la mort la fin de ſa miſere:	Quand plus il s'assurait de l'infidélité, Il la vient dégager, et combattre sonfrere, Rechercher par la mort la fin de sa misère:
Rien ne s’eſt veu de tel, rien qui merite plus De regagner l’hymen dont il ſe vit exclus.	Rien ne s'est vu de tel, rien qui mérite plus De regagner l'hymen dont il se vit exclus.
LE R.	LE R.
Ie le veus, y conſents, & mõ humeur m’yporte.	Je le veux, y consents, et mien humeur m'yporte.
Fille qu'en dites vous?	Fille qu'en dites -vous?
GE.	GE.
Ie ne ſuis aſſez forte Pour vouloir reſiſter aux ſaints commandements D’vn pere qui ſe ioint à mes contentements.	Je ne suis assez forte Pour vouloir résister aux saints commandements D'un père qui se joint à mes contentements.
LE R.	LE R.
Et vous Ariodãt?	Et vous Ariodant?
AR- Sire il n’eſt riẽ au mõde Où ma felicité plus heureuſe ſe fonde.	AR- Sire il n'est rième au monde Où ma félicité plus heureuse se fonde.
LN.	LN.
Il les faut marier, & ſe faut aduancer, Crainte d’vn autre ennui qui les vienne offenſer.	Il les faut marier, et se faut avancer, Crainte d'un autre ennui qui les vienne offenser.
LA R.	LA R.
Ie veux mãder Zerbin voſtre genereux frere,	Je veux mander Zerbin vôtre généreux frère,
Et ne faut pas ſans lui mettre à fin cet affaire G.	Et ne faut pas sans lui mettre à fin cet affaire G.
Ma dame il eſt trop loin, ains qu’il ſoit de retour Ie crains d’autres malheurs, tyrans de noſtre amour:	Ma dame il est trop loin, ains qu'il soit de retour Je crains d'autres malheurs, tyrans de notre amour:
Il ne faut qu'vn raport, vn bruit, vne trauerſe.	Il ne faut qu'un rapport, Un bruit, une traverse.
Qui iette nos deſirs encor' à la renuerſe.	Qui jette nos désirs encor à la renverse.
Ceux qui ſont dans les flots à demy ſubmergez, *:	Ceux qui sont dans les flots à demi submergez, *:
N’en retournent ſi toſt, qu’ils ſe voient plongez Encores dedans l’onde, & leur ame eſt attainte Des lors qu’ils prẽnẽt air d’vne nouuelle crainte.	N'en retournent si tôt, qu'ils se voient plongez Encores dedans l'onde, et leur âme est attainte Des lors qu'ils prennent air d'une nouvelle crainte.
Helas!	Hélas!
ie leur reſſemble, & ſortant du hazard ** Ie crains d’y retourner:	Ce leur ressemble, et sortant du hasard * Je crains d'y retourner:
il ne faut qu'vn regard, * Vn bruit, vn vain ſoupçon, vne heure infortunee Pour combler de diſcord tout l’eſpoir d’Hymenee.	il ne faut qu'un regard, * Un bruit, un vain soupçon, une heure infortune Pour combler de discord tout l'espoir d'Hymène.
LAR.	LAR.
Mais voſtre frere auroit du plaiſir à vous voir Iouir de cet amour ſous les loix du deuoïr.	Mais votre frère aurait du plaisir à vous voir Jouir de cet amour sous les lois du deuoïr.
CE.	CE.
Monfrere le ſçaura:	Monfre le saura:
que cela lui ſuffiſe.	que cela lui suffise.
LA R.	LA R.
Ce n’eſt qu’vn peu de temps.	Ce n'est qu'un peu de temps.
AR.	AR.
Pour rompre vne entrepriſe, Ce peu va ſur le trop, vne heure, vn ſeul moment, Feut trauerſer le cours de mon contentement:	Pour rompre une entreprise, Ce peu va sur le trop, une heure, un seul moment, Feut traverser le cours de mon contentement:
CE.	CE.
Toutefois s’il vous plaiſt, pour moy qu'õ ne differe Puis que ce m’eſt honneur d’obeir à ma mere.	Toutefois s'il vous plaît, pour moi qu'on ne diffère Puis que ce m'est honneur d'obéir à ma mère.
IRIODAN.	JRIODAN.
Pres les pluies Automnales, Apres les glaces hiuernales, Et les bourraſques du malheur:	Pres les pluies Automnales, Après les glaces hivernales, Et les bourrasques du malheur:
Apres l’orage & la tempeſte, Apres vne guerre funeſte,	Après l'orage et la tempête, Après une guerre funeste,
* De ſang, de playe, & de douleur.	* De sang, de plaie, et de douleur.
* L’air de la Prime déſirable, ** La fortune plus fauorable, Le calme, & la tranquilité, * Dous charme des plus belles ames, * Nouueau Paradis de nos flames, ** Renaiſt en ſa felicité.	* L'air de la Prime désirable, * La fortune plus favorable, Le calme, et la tranquillité, * Dous charme des plus belles âmes, * Nouveau Paradis de nos flammes, * Renaît en sa félicité.
Nul corps ne pert ſi toſt la vie, Qu'alors ſa matiere rauie Ne prenne autre forme, autre corps:	Nul corps ne pert si tôt la vie, Qu'alors sa matière ravie Ne prenne autre forme, autre corps:
C'eſt comme les flots des riuieres, Qui par leurs ſources fontenieres De vagues inondent leurs bords.	C'est comme les flots des rivières, Qui par leurs sources fonténières De vagues inondent leurs bords.
Ie me ſuis veu ſi miſerable, La mort ſeule eſtoit fauorable, A l’infini de mes regrets:	Je me suis vu si misérable, La mort seule était favorable, A l'infini de mes regrets:
Ie me ſuis veu que la fortune Cruelle, impiteuſe, importune, N’aceroit que pour moy ſes traits.	Je me suis vu que la fortune Cruelle, impiteuse, importune, N'acérait que pour moi ses traits.
Feus naiſſants des chaſtes œillades, Qui rendoient mes ſens ſi malades, Si peruertie ma raiſon, Que i’auoy regret à la vie:	Feus naissants des chastes œillades, Qui rendaient mes sens si malades, Si pervertie ma raison, Que j'avoi regret à la vie:
Que rien à mon ame rauie, Ne plaiſoit tant que ſa poiſon.	Que rien à mon âme ravie, Ne plaisait tant que sa poison.
Ie change d’humeur, de penſee, Et de fortune ramaſſee Aux cendres de mes premiers feus,	Je change d'humeur, de pense, Et de fortune ramassée Aux cendres de mes premiers feus,
Autant que i’auoy de miſere, Autant le beau iour qui m’éclaire Bien-heure mon cœur, & mes vœus.	Autant que j'avais de misère, Autant le beau jour qui m'éclaire Bienheure mon cœur, et mes vœus.
Puis-ie penſer, le dois ie croire, Que triomphant en ma victoire Des trauerſes de mes malheurs, Ie iouiſſe de ma Princeſſe, Ie vogue en la mer charmereſſe Deſſus autres flots que mes pleurs?	Puis-je penser, le dois Se croire, Que triomphant en ma victoire Des traverses de mes malheurs, Je jouisse de ma Princesse, Je vogue en la mer charmeresse Dessus autres flots que mes pleurs?
Suis-ie cet Ariodant meſme, Qu’on voioit le viſage bleſme, Les yeux haues, & diſtilans:	Suis-je cet Ariodant même, Qu'on voyait le visage blême, Les yeux haves, et distilants:
Teux non, mais ſources de fontaines, Ne ſe reſiouir qu’en ſes peines, Ses deſdains de rage brulants?	Teux non, mais sources de fontaines, Ne se réjouir qu'en ses peines, Ses dédains de rage brûlants?
C’eſt bien moy, que nul ne s’abuſe:	C'est bien moi, que nul ne s'abuse:
Ie ne crains plus vne autre ruſe Autre artifice, autre courrous:	Je ne crains plus une autre ruse Autre artifice, autre courrous:
Ie n’ay que feux en la poictrine, Que nectar de mon Androgine, Que ſuccre de ſes yeux plus dous.	Je n'ai que feux en la poitrine, Que nectar de mon Androgine, Que sucre de ses yeux plus dous.
Belles roſes non épanies, Ces liz, ces graces infinies, Ce beau front d’vn marbre animé, Ces feus d’vne plus belle roſe, Sont les bâmes où ie repoſe, Les beautez que i’ay plus aymé.	Belles roses non épanies, Ces lis, ces grâces infinies, Ce beau front d'un marbre animé, Ces feus d'une plus belle rose, Sont les bâmes où je repose, Les beautés que j'ai plus aimé.
Belle Geneure, chaſte, & belle,	Belle Géneure, chaste, et belle,
Beaux yeux, belle léure iumelle, Beau ſein, monts de neige flotans, Blonds cheueux, belle main, belle ame, Beau Tout, qui tout en tout m'enflame, Quels deſirs voguent ſi contans?	Beaux yeux, belle lèvre jumelle, Beau sein, monts de neige flottants, Blonds cheveux, belle main, belle âme, Beau Tout, qui tout en tout m'enflamme, Quels désirs voguent si contants?
Mil' & mille fois fortunee La moitié qu’vn chaſte Hymenee Affranchit des loix du diſcord:	Mil' et mille fois fortunée La moitié qu'Han chaste Hymène Affranchit des lois du discord:
is Qui brulee d’amour extreme, Brule l’autre moitié de meſme, Braue les Siecles, & la mort.	Y Qui brûlée d'amour extrême, Brule l'autre moitié de même, Brave les Siècles, et la mort.
ce ſont les feus de la Veſtale:	ce sont les feus de la Vestale:
Digne d’vne peine infernalle Qui s’eſteint ce chaſte flambeau:	Digne d'une peine infernalle Qui s'éteint ce chaste flambeau:
* Feux retirez de promethée, *Ou ne peut rien l’Epymethee:	* Feux retirés de promethée, *Ou ne peut rien l'Épymethée:
Car ſes ſementes ſont en l’eau.	Car ses sementes sont en l'eau.
FIN.	FIN.
SONNET POVR LA BRAVE & diuine Marfiſe CATHERINE DE ROHAN Ducheſſe des deux Ponts.	SONNET POUR LA BRAVE et divine Marfise CATHERINE DE ROHAN Duchesse des deux Ponts.
tres-belle, tres-ſçauante, & tresuertueule Princene.	très-belle, très-sçauante, et tresuertueule Princène.
Arfiſe a deus ſoleils:	Arfise a dus soleils:
c’eſt biẽ plus que les cieux:	c'est bien plus que les cieux:
M Deux Globes animez:	M Meux Globes animés:
c’eſt biẽ plus que la terre:	c'est bien plus que la terre:
Deus differentes morts:	Dus différentes morts:
c’eſt plus que le tonnerre:	c'est plus que le tonnerre:
Deus ſceptres ſouuerains:	Dus sceptres souverains:
c’eſt biẽ plus que les Dieus:	c'est bien plus que les Dieus:
Ces deux ſoleils brillans ne ſont-ce pas ſes yeux?	Ces deux soleils brillants ne sont-ce pas ses yeux?
Ces Globes?	Ces Globes?
ce beau ſein d’ou l’amour fait la guerre:	ce beau sein d'ou l'amour fait la guerre:
Ces morts:	Ces morts:
l’ame, & le corps, qu’elle pert, qu’elle enterre:	l'âme, et le corps, qu'elle pert, qu'elle enterre:
Ses Sceptres redoutez, ſes glaces, & ſes feux.	Ses Sceptres redoutez, ses glaces, et ses feux.
Ses yeux, nouueaus ſoleils nous reduiſent en cendre:	Ses yeux, nouveaus soleils nous réduisent en cendre:
De ſes monts ondoiants elle noüs vient ſurprendre:	De ses monts ondoyants elle nus vient surprendre:
De ſes morts elle tient les deſtins en ſa main:	De ses morts elle tient les destins en sa main:
Par ſes ſceptres d’amour dous tyrans de nos ames, Elle glace nos cœurs de neiges de ſon ſein Me la meſme glace elle anime nos flames.	Par ses sceptres d'amour dous tyrans de nos âmes, Elle glace nos cœurs de neiges de son sein Me la même glace elle anime nos flammes.
DIALOGVE SVR LA TOMBE de lachaltee vertuedle Marme,	DIALOGUE SUR LA TOMBE de lachalte vertuedle Marme,
LE PASSANT:	LE PASSANT:
LE GENIE.	LE GENIE.
P (Vigit ſous ce tombeau?	 PUigit sous ce tombeau?
G.	G.
Marfiſe aus yeux meurtriers.	Marfise aux yeux meurtriers.
P.	P.
Qui?	Qui?
la ſœur de Roger mari de Bradamante?	la sœur de Roger mari de Bradamante?
G.	G.
Marfiſe de RCHAN:	Marfise de RCHAN:
que ce nom te contente, Si tu te cogneus onc en Palmes, & Lauriers.	que ce nom te contente, Si tu te connus onc en Palmes, et Lauriers.
P.	P.
Qu’entens-ie larmoier?	Qu'entends-je larmoyer?
6.	6.
Apollon des premiers, L’amour, ſa meſche eteinte, & la Muſe dolente:	Apollon des premiers, L'amour, sa mèche éteinte, et la Muse dolente:
Car la chaſte Marfiſe, & trop belle, & ſçauante, N’auoit moins merité des Dieux, que des guerriers.	Car la chaste Marfise, et trop belle, et Savante, N'avait moins mérité des Dieux, que des guerriers.
P.	P.
Le Prince qui la pert, peut-il viure apres elle?	Le Prince qui la pert, peut-il vivre après elle?
c.	ç.
Il vouloit bien mourir, mais la Parque cruelle Chaſſe ce qui la fuit, & fuit ce qui la ſuit:	Il voulait bien mourir, mais la Parque cruelle Chasse ce qui la fuit, et fuit ce qui la suit:
P.	P.
Il n’eſt doncplus d’Amour, d’Apollon, ny de Muſe?	Il n'est doncplus d'Amour, d'Apollon, Seigneur de Muse?
G.	G.
Il en eſt:	Il en est:
mais ſi peu, que ſouuent on s’abuſe, S’eſloignant d’vn beau iour pour courir à ſa nuit.	mais si peu, que souvent on s'abuse, S'éloignant d'un beau jour pour courir à sa nuit.
LARMES SVR LA TOMBE de la braue & vertueuſe Princeſſe Marfiſe.	LARMES SUR LA TOMBE de la brave et vertueuse Princesse Marfise.
Arfiſe ne vit plus:	Arfise ne vit plus:
Marfiſe eſt au tombeau, NVI Belle, & chaſte Marfiſe, & cet œil le plus beau Qui iamais triompha des ames les plus braues, Ces blonds cheueux ondez, chaines de tãt d’eſclaues, Ce front de maieſté, ces roſes, & ces liz, De ſa bouche odorante en Cythere cueillis:	Marfise est au tombeau, NVI Belle, et chaste Marfise, et cet œil le plus beau Qui jamais triompha des âmes les plus braves, Ces blonds cheveux ondés, chaines de tand d'esclaves, Ce front de maiesté, ces roses, et ces liz, De sa bouche odorante en Cysthère cueillis:
Ce beau ſein d’vn albatre ondoiant aux penſees, D’vn abord ſi meurtrier, d’où ſortoient elancées Mille morts, mille feux, cent traits de cruauté, Eſtancez du deſdain ſur la temerité:	Ce beau sein d'être albâtre ondoyant aux pensées, D'une abord si meurtrier, d'où sortaient élancées Mille morts, mille feux, cent traits de cruauté, Étancez du dédain sur la témérité:
Ces attraits les vainqueurs des ames inuincibles, Qui ſenſibles aux cœurs nous rendoient inſenſibles:	Ces attraits les vainqueurs des âmes invincibles, Qui sensibles aux cœurs nous rendaient insensibles:
Ces belles mains d’yuoire, & ces charmes d’vn corps Que la beauté para de ſi rares treſors:	Ces belles mains d'yvoire, et ces charmes d'Un corps Que la beauté para de si rares trésors:
Ce relief chaſte, & ſaint, dont l’honneur fit trophee, Belle fleur de cinabre, & d’œillets etoffee, Florie pour vn ſeul, le charme le plus grand Des Graces, des amours, des beautez d’Occident:	Ce relief chaste, et saint, dont l'honneur fit trophée, Belle fleur de cinabre, et d'œillets étoffe, Florie pour un seul, le charme le plus grand Des Grâces, des amours, des beautés d'Occident:
Ce chef-d’œuure des Dieux, cete ame ſi feconde En beaux mots, en ſçauoir, ont paru deſſus l’onde De nos ans paſſagers, comme vn ſoleil d’Eſté Des nues, de l’orage, & des vents arreſté.	Ce chef-d'œuvre des Dieux, cette âme si féconde En beaux mots, en savoir, ont paru dessus l'onde De nos ans passagers, comme un soleil d'Été Des nues, de l'orage, et des vents arrêté.
Marfiſe ne vit plus:	Marfise ne vit plus:
& nous viuons encore?	et nous vivons encore?
Marfiſe ne luit plus:	Marfise ne luit plus:
& le teint de l’Aurore,	et le teint de l'Aurore,
Et le fils de lAtone oſent encor' és Cieux Nous redonner le iour eclos de ſes beaus yeux?	Et le fils de lAtone osent encor ès Cieux Nous redonner le jour éclos de ses beaus yeux?
Ces nœux, ce front, ce ſein, ce cynabre de flames, Sont eſteints, ſont peris, & nos cœurs, & nos ames Oſent bien viure encor?	Ces nœux, ce front, ce sein, ce cinabre de flammes, Sont éteints, sont péris, et nos cœurs, et nos âmes Osent bien vivre encor?
ſans elle oſentmutins Viuants entre les morts combatre les deſtins?	sans elle ôentmutins Vivants entre les morts combattre les destins?
Coulez larmes de ſang (puis que larme commune, Indigne de ſa mort ne doit courre fortune En celle de ſes iours) coulez ſoupirs ailez, Des vœus de tant de cœurs ſur ſa tombe exhalez:	Coulez larmes de sang (puis que larme commune, Indigne de sa mort ne doit courre fortune En celle de ses jours) coulez soupirs ailé, Des vœus de tant de cœurs sur sa tombe exhalés:
Courez tout l’Vniuers, & voguez deſſus l'onde, Annonçans aux mortels, que labeauté du monde Ores enſeuelie, a paru non qu’vn iour, Qu’vne heure, & qu’ũ momẽt:	Courez tout l'Univers, et voguez dessus l'onde, Annonçant aux mortels, que labeauté du monde Ores ensevelie, a paru non qu'un jour, Qu'une heure, et qu'un momẽt:
