PREFACE.	PRÉFACE.
Ceſſez, vous dis-ie, & laiſſez moy, Madame, executer les volontez du Roy.	Cessez, vous dis-je, et laissez -moi, Madame, exécuter les volontés du Roi.
Viuez.	Vivez.
Et vous, Arcas, du ſuccés de mon zele Courez à Mithridate apprendre la nouuelle.	Et vous, Arcas, du succès de mon zèle Courez à Mithridate apprendre la nouvelle.
SCENE IV.	SCÈNE IV.
D MON IME, ARBATE;	 DON IME, ARBATE;
PHOEDIME.	PHOEDIME.
MONIME.	MONIME.
H!	H!
trop cruel Arbate, à quoy m’expoſez-vous?	trop cruel Arbate, à quoi m'exposez-vous?
HEſt-ce qu’on croit encor mõ ſupplice trop doux?	HEst-ce qu'on croit encor mon supplice trop doux?
Et le Roy m’enuiant vne mort ſi ſoudaine Veut-il plus d’vn trépas pour contenter ſa haine?	Et le Roi m'enviant une mort si soudaine Veut-il plus d'un trépas pour contenter sa haine?
HIBITE.	HIBITE.
Vous l’allez voir, Madame.	Vous l'allez voir, Madame.
Et i’oſe m’aſſurer Que vous-meſme auec moy vous allez le pleurer.	Et j'ose m'assurer Que vous-même avec moi vous allez le pleurer.
MONIME.	MONIME.
Quoy le Roy.	Quoi le Roi.
ARBATE.	ARBATE.
Le Roy toucne à ſon neure derniere, Madame, & ne voit plus qu’vn reſte de lumiere.	Le Roi toucne à son neure dernière, Madame, et ne voit plus qu'un reste de lumière.
Ie l’ay laiſſé ſanglant, porté par des ſoldats, Et Xipharés en pleurs accompagne leurs pas.	Je l'ai laissé sanglant, porté par des soldats, Et Xipharés en pleurs accompagne leurs pas.
MONIME.	MONIME.
Xipharés!	Xipharés!
Ah grands Dieux!	Ah grands Dieux!
Ie doute ſi ie veille, Et n’oſe qu’en tremblant en croire mon oreille.	Je doute si ici veille, Et n'ose qu'en tremblant en croire mon oreille.
Xipharés vit encor?	Xipharés vit encor?
Xipharés, que mes pleurs.	XXpharez, que mes pleurs.
ARBATE.	ARBATE.
Il vit chargé de gloire, accablé de douleurs.	Il vit chargé de gloire, accablé de douleurs.
De ſa mort en ces lieux la nouuelle ſemée Ne vous a pas vous ſeule, & ſans cauſe allarmée.	De sa mort en ces lieux la nouvelle semée Ne vous a pas vous seule, et sans cause alarmée.
Les Romains, qui par tout l’appuyoient par des cris, Ont par ce bruit fatal glacé tous les eſprits.	Les Romains, qui par tout l'appuyaient par des cris, Ont par ce bruit fatal glacé tous les esprits.
Le Roy trompé luy-meſme en a verſé des larmes, Et deſormais certain du malheur de ſes armes, Par vn rebelle Fils de toutes parts preſſé, Sans eſpoir de ſecours tout preſt d’eſtre forcé, Et voyant pour ſurcroiſt de douleur & de haine Parmy ſes Eſtendars porter l’Aigle Romaine;	Le Roi trompé avoir-même en a versé des larmes, Et désormais certain du malheur de ses armes, Par un rebelle Fils de toutes parts pressé, Sans espoir de secours tout prêt d'être forcé, Et voyant pour surcroît de douleur et de haine Parmi ses Estendars der l'Aigle Romaine;
Il n’a plus aſpiré qu’à s’ouurir des chemins, Pour éuiter l’affront de tomber dans leurs mains.	Il n'a plus aspiré qu'à s'ouvrir des chemins, Pour éviter l'affront de tomber dans leurs mains.
D’abord il atenté les atteintes mortelles Des Poiſons que luy-meſme a crus les plus fidelles.	D'abord il atenté les atteintes mortelles Des Poisons que deux-même a crus les plus fidèles.
Il les a trouuez tous ſans force & ſans vertu.	Il les a trouvés tous sans force et sans vertu.
Vain ſecours, a-t’il dit, que j’ay trop combattu!	Vain secours, a-t-il dit, que j'ai trop combattu!
Contre tous les poiſons ſoigneux de me défendre, I’ay perdu tout le fruit que j’en pouuois attendre.	Contre tous les poisons soigneux de me défendre, J'ai perdu tout le fruit que j'en pouvais attendre.
Eſſayons maintenant des ſecours plus certains, Et cherchons vn trépas plus funeſte aux Romains.	Essayons maintenant des secours plus certains, Et cherchons un trépas plus funeste aux Romains.
Il parle, & défiant leurs nombreuſes Cohortes Du Palais, à ces mots, il leur ouure les Portes.	Il parle, et défiant leurs nombreuses Cohortes Du Palais, à ces mots, il leur ouvre les Portes.
A l’aſpect de ce front, dont la noble fureur Tant de fois dans leurs rangs répandit la terreur, Vous les euſſiez veûs tous, retournant en arriere, Laiſſer entre-eux & nous vne large carriere, Et déja quelques-vns couroient épouuantez, Iuſques dans les vaiſſeaux qui les ont apportez.	À l'aspect de ce front, dont la noble fureur Tant de fois dans leurs rangs répandit la terreur, Vous les eussiez vus tous, retournant en arrière, Laisser entre-eux et nous une large carrière, Dis déjà quelques-uns couraient épouuantez, Jusque dans les vaisseaux qui les ont apportez.
Mais le diray-je, ô Ciel?	Mais le dirai-je, ô Ciel?
raſſurez par Pharnace, Et la honte en leurs cœurs réueillant leur audace, Il reprennent courage, ils attaquent le Roy, Qu’vn reſte de ſoldats défendoit auec moy.	rassurez par Pharnace, Et la honte en leurs cœurs réveillant leur audace, Il reprennent courage, ils attaquent le Roi, Qu'un reste de soldats défendait avec moi.
Qui pourroit exprimer, par quels faits incroyables, Quels coups, accompagnez de regards effroyables, Son bras ſe ſignalant pour la derniere fois, A de ce grand Heros terminé les exploits?	Qui pourrait exprimer, par quels faits incroyables, Quels coups, accompagnés de regards effroyables, Son bras se signalant pour la dernière fois, À de ce grand Héros terminé les exploits?
Enfin las, & couuert de ſang & de pouſſiere, Il s’eſtoit fait de morts vne noble barriere.	Enfin las, et couvert de sang et de poussière, Il s'était fait de morts une noble barrière.
Vn autre Bataillon s’eſt auancé vers nous.	Un autre Bataillon s'est avancé vers nous.
Les Romains, pour le joindre, ont ſuſpendu leurs coups.	Les Romains, pour le joindre, ont suspendu leurs coups.
Ils vouloient tous enſemble accabler Mithridate.	Ils voulaient tous ensemble accabler Mithridate.
Mais luy, C’en eſt aſſez, m’a-t’il dit, cher Arbate.	Mais lui, C'en est assez, m'a-t-il dit, cher Arbate.
Le ſang, & la fureur m’emportent trop auant.	Le sang, et la fureur m'emportent trop avant.
Ne liurons pas ſur tout Mithridate viuant.	Ne livrons pas sur tout Mithridate vivant.
Auſſi-toſt dans ſon ſein il plonge ſon épée.	Aussitôt dans son sein il plonge son épée.
Mais la mort fuit encor ſa grande Ame trompée.	Mais la mort fuit encor sa grande Âme trompée,
Ce Heros dans mes bras eſt tombé tout ſanglant, Foible, & qui s’irritoit contre vn trépas ſi lent.	Ce Héros dans mes bras est tombé tout sanglant, Foible, et qui s'irritait contre un trépas si lent.
Et ſe plaignant à moy de ce reſte de vie, Il ſoûleuoit encor ſa main appeſantie, Et marquant à mon bras la place de ſon cœur, Sembloit d’vn coup plus ſeûr implorer la faueur.	Et se plaignant à moi de ce reste de vie, Il souleuait encor sa main appesantie, Et marquant à mon bras la place de son cœur, Semblait d'un coup plus sûr implorer la faveur.
Tandis que poſſedé de ma douleur extrême Ie ſonge bien plûtoſt à me percer moy-même.	Tandis que possédé de ma douleur extrême Je songe bien tôt à me percer moi-même.
De grands cris ont ſoudain atriré mes regards.	De grands cris ont soudain àtriré mes regards.
I’ay veû, qui l’auroit crû?	J'ai vu, qui l'aurait cru?
j’ay veû de toutes parts, Vaincus, & renuerſez les Romains, & Pharnace, Fuyant vers leurs vaiſſeaux abandonner la place, Et le Vainqueur vers nous s’auançant de plus prés, A mes yeux éperdus a monſtré Xipharés.	j'ai vu de toutes parts, Vaincus, et renversez les Romains, et Pharnace, Fuyant vers leurs vaisseaux abandonner la place, Et le Vainqueur vers nous s'avançant de plus près, À mes yeux éperdus a montré Xipharés.
Iuſte Ciel!	Juste Ciel!
MONIME.	MONIME.
ARBATE.	ARBATE.
Xipharés, qu’vne Troupe rebelle, Qui craignoit ſon courage, & connoiſſoit ſon zele, Malgré tous ſes efforts auoit enueloppé;	Xipharez, qu'une Troupe rebelle, Qui craignait son courage, et connaissait son zèle, Malgré tous ses efforts avait enveloppé;
Mais qui d’entre leurs bras à la fin échappé, Forçant les plus mutins, & regagnant le reſte, Heureux & plein de joye en ce moment funeſte, A trauers mille morts, ardant, victorieux, S’eſtoit fait vers ſon Pere vn chemin glorieux.	Mais qui d'entre leurs bras à la fin échappé, Forçant les plus mutins, et regagnant le reste, Heureux et plein de joie en ce moment funeste, A travers mille morts, ardant, victorieux, S'était fait vers son Père un chemin glorieux.
Iugez de quelle horreur cette joye eſt ſuiuie.	Jugez de quelle horreur cette joie est suivie.
Son bras aux piez du Roy l’alloit jetter ſans vie.	Son bras aux pieds du Roi l'allait jeter sans vie.
Mais on court, on s’oppoſe à ſon emportement.	Mais on court, on s'oppose à son emportement.
Le Roy m’a regardé dans ce triſte moment, Et m’a dit d’vne voix qu’il pouſſoit auec peine, S’il en eſt temps encor, cours, & ſauue la Reine.	Le Roi m'a regardé dans ce triste moment, Et m'a dit d'une voix qu'il poussait auec jours, S'il en est temps encor, cours, et sauve la Reine.
Cesmots m’ont fait trẽbler pourvous, pour Xipharés.	Cémots m'ont fait trienbler pourvous, pour Xipharés.
I’ay craint, j’ay ſoupçonné quelques ordres ſecrets.	J'ai craint, j'ai soupçonné quelques ordres secrets.
Tout laſſé que j’eſtois ma frayeur, & mon zele M’ont donné pour courir vne force nouuelle, Et malgré nos malheurs, je me tiens trop heureux D’auoir paré le coup, qui vous perdoit tous deux.	Tout lassé que j'étais ma frayeur, et mon zèle M'ont donné pour courir une force nouvelle, Et malgré nos malheurs, je me tiens trop heureux D'avoir paré le coup, qui vous perdait tous deux.
MONIME.	MONIME.
Ah!	Ah!
Que de tant d’horreurs juſtement eſtonnée, Ie plains de ce grand Roy la triſte deſtinée!	Que de tant d'horreurs justement étonnée, Je plains de ce grand Roi la triste destinée!
Helas!	Hélas!
Et pluſt aux Dieux, qu’a ſon ſort inhumain Moy-meſme j’euſſe pû ne point preſter la main, Et que ſimple témoin du malheur qui l’accable Ie le puſſe pleurer ſans en eſtre coupable!	Et pleur aux Dieux, qu'a son sort inhumain Moi-même j'eusse pu ne point prêter la main, Et que simple témoin du malheur qui l'accable Je le pusse pleurer sans en être coupable!
Il vient.	Il vient.
Quel nouueau trouble excite en mes eſprits Le ſang du Pere, ô Ciel!	Quel nouveau trouble excite en mes esprits Le sang du Père, ô Ciel!
& les larmes du Fils!	et les larmes du Fils!
SCENE DERNIERE.	SCÈNE DERNIÈRE.
MITRHRIDATE, MONIME.	MITRHRIDATE, MONIME.
XIPHARES, ARBATE, ARCAS, Gardes, qui ſoûtiennent Mithridate.	XIPHARES, ARBATE, ARCAS, Gardes, qui soutiennent Mithridate.
MONIME.	MONIME.
H que vois-je, Seigneur?	H que vois-je, Seigneur?
Et quel ſort eſt le AY voſtre!	Et quel sort est le AY votre!
MITHRIDATE.	MITHRIDATE.
Ceſſez, & retenez vos larmes l’vn & l’autre.	Cessez, et retenez vos larmes l'un et l'autre.
Mon ſort, de ſa tendreſſe, & de voſtre amitié Veut d’autres ſentimens que ceux de la pitié;	Mon sort, de sa tendresse, et de votre amitié Veut d'autres sentiments que ceux de la pitié;
Et ma gloire plûtoſt digne d’eſtre admirée Ne doit point par des pleurs eſtre deshonnorée.	Et ma gloire plutôt digne d'être admirée Ne doit point par des pleurs était déshonorée.
I’ay vangé l’Vniuers autant que je l’ay pu.	J'ai vengé l'Univers autant que je l'ai pu.
La Mort dans ce projet m’a ſeule interrompu.	La Mort dans ce projet m'a seule interrompu.
Ennemy des Romains, & de la Tyrannie, Ie n’ay point de leur joug ſuby l’ignominie.	Ennemi des Romains, et de la Tyrannie, Je n'ai point de leur joug sujet l'ignominie.
Et j’oſe me flatter, qu’entre les Noms fameux, Qu’vne pareille haine a ſignalez contre eux, Nul ne leur a plus fait acheter la victoire, Et de jours malheureux plus remply leur Hiſtoire.	Et j'ose me flatter, qu'entre les Noms fameux, Qu'une pareille haine a signalés contre eux, Nul ne leur a plus fait acheter la victoire, Et de jours malheureux plus rempli leur Histoire.
Le Ciel n’a pas voulu, qu’acheuant mon deſſein Rome en cendre me viſt expirer dans ſon ſein.	Le Ciel n'a pas voulu, qu'achevant mon dessein Rome en cendre me vît expirer dans son sein.
Mais au moins quelque joye en mourant me conſole.	Mais au moins quelque joie en mourant me console.
I'expire enuironné d’Ennemis, que j’immole.	J'expire environné d'Ennemis, que j'immole.
Dans leur ſang odieux j’ay pu tremper mes mains.	Dans leur sang odieux j'ai pu tremper mes mains.
Et mes derniers regards ont veû fuir les Romains.	Et mes derniers regards ont vu fuir les Romains.
A mon Fils Xipharés je doy cette fortune.	À mon Fils Xipharés je dois cette fortune.
Il eſpargne à ma mort leur préſence importune:	Il épargne à ma mort leur présence importune:
Que ne puis-je payer ce ſeruice important De tout ce que mon trône eût de plus éclattant!	Que ne puis-je payer ce service important De tout ce que mon trône eût de plus éclatant!
Mais vous me tenez lieu d’Empire, de Couronne.	Mais vous me tenez lieu d'Empire, de Couronne.
Vous ſeule me reſtez.	Vous seule me restez.
Souffrez que je vous donne;	Souffrez que je vous donne;
Madame, & tous ces vœux que j’exigeois de vous, Mon cœur pour Xipharés vous les demande tous.	Madame, et tous ces vœux que j'exigeais de vous, Mon cœur pour Xipharez vous les demande tous.
MONIME.	MONIME.
Viuez, Seigneur, viuez, pour nous voir l’vn & l’autre Sacrifier toûjours noſtre bonheur au voſtre.	Vivez, Seigneur, vivez, pour nous voir l'un et l'autre Sacrifier toujours notre bonheur au vôtre.
Viuez, pour triompher d’vn Ennemy vaincu, Pour vanger.	Vivez, pour triompher d'un Ennemi vaincu, Pour venger.
MITHRIDATE.	MITHRIDATE.
C’en eſt fait, Madame, & j’ay veſcu.	C'en est fait, Madame, et j'ai vécu.
Mon Fils, ſongez à vous.	Mon Fils, songez à vous.
Gardez-vous de prétendre Que de tant d’Ennemis vous puiſſiez vous défendre, Bien-toſt tous les Romains de leur honte irritez Viendront icy ſur vous fondre de tous coſtez.	Gardez-vous de prétendre Que de tant d'Ennemis vous puissiez -vous défendre, Bientôt tous les Romains de leur honte irritez Viendront ici sur vous fondre de tous côtés.
Ne perdez point le temps, que vous laiſſe leur fuite, A rẽdre à mon Tombeau des ſoins, dõt je vous quitte.	Ne perdez point le temps, que vous laisse leur fuite, A rendre à mon Tombeau des soins, donne je vous quitte.
Tant de Romains ſans vie, en cent lieux diſperſez Suffiſent à ma Cendre, & l’honnorent aſſez.	Tant de Romains sans vie, en cent lieux dispersés Suffisent à ma Cendre, et l'honorent assez.
Cachez-leur pour vn temps vos noms, & voſtre vie.	Cachez-leur pour un temps vos noms, et votre vie.
Allez, reſeruez-vous.	Allez, réservez-vous.
XIPHARES.	XIPHARES.
Moy, Seigneur, que je fuye?	Moi, Seigneur, que je fuie?
Que Pharnace impuny, les Romains triomphans N’éprouuent pas bien-toſt.	Que Pharnace impuni, les Romains triomphants N'éprennent pas bientôt.
MITHRIDATE.	MITHRIDATE.
Non, je vous le défens.	Non, je vous le défends.
Toſt ou tard il faudra que Pharnace periſſe.	Tôt ou tard il faudra que Pharnace périsse.
Fiez-vous aux Romains du ſoin de ſon ſupplice.	Fiez-vous aux Romains du soin de son supplice.
Le Parthe, qu’ils gardoient pour triomphe dernier, Seul encor ſous le joug refuſe de plier;	Le Parthe, qu'ils gardaient pour triomphe dernier, Seul encor sous le joug refuse de plier;
Allez le joindre.	Allez le joindre.
Allez chez ce Peuple indomptable Porter de mon debris le reſte redoutable.	Allez chez ce Peuple indomptable Porter de mon débris le reste redoutable.
I’eſpere, & je m’en forme vn préſage certain, Que leurs Champs bien-heureux boiront le ſang Romain;	J'espère, et je m'en forme un présage certain, Que leurs Champs bienheureux boiront le sang Romain;
Et ſi quelque vangeance à ma mort eſt promiſe, Que c’eſt à leur valeur que le Ciel l’a remiſe.	Et si quelque vengeance à ma mort est promise, Que c'est à leur valeur que le Ciel l'a remise.
Mais je ſens affoiblir ma force, & mes eſprits.	Mais je sens affaiblir ma force, et mes esprits.
Ie ſens que le me ieurs.	Je sens que le me jeurs.
Approchez-vous, mon Fils.	Approchez-vous, mon Fils.
Dans cet embraſſement, dont la douceur me flate, venon;	Dans cet embrassement, dont la douceur me flatte, venon;
voreceuonrumhe de Mithridate.	voreceuonrumhe de Mithridate.
