M IIATERE 196S	M MIATERE 196S
Ne verſer que des pleurs, c’eſt vn deüil trop leEt toy pour Dieu Daphné, reſſuye auſſi ces larmes Si ie ſuis le ſubject de tes tristes alarmes:	Ne verser que des pleurs, c'est un deuil trop leEt toi pour Dieu Daphné, ressuie aussi ces larmes Si ici suis le sujet de tes tristes alarmes:
Bien te veux-je prier, non point par la pitié Que demande de toy noſtre longue amitié, Mais par cette pitié qu’auoit tant meritée ette amour que touſiours i’ay ſi mal rejettée, De m’ayder à chercher les membres de ce corps, Pour leur rendre l’honneur que nous deuons aux morts:	Bien te veux-je prier, non point par la pitié Que demande de toi notre longue amitié, Mais par cette pitié qu'avait tant méritée ette amour que toujours j'ai si mal rejettée, De m'aider à chercher les membres de ce corps, Pour leur rendre l'honneur que nous devons aux morts:
Cela ſeul fait qu’encore au monde ie demeure, Et que ie ne me tuë icy dés à cette heure:	Cela seul fait qu'encore au monde ie demeure, Et que ie ne me tue ici dès à cette heure:
Puis que ie ne luy peux d’auantage octroyer En cecy pour le moins ie me veux employer, Si ce funeste office à payer ſeul me reſte, Ie doibs payer au moins cét office funeſte:	Puis que ici ne force peux d'avantage octroyer En ceci pour le moins belle me veux employer, Si ce funeste office à payer seul me reste, Je doibs payer au moins cet office funeste:
Et combien que ie pûſſe auecques cette main Soüiller la pieté d’vn acte tant humain, Combien, dis-je, qu’on creut que cette main impure Ne luy ſçauroit toucher ſans luy faire vne iniure, L’œuure de cette main, ny ſon attouchement Ne te déplairont pas toutesfois, cher amant, Ie m'enujjemtoun, car ie ſçay qu’encor meſmes Comme tu le monſtras dedans ta mort, tu m’aymes.	Et combien que Dieu pusse auecques cette main Soutiller la piété d'Un acte tant humain, Combien, dis-je, qu'on crut que cette main impure Ne force saurait toucher sans quelques faire une injure, L'œuvre de cette main, ni son attouchement Ne te déplairont pas toutefois, cher amant, Je m'envjemtoun, car votre sais qu'encor mêmes Comme tu le montras dedans ta mort, tu m'aimes.
Dapline.	Dappline.
Ie te veux bien, Syluie, en cela ſecourir, Mais ne croy pas qu’apres ie te laiſſe mourir.	Je te veux bien, Syluie, en cela secourir, Mais ne crois pas qu'après après te laisse mourir.
Iuſqu’icy i’ay veſcu ſeulement pour Syluie, Et pour voir de tout point ma rigueur aſſouuie, Mais maintenant, Aminte, vne plus douce loy Veut que ce qui me reſte à viure, ſoit pour toy, Et ſi ie ne ſçaurois viure pour toy ce reſte, Au moins ie le viuray pour ton ombre funeſte, Qui n’attend pour paſſer auec les autres morts, Que le ſoin d’vne main pitoyable à ſon corps:	Jusqu'ici j'ai vécu seulement pour Syluie, Et pour voir de tout point ma rigueur assurie, Mais maintenant, Aminte, une plus douce loi Veut que ce qui me reste à vivre, soit pour toi, Et si on ne saurais vivre pour toi ce reste, Au moins tu le vivrai pour ton ombre funeste, Qui n'attend pour passer avec les autres morts, Que le soin d'une main pitoyable à son corps:
Ce ſeul temps, & rien plus, m’eſt il permis de prendre Deuant que de venir aupres de toy me rendre, Et ce deuoir finy, ie ſçauray bien treuuer Comment au meſme inſtant cette vie acheuer.	Ce seul temps, et rien plus, m'est il permis de prendre Devant que de venir auprès de toi me rendre, Et ce devoir fini, ie ncaurai bien trouver Comment au même instant cette vie achever.
Paſteur, mais quel chemin conduit à la vallée Qui fait ce precipice?	Pasteur, mais quel chemin conduit à la vallée Qui fait ce précipice?
Ergaſte.	Ergaste.
En ſuiuant cette allée Vous ne ſçauriez manquer de prendre le plus droit:	En suivant cette allée Vous ne sauriez manquer de prendre le plus droit:
Daphné.	Daphné.
Allons, ie me ſouuiens à peu prés de l’endroit.	Allons, Seigneur me souviens à peu près de l'endroit.
Syluie.	Syluie.
Adieu doncques Paſteurs, adieu bois, & montagnes, Adieu donc à ce coup fontaines, & campagnes.	Adieu donc Pasteurs, adieu bois, et montagnes, Adieu donc à ce coup fontaines, et campagnes.
Ergaſte.	Ergaste.
Elle nous monſtre aſſez par ces triſtes adieux, u'elle n’entend rien moins que de reuoir ces lieux	Elle nous montre assez par ces tristes adieux, u'elle n'entend rien moins que de revoir ces lieux
SIOSVN	SIOSVN
Eque le treſpas des-aſſemble, Amour, tu le rejoints enſemble, Il n’ayme que la guerre, & les ds jhehrtres epais, Et toy tu n'aymes que la paix.	Eque le trépas des-assemble, Amour, tu le rejoints ensemble, Il n'aime que la guerre, et les ds jhéhrîtres épais, Et toi tu n'aimes que la paix.
Ainſi luy rauiſſant ſa gloire, Et triomphant de ſa victoire, Tu rends par ce moyen plus ferme chaque jour L’éternel Empire d’Amour.	Ainsi autre ravissant sa gloire, Et triomphant de sa victoire, Tu rends par ce moyen plus ferme chaque jour L'éternel Empire d'Amour.
Et cependant que dores fiumes Sont eſpriſes deux belles ames, Tu ne dédaignes point d’habiter ces bas lieux Tant tu les fais pareils aux Cieux.	Et cependant que dores fivmes Sont éprises deux belles âmes, Tu ne dédaignes point d'habiter ces bas lieux Tant tu les fais pareils aux Cieux.
On n’y trouue point de colere, Point de ſoin que de s’entre-plaire, Car te rendant ſeigneur abſolu de nos cœurs, Cubunnh dena lonles rancahrs.	On n'y trouve point de colère, Point de soin que de s'entre-plaire, Car te rendant seigneur absolu de nos cœurs, Cubunh dena lonles rancahrs.
Ainſi ta ſuprễme puiſſance Fait que ce qui dés ſa naiſſance Eſt ſubject à la mort, par tes bien-faits, Amour, Subſiste d’vn éternel tour.	Ainsi ta suprême puissance Fait que ce qui dès sa naissance Est sujet à la mort, par tes bienfaits, Amour, Subsiste d'un éternel tour.
ACTECINQVIEME.	ACTECINQUIEME.
CENE PREMIERE.	CÈNE PREMIÈRE.
ELPIN.	ÉLPIN.
CHOEVR.	CHOEUR.
ELPIN.	ÉLPIN.
Rayment douce eſt la loy ſous qui l'amant ſouſpire, Et dont l’Amour regit ſon éternel Empire:	Raiment douce est la loi sous qui l'amant soupire, Et dont l'Amour régit son éternel Empire:
Tous ſes faits ſont conduits par vn ſecret reſſort, Et perſonne ne peut les condamner qu’à tort;	Tous ses faits sont conduits par un secret ressort, Et personne ne peut les condamner qu'à tort;
Par quels destours cachez, & par quels artifices Mene-t’il ſes ſubjets jouïr de ſes delices?	Par quels détours cachez, et par quels artifices Méné-t-il ses sujets jouir de ses délices?
Et lors qu’ils penſent estre en l’abyſme des maux, Dedans ſon paradis les rend-il ſes égaux?	Et lors qu'ils pensent être en l'abîme des maux, Dedans son paradis les rend-il ses égaux?
Aminte en eſt témoin, luy qui ſous ſes auſpices Ayant esté chercher l’horreur des precipices, Monte au feste à preſent de la felicité:	Aminte en est témoin, lui qui sous ses auspices Ayant été chercher l'horreur des précipices, Monte au fête à présent de la félicité:
Aminte bien-heureux plus que l'aduerſité N’auoit deuant rendu ton estat déplorable, Et d’autant plus heureux que tu fus miſerable:	Aminte bienheureux plus que l'aduersité N'avait devant rendu ton état déplorable, Et d'autant plus heureux que tu fus misérable:
Tu me fais eſperer que la fiere beauté Qui d'vn ſi doux ſemblant couure ſa cruauté, Quoy qu’il tarde beaucoup, par vne pitié vraye Guerira quelque iour cette mortelle playe eu mnepuieſemnte, & pierne denigmeur, Les traits de ſes beaux yeux ontfaite dans moncœur:	Tu me fais espérer que la fière beauté Qui d'un si doux semblant couvre sa cruauté, Quoi qu'il tarde beaucoup, par une pitié vraie Guérira quelque jour cette mortelle plaie eu mnepuiesemnte, et pierne denigmeur, Les traits de ses beaux yeux ontfaite dans moncœur:
Chœur.	Chœur.
Voicy venir Elpin le long de ce bocage, Qui d’Aminte à part ſoy tiẽt le meſme langage, Que s’il viuoit encor, l’appellant bien-heureux, Dure condition vrayment des amoureux!	Voici venir Élpin le long de ce bocage, Qui d'Aminte à part soi tient le même langage, Que s'il vivait encor, l'appelant bienheureux, Dure condition vraiment des amoureux!
Peut-eſtre qu’il estime vn bon-heur incroyable De rendre par ſa mort ſa dame pitoyable, Et qu’il nomme cela le paradis d'Amour, Et s’attend à la fin d’y paruenir vn jour:	Peut-être qu'il estime un bonheur incroyable De rendre par sa mort sa dame pitoyable, Et qu'il nomme cela le paradis d'Amour, Et s'attend à la fin d'y parvenir un jour:
Las!	Las!
que ce petit Dieu d’vne petite attente Au milieu de leurs maux, ſes ſeruiteurs contenEt toy doncques Elpin, es-tu ſi mal traité Qu'vn ſemblable trépas ſoit de toy ſouhaité?	que ce petit Dieu d'une petite attente Au milieu de leurs maux, ses serviteurs contène toi donc Élpin, es-tu si mal traité Qu'un semblable trépas soit de toi souhaité?
Que in juges la mort d'Aminte jorunee?	Que in juges la mort d'Aminte jornée?
Et vueilles voir ainſi ton amour terminée?	Et veuilles voir ainsi ton amour terminée?
Elpin.	Élpin.
Amis ſoyez joyeux, C’estoit vn faux rapport Tout ce que vous aueZ entendu de ſa mort.	Amis soyez joyeux, C'était un faux rapport Tout ce que vous avez entendu de sa mort.
Chœur.	Chœur.
Seroit-il bien poſſible!	Serait-il bien possible!
ô que tu nous conſoles, Hé que tu nous dis là d’agreables paroles.	ô que tu nous consoles, Hé que tu nous dis là d'agréables paroles.
Donques il n'eſt pas vray ce qu’on nous a conté, Quut pôure Bergers estoit precipité?	Donc il n'est pas vrai ce qu'on nous a compté, Quut posture Bergers était précipité?
Elpin.	Élpin.
Il s’eſt de vray jetté dedans vn precipice, Mais il en a treuué la cheute ſi propiceQue ſous la triste horreur d'vne image de mort Sa vie & ſon amour ſont venus à bon port:	Il s'est de vrai jeté dedans un précipice, Mais il en a trouvé la chute si propiceQue sous la triste horreur d'une image de mort Sa vie et son amour sont venus à bon port:
Jl repoſe à preſent au giron de ſa dame, Auſſi douce qu'elle eut de rigueur pour ſa flame, Et ſeche auec l'ardeur d'vn baiſer gracieux Les pleurs dont la pitié fait fondre ſes beaux yeux.	Il repose à présent au giron de sa dame, Aussi douce qu'elle eut de rigueur pour sa flamme, Et seche avec l'ardeur d'un baiser gracieux Les pleurs dont la pitié fait fondre ses beaux yeux.
Ie m'en allois chercher le pere de la belle Pour le faire venir ou ce couple l’appelle, Afin d’authoriſer par ſon conſentement Et ueſfein uc famit teut umtonteure tourment:	Je m'en allais chercher le père de la belle Pour le faire venir ou ce couple l'appelle, Afin d'autoriser par son consentement Et uesfein samit teut umtonteure tourment:
ar rien que cela ſeul ne manque à cet affaire, Et l’accompliſſement de l’hymen ne differe.	ar rien que cela seul ne manque à cet affaire, Et l'accomplissement de l'hymen ne diffère.
Chœur.	Chœur.
Semblables ſont leur âge, & leur affection, Et puis Montan deſire auecques paſſion, D’auoir de petits fils dont la meure jeuneſſe Puiſſe estre quelque iour l'appuy de ſa vieilleſ	Semblables sont leur âge, et leur affection, Et puis Montan désire avec passion, D'avoir de petits fils dont la meure jeunesse Puisse être quelque jour l'appui de sa vieilles
Bien qu’il en demeuraſt plus d’vne heure paſmé, Et ſi mal qu’on l’eut creu du tout des-animé.	Bien qu'il en demeurât plus d'une heure pâmé, Et si mal qu'on l'eut crut du tout des-animé.
Recognoiſſant Aminte, à cette triſte veuë, D’horreur & de pitié nostre ame fut émeuë:	Reconnaissant Aminte, à cette triste vue, D'horreur et de pitié notre âme fut émue:
Mais cognoiſſant auſſi qu’encore il reſpiroit, 44 Et que pour cette fois peut-eſtre il n’en mourroit, Alors re peu qu'en luy nous remarquons d’haleine, Nous fait & reſpirer, & tire vn peu de peine.	Mais connaissant aussi qu'encore il respirait, 44 Et que pour cette fois peut-être il n'en mourrait, Alors re peu qu'en cy nous remarquons d'haleine, Nous fait et respirer, et tire un peu de peine.
Ce futlors que Tirſis me fit l’entier diſcours Q Du ſecret inconnu de ſes longues amours:	Ce futlors que Tirsis me fit l'entier discours Q Du secret inconnu de ses longues amours:
ſibles Mais comme nous tentons tous les moyens poſPour faire reuenir ſes membres inſenſibles, Enuoyant cependant Aſfeſibe querir  212 Auquel Apollon meſme apprit l’art de guerir, Lors qu’en mes jeunes ans il me permit d’élire Parmy ſes plus beaux dons, & l'archet, & laMive Uoicy Daphné, voicy ſa Syluie arriuer Qui (comme apres je ſceu) ce corps venoient.	sibles Mais comme nous tentons tous les moyens posPour faire revenir ses membres insensibles, Envoyant cependant Asfesibe quérir 212 Auquel Apollon même apprit l'art de guérir, Lors qu'en mes jeunes ans il me permit d'élire Parmi ses plus beaux dons, et l'archet, et laMive Uoici Daphné, voici sa Syluie arriver Qui 1comme après je sceu après ce corps venaient.
treuuer M Qu'elles fe figuroient deſia priue de vie?	trouver M Qu'elles se figuraient déjà prive de vie?
Mais auſſi toſt qu’il fut reconnu de Syluie, Dés qu’elle vid le teint d’Aminte ſans couleur, Son teint qui meſme encor parloit de ſa douleur, Paſlir plus doucement qu’aucune violette Que le ſoc a touchée, ou la pluye a défaite, Et luy ſi languiſſant, qu’à le conſiderer On eut creu chaque fois qu’il alloit expirer:	Mais aussi tôt qu'il fut reconnu de Syluie, Dès qu'elle vit le teint d'Aminte sans couleur, Son teint qui même encor parlait de sa douleur, Pâlir plus doucement qu'aucune violette Que le soc a touchée, ou la pluie a défaite, Et mi si languissant, qu'à le considérer On eut crérer eut fois qu'il allait expirer:
Ainſi qu'vne Bacchante en ces monts ſolitaires, Ou ſon Dieu forcené l’appelle à ces mysteres, S’écriant hautement, & ſes eſprits troublez La forçant de ſe battre à grands coups redoubleZ, Elle ſe laiſſe choir ſur ce corps, & s’y couche Viſage ſur viſage, & bouche deſſus bouche.	Ainsi qu'une Bacchante en ces monts solitaires, Ou son Dieu forcené l'appelle à ces mystères, S'écriant hautement, et ses esprits troublés La forçant de se battre à grands coups redoublés, Elle se laisse choir sur ce corps, et s'y couche Visage sur visage, et bouche dessus bouche.
Chœur.	Chœur.
Comment la honte donc ne l'en empeſcha point, Elle qui ſçait ſi bien ce que l’honneur enjoint?	Comment la honte donc ne l'en empêcha point, Elle qui sait si bien ce que l'honneur enjoint?
Elpin.	Élpin.
La honte retient bien quelque amour languiſſante, Mais c’eſt vn foible frein pour vne amour puiſſante:	La honte retient bien quelque amour languissante, Mais c'est un faible frein pour une amour puissante:
Et puis ſes yeux coulans comme quelque ruiſſeau, Commencent à verſer ſur ſa face tant d'eau Qu’à la fin il reuient.	Et puis ses yeux coulants comme quelque ruisseau, Commencent à verser sur sa face tant d'eau Qu'à la fin il revient.
Lors ouurant la paupiere, Et d'vn œil égaré contemplant la lumiere, Du fonds de l’estomac, tout pantois, & tout las, Il pouſſe auecques peine vn douloureux helas;	Lors ouvrant la paupière, Et d'un œil égaré contemplant la lumière, Du fonds de l'estomac, tout pantois, et tout las, Il pousse avec peine un douloureux hélas;
