MADAME,	MADAME,
Quand à ce dernier point, aymable Polixene, Il nous eſt bien aiſé, n'en ſoyeZ pas en peine;	Quand à ce dernier point, aimable Polixène, Il nous est bien aisé, n'en soyeZ pas en peine;
Les Roys de Capadoce, ainſi que ceux de Pont, Des l'inſtant qu'on leur met le Diadeſme au front, En En ont touſiours ſur eux, pour abreger leur vie, S’il arriue iamais quil leur en prenne enuie:	Les Rois de Capadoce, ainsi que ceux de Pont, Des l'instant qu'on leur met le Diadême au front, En En ont toujours sur eux, pour abréger leur vie, S'il arrive jamais quil leur en prenne envie:
Et dix ſiecles entiers, ont leur cours acheué, Depuis que parmy nous, cet ordre eſt obſerué.	Et dix siècles entiers, ont leur cours achevé, Depuis que parmi nous, cet ordre est observé.
Deſſous ces Diamants, voicy noſtre remede;	Dessous ces Diamants, voici notre remède;
1 Voicy dans nos malheurs, ce qui s’offre a noſtre aide;	1 Voici dans nos malheurs, ce qui s'offre à notre aide;
fre des baVoicy ce que mon fils vous demande auiourd’huy;	frère des baUoici ce que mon fils vous demande aujourd'hui;
Nous en auons aſſeZ, & pour nous & pour luy:	Nous en avons assez, et pour nous et pour lui:
Donnez luy cette bague, & ie garderay l’autre;	Donnez -la cette bague, et ainsi garderai l'autre;
Ma main vous fait ce don, il le veut de la voſtre;	Ma main vous fait ce don, il le veut de la vôtre;
Ne luy refuſez point ce preſent amoureux;	Ne notre refusez point ce présent amoureux;
Pour ne l’eſtimer pas il eſt trop genereux.	Pour ne l'estimer pas il est trop généreux.
POLIXENE.	POLIXENE.
Tu vois Caſſandre enfin, ce que le Roy commande;	Tu vois Cassandre enfin, ce que le Roi commande;
ene loy Prends ce funeſte don, que Tigrane demande;	ene loi Prends ce funeste don, que Tigrane demande;
Et comme mon deſtin deſpend touſiours du ſien, Porte dans cet anneau, ſon treſpas, & le mien.	Et comme mon destin dépend toujours du sien, Porte dans cet anneau, son trépas, et le mien.
Dis luy que ma douleur, n'eut iamais de ſemblable;	Disblé que ma douleur, n'eût jamais de semblable;
Et qu'eſtant infinie, elle eſt inconſolable;	Et qu'étant infinie, elle est inconsolable;
Que i'ay des ſentimens qu'on ne peut exprimer;	Que j'ai des sentiments qu'on ne peut exprimer;
Que pour viure apres luy, ie ſçay trop bien aimer;	Que pour vivre après avoir, ie sais trop bien aimer;
Que iamais nulle ardeur n’aprocha de ma flame;	Que jamais nulle ardeur n'approcha de ma flamme;
Qu'il emporte mon cœur, qu’il emporte mon ame;	Qu'il emporte mon cœur, qu'il emporte mon âme;
Et que ſi ie reſpire encor quelque moment, C’eſt pour aller mourir pres de luy ſeulement.	Et que si ici respire encor quelque moment, C'est pour aller mourir pres de Seigneur seulement.
Dis luy que mon amour, eſt d’immortelle eſſence;	Disblé que mon amour, est d'immortelle essence;
Dis luy que les Tirans, manqueront de puiſſance, Qu'on verra Polixene en ce mal-heureux iour, Meſpriſer leur colere, ainſi que leur amour.	Disblé que les Tyrans, manqueront de puissance, Qu'on verra Polixène en ce malheureux jour, Mespriser leur colère, ainsi que leur amour.
Dis luy Caſſandre enfin, que mon cœur le coniure, Par ſes feux innocens, par ma flame ſi pure;	Dis grands Cassandre enfin, que mon cœur le conjure, Par ses feux innocents, par ma flamme si pure;
de monferer fu cenu, ue ſignaller ſa foy;	de monférer fu cenu, ue signaller sa foi;
De mourir noblement, & de penſer à moy.	De mourir noblement, et de penser à moi.
OROOMANE.	OROMANE.
Porte luy cet eſcrit.	Porte notre cet écrit.
POLIXENE.	POLIXENE.
Si la pitié te touche, Dis luy que la douleur, m’ouure, & ferme la bouche;	Si la pitié te touche, Dis Seigneur que la douleur, m'ouvre, et ferme la bouche;
Qu'elle me fait parler, & me fait taire außi, Ie n'en puis plus:	Qu'elle me fait parler, et me fait taire aussi, Je n'en puis plus:
OROSMANE.	OROSMANE.
Caſſandre, eſloigne toy d’icy.	Cassandre, éloigne toi d'ici.
CASSANDRE.	CASSANDRE.
O Dieux, tout eſt perdu, le Roy nous vient ſurprendre:	Ô Dieux, tout est perdu, le Roi nous vient surprendre:
CINQVIESME.	CINQUIÈME.
TIRIDATE, CASSANDRE, TROVPE, DE GARDES.	TIRIDATE, CASANDRE, TROUPE, DE GARDES.
TIRIDATE.	TIRIDATE.
Ve voulez vous cacher?	Ve voulez -vous cacher?
monſtrez le moy Caſſandre,	montrez le moi Cassandre,
dcigneur,	dcigneur,
CASSANDRE.	CASSANDRE.
TIRIDATE.	TIRIDATE.
Ie veux le voir, vous reſiſteZ en vain:	Je veux le voir, vous résistez en vain:
CASSANDRE Ie demande pardon;	CASSANDRE Je demande pardon;
TIRIDATE.	TIRIDATE.
Ouuttɇ, ouurez, la main.	Ouut, ouurez, la main.
LETTRE D'OROSMANE ATIGRANE.	LETTRE D'OROSMANE ATIGRANE.
Eſperer qu'vn Tiran puiſſe adoucir ſa haine, Ce jeion manquer de laijon, Mais pour nous tirer tous de peine, Nous ne manquons pas de poiſon.	Espérer qu' Hiran puisse adoucir sa haine, Ce jeion manquer de laijon, Mais pour nous tirer tous de peine, Nous ne manquons pas de poison.
OROSMANE.	OROSMANE.
Traiſtres, que i’ay vaincus au milieu des alarmes, Voſtre fraude pretend, ce que n'ont pu vos armes;	Traîtres, que j'ai vaincus au milieu des alarmes, Votre fraude prétend, ce que n'ont pu vos armes;
Le demon qui vous guide a conſpiré ma mort, Mais celuy qui me garde, eſt plus grand, & plus fort.	Le démon qui vous guide a conspiré ma mort, Mais celui qui me garde, est plus grand, et plus fort.
En vain par le poiſon, vous attaquez ma vie;	En vain par le poison, vous attaquez ma vie;
La fortune s’oppoſe, à cette iniuſte enuie;	La fortune s'oppose, à cette injuste envie;
Elle vous a trahis, afin de me ſauuer;	Elle vous a trahis, afin de me sauver;
Elle a bien commencé, c’eſt à moy d’acheuer;	Elle a bien commencé, c'est à moi d'achever;
Ouy, ie me vangeray, de vos proiets infames:	Oui, Seigneur me vengerai, de vos proisets infâmes:
Et toy cœur ſans pitié, qui meſpriſes mes flames;	Et toi cœur sans pitié, qui méprises mes flammes;
Laſche Monſtre d’orgueil, & de deſloyauté;	Lasche Montre d'orgueil, et de déloyauté;
Ne penſe plus me vumore, unceque iu belluté;	Ne pense plus me vumore, unceque ju belluté;
Non, non, ie n'ay plus d’yeux, ie ne voy plus tes charmes;	Non, non, Madame n'ai plus d'yeux, je ne vois plus tes charmes;
Ie ſuis ſourd pour tes cris;	Je suis sourd pour tes cris;
aueugle pour tes larmes;	aveugle pour tes larmes;
I'auois pris ton venin, mais dans ta trahiſon, Tu viens de me guarir, par vn autre poiſon:	J'avais pris ton venin, mais dans ta trahison, Tu viens de me garir, par un autre poison:
Mon cœur enfin vomit ce qui cauſoit ſa peine, L’extreme amour ſe change en vne extreme haine;	Mon cœur enfin vomit ce qui causait sa peine, L'extrême amour se change en une extrême haine;
D'vn œil imperieux, le regne va finir;	D'un œil impérieux, le règne va finir;
Ie ſçauois l’adorer;	Je savais l'adorer;
ie ſçauray le punir;	Ne sçauray le punir;
Mon cœur qui le connoiſt, ſe va faire connoiſtre;	Mon cœur qui le connaît, se va faire connaître;
Il a trop fait l’eſclaue, il doit faire le Maiſtre, Monſtre moy tes appas, fais ton dernier effort.	Il a trop fait l'esclave, il doit faire le Maître, Montre moi tes appas, fais ton dernier effort.
C’eſt en vain, ma colere à reſolu ta mort:	C'est en vain, ma colère à résolu ta mort:
Qu'on les face venir, la vangeance eſt aiſée.	Qu'on les face venir, la vengeance est aisée.
Sentimens genereux, d'vne ame meſpriſée, VeneZ vous oppoſer à l’aſpect dangereux, Du paricide obiet, qui me fit amoureux:	Sentiments généreux, d'une âme méprisée, VeneZ -vous opposer à l'aspect dangereux, Du paride objet, qui me fit amoureux:
Les voicy, ma fureur, monſtre toy toute entiere, Tu n'en auras iamais de ſi belle matiere.	Les voici, ma fureur, montre toi toute entière, Tu n'en auras jamais de si belle matière.
E SIXIESME.	 SIXIÈME.
T l'IRIDATE, TIGRANE, OROSMANE, POLIXENE, ORMENE, CASSANDRE, HECVBE, Troupe de GARDES.	T l'IRIDATE, TIGRANE, OROSMANE, POLIXENE, ORMENE, CASSANDRE, HÉCUBE, Troupe de GARDES.
TIRIDATE.	TIRIDATE.
Eſt ce pas toy meſchant, laſche, autant que ruſe, Qui iuſques dans mon camp, en habit deguiſé, Perfide empoiſonneur, par tes ſourdes pratiques, Viens fomenter encor nos troubles domeſtiques?	Est -ce pas toi méchant, lâche, autant que ruse, Qui jusque dans mon camp, en habit déguisé, Perfide empoisonneur, par tes sourdes pratiques, Viens fomenter encor nos troubles domestiques?
Peux tu me regarder?	Peux tu me regarder?
peux tu leuer les yeux?	peux tu lever les yeux?
Et ne rougis tu point de ton crime odieux?	Et ne rougis -tu point de ton crime odieux?
Iuge par ce poiſon quel ſera ton ſuplice:	Juge par ce poison quel sera ton supplice:
Tu connois ma valeur, tu verras ma iuſtice;	Tu connais ma valeur, tu verras ma justice;
Et formant vn deſſein, que rien ne peut changer, Tout l'Vniuers ſçaura, que ie me ſçay vanger.	Et formant un dessein, que rien ne peut changer, Tout l'Univers saura, que ie me sçay vanger.
Et toy fiere beauté, Tigreſſe impitoyable, Ton crime bien que vray me paroiſt incroyable;	Et toi fière beauté, Tigresse impitoyable, Ton crime bien que vrai me paraît incroyable;
Tu veux faire mourir vn cœur qui t'adoroit, Et qui bruſloit d’amour, quand le tien conſpiroit, Le funeſte deſſein d’attenter à ma vie:	Tu veux faire mourir un cœur qui t'adorait, Et qui brûlait d'amour, quand le tien conspirait, Le funeste dessein d'attenter à ma vie:
Dieux!	Dieux!
qui peut te porter à cette iniuſte enuie;	qui peut te porter à cette injuste envie;
Ma main t’offroit vn Sceptre auec peu de raiſon, Quand la tienne pour moy, preparoit du poiſon.	Ma main t'offrait un Sceptre avec peu de raison, Quand la tienne pour moi, préparait du poison.
Mais ſçaches que mon mal n'eſt pas ſans allegeance;	Mais saches que mon mal n'est pas sans allégeance;
Ie veux te poſſeder ſans amour, par vangeance, Et quand la force aura contenté mes eſprits, Ie veux que tu me ſois vn obiet de meſpris;	Je veux te posséder sans amour, par vengeance, Et quand la force aura contenté mes esprits, Je veux que tu me sois un objet de mépris;
Ie veux t’abandonner auec ignominie;	Je veux t'abandonner avec ignominie;
Lors ie ſeray vangé, lors tu ſeras punie.	Lorsqu' ai vengé, lors tu seras punie.
Vous grand homme de guerre, & grand homme d'Eſtat, Qui preſtiez vos conſeils, à ce noir attentat, Vous qui veneZ d’eſcrire vn billet d’importance, Sçachez que voſtre main aſigné ſa ſentence;	Vous grand homme de guerre, et grand homme d'État, Qui prêtiez vos conseils, à ce noir attentat, Vous qui venez d'écrire un billet d'importance, Scachez que votre main asigné sa sentence;
L’Arreſt de voſtre mort, eſt prononcé par vous.	L'Arrest de votre mort, est prononcé par vous.
Toy femme ſans honneur, de qui l’eſprit ialous, A ſuiuy les deſſeins d'vn infidelle frere, I'ay reſolu ta mort, rien ne m’en peut diſtraire;	Toi femme sans honneur, de qui l'esprit jalous, A suivi les desseins d'un infidèle frère, J'ai résolu ta mort, rien ne m'en peut distraire;
Ie vous ay pris enſemble, enſemble il faut mourir;	Je vous ai pris ensemble, ensemble il faut mourir;
Et l'Vniuers armé, ne peut vous ſecourir.	Et l'Univers armé, ne peut vous secourir.
Et vous de leurs ſecrets fidelle Meſſagere, Quelle peine pour vous, ne ſera trop legere?	Et vous de leurs secrets fidèle Messagère, Quelle peine pour vous, ne sera trop légère?
On vous doit recompenſe, & vous l’aureZ icy;	On vous doit récompense, et vous l'aurez ici;
vons porte& te poiſon, vous te prendreZ auſsi.	vons porteet te poison, vous te prendrez aussi.
TIGRANE.	TIGRANE.
Ie ne te reſponds point, pourconſeruer ma vie, Les maux que i'ayſoufferts, m'enont oſté l'enuie;	Je ne te réponds point, pourconserver ma vie, Les maux que j'aysoufferts, m'enont ôté l'envie;
Mais ie veux ſeulement te laiſſer des remords, Qui tant que tu viuras, te donnent mille morts, Et par le ſouue nir, & par la connoiſſance, Et de tes cruauteZ, & de mon innocence.	Mais ie veux seulement te laisser des remords, Qui tant que tu vivras, te donnent mille morts, Et par le souve nir, et par la connaissance, Et de tes cruautés, et de mon innocence.
Sçache, quand au poiſon, barbare, homme ſans foy, Que tu le meritois, mais qu’il eſtoit pour moy:	Sache, quand au poison, barbare, homme sans foi, Que tu le méritais, mais qu'il était pour moi:
I'en faiſois mon ſecours, i'en faiſois mon ſuplice;	J'en faisais mon secours, j'en faisais mon supplice;
Et ie laiſſois aux Dieux a punir ta malice.	Et grands laissais aux Dieux a punir ta malice.
Puis que tu ſçais, cruel, que i'auois le deſſein, De te venir plonger vn poignard dans le ſein, Ne crois pas que ie mente, en offençant ma gloire:	Puis que tu sais, cruel, que j'avais le dessein, De te venir plonger un poignard dans le sein, Ne crois pas que sans mente, en offensant ma gloire:
Non, non, ie ne tiens pas cette action ſi noire, Qu'on la doiue nier;	Non, non, Madame ne tiens pas cette action si noire, Qu'on la doive nier;
au contraire, auiourd’huy, Ie te dis à toy meſme, autheur de mon ennuy, Qu'apres auoir rompu noſtre ſainte alliance, Et mal-traicté ma ſœur auec tant d’inſolence;	au contraire, aujourd'hui, Je te dis à toi -même, auteur de mon ennui, Qu'après avoir rompu notre sainte alliance, Et mal-traicté ma sœur auec tant d'insolence;
Oſté le Sceptre au Roy;	Ôté le Sceptre au Roi;
l’auoir chargé de fers;	l'avoir chargé de fers;
Cauſé dans cet Eſtat les maux qu’il a ſoufferts;	Causé dans cet État les maux qu'il a soufferts;
Attenté laſchement pur rnonneur ut matouche;	Attenté lâchement pur moi ut matouche;
Mon courage offencé, dementiroit ma bouche, Si ie ne publiois, que ie venois icy, Pour te priuer de vie, en m'oſtant de ſoucy.	Mon courage offensé, démentirait ma bouche, Si tu ne publiais, que sans venais ici, Pour te priver de vie, en m'ôtant de souci.
Ie te le dis encor, ie venois te pourſuiure;	Je te le dis encor, ie venais te poursuivre;
Ie venois t'empeſcher, de regner, & de viure;	Je venais t'empêcher, de régner, et de vivre;
Irrite ta fureur, fais tes derniers efforts;	Irrite ta fureur, fais tes derniers efforts;
Frape enfin, mon eſprit t’abandonne mon corps.	Frappe enfin, mon esprit t'abandonne mon corps.
Pour vous qui cheriſſez celuy qui vous offenſe, Ma bouche entreprendroit icy voſtre deffenſe, N'eſtoit que la vertu ne me le permet pas;	Pour vous qui chérissez celui qui vous offense, Ma bouche entreprendrait ici votre défense, N'était que la vertu ne me le permet pas;
L'eſtat où vous viueZ, vaut moins que le treſpas;	L'état où vous vivez, vaut moins que le trépas;
Et la raiſon enfin, m'auroit eſté rauie, Si ie vous conſeruois vne ſi laſche vie.	Et la raison enfin, m'aurait été ravie, Si je vous conservais une si lâche vie.
Pour vous, ma Polixene, obiet de mon amour, Ie ſçay bien que ſans moy, vous haïriez le iour, De forte feer Eſran, quenecſiui ou nous ſommes, Triſtes, abandonneZ,& des Dieux, & des hommes;	Pour vous, ma Polixène, objet de mon amour, Je sais bien que sans moi, vous haïriez le jour, De forte feer Étran, quenecsions ou nous sommes, Tristes, abandonnez, des Dieux, et des hommes;
Tout ce que ma douleur, veut obtenir de toy, Conſiſte en ce point ſeul, laiſſe viure le Roy.	Tout ce que ma douleur, veut obtenir de toi, Consiste en ce point seul, laisse vivre le Roi.
OROSMANE.	OROSMANE.
Songe, aimant la vertu, de qui tu l’as receuë;	Songe, aimant la vertu, de qui tu l'as reçue;
Car ſi ie ne l’auois, tu ne l’aurois pas euë:	Car si ici ne l'avais, tu ne l'aurais pas eue:
N'offence point toy meſme, & ton Pere & ton Roy, En le croyant plus foible, & moins ferme que toy.	N'offense point toi même, et ton Père et ton Roi, En le croyant plus faible, et moins ferme que toi.
Non, non, que ce Barbare, acheue ſon ouura;	Non, non, que ce Barbare, achève son ouvra;
Sa clemence me nuit, & ſa pitié m'outrage:	Sa clémence me nuit, et sa pitié m'outrage:
C’eſt moy que ta colere attaque auec raiſon;	C'est moi que ta colère attaque avec raison;
re, C’eſt de moy ſeul que vient la lettre, & le poiſon:	re, C'est de moi seul que vient la lettre, et le poison:
Ouy, ouy, crois ſi tu veux, qu'on en veut à ta vie.	Oui, oui, crois si tu veux, qu'on en veut à ta vie.
POLIXENE.	POLIXENE.
Regardez vous ma glcire auec vn œil d’enuie?	Regardez -vous ma glcire avec un œil d'envie?
Si ie perds le reſpect, i'en demande pardon;	Si ici perds le respect, j'en demande pardon;
Mais Seigneur, vous ſçaueZ que ce funeſte don, Fut enuoyé par moy;	Mais Seigneur, vous savez que ce funeste don, Fut envoyé par moi;
qui dois eſtre punie, Si la iuſtice regne, auec la Tirannie.	qui dois être punie, Si la justice règne, avec la Tyrannie.
Ouy Monſtre, ouy c’eſt moy, qui veux quitter le iour, Aſent de ne vuu pius ton illicite amour:	Oui Montre, oui c'est moi, qui veux quitter le jour, Asent de ne vu pius ton illicite amour:
Tu m'aimes, ie te hay;	Tu m'aimes, Seigneur te haï;
tu me ſuy, ie t’abore, Ie mangerois ton cœur;	tu me suis, Seigneur t'abore, Je mangerais ton cœur;
en veux tu plus encore?	en veux tu plus encore?
