ARGVMENT.	ARGUMENT.
portez dans ma demeure Ceſt aymable Berger, ie ne veux pas qu'il meure.	portez dans ma demeure Cest aimable Berger, je ne veux pas qu'il meure.
SCENE V.	SCÈNE V.
ITRSIS, PTIILANDRE, SYLVIE,	ITRSIS, PTILANDRE, SYLVIE,
THYRSIS.	THYRSIS.
V ſecours mes amis!	V secours mes amis!
vne troupe legere IADes gendarmes s’en vient enleuer ma Bergere Eſcoutez donc ces cris!	une troupe légère IADes gendarmes s'en vient enlever ma Bergère Escoutez donc ces cris!
& comme de ſa voix Elle force à gemir les rochers & les bois, Ennemis de mon bien à genoux ie vous prie !	et comme de sa voix Elle force à gémir les rochers et les bois, Ennemis de mon bien à genoux ie vous prie !
Quoy vous me reffuſez?	Quoi vous me reffusez?
il faut que ma furie Eſclatte promptement ſur vos cheſs criminels, Et vous faſſe ſouffrir des tourmens eternels.	il faut que ma furie Éclatte promptement sur vos chess criminels, Et vous fasse souffrir des tourments éternels.
Receuez donc ces coups animez de ma rage!	Recez donc ces coups animés de ma rage!
Vous recalez poltrons s où eſt voſtre courage?	Vous recalez poltrons s où est votre courage?
Ie pourſuiuray vos pas iuſques dans les Enfers:	Je poursuivrai vos pas jusques dans les Enfers:
Mais quoy?	Mais quoi?
tant de trauaux quę i’ay deſia ſoufferts, Ont abbatu mon corps d’vne ſuitte de peines, Allons nous donc aſſeoir aupres de ces fontaines!	tant de travaux qu 'ai déjà soufferts, Ont abattu mon corps d'une suitte de peines, Allons nous donc asseoir auprès de ces fontaines!
Que ie prends du plaiſir au murmure de l’eau!	Que quelque prends du plaisir au murmure de l'eau!
Ie me vois là dedans, & ie m’y trouue beau.	Je me vois là -dedans, et ainsi m'y trouve beau.
Helas la ſoif me preſſe, & me force de boire, A ce coup de nos maux emportons la victoire, Beuuons puis qu’il le faut:	Hélas la soif me presse, et me force de boire, À ce coup de nos maux emportons la victoire, Beuvons puis qu'il le faut:
d’où eſt ce queie viens?	d'où est ce queie viens?
Ie reſſemble vn captif eſchappé des liens, Et qui ne peut ſçauoir quelle douce aduanture, Libre luy rend du iour la clarté toute pure, Eſt-ce vn enchantement, que l’eſtat où ie ſuis?	Je ressemble un captif échappé des liens, Et qui ne peut savoir quelle douce aventure, Libre avait rend du jour la clarté toute pure, Est-ce un enchantement, que l'état où je suis?
Ou ſors-ie de l’Erebe, aux effroyable nuits?	Ou sors-je de l'Erebe, aux effroyable nuits?
Comment?	Comment?
on ces foreſts ie me reuois encore?	on ces forêts Seigneur me rêvais encore?
Où i'ay ceſſe de voir la belle que i’adore, Ie penſois auoir veu depuis où le Soleil, Se couche chez Thetis, iuſques à ſon reſueil.	Où j'ai cesse de voir la belle que j'adore, Je pensais avoir vu depuis où le Soleil, Se ouche chez Thétis, jusqu' à son réveil.
Et ie ſuis en ces lieux ſans ſouuenance aucune D’auoir veu renuerſer l’eſtat de ma fortune, Sans armes, ſans habits, ainſi qu’vn malheureux, Qui gemit ſous le faix du ſort iniurieux.	Et deux suis en ces lieux sans souvenance aucune D'avoir vu renverser l'état de ma fortune, Sans armes, sans habits, ainsi qu'un malheureux, Qui gémit sous le fait du sort injurieux.
Dieux!	Dieux!
que mon accident eſt difficile à croire, De tous mes maux paſſez i’ay perdu la memoire.	que mon accident est difficile à croire, De tous mes maux passez j'ai perdu la mémoire.
Et dans le triſte eſtat où ie me vois reduit, Le bon ſens me contraint, & la raiſon me nuict, Que dois-je deuenir?	Et dans le triste état où belle me vois réduit, Le bon sens me contraint, et la raison me nuit, Que dois-je devenir?
retourner voir mon Ange, Où amour doucement à ſon vouloir me range.	retourner voir mon Ange, Où amour doucement à son vouloir me range.
Hé Dieux!	Hé Dieux!
quelle fumee!	quelle fumée!
& de ſouffre & de poix, Vient comme des eſclairs dans l’horreur de ce bois, Ie ne m’en puis fuir, tant mon ame eſperduë, S'eſt troublée à l’aſpect d’vne choſe impreueuë.	et de souffre et de poix, Vient comme des éclairs dans l'horreur de ce bois, Je ne m'en puis fuir, tant mon âme éperdue, S'est troublée à l'aspect d'une chose imprévue.
PHILANDRE.	PHILANDRE.
Quitte l’eſtonnement!	Quitte l'étonnement!
approche toy Berger!	approche toi Berger!
C’eſt moy, c’eſt moy qui puis tes tourmens alleger, C'eſt moy qui t’ay ſorty de l’euident naufrage, Où ton pere vieilard deſtinoit ton courage;	C'est moi, c'est moi qui puis tes tourments alléger, C'est moi qui t'ai sorti de l'évident naufrage, Où ton père vieilard destinait ton courage;
Entrons dans mon logis, viens prendre ton harnois, Où mon bon-heur s’eſgalle à la grandeur des Rois, Où Monarque puiſſant par l’effort de mes charmes, Ie fais plus qu’ils ne font par le bruit de leurs armes.	Entrons dans mon logis, viens prendre ton harnois, Où mon bonheur s'égale à la grandeur des Rois, Où Monarque puissant par l'effort de mes charmes, Je fais plus qu'ils ne font par le bruit de leurs armes.
SEBIDVI	SEBIDVI
YLVIE.	YLVIE.
RIVEE de pounoir me donner du ſecourt, I Sinon par l’entretien de mes triſtes amours, Où touſiours mon Thyrſis reuient en ma penſee, Ayant l’ame d’amour profondement bleſſee, Ie prononce ces mots en accuſant les Cieux D'eſtre contre vn deſſein ſi ſainct, ſi rigoureux, Nos innocens deſirs dans de pareilles flames Conſumoient nos deux cœurs, & vniſſoient nos ames:	RIVE de pounoir me donner du secourt, I Sinon par l'entretien de mes tristes amours, Où toujours mon Thyrs revient en ma pensée, Ayant l'âme d'amour profondément blessée, Je prononce ces mots en accusant les Cieux D'être contre un dessein si saint, si rigoureux, Nos innocents désirs dans de pareilles flammes Consumaient nos deux cœurs, et unissaient nos âmes:
Nous eſtions enchaiſnez dans vn meſme lien, I'eſtois tout ſon eſpoir, il eſtoit tout le mien;	Nous étions enchaînez dans un même lien, J'étais tout son espoir, il était tout le mien;
Maintenant ſeparez de corps, non de penſée, Brutaux que croit gagner voſtre rage inſenſee?	Maintenant séparés de corps, non de pensée, Brutaux que croit gagner votre rage insensée?
Vous retenez mon corps, & non pas mon eſprit, Qui ſuit le beau ſubiet pour lequel il s'eſprit;	Vous retenez mon corps, et non pas mon esprit, Qui suit le beau sujet pour lequel il s'esprit;
Penſez-vous me forcer à changer de langage Pluſtoſt mes foibles mains prẽdroiẽt vn ours ſauuage, Pluſtoſt ceſt Vniuers rentreroit au cahos,, Que mon cœur ſe portaſt à changer de propos, Voue me faites plaiſir me tenant priſonniere,	Pensez-vous me forcer à changer de langage Plutôt mes faibles mains prẽdroiẽt un ours sauvage, Plutôt cest Venivers rentrerait au cahos, Que mon cœur se portât à changer de propos, Voue me faites plaisir me tenant prisonnière,
Car de ma liberté me trouuant la geoliere;	Car de ma liberté me trouvant la geôlière;
Seule ie penſe à moy, & n’ois plus les diſcours, Qui puiſſent offenſer le Roy de mes amours.	Seule était pense à moi, et n'ois plus les discours, Qui puissent offenser le Roi de mes amours.
Du plaiſir que ie prends voſtre ame en eſt punie, Ie nomme ma priſon vne gloire infinie, Vous ne verrez dõc plus mes yeux couuerts de pleurs;	Du plaisir que Dieu prends votre âme en est punie, Je nomme ma prison une gloire infinie, Vous ne verrez dont plus mes yeux couverts de pleurs;
Vn genereux deſſein finira mes douleurs, Deuant que le Soleil ſe couche au ſein de l'onde, Si Thyrſis ne reuient ie veux quitter le monde, Il faut par le cordeau, le poiſon ou le fer, Mes ennuis ou ma vie, en vn coup eſtouffer:	Un généreux dessein finira mes douleurs, Deuant que le Soleil se couche au sein de l'onde, Si Thyrsis ne révient se veux quitter le monde, Il faut par le cordeau, le poison ou le fer, Mes ennuis ou ma vie, en un coup étouffer:
Aller trouuer Thyrſis és plaines Eliſées, Où nos ames ſeront les plus fauoriſees, Ayant le mieux veſcu, coulpables ſeulement, De l’honneſte deſir d’vn amour vehement.	Aller trouver Thyrsis ès plaines Elisées, Où nos âmes seront les plus favorisées, Ayant le mieux vécu, coulpables seulement, De l'honnête désir d'un amour véhément.
Helas!	Hélas!
c’eſt eſtre bien innocemment coulpable?	c'est être bien innocemment coulpable?
Qu'eſtre tyranniſez pour deux feux ſi loüables.	Qu'être tyrannisez pour deux feux si louables.
Mon Thyrſis où es-tu?	Mon Tirs où es-tu?
que ne puis-ie te voir?	que ne puis-je te voir?
Et d’vn ſoin amoureux te rendre le deuoir.	Et d'un soin amoureux te rendre le devoir.
Certes ie fus bien laſche & la peur naturelle, Me rendit te quittant coulpable & criminellé:	Certes ie fus bien lâche et la peur naturelle, Me rendit te quittant coulpable et criminelé:
Car ie deuois mourir pluſtoſt que de laiſſer Le Berger qui m’a ſoeu ſi doucement bleſſer, Sa veuë euſt adoucy mes langoureuſes peines, Arreſtons nos regrets, mon oncle ſe pourmeine.	Car ie devais mourir plutôt que de laisser Le Berger qui m'a souçu si doucement blesser, Sa vue eût adouci mes langoureuses peines, Arrêtons nos regrets, mon oncle se pourmène.
CEN	CEN
SCENE VII.	SCÈNE VII.
DAPHNIDE, DORIS, AMYNTOR, THYRSIS, DIOMEDE, ANTHONIN,	DAPHNIDE, DORIS, AMYNTOR, THYRSIS, DIOMEDE, ANTHONIN,
L DAPHNIDE.	 LAPHNIDE.
APHNIS qui me paurſuit, m'eſprouuera touſiours Plus ferme qu’vn rocher à ſes feintes amours.	APHNIS qui me paursuit, m'éprouvera toujours Plus ferme qu'un rocher à ses feintes amours.
DORIS.	DORIS.
Pousſerezoien ma fœur, auste fiette où nous ſommes, La verité n’eſt plus dans la bouche des hommes, Leur gloire eſt de tromper nos eſprits innocens.	Pousserezoyen ma fœur, auste fiette où nous sommes, La vérité n'est plus dans la bouche des hommes, Leur gloire est de tromper nos esprits innocents.
DAPHNIDE.	DAPHNIDE.
De leurs ſubtils appas ie garderay mes ſens.	De leurs subtils appas était garderai mes sens.
DORIS.	DORIS.
Mettons-nous à couuert, i’apperçoy ce perfide, Qui ſert à vn heros de conduite & de guide.	Mettons-nous à couvert, j'aperçois ce perfide, Qui sert à un héros de conduite et de guide.
AMYNTOR.	AMYNTOR.
A la fin nous voicy bien pres de nos hameaux;	À la fin nous voici bien près de nos hameaux;
Thyrſis ne vois-tu pas à l’ombre des ormeaux, Deux filles qui de nous eſuitent le rencontre.	Thyrsis ne vois-tu pas à l'ombre des ormeaux, Deux filles qui de nous évitent le rencontre.
DORIS.	DORIS.
Ie te prie ma ſœur ſauuons-nous de ce monſtre.	Je te prie ma sœur sauvons-nous de ce monstre.
DAPHNIDE.	DAPHNIDE.
Comment!	Comment!
c'eſt Amyntor.	c'est Amintor.
AMYNTOR.	AMYNTOR.
Bergere arreſtez-vous;	Bergère arrêtez-vous;
Ie viens voſtre pardon implorer à genoux.	Je viens votre pardon implorer à genoux.
DORIS.	DORIS.
Perfide tu iouys encor de la lumiere?	Perfide tu jouis encor de la lumière?
AMYNTOR.	AMYNTOR.
Par le ſecours d'vn Dieu fauorable meurtriere, I'ay recouuert la vie auec la liberté Etlaycercaerqae cerrz	Par le secours d'un Dieu favorable meurtrière, J'ai recouvert la vie avec la liberté Etlaycercaerqae cerrz
DORIS.	DORIS.
ô la deſloyauté!	ô la déloyauté!
THYRS S.	THYRS S.
Bergere deſormais que la pitié vous touche, nu purd ournouge dedans ſa bouche, Dans vn moment d’icy vous le pourrez ſçauoir.	Bergère désormais que la pitié vous touche, nu purd ournouge dedans sa bouche, Dans un moment d'ici vous le pourrez sçauoir.
DORIS.	DORIS.
Quand cela ſeroit vray ie ne le veux plus voir.	Quand cela serait vrai ici ne le veux plus voir.
AMYNTOR.	AMYNTOR.
Trois mots vous montreront quelle-eſt mon innocence.	Trois mots vous montreront quelle-est mon innocence.
DAPHNIDE.	DAPHNIDE.
Ma ſœur vous ne deuez luy refuſer audience.	Ma sœur vous ne devez Ah refuser audience.
HYRSIS.	HYRSIS.
Tirons-nous à l'eſcart, i'apperçois deux Bergers.	Tirons-nous à l'écart, j'aperçois deux Bergers.
DIOMEDE.	DIOMEDE.
Que mon fils va paſſer de perilleux dangers;	Que mon fils va passer de périlleux dangers;
Tant ſeulement vn iour qu'a duré ſonabſence;	Tant seulement un jour qu'a duré sonsence;
Mes regrets ſont ſortis auec tant d’abondance, Que faiſant reſonner aux accens de ma voix, L’ame de ces rochers, i’eſtonne tous ces bois, Et les piteux accents qui ſortent de ma bouche, Irte taiſſent ſans mouuoir de meſme qu’vne ſoûche;	Mes regrets sont sortis ages tant d'abondance, Que faisant résonner aux accents de ma voix, L'âme de ces rochers, j'étonne tous ces bois, Et les piteux accents qui sortent de ma bouche, Jrte taissent sans mouvoir de même qu'une souche;
Amy par tes conſeils appaiſe mes douleurs.	Ami par tes conseils apaise mes douleurs.
ANTHONIN.	ANTHONIN.
Les eſpines touſiours accompagnent les fleurs, Voulant que nos enfans acquierent de la gloire, Pour ſignaler nos noms au cahier de l'hiſtoire, Et les voir pres de nous, il ne faut l’eſperer, Ejumun quele muux les faſſent proſperer.	Les épines toujours accompagnent les fleurs, Voulant que nos enfants acquièrent de la gloire, Pour signaler nos noms au cahier de l'histoire, Et les voir pres de nous, il ne faut l'espérer, Ejumun quele muux les fassent prospérer.
DIOMEDE.	DIOMEDE.
Ie gouſte ta raiſon,	Je goûte ta raison,
AMYNTOR.	AMYNTOR.
l’heure eſt fort opportune, Il nous faut eſprouuer quelle eſt noſtre fortunc.	l'heure est fort opportune, Il nous faut éprouver quelle est notre fortunc.
Berger!	Berger!
recognoiſſez ceſt aymable Paſteur, C’eſt voſtre cher Thyrſis,	reconnaissez cet aimable Pasteur, C'est votre cher Tirsis,
DIOMEDES ſouuerain protecteur!	DIOMEDES souverain protecteur!
Qu'à tes ſacrez autels ie dois rendre d’offrandes, Dy moy donc mon eſpoir, qu’eſt-ce que tu demandes?	Qu'à tes sacrés autels Seigneur dois rendre d'offrandes, Dis moi donc mon espoir, qu'est-ce que tu demandes?
5 Amyntor vous dira ce qu’il me faut auoir.	5 Amintor vous dira ce qu'il me faut avoir.
AMYNTOR.	AMYNTOR.
Anthonin, à vous ſeul eſt donné le pouuoir De nous rendre contens,	Anthonin, à vous seul est donné le pouvoir De nous rendre contents,
ANTHONIN.	ANTHONIN.
Ie le voudrois bien faire:	Je le voudrais bien faire:
Mais ie ne comprens pas ceſt eſtrangemyhere.	Mais ici ne comprends pas cet estrangemyhere.
AMYNTOR.	AMYNTOR.
Syluie ſeulement peut guerir nos eſprits, La belle qui pour moy n’a eu que de meſpris, Bruſle pour ce Berger;	Syluie seulement peut guérir nos esprits, La belle qui pour moi n'a eu que de mépris, BrÎle pour ce Berger;
& ſon ame ſans feinte.	et son âme sans feinte.
Prend tous ſes intereſts, & ſouſpire ſa plainte, S’il vous plaiſt la donner à fon braue vainqueur, Vous luy rendrez la vie, & me rendrez le cœur.	Prend tous ses intérêts, et soupire sa plainte, S'il vous plaît la donner à son brave vainqueur, Vous lui rendrez la vie, et me rendrez le cœur.
ANTHONIN.	ANTHONIN.
Me ſemble que ie ſonge entendant ce langage;	Me semble que je songe entendant ce langage;
Si tu ne la veux pas, ſon amour ne m'engage, Au contraire ie veux combattre ſon eſpoir, Et la tenir touſiours dans la loy du deüoir.	Si tu ne la veux pas, son amour ne m'engage, Au contraire tu veux combattre son espoir, Et la tenir toujours dans la loi du deuoir.
NarfRoros Nos eſprits ſont conioints d’vne amour mutuelle, Mon pere, s'il vous plaiſt, demandez là pour moy:	NarfRoros Nos esprits sont conjoints d'une amour mutuelle, Mon père, s'il vous plaît, demandez là pour moi:
DIOMEDE.	DIOMEDE.
Anthonin!	Anthonin!
puis qu’il vit captif deſſous ſa loy, Prenez le pour eſpoux de la belle Syluie.	puis qu'il vit captif dessous sa loi, Prenez le pour époux de la belle Syluie.
TTHONIN.	TTHONIN.
Ce n’eſt pas mon deſſein, ce n’eſt pas mon enuie, Ie ne le feray pas quand tout deuroit perir.	Ce n'est pas mon dessein, ce n'est pas mon envie, Je ne le ferai pas quand tout devrait périr.
