FAVTES SVRVENVES EN L’IMESSION.	FAUTES SURVENVES EN L'IMESION.
Mais pour mettre le comble à ce hardy deſſein, On contrefait d’Achmet l’eſcriture & le ſein, Et ſi parfaitement que je n'ay pù connaiſtre, Que l’on m’auoit trompé par vne feinte lettre, Qu’au moment qu’Ibrahim auec que cét eſcrit, Eſt venu reſtablir le calme en mon eſprit.	Mais pour mettre le comble à ce hardi dessein, On contrefait d'Achet l'écriture et le sein, Et si parfaitement que je n'ai pù connaître, Que l'on m'avait trompé par une feinte lettre, Qu'au moment qu'Ibrahim avec que cet écrit, Est venu rétablir le calme en mon esprit.
Madame avoüez donc, qu’auecque cette feinte Uous vouliez deliurer vostre cœur de ſa crainte, Vous vouliez garantir Bajaſet du trespas, Croyant, que Soliman ne ſe reſoudroit pas, De donner vn Arreſt, qui luy ſeroit funeſte, S’il euſt vû de ſes fils qu’il euſt eſté le reste;	Madame avouez donc, qu'avec cette feinte Uous vouliez délivrer votre cœur de sa crainte, Vous vouliez garantir Bajaset du trépas, Croyant, que Soliman ne se résoudrait pas, De donner Arrêt, qui lui serait funeste, S'il eût vu de ses fils qu'il eût été le reste;
Aduoüez-donc Madame, aduoüez donc enfin, Que vous mmiejuiguuuunbepunue celin, Et me rendez ſur l’heure, afin qu’on le puniſſe Le criminel agent de tout vostre artifice.	Aduoüez-donc Madame, avouez donc enfin, Que vous mmiejuiguuuunbepunue celyn, Et me rendez sur l'heure, afin qu'on le punisse Le criminel agent de tout votre artifice.
OXELANE.	OXELANE.
Seigneur, par ce diſcours tu me fais aſſez voir, Que tous mes ennemis ont ſur toy grand pouuoir, Puiſque par leurs conſeils je me vois accuſée, do iunonn infabenamtens ta haueſſe avujee.	Seigneur, par ce discours tu me fais assez voir, Que tous mes ennemis ont sur toi grand pouvoir, Puisque par leurs conseils je me vois accusée, do junonn infabenamtends ta havesse avjee.
Mais ils ſoütiennent mal leur accuſation, Qu'elles preuues ont-ils pour ma conuiction?	Mais ils soutiennent mal leur accusation, Qu'elles prévues ont-ils pour ma conviction?
S’ils en ont, me voicy toute preſte à respondre;	S'ils en ont, me voici toute prête à répondre;
Parlez mes ennemis, je m'en vais vous confondre.	Parlez mes ennemis, je m'en vais vous confondre.
OLIMAN.	OLIMAN.
Ne vous emportez point, confeſſez ſeulement.	Ne vous emportez point, confessez seulement.
Quoy Seigneur?	Quoy Seigneur?
ROXELANE.	ROXELANE.
SOLIMAN.	SOLIMAN.
Poſtre fourbe,	Potre fourbe,
ROXELANE.	ROXELANE.
Ah rude traitement!	Ah rude traitement!
Soliman ſuborné par vn flateur infame Le veut abſolument croire contre ſa femme!	Soliman suborné par un flatteur infâme Le veut absolument croire contre sa femme!
OLIMAN.	OLIMAN.
Mais pourquoy me vouloir cacher la verité?	Mais pourquoi me vouloir cacher la vérité?
ROXELANE.	ROXELANE.
Pourquoy me maitraiter pour vne fauſſeté?	Pourquoi me maitraiter pour une fausseté?
SOLIMAN.	SOLIMAN.
Vous ne voulez donc pas vous aduoüer coupable?	Vous ne voulez donc pas vous avouer coupable?
ROXELANE.	ROXELANE.
Je ne l’auoüeray point, s’il n’est pas veritable.	Je ne l'auoüeray point, s'il n'est pas véritable.
SOLIMAN.	SOLIMAN.
Ny remettre en mes mains außi cét impoſteur, Qui m'a par ſes diſcours cauſé tant de douleur?	Ni remettre en mes mains aussi cet imposteur, Qui m'a par ses discours causé tant de douleur?
ROXELANE.	ROXELANE.
ROXELANE.	ROXELANE.
Moy le mettre en tes mains, ſi je connois cét homme, Si je ſçay quel il eſt, & comment il ſe nomme.	Moi le mettre en tes mains, si je connais cet homme, Si je sais quel il est, et comment il se nomme.
SOLIMAN.	SOLIMAN.
Quoy toûjours s’obſtiner contre ma volonté?	Quoi toujours s'obstiner contre ma volonté?
Ah c’est trop abuſer enfin de ma bonté;	Ah c'est trop abuser enfin de ma bonté;
Ce n'eſt donc pas aſſez de la premiere offence, Vous en faites vne autre auec meſme inſolence, Hé bien continüez, & ne m’aduoüés rien, De ces deſguiſemens je vous puniray bien.	Ce n'est donc pas assez de la première offense, Vous en faites une autre se mme insolence, Hé bien continuer, et ne m'avouez rien, De ces déguisements je vous punirai bien.
Dajaſel à ſainy, je veux rendre juſtice, Son trepas ſur le champ ſera voſtre ſuplice, L’estat ne voyant plus en luy mon ſucceſſeur Souffre, que de nos Loix il ſente la rigueur.	Dajasel à soi, je veux rendre justice, Son trépas sur le champ sera votre suplice, L'état ne voyant plus en Seigneur mon successeur Souffre, que de nos Lois il sente la rigueur.
ROXELANE.	ROXELANE.
Ab Seigneur, prens mieux garde à ce que tu veux faire, Et ne te laiſſe pas vaincre par la colere, Taſche de ſurmonter vn ſi boüillant transport.	Ab Seigneur, prends mieux garde à ce que tu veux faire, Et ne te laisse pas vaincre par la colère, Tâche de surmonter un si bouillant transport.
SOLIMAN.	SOLIMAN.
Aduoüez moy donc tout pour empeſcher ſa mort, Autrement vos ſoûpirs, vos prieres, vos larmes Pour en parer le coup ſont d’inutiles armes.	Aduoüez toujours donc tout pour empêcher sa mort, Autrement vos soupirs, vos prières, vos larmes Pour en parer le coup sont d'inutiles armes.
Confeſſez;	Confessez;
ROXELANE.	ROXELANE.
Mais Seigneur, que puiſ-je confeſſer?	Mais Seigneur, que puis-je confesser?
d e du l ala daaii Hé bien il mourra donc.	 d' elle ala daïraii Hé bien il mourra donc.
ROXELANE.	ROXELANE.
Quoy tu me veux forcer Par la peur de ſa mort d’auoüer vne choſe, Dont tu nas point de preuue, & qu’vn flateur m'impoſe?	Quoi tu me veux forcer Par la peur de sa mort d'auoüer une chose, Dont tu nas point de preuve, et qu'un flatteur m'impose?
SOLIMAN.	SOLIMAN.
An t'est trop ue uiſcours, auuonts promptemens, Ou ce fils tant aymé ne viura qu’vn moment.	An t'est trop ue uiscours, auuonts promptements, Ou ce fils tant aimé ne vivra qu'un moment.
ROXELANE.	ROXELANE.
Seigneur accorde moy la grace de m’entendre.	Seigneur accorde moi la grâce de m'entendre.
SOLIMAN.	SOLIMAN.
Voſtre ſuperbe esprit ne veut donc pas ſe rendre, Jl ne demordra rien de toute ſa fierté, Et je ne puis gaigner d’eſtre plus reſpecté?	Votre superbe esprit ne veut donc pas se rendre, Il ne démordra rien de toute sa fierté, Et je ne puis gagner d'être plus respecté?
Qui vient de m’offenſer dans ſa faute perſiſte, A mes commandemens obſtinement reſiſte:	Qui vient de m'offenser dans sa faute persiste, À mes commandements obstinément résiste:
Mais c’eſt trop differer ce que j’ay reſolu, Vous verrez des effets d’vn pouuoir abſolu:	Mais c'est trop différer ce que j'ai résolu, Vous verrez des effets d'un pouvoir absolu:
C’en eſt fait, Bajaſet va mourir tout à l’heure.	C'en est fait, Bajaset va mourir tout à l'heure.
ROXELANE.	ROXELANE.
Hé bien pour empeſcher, que ce cher fils ne meure, Je te confeſſeray tout ce que tu voudras, Mais außi promés moy de ne le perate pas:	Hé bien pour empêcher, que ce cher fils ne meure, Je te confesserai tout ce que tu voudras, Mais aussi promès moi de ne le perte pas:
Je te demande encor vne ſeconde grace, Tire le de priſon, afin que je l’embraſſe, Et tu ſçauras de moy ce que tu veux ſçauoir.	Je te demande encor seconde grâce, Tire le de prison, afin que je l'embrasse, Et tu sauras de moi ce que tu veux savoir.
SOLIMAN.	SOLIMAN.
A la fin vous r’entrez dedans voſtre deuoir, Celte joumpion est ce que je demande, Ie veux qu’on m’obeïſſe, alors que je commande.	À la fin vous rentrez dedans votre devoir, Celte joumpion est ce que je demande, Je veux qu'on m'obéisse, alors que je commande.
Mais pour vous témoigner que ie ſuis ſatisfait, D’vne grande bonté voyez, vn grand effet.	Mais pour vous témoigner que ici suis satisfait, D'une grande bonté voyez, un grand effet.
Amenez Bajaſet;	Amenez Bajaset;
ROXELANE.	ROXELANE.
O joye inesperée, O bon-heur ſurprenant ſerés vous de durée, Me rend-on Bajaſet pour ne plus me l’oſter, Ne me reſte t’il point ſa vie à ſouhaiter, Et l’oſtant de priſon permet-on, que j’eſperè, Que ſon pere aujourd’huy le va traiter en pere?	Ô joie inespérée, Ô bonheur surprenant serés -vous de durée, Me rend-on Bajaset pour ne plus me l'ôter, Ne me reste t'il point sa vie à souhaiter, Et l'ôtant de prison permet-on, que j'espérè, Re son pere aujourd'hui le va traiter en père?
Ah reprens pour ce fils des ſentimens d’amour, Et qu'aprés la rigueur la clemence ait ſon tour.	Ah reprends pour ce fils des sentiments d'amour, Et qu'après la rigueur la clémence ait son tour.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
SOLIMAN, ROXELANE, BAIASET, AGITOMAT.	SOLIMAN, ROXELANE, BAIASET, AGITOMAT.
A SOLIMAN.	À SOLIMAN.
Adame le voicy tenez voſtre promeſſe.	Adame le voici tenez tirer promesse.
ROXELANE.	ROXELANE.
Il eſt juſte, & ie dois contenter ta hauteſſe.	Il est juste, et ici dois contenter ta hautesse.
Ie me vais accuſer pour le rendre innocent, Tant l’amour.	Je me vais accuser pour le rendre innocent, Tant l'amour.
d’vne mere eſt parfait & puiſſant.	d'une mère est parfait et puissant.
Seigneur, lors que j’ay ſceu qu’il viendroit à ta porte, Craignant, que de Selin la brigue y fut plus forte,	Seigneur, lors que j'ai su qu'il viendrait à ta porte, Craignant, que de Selin la brigue y fut plus forte,
J’ay voulu m'aſſeurer contre ſes partiſans:	J'ai voulu m'assurer contre ses partisans:
Et comme l’on peut tout auecque des preſens, I’ay gaigné deux ſoldats des troupes de ſon frere Qui feignans que Selin tâchoit de s’en deffaire, Luy dirent qu’ils auoient cette commißion, Et l’auoient acceptée auec intention, Ne ſe chargeaſſent pas d’vne telle injuſtice, Il les crût aiſement, il le pouuoit außi;	Et comme l'on peut tout auecque des présents, J'ai gagné deux soldats des troupes de son frère Qui feignants que Selin tâchait de s'en défaire, Lui dirent qu'ils avaient cette commise, Et l'avaient acceptée avec intention, Ne se chargeassent pas d'une telle injustice, Il les crût aisément, il le pouvait aussi;
Iuſques là mon deſſein auoit bien reüßi, Bajaſet accuſé d’vn deſſein tout ſemblable En ſe iuſtifiant rendoit Selin coupable, I Mais ſoudain ta grandeur l’a fait mettre en priſon Dont ie n’ay pas pù meſme apprendre la raiſon:	Jusque là mon dessein avait bien reüssi, Bajasjet accusé d'Un dessein tout semblable En se justifiant rendait Selin coupable, I Mais souda ta grandeur l'a fait mettre en prison Dont ie n'ai pas pou vendre apprendre la raison:
Alors quand ie l’ay vû dans ce danger extréme, I’ay voulu me ſeruir d’vn meilleur ſtratagéme, I’ay feint adroitement, que ſon frere eſtoit mort, Pour rendre mon deſſein par ſon trepas plus fort, Esperant d’obtenir auecque cette feinte Ce Prince, ce cher fils, ce ſujet de ma crainte;	Alors quand Dieu l'ai vu dans ce danger extrême, J'ai voulu me servir d'un meilleur stratagème, J'ai feint adroitement, que son frère était mort, Pour rendre mon dessein par son trépas plus fort, Espérant d'obtenir avec cette feinte Ce Prince, ce cher fils, ce sujet de ma crainte;
Ie voulois le tirer de priſon ſeulement, Apres j’aurois pourueu pour ſon eſloignement.	Je voulais le tirer de prison seulement, Après j'aurais pourvu pour son éloignement.
Mais ie commance à voir, qu’il ne faut plus attendre, Qu'vne feinte le ſauue, & puiſſe me le rendre;	Mais était commance à voir, qu'il ne faut plus attendre, Qu'une feinte le sauve, et puisse me le rendre;
C’est de toy ſeulement, que ie dois l’esperer, Tu peux ſeul aujourd'huy m'empeſcher de pleurer;	C'est de toi seulement, que ainsi dois l'espérer, Tu peux seul aujourd'hui m'empêcher de pleurer;
Tire moy donc Seigneur de mon inquietude.	Tire -moi donc Seigneur de mon inquiétude.
SOLIMAN.	SOLIMAN.
Vous merités encor vn traitement plus rude, Et tout autre que vous aprés m'auoir deceu, En auroit le trepas pour chaſtiment receu;	Vous méritez encor un traitement plus rude, Et tout autre que vous après m'avoir décev, En aurait le trépas pour châtiment reçu;
Mais à vous ie pardonne vne faute ſi grande, Et la veux oublier, pourueu que l’on me rende, Celuy qui m’a trompé par voſtre ordre aujourd’huy, Pour en faire vn exemple aux menteurs comme luy;	Mais à vous me pardonne une faute si grande, Et la veux oublier, pourvu que l'on me rende, Celui qui m'a trompé par votre ordre aujourd'hui, Pour en faire un exemple aux menteurs comme lui;
ajaſet.	ajaset.
Pour vous, ſi vous voulez apaiſer ma colere, Reconciliez vous auecque voſtre frere, Ayez amour pour luy, rendez luy du respect, Et qu’vn frere ſi bon ne vous ſoit plus ſuspect:	Pour vous, si vous voulez apaiser ma colère, Reconciliez -vous avec votre frère, Ayez amour pour venir, rendez Ah du respect, Et qu'un frère si bon ne vous soit plus suspect:
Malgré vos difforends ie ſçais bien qu’il vous ayme, Il ſouhaite la paix, il vous l’offre luy meſme, Cette Lettre en fait foy, ne la refuſez pas, Et n'entretenez plus la guerre en mes Eſtas:	Malgré vos difforends ie Elle Elle qu'il vous aime, Il souhaite la paix, il vous l'offre au mesme, Cette Lettre en fait foi, ne la refusez pas, Et n'entretenez plus la guerre en mes Estas:
Je vous ſors de priſon, ſur la ſeule esperance, Que ie verray l’effect de vostre obëiſſance;	Je vous sors de prison, sur la seule espérance, Que je verrai l'effet de votre obéissance;
Par la ſoumißion il vous faut racheter.	Par la soumion il vous faut racheter.
Le iour que juſtement ie pouuois vous oſter.	Le jour que justement grande pouvais vous ôter.
BAIASET.	BAIASET.
De mon obëiſſance il n’eſt rien qu’il n’obtienne, Seigneur, ta volonté diſpoſe de la mienne;	De mon obéissance il n'est rien qu'il n'obtienne, Seigneur, ta volonté dispose de la mienne;
Pour te rendre content j’accepte cette paix, Et me remés à toy de tous mes interets, Seur que dans le traicis iu jupreme Juſtice Ne luy donnera rien à noſtre prejudice.	Pour te rendre content j'accepte cette paix, Et me remez à toi de tous mes intérêts, Sûr que dans le traicis yu jupreme Justice Ne avait donnera rien à notre préjudice.
SOLIMAN.	SOLIMAN.
Oüy ie vous traiteré tous deux eſgalement, N’ayant pour mes deux fils qu’vn meſme ſentiment, Une meſme tendreſſe, vn meſme amour de pere, I'ayme autant Bajaſet comme j’ayme ſon frere;	Ouifois vous traiteré tous deux également, N'ayant pour mes deux fils qu'un même sentiment, Une même tendresse, un même amour de père, J'aime autant Bajaset comme j'aime son frère;
Mais aprés vous auoir traité ſi doucement, Je demande de vous vn eſclairciſſement:	Mais après vous avoir traité si doucement, Je demande de vous un éclaircissement:
Mustapha le rebelle en mourant vous accuſe, Que ie ſçache mon fils, ſi ce traiſtre m’abuſe, Il vous nomme l’autheur de ſa rebellion, Pouuez-vous refuter cette accuſation ?	Mustapha le rebelle en mourant vous accuse, Que tu sçache mon fils, si ce traître m'abuse, Il vous nomme l'auteur de sa rébellion, Pouvez-vous réfuter cette accusation ?
Il dit, que par vostre ordre, & qu’afin de vous plaire, Il ſe faiſoit nommer Muſtapha voſtre frere, Qu’il trauailloit pour vous par cette fiction, Sans vouloir s’agrandir, & ſans pretention De ce nom qu’il prenoit, & de cet artifice, Et qu’il s’eſtoit perdu pour vous rendre ſeruice.	Il dit, que par votre ordre, et qu'afin de vous plaire, Il se faisait nommer Mustapha votre frère, Qu'il travaillait pour vous par cette fiction, Sans vouloir s'agrandir, et sans prétention De ce nom qu'il prenait, et de cet artifice, Et qu'il s'était perdu pour vous rendre service.
Que pouuez vous mon fils reſpondre la deſſuse	Que pouvez vous mon fils répondre la dessuse
BAIASET.	BAIASET.
112 Que ie ſuis eſtonné, ſi iamais ie le fus, Non de voir qu’vn menteur ſe pare d’vn menſonge, Pour ſortir du danger, ou ſon crime le plonge, Mais de voir que mon pere eſcoute contre moy Vn homme comme luy menteur, traiſtre & ſans foy, Seigneur ce traitement que me fait ta Hauteſſe Pour vn fils ( bon ſujet) a beaucoup dé rudeſſe, Il faut tout mon reſpect, pour n’en pas murmurer, Et mon cœur ne ſçauroit encor le digerer;	112 Que ie suis étonné, si jamais ie le fus, Non de voir qu'un menteur se pare d'un mensonge, Pour sortir du danger, ou son crime le plonge, Mais de voir que mon père écoute contre moi Un homme comme lui menteur, traître et sans foi, Seigneur ce traitement que me fait ta Hautesse Pour un fils ( bon sujet) a beaucoup dé rudesse, Il faut tout mon respect, pour n'en pas murmurer, Et mon cœur ne saurait encor le digérer;
