ALANCuENERe	ALANCuENERée
Outre qu’au Souuerain la perte de deuxhõmes Ne ſe doit reprocher de deux tels que nous ſommes, Pluſieurs qui ne ſont point ainſi Religieux, Et qu’vn ſi grãd ſecret rẽdroit trop glorieux, Ces mouuemens du Roy ne craindront pas de ſuiure, Apres cela crois tu qu’il nous ſouffriſt de viure, Nous ne ſçaurions fuir de ſon bras irrité, L’iniure d’vn ſupplice à demy merité.	Outre qu'au Souuerain la perte de deuxhommes Ne se doit reprocher de deux tels que nous sommes, Plusieurs qui ne sont point ainsi Religieux, Et qu'un si grands secret rẽdroit trop glorieux, Ces mouvements du Roy ne craindront pas de suivre, Après cela crois tu qu'il nous souffrît de vire, Nous ne saurions fuir de son bras irrité, L'injure d'un supplice à demi mérité.
EVXIS.	EUXIS.
Il faut donc ſe bannir & bien loing d’vn Empire, A tous les gens de bien, le moins ſeur & le pire,	Il faut donc se bannir et bien loin d'un Empire, A tous les gens de bien, le moins sûr et le pire,
LLAR.	LLAR.
Voyageant l'vniuers de l’vn à l’autre bout, Nous ne ſçaurions fuir, les Rois courent par tout, Ils ont de longues mains qui par tout ce bas monde, ( & l’onde, Sans ſe mouuoir d’vn lieu touchent la terre	Voyageant l'Hivers de l'un à l'autre bout, Nous ne saurions fuir, les Rois courent par tout, Ils ont de longues mains qui par tout ce bas monde, ( et l'onde, Sans se mouvoir d'un lieu touchent la terre
DEVXIS.	DEUXIS.
Tu dis vray, ta raiſon me rend ores confus.	Tu dis vrai, ta raison me rend ores confus.
Coulpables vers le Roy, de ce coüard refus, C'eſt fait de nous außi, faiſant ce qu’il commande, Sãs doute apres cela noſtre fortune eſt grãde, Ces Royales faueurs nos eſprits ſaouleront, Et dans nos cabinets des flots d’orcouleront.	Coulables vers le Roi, de ce coüard refus, C'est fait de nous aussi, faisant ce qu'il commande, Sans doute après cela notre fortune est grande, Ces Royales faveurs nos esprits saouleront, Et dans nos cabinets des flots d'orcouleront.
EVXIS.	EUXIS.
L’or ce metal ſorcier, corrompt tout par ſes charmes, Deuant luy proſterné, l’honneur met basles armes, Il n’eſt ſi fort rempart de Iuſtice ou de foy, Qu’il ne briſe, il ne craint ny pieté, ny Loy, L'or peut tout, meſme alors que ſon appas s’adreſſe A des hommes vaillans que la miſere preſſe, Comme moy malheureux que l’horreur de la faim, Contraint à deſirer ce deteſtable gain, Monſtre de pauurete, ta dent eſt plus funeſte, Que le feu plus cuiſant & la plus forte peſte, Le meurtrier que la peur bourrelle inceſſamment, Au prix de tes forçats eſt puny doucement, plus infames.	L'or ce métal sorcier, corrompt out par ses charmes, Deuant se prosterné, l'honneur met basles armes, Il n'est si fort rempart de Justice ou de foi, Qu'il ne brise, il ne craint ni pieté, ni Lois, L'or peut tout, même alors que son appas s'adresse A des hommes vaillants que la misère presse, Comme moi malheureux que l'horreur de la faim, Contraint à désirer ce détestable gain, Gent est pauurete, ta dent est plus funeste, Que le feu plus cuisant et la plus forte peste, Le meurtrier que la peur bourrelle incessamment, Au prix de tes forçats est puni doucement, plus in.
Sçauoir qu’on a du bien, cõſole fort les ames, Durger puige tocrimeje, ue guent de tout.	Savoir qu'on a du bien, console fort les âmes, Durger puige tocrimeje, ue guent de tout.
YLLAR.	ILAR.
A la fin tout va bien, ie voy qu'il ſe reſoult,	À la fin tout va bien, votre vois qu'il se résoult,
DEVXIS.	DEUXIS.
Le ſort en eſt ietté, mon ame eſtexpoſee A ce qu'il te plaira, ie voy l'affaire ayſee.	Le sort en est jeté, mon âme estexposee À ce qu'il te plaira, toujours voy l'affaire aisée.
LL Atit.	LL Atit.
Il ne faut ſeulement que le guetter icy.	Il ne faut seulement que le guetter ici.
EJAIS.	EJAIS.
Le voyla ce me ſemble,	Le voilà ce me semble,
SYLLAR.	SYLAR.
il me le ſemble außi,	il me le semble aussi,
Donnons DEVXIS.	Donnons DEUXIS.
PYRAME.	PYRAME.
on ne me peut ſurprendre, Aſſaſins vous ſçaurez ſi ie me ſcay deffendre Bien que ſeul cotre deux ie vous feray ſentir, Qu'on ne ſe prend à moy qu’auec du repentir,	on ne me peut surprendre, Assasins vous saurez si ici me sais défendre Bien que seul cotre deux grands vous ferai sentir, Qu'on ne se prend à moi qu'avec du repentir,
EVXIS.	EUXIS.
O Dieux ie ſuis bleſſé	Ô Dieux Seigneur suis blessé
PYRAME.	PYRAME.
ſi ta main n’eſt meilleure, Ce laſche & traiſtre ſang tu vomiras ſur l’heure, Ton ſort cõme le ſien pend au bout de cefer.	si ta main n'est meilleure, Ce lâche et traître sang tu vomiras sur l'heure, Ton sort comme le sien pend au bout de céder.
DEV O Dieux!	DEV Ô Dieux!
que ie fais bien icy l’experience, Quiint jaut riententer contre jaconſcience.	que ici fais bien ici l'expérience, Quiint jaut riententer contre jaconscience.
TRAME.	TRAME.
Conſcience volleur, ie croy que le remords, Ne te preſſe qu'entant que tu vas voir les morts, Qluſens la frayeur deme perne cternelle, Recueillir en mourant ton ame criminelle.	Conscience volleur, je crois que le remords, Ne te presse qu'entant que tu vas voir les morts, Qlusens la frayeur de perne cternelle, Recueillir en mourant ton âme criminelle.
EVXIS.	EUXIS.
lia:	lia:
ſi vous me laißsiez vn peu la liberté, De vous parler auant que perdre la clarté.	si vous me laisssiez un peu la liberté, De vous parler avant que perdre la clarté.
RAME.	RAME.
Que me ſçaurois-tu dire,	Que me saurais-tu dire,
AvAIo.	AvAIo.
vne choſe ſans doubte Qui vous pourroit ſeruir,	Un chose sans doute Qui vous pourrait servir,
Qu'eſt-ce?	Qu'est-ce?
YRAME.	YRAME.
il faut que ie l’eſcoute.	il faut que ici l'écoute.
DEVXIS.	DEUXIS.
ce qu’on pourroit à peine deuiner, Le Roy nous a contraint de vous aſſaßiner.	ce qu'on pourrait à peine deviner, Le Roi nous a contraint de vous assiner.
RAME.	RAME.
O Ciel?	Ô Ciel?
que m'as tu dit, mais faut il croire vn traiſtre, DEVXIS.	que m'as tu dit, mais faut -il croire un traître, DEUXIS.
Ie vous dis ce qui eſt, mais ce qui ne peut eſtre, Dieux, tout mon ſang ſe trouble, il eſt vray que le Roy Ayme à ce qu’on m’a dit, en meſme lieu que moy, Helas!	Je vous dis ce qui est, mais ce qui ne peut être, Dieux, tout mon sang se trouble, il est vrai que le Roi Aime à ce qu'on m'a dit, en même lieu que moi, Hélas!
ie fuis perdu, mon mal eſt ſans remede, Contre mon Roy, quel Dieu puis-ie trouuer qui m'aide,	Elle fuis perdu, mon mal est sans remède, Contre mon Roi, quel Dieu puis-je trouver qui m'aide,
EVXIS.	EUXIS.
Voyez de vous conduire en cela ſagement, Maintenant ie treſtaſſe auec allegement.	Voyez de vous conduire en cela sagement, Maintenant mot trestasse avec allégement.
YRAME.	YRAME.
L’Enfer te ſoit propice, & ſa nuict malheureuſe, Pour ſi bon remors te ſoit moins rigoureuſe, Au reste il faut fuir c’eſt le meilleur conſeil, Sans faire plus icy, ny repos, ny ſommeil, Quand le courroux des Roys fait eſclater leurs ames, C’eſt pis dix mille fois que torrens & que flammes, Il faut s’oſter de là, mais de neceßité, Thisbé, vous m'en auez ſouuent ſollicité, Vous m'auez dit cent fois que vous ſeriez heureuſe, De ſuiure loing d’icy ma fortune amoureuſe, Que vous craigniez ce Prince, & que de noſtre Amour, (tour, Quelque malheur au noſtre arriueroit vn Il y faudra pouruoir, & ſi l’humeur hardie, De ce courage ardent ne s’eſt pas refroidie, Nous nou affranchirons de ſes cruelles loix, Et nous n'aurõs que nous, de parẽs, ny de Rois.	L'Enfer te soit propice, et sa nuit malheureuse, Pour si bon remors te soit moins rigoureuse, Au reste il faut fuir c'est le meilleur conseil, Sans faire plus ici, ainsi repos, ni sommeil, Quand le courroux des Rois fait éclater leurs âmes, C'est pis dix mille fois que torrents et que flammes, Il faut s'ôter de là, mais de necemité, Thisbé, vous m'en avez souvent sollicité, Vous m'avez dit cent fois que vous seriez heureuse, De suivre loin d'ici ma fortune amoureuse, Que vous craigniez ce Prince, et que de nôtre Ur, (tour, Quelque malheur au nôtre ô Il y ur pourvoir, et si humeur hardie, De ce courage ardent ne est pas refroidie, Nous affranchirons de ses cruelles loix, Et nous n'aurõs que nous, de parẽs, ni de Rois.
SCENE II.	SCÈNE II.
IRAME, DLVATS, SYLLAR.	JRAME, DLUATS, SILAR.
LE ROY.	LE ROY.
Cet affront, le ſang au viſage me A monte.	Cet affront, le sang au visage me A monte.
que ma conuitton jonſſre auloura nuy de honte, Sçachet que de ma part tu lui voulois parler.	que ma conuitton jonssre auloura nui de honte, Sachet que de ma part tu lui voulais parler.
LAR.	LAR.
En vain cẽt fois le iour vous m’y feriez aller,	En vain cẽt fois le jour vous m'y feriez aller,
LE ROY.	LE ROY.
Que Thisbé n'a point faict ſemblant de re cognoiſtre.	Que Thisbé n'a point fait semblant de re connaître.
LLAR.	LLAR.
Sire, tout auß toſt qu'elle m’a t paroistre, Peſtournãt ſesregards ſurpriſe à l’im pourueu Ainſi qu’elle auroit fait d’vn ſerpent qu'elle euſt veu, Elle s’eſt engagee en vne compagnie, A faire des diſcours d’vne ſuitte infinie, Iuſqu'a tant qu'elle a peu ſe deſrober de moy.	Sire, tout auss tost qu'elle m'a t paroistre, Pestournant sesregards surprise à l'im pourvu Ainsi qu'elle aurait fait d'un serpent qu'elle eût vu, Elle s'est en un e compagnie, À faire des discours d'une suitte infinie, Jusqu'a tant qu'elle a peu se dérober de moi.
Traicter ſi rudement la paßion d vn Roy, Faut il que nous ayõs, fils des Dieux que nous ſommes, (mes, Le ſentiment ſemblable au vulgaire des hõDans le chois d’eſprouuer ma haine ou mon Amour, Tu ſçaurois que ie regne, & que la tyrannie Me peut biẽ accorder ce que l’Amour me nie, Ce beau fils dépeſché, ſi ton cœur ne demord, Tu te pourras bien voir ſa cõpagne à la mort, Mais!	Traicter si rudement la passion d în Ion, Faut -il que nous ayõs, fils des Dieux que nous sommes, (mes, Le sentiment semblable au vulgaire des hõDans le chois d'éprouver ma haine ou mon Amour, Tu saurais que ienie, et que la tyrannie Me peut bien accorder ce que l'Amour me nie, Ce beau fils dépêché, si ton cœur ne démord, Tu te pourras bien voir sa commagne à la mort, Mais!
voicy de retour mon fidelle miniſtre, Ie lis deſſus ſon cœur quelque rapport ſiniſtre Il craint de m’aborder, parle & leue les yeux?	voici de retour mon fidèle ministre, Je lis dessus son cœur quelque rapport sinistre Il craint de m'aborder, parle et lève les yeux?
YLLAR.	ILAR.
L’affaire va tres-mal	L'affaire va très-mal
LE ROY.	LE ROY.
ie n’attendois pas mieux.	Elle n'attendais pas mieux.
YLLAR.	ILAR.
Mon compagnon eſt mort, & moy couuert de playes.	Mon compagnon est mort, et moi couvert de plaies.
Vous viens faire rapport de ces nouuelles vrayes, Nous auions à peu pres l'ouurage executé, Que le peuple en fureur deſſus nous s’eſt ietté, Et d’armes & de cris vne croiſſante ſuitte.	Vous viens faire rapport de ces nouvelles vraies, Nous avions à peu pres l'ouvrage exécuté, Que le peuple en fureur dessus nous s'est jeté, Et d'armes et de cris une croissante suitte.
A peine m'a donné le loiſir de la fuitte,	À peine m'a donné le loisir de la fuite,
LE ROY.	LE ROY.
C'eſt trop, ie voy qu'Amour ſe mocque de mes vœux, Que le Ciel par deſſein deffend ce que ie veux, Ie ſuis au deſeſpoir, mõ ame eſt trop gehenee, I'ay garde dãs le ſein la mort toute vne annee Mes malheurs vont ſans fin l'vn l'autre ſe ſuiuans, La ſaiſon de l’Hyuer n’a iamais tant de vẽts, Iamais tant de frimats, ny de froid, ny de greſle, Qu'il ne faſſe en trois mois quelque beau iour pour elle, Iamais vieillard caduc ne s’eſt ſi mal porté Qu'il n’ait eu dans l’annee quelque heure de ſanté, Eolle quelquefois tient tous les vents en bride Et faict voir aux Nochers le front des eaux ſans ride, Et l'aſtre le plus fier & plus malin des Cieux, Iamais de mon deſtin n’a deſtourné ſes yeux, Ce traiſtre me donna le ſceptre & le courage Pour me doner les maux aue cques plus d’outrageMais ie me plains en vain, le Ciel n’a point de tort, Tout hõme de courage eſt maiſtre de ſon ſort, Il rante la Fortune à ſon obeïſſance, Sõ deuoir ne cognoiſt de Loy que ſa puißãce, Meſme quand c'eſt vn Roy qui n’a d’autre deuoir.	C'est trop, ré pour qu'Amour se moque de mes vœux, Que le Ciel par dessein défend ce que ie veux, Je suis au désespoir, mon âme est trop gehenee, J'ai garde dans le sein la mort toute année Mes malheurs vont sans fin l'un l'autre se suivants, La saison de l'Hiver n’a jamais tant de vẽts, Jamais tant de frimats, ni de froid, ni de grêle, Qu'il ne fasse en roi mois quelque beau iour pour elle, Ni de g le est si mal , Qu'il nait eu dans se en heure desanté, Mois quelque tient tous les vents en bride Et a voir aux Jour le front des eaux sans elle, Etalastre le plus fier et plusmalin des Vie, Iamais de Qu' est a destourné ses yeux, Ce y m a le sceptre et le courage Pour té Qu'il n' ait eu plus da ie me plains l' un, le Ciel fa point de tort, Tout hõme de courage est mais de san sort, M' une la Fortune son quelque, Fo deuoir te ni de l que sa yeux, Et san c'est Roy qui a autre m.
Que de iouïr des droicts d’vn ſouuerain pouuoir, (lance, Non, non, mon iugement n’eſt plus ſur la baSyllar tous mes conſeils vont a la violance, Retente vne autrefon encores mon deſſein, Va dans ſon lict luy mettre vn poignarddãs le ſein, Dis que c'eſt de ma part, fay toy donner main forte, (porte, Pour forcer la maiſon, dis que c’eſt moy, n'im.	Que de jouir des droits d'un souverain pouvoir, (lance, Non, non, mon jugement n'est plus sur la baSllar tous mes conseils vont a la violance, Retente une autrefon encore mon dessein, Va dans son lit lui mettre un grands le sein, Dis que c'est de ma part, fais toi donner main forte, (porte, Pour forcer dis maison, dis que n'est moi, n'im.
Controuue quelque crime afin de l’accuſer En mon ne tu pourras tout dire & tout oſer.	Controuve quelque crime afin de l'accuser En mon ne tu pourras tout dire et tout oser.
LLAR.	LLAR.
Que la fureur des Rois eſt vne choſe eſtrãge, Ils veulent que le Ciel à leur humeur ſe rãge, Que tout leur faſſe ioug en ce cruel deſir, S’il ſe ſeruoit d’vn autre il me feroit plaiſir.	Que la fureur des Rois est une chose étrange, Ils veulent que le Ciel à leur humeur se range, Que tout leur fasse joug en ce cruel désir, S'il se servait d'un autre il me ferait plaisir.
ACTE QVATRIESME.	ACTE QUATRIÈME.
TIICIME, THISBE', LA MERE DE THISBE', SA CONFIDENTE.	TIICIME, THISBE', LA MERE DE -THISBE', A CONFIDENTE.
SCENE I.	SCÈNE I.
PIRAME, THISBE.	PIRAME, THISBE.
V voids en quel danger noſtre fortune est miſe, Que meſme la clarté ne nous eſt pas permiſe, En fin ne veux tu point forcer ceſte priſon, Icy l’impatience eſt ioincte à la raiſon, Le tyran qui deſia fait eſclatter ſa rage, Afin de l'aſſouuir mettra tout en vſage, De puutule denant que te ſiamoeuu au tour, Ne faſſe voir demain ſes courſiers de retour, Nous ſçaurions ce que peut vne fureur vnie, Auec l’authorité d'vne force impunie.	V Voits en quel danger notre fortune est mise, Que même la clarté ne nous est pas permise, En fin ne veux tu point forcer cette prison, Ici l'impatience est jointe à la raison, Le tyran qui déjà fait éclatter sa rage, Afin de l'assouvir mettra tout en usage, De puutule denant que te siamoeu au tour, Ne fasse voir demain ses coursiers de retour, Nous saurions ce que peut une fureur vnie, Avec l'autorité d'une force impunie.
THISB.	THISB.
Le conſeil en eſt pris ſans attẽdre à demain, O iiij Il faut reſolument s’affranchir de ſa main, Ie ſeray bienheureuſe ayant de la Fortune, Et diſgrace & faueur, auecques toy commune, Lors que ie n’auray plus d’eſpions à flatter, Que ie n’auray parens ny mere à redouter, Et qu'Amour ennuye de ſe monſtrer barbare Ne nous donera plus de mur qui nous ſepare, Que ſans empeſchemens nos yeux pourront paßer, Par tout ou ſont venus la voix & le penſer, Lors d’vn parfaict plaiſir entre les bras comblee, Mon ame du Tyran ne ſera pas troublee, Lors ie n'auray perſonne a reſpecter que toy.	Le conseil en est pris sans attendre à demain, Ô iiij à fait résolument s'affranchir de sa main, Je serai bienheureuse ayant de la Fortune, Et disgrâce et faveur, auecques toi commune, Lors que je n'aurai plus d'espions à flatter, Que enfin n'aurai parents ni mere à redouter, Et qu'Amour ennuie de se montrer barbare Ne nous donnera plus de mur qui nous sépare, Que sans empêchements nos yeux ont passer, Par tout où sont venus la voix et le penser, Lors d'un parfaict plaisir entre les bras comblée, Mon âme du Tyran ne La pas troublée, Lors ie n'auray personne a respecter que toi.
