A PARIS,	À PARIS,
A Mll IIlalo iCo Allons, courons, auant que d’auec eux il ſorte, Aſſembler des Amis qui ſuiuent mon courroux, Et chez moy venons à main forte Pour le percer de mille coups.	À Mll IIlalo iCo Allons, courons, avant que d'avec eux il sorte, Assembler des Amis qui suivent mon courroux, Et chez moi venons à main forte Pour le percer de mille coups.
IVPITER.	IUPITER.
Point de façons, je vous corjure H ii.	Point de façons, je vous corjure H ji.
mmdrond viue duuin ra uiailon,	mémdrond vive duvin ra uiailon,
NAVCRATES.	NAUCRATES.
Certes, toute cette auanture Confond le ſens, & la raiſou.	Certes, toute cette aventure Confond le sens, et la raisou.
OSIE.	OSIE.
Faites tréue, Meſſieurs, à toutes vos ſurpriſes;	Faites trêve, Messieurs, à toutes vos surprises;
Et pleins de joye, alloz tabler juſqu’à demain, Que je vais m’en donner!	Et pleins de joie, alloz tabler jusqu'à demain, Que je vais m'en donner!
& me mettre en be au train, De raconter mes vaillantiſes!	et me mettre en be au train, De raconter mes vaillantises!
Ie brûle d’en venir aux priſes;	Je brûle d'en venir aux prises;
Et jamais ie n’eus tant de faim.	Et jamais ici n'eus tant de faim.
SCENEVI.	SCENEVI.
MERCVRE, SOSIE.	MERCURE, SOSIE.
MERCVRE.	MERCURE.
Rreſte.	Rrête.
Quoy!	Quoi!
tu viens icy mettre ton nez, A Impudent fleureur de cuiſine?	tu viens ici mettre ton nez, A Impudent fleureur de cuisine?
SOSIE.	SOSIE.
Ah!	Ah!
de grace, tout doux.	de grâce, tout doux.
MERCVRE.	MERCURE.
Ah!	Ah!
vous y retournez, Ie vous ajuſteray l’échine.	vous y retournez, Je vous ajusterai l'échine.
SOSIE.	SOSIE.
Helas!	Hélas!
braue, & genereux Moy, Modere toy, ie t’en ſupplie, Soſie, épagne vn peu Soſie;	brave, et généreux Moi, Modere toi, tu t'en supplie, Sosie, épagne un peu Sosie;
Et ne te plais point tant à fraper deſſus toy.	Et ne te plais point tant à frapper dessus toi.
MERCVRE.	MERCURE.
Qui de t’appeller de ce nom, A pu te donner la licence!	Qui de t'appeler de ce nom, A pu te donner la licence!
Ne t’en ay-je pas fait vne expreſſe de ffence, Sous peine d’eſſuyer mille coups de Baſton?	Ne t'en ai-je pas fait une expresse de sensé, Sous peine d'essuyer mille coups de Bâton?
SOSIE.	SOSIE.
C’eſt vn nom que tous deux nous pouuons à la fois, Poſſeder ſous vn meſme Maiſtre.	C'est un nom que tous deux nous pouvons à la fois, Posséder sous un autre Maître.
Tour Soſie en tous lieux, on ſçait me reconnoiſtre :	Tour Sosie en tous lieux, on sais me reconnaître :
Ie ſouffre bien que tu le ſois;	Je souffre bien que tu le sois;
Souffre auſſi, que ie le puiſſe eſtre.	Souffre aussi, que ainsi le puisse être.
Laiſſons aux deux Amphitryons, Palle ccrater aea juiouncs, Et parmy leurs contentions, Faiſons en bonne paix, viure les deux Soſies.	Laissons aux deux Amphitryons, Palle ccrater a juiouncs, Et parmi leurs contentions, Faisons en bonne paix, vivre les deux Sosies.
MERCVRE.	MERCURE.
Non, c’eſt aſſez d’vn ſeul, & je ſuis obſtiné, emne pome ſuunemuepartage.	Non, c'est assez d'un seul, et je suis obstiné, emne pome suunemuepartage.
SOSIE.	SOSIE.
Du pas deuant, ſur moy, tu prendras l’auantage, le ſeray le cadet, & tu ſeras l’aiſné.	Du pas devant, sur moi, tu prendras l'avantage, le serai le cadet, et tu seras l'aîné.
MERCVRE.	MERCURE.
Non, vn frere incommode, & n’eſt pas de mon gouſt, Et je veux eſtre fils vnique.	Non, un frère incommode, et n'est pas de mon goût, Et je veux être fils unique.
O dla re.	Ô dla re.
O cœur barbare & yr annique !	Ô cœur barbare et yr annique !
Souffte qu’au moius ie ſois ton ombre.	Souffte qu'au moius un sois ton ombre.
MERCVRE.	MERCURE.
Point du tout.	Point du tout.
SOSIE.	SOSIE.
Que d’vn peu de pitié ton Ame s’humaniſe.	Que d'un peu de pitié ton Âme s'humanise.
En cette qualité ſouffre moy prés de toy?	En cette qualité souffre moi près de toi?
Ie te ſeray par tout vne ombre ſi ſoumiſe, Que ta leras content de moy.	Je te serai par tout une ombre si soumise, Que ta leras content de moi.
MERCVRE.	MERCURE.
Point de quartier:	Point de quartier:
immuable eſt la loy.	immuable est la loi.
Si d’entrer la-dedans, tu prens, encor l’audace, Mille coups en ſeront le fruit.	Si d'entrer la-dedans, tu prends, encor l'audace, Mille coups en seront le fruit.
SOSIE.	SOSIE.
nud l u qu'ele etrange aigrace Pauure Soſie es-tu reduit?	nud l u qu'èle étrange aigrace Pauvre Sosie ès-tu réduit?
MERCVRE.	MERCURE.
Quoy!	Quoi!
ta bouche ſe licencie, A te donner encor vn nom, que je défens.	ta bouche se licencie, À te donner encor nom, que je défends.
SOSIE.	SOSIE.
Non ce n’eſt pas moy que j’entens;	Non ce n'est pas moi que j'entends;
Et je parle d’vn vieux Soſie, Qur lut jauis de mes parens, Qu’auec tres grande Barbarie, A l’heure du diſné l’on chaſſa de ceans.	Et je parle d'un vieux Sosie, Qur lut javis de mes parents, Qu'avec très grande Barbarie, A l'heure du dîné l'on chassa de céans.
MERCVRE.	MERCURE.
Prens garde de tomber dans cette freneſie;	Prends garde de tomber dans cette frénésie;
Si tu veux demeurer au nombre des viuans.	Si tu veux demeurer au nombre des vivants.
SOSIE.	SOSIE.
Que je te roſſerois, il pauois du courage, Double fils-de-Putain, de trop d’orgueil enflé!	Que je te rosserais, il pavais du courage, Double fils-Pain, de trop d'orgueil enflé!
Que dis-tu?	Que dis-tu?
MERCVRE.	MERCURE.
SOSIE.	SOSIE.
Percir.	Percir.
MERCVRE.	MERCURE.
Tu tiens, ie croy quelque langage.	Tu tiens, Seigneur crois quelque langage.
OSIE.	OSIE.
Demandez ie n’ay pas ſoufflé.	Demandez esprit n'ai pas soufflé.
MERCVRE.	MERCURE.
Certain mot de fiis-de-Putain, A pourtant frapé mon oreille:	Certain mot de fiis-de-Putain, A pourtant frappé mon oreille:
nn ent tren de paa calaine	nn ent tren de pa calaine
SOSIE.	SOSIE.
C’eſt donc vn perroquet que le beau temps réueille.	C'est donc un perroquet que le beau temps réveille.
MERCVRE.	MERCURE.
Adieu lors que le dos pourra te démanger, Voila l’endroit où je demeure.	Adieu lors que le dos pourra te démanger, Voilà l'endroit où je demeure.
SOSIE.	SOSIE.
Ciel!	Ciel!
que l’heure de manger, Pour eſtre mis dehors, eſt vne maudite heure:	que l'heure de manger, Pour être mis dehors, est une maudite heure:
Allons, cedons au ſort dans noſtre affliction.	Allons, cédons au sort dans notre affliction.
Suiuons-en aujourd’huy l’aueugle fantaiſie;	Suivons-en aujourd'hui l'aveugle fantaisie;
Et par vne juſte vnion, toiguons le Maincarean vore , Au malheureux Amphitryon.	Et par une juste toujours, toiguons le Maincarean vore , Au malheureux Amphitryon.
SCENE VII.	SCÈNE VII.
AMPHITRYON, ARGATIPHONTIDAS, POSICLES, SOSIE.	AMPHITRYON, ARGATIPHONTIDAS, POSICLES, SOSIE.
AMPHITRYON.	AMPHITRYON.
Rreſtez-là, Meſſieurs, ſuiuez nous d’vn A peu loin;	Rrestez-là, Messieurs, suivez nous d'un A peu loin;
De fudanecz tous, le vous pne s Que quand il en ſera beſoin.	De fudanecz tous, le vous pie d Que quand il en sera besoin.
POSICLES.	POSICLES.
Ie comprens que ce coup doit fort toucher voſtre Ame.	Je comprends que ce coup doit fort toucher votre Âme.
AMPHITRYON.	AMPHITRYON.
Ah!	Ah!
de tous les coſtez, mortelle eſt ma douleur !	de tous les côtés, mortelle est ma douleur !
Et je ſouffre pour ma flame, Autune que pour mon nonneur.	Et je souffre pour ma flamme, Autune que pour mon nonneur.
POSICLES, Si cette reſſemblance eſt telle que l’on dit, Alcmene, ſans eſtre coupable.	POSICLES, Si cette ressemblance est telle que l'on dit, Alcène, sans être coupable.
AMPHITRYON.	AMPHITRYON.
Ah!	Ah!
ſur le fait dont il s’agit, L’erreur ſimple deuient vn crime veritable, Et ſans conſentement, l’innocence y perit.	sur le fait dont il s'agit, L'erreur simple devient un crime véritable, Et sans consentement, l'innocence y périt.
De ſemblables erreurs, quelque iour qu’on leur donne, Touchent des endroits delicats:	De semblables erreurs, quelque jour qu'on leur donne, Touchent des endroits délicats:
Et la raiſon bre rrenuene lee paruonne;	Et la raison bre rrenuene lee parvonne;
Que l’Honneur, & l’Amour, ne les pardonnent pas.	Que l'Honneur, et l'Amour, ne les pardonnent pas.
ARGATIPHONTIDAS.	ARGATIPHONTIDAS.
Je n’embarraſſe point là-dedans ma penſée:	Je n'embarrasse point là-dedans ma pensée:
Mais je hais vos Meſſieurs, de leurs honteux delais;	Mais je hais vos Messieurs, de leurs honteux délais;
Et c’eſt vn procedé dont j’ay l’ame bleſſée;	Et c'est un procédé dont j'ai l'âme blessée;
Et que les gens de cœur n’aprouueront jamais, Quand quelqu’vn nous employe, on doit, teſte baiſſée, Se jetter dans ſes intereſts.	Et que les gens de cœur n'approuveront jamais, Quand quelqu'un nous emploie, on doit, tête baissée, Se jeter dans ses intérêts.
Argatiphontidas ne va point aux accords.	Argatiphontidas ne va point aux accords.
Ecouter d’vn Amy raiſonner l’auerſaire, Pour des Hommes d’honneur, n’eſt point vn coup à faire:	Écouter d'un Ami raisonner l'aversaire, Pour des Hommes d'honneur, n'est point un coup à faire:
Il ne faut écouter que la vengeance alors.	Il ne faut écouter que la vengeance alors.
Le Procez ne me ſçauroit plaire;	Le Procès ne me saurait plaire;
Et l’on doit commancer toûjours dans ſes tranſports, Par bailler, ſans aueun Myſtere, De l’épée au trauers du corps.	Et l'on doit commencer toujours dans ses transports, Par bailler, sans aveun Mystère, De l'épée au travers du corps.
Oüy vous verrez, quoy qu’il auienne, Qu’Argatiphontidas marche droit ſur ce point;	Oui vous verrez, quoi qu’il avienne, Qu'Argatiphontidas marche droit sur ce point;
Et de vous il faut que j’obtienne, Que le pendart ne meure point, D’vne autre main, que de la mienne.	Et de vous il faut que j'obtienne, Que le pendard ne meure point, D'une autre main, que de la mienne.
Allons.	Allons.
AMPHITRYON.	AMPHITRYON.
SOSIE.	SOSIE.
Ie viens, Monſieur, ſubir à vos genoux, Le juſte châtiment d’vne audace maudite.	Je viens, Monsieur, subir à vos genoux, Le juste châtiment d'une audace maudite.
Frapez, battez, chargez, accablez-moy de coups;	Frappez, battez, chargez, accablez-moi de coups;
Tuez-moy dans voſtre courroux:	Tuez-moi dans votre courroux:
Vous fairez bien ie le merite:	Vous fairez bien beau le mérite:
Et ie n'en drruy pas vir ieur mot contre vous,	Et ici n'en drui pas vir jeur mot contre vous,
AMPHITRYON.	AMPHITRYON.
Leue-toy, Que fait-on?	Leve-toi, Que fait-on?
SOSIE.	SOSIE.
L’on ma chaſſé tout net:	L'on ma chassé tout net:
Et croyant à manger, m’aller, comme eux ébattre;	Et croyant à manger, m'aller, comme eux ébattre;
Ie ne ſongeois pas qu’en effet.	Je ne songeais pas qu'en effet.
Ie m’attendois-là pour me battre.	Je m'attendais-là pour me battre.
oüy, l’autre moy, valet de l’autre vous, a fait Tout de nouueau, le Diable à quatre.	oui, l'autre moi, valet de l'autre vous, a fait Tout de nouveau, le Diable à quatre.
La rigueur d’vn pareil deſtin, Monſieur, aujourd’huy hous talonne, Et l’on me Des-ſoſie enfin, Comme on vous Des-Amphitryonne.	La rigueur d'Han pareil destin, Monsieur, aujourd'hui hous talonne, Et l'on me Des-sosie enfin, Comme on vous Des-Amphitryonne.
Suy-moy.	Sui-moi.
AMPHITRYON.	AMPHITRYON.
SOSIE.	SOSIE.
N’eſt-il pas mieux, de voir s’il vient perſonne.	N'est-il pas mieux, de voir s'il vient personne.
SCENE VIII.	SCÈNE VIII.
CLEANTHIS, NAVCRATES, POLIDAS, SOSIE, AMPHITRYON, ARGATIPHONTIDAS POSTCLES.	CLEANTHIS, NAUCRATES, POLIDAS, SOSIE, AMPHITRYON, ARGATIPHONTIDAS POSTCLES.
CLEATHIS.	CLÉTHIS.
Ciel !	Ciel !
1 AMIHIIRION.	1 AMIHIRION.
Qui t’épouuante ainfi?	Qui t'épouvante ainsi?
Quelle eſt la peur, que ie t’inſptte?	Quelle est la peur, que ici t'insptte?
CLEANTHIS.	CLÉANTHIS.
Las lvous eſtez l'àvhaut, & je vous vois icy!	Las lvous estez l'àvhaut, et je vous vois ici!
YAVCRATES.	YAUCRATES.
Ne vous preſſez point, le voicy, Pour donner deuant tous, les clartez, qu’on deſire;	Ne vous pressez point, le voici, Pour donner devant tous, les clartés, qu'on désire;
Et qui, ſi l’on peut croire à ce qu’il vient de dire, Sçauront vous affranchir de trouble, & de ſoucy.	Et qui, si l'on peut croire à ce qu'il vient de dire, Sauront vous affranchir de trouble, et de souci.
1 20	1 20
SCENE	SCÈNE
SCENE IX.	SCÈNE IX.
MERCVRE, CLEANTHIS NAVCRATES, POLIDAS, SOSIE, AMPHITRYON, ARGATIPHONTIDAS, POSICLES.	MERCURE, CLÉANTHIS NAUCRATES, POLIDAS, SOSIE, AMPHITRYON, ARGATIPHONTIDAS, POSICLES.
MERCVRE.	MERCURE.
Vy vous l’allez voir tous:	Vi vous l'allez voir tous:
& ſçachez, par O auance, Que c’eſt le grand Maiſtre des Dieux;	et sachez, par Ô avance, Que c'est le grand Maître des Dieux;
Que ſous les traits cheris de cette reſſemblance;	Que sous les traits chéris de cette ressemblance;
Alcmene a fait, du Ciel, deſcendre dans ces li eux.	Alcène a fait, du Ciel, descendre dans ces li eux.
Et quand à moy, je ſuis Mercure, Qui ne ſçachant que faire, ay roſſé tant ſoit peu, Celuy, dont j’ay pris la figure :	Et quand à moi, je suis Mercure, Qui ne sachant que faire, ai rossé tant soit peu, Celui, dont j'ai pris la figure :
Mais de s’en conſoler, il a maintenant lieu, Et les coups de baſton d’vn Dieu, Font honneur à qui les endure.	Mais de s'en consoler, il a maintenant lieu, Et les coups de bâton d'un Dieu, Font honneur à qui les endure.
SOSIE.	SOSIE.
Ma foy, Monſieur le Dieu je ſuis voſtre valet, Ie me ſerois paſſé de voſtre fantaiſie.	Ma foi, Monsieur le Dieu je suis votre valet, Je me serais passé de votre fantaisie.
M ERCVRE.	M ERCURE.
Ie luy donne à preſent congé d’eſtre Soſie, Ie ſuis las de porter vn viſage ſi laid;	Je lui donne à présent congé d'être Sosie, Je suis las de porter un visage si laid;
Et je m’en vais au Ciel, auec de l’Ambroiſie, Il vole M’en débarbouiller tout à fait.	Et je m'en vais au Ciel, avec de l'Ambroisie, Il vole M'en débarbouiller tout à fait.
dans le ciel.	dans le ciel.
SOSIE.	SOSIE.
Le Ciel, de m’approcher, t’oſte à jamais l’enuie, Ta fureur s’eſt par trop acharnée apres moy:	Le Ciel, de m'approcher, t'ôte à jamais l'envie, Ta fureur s'est par trop acharnée après moi:
Et je ne vis de ma vie, Vn Dieu paur Drable que toy.	Et je ne vis de ma vie, Un Dieu paur Able que toi.
SCENE X.	SCÈNE X.
IVPITER, CLEANTHIS, NAVCRATES, POLIDAS, SOSIE, AMPHTIRYON, ARGATIPHONTIDAS, POSICLES.	IUPITER, CLÉANTHIS, NAUCRATES, POLIDAS, SOSIE, AMPHTIRYON, ARGATIPHONTIDAS, POSICLES.
VPITER.	VPITER.
Dans vne nuë.	Dans une nue.
Egarde, Amphitryon, quel eſt ton impoR ſteur;	Egarde, Amphitryon, quel est ton impoR steur;
Et ſous tes propres traits, voy Iupiter paroiſtre, A ces marques, tu peux aiſement le connoiſtre;	Et sous tes propres traits, vois Jupiter paraître, À ces marques, tu peux aisément le connaître;
Et c’eſt aſſez, je croy, pour remettre ton cœur Dans l’eſtat auquel il doit eſtre, Et rétablir chez toy, la paix & la douceur.	Et c'est assez, je crois, pour remettre ton cœur Dans l'état auquel il doit être, Et rétablir chez toi, la paix et la douceur.
Mon nom, qu’inceſſamment toute la terre adore, Etouffe icy les bruits, qui pouuoient éclater.	Mon nom, qu'incessamment toute la terre adore, Étouffe ici les bruits, qui pouvaient éclater.
Vn partage auec Iupiter, N’a rien du tout qui des-honnore:	Un partage Ju Piter, N'a rien du tout qui déshonore:
Et fans doute, il ne peut eſtre que glorieux, De ſe voir le Rruar du Sotiuerain des Dleux, Ie m’y vois pour ta flame, aucun lieu de murmure;	Et sans doute, il ne peut être que glorieux, De se voir le Ruar du Sotiuerain des Dleux, Je m'y vois pour ta flamme, aucun lieu de murmure;
Et c’eſt moy, dans cette auanture, Qui tout Dieu que ie ſuis, dois eſtre le jaloux.	Et c'est moi, dans cette aventure, Qui tout Dieu que je suis, dois été le jaloux.
Alcmene eſt toute à toy, quelque ſoin qu’on employe;	Alcène est toute à toi, quelque soin qu'on emploie;
Et ce doit à tes feux eſtre vn objet bien doux, De voir que pour luy plaire, il n’eſt point d’autre voye, Que de paroiſtre ſon Epoux.	Et ce doit à tes feux être un objet bien doux, De voir que pour lui plaire, il n'est point d'autre voie, Que de paraître son Époux.
Que Iupiter orné de ſa gloire immortelle, Par luy meſme, n’a pû triompher de ſa foy;	Que Jupiter orné de sa gloire immortelle, Par Ah même, n'a pu triompher de sa foi;
Et ce qu’il a receu d’elle, N’a par ſon cœur ardent eſté donné qu’à toy.	Et ce qu'il a reçu d'elle, N'a par son cœur ardent été donné qu'à toi.
SOSIE.	SOSIE.
Le Seigneur Iupiter ſçait dorer la pillule.	Le Seigneur Jupiter sais dorer la pillule.
PITER.	PITER.
Sors donc des noirs chagrins, que ton cœur a ſoufferts;	Sors donc des noirs chagrins, que ton cœur a soufferts;
Et rends le calme entier à l’ardeur qui te brûle.	Et rends le calme entier à l'ardeur qui te brûle.
Chez toy, doit naiſtre vn fils qui ſous le nom d’Hercule, Remplira de ſes faits, tout le vaſte Vniuers.	Chez toi, doit naître un fils qui sous le nom d'Hercule, Remplira de ses faits, tout le vaste Univers.
L’eclat d’vne fortune, en mille biens feconde, Faira connoiſtre à tous, que ie ſuis ton ſupport;	L'éclat d'une fortune, en mille biens féconde, Faira connaître à tous, que ie suis ton support;
Et je mettray tout le monde Au point d’enuier ton ſort, Tu peux hardiment te flâter De ces siperances donneco, C’eſt vn crime d’en douter, Les paroles de lupiter, Sont des Atreſts des deſtinées.	Et je mettrai tout le monde Au point d'envier ton sort, Tu peux hardiment te flatter De ces sipérances donneco, C'est un crime d'en douter, Les paroles de lupiter, Sont des Atrêts des destinées.
Il ſe pert dans les Nuës.	Il se pert dans les Nues.
NAVCRATES.	NAUCRATES.
Certes ie ſuis rauy de ces marques brillantes.	Certes Princes suis ravi de ces marques brillantes.
