des Aydes.	des Aides.
Ors que le Ciel d'vn œil contraix Regarde nos proſperitez Et deſſus nos infirmitez Marque les pas de ſa colere.	Ors que le Ciel d'œux œil contraix Regarde nos prospérités Et dessus nos infirmités Marque les pas de sa colère.
Les efforts de tous les humains, Se ſentent arracher des mains Les forces de la reſiſtance:	Les efforts de tous les humains, Se sentent arracher des mains Les forces de la résistance:
Et ne peuuent auec raiſon Treuuer dedans leur impuiſſance Lepoaaideun Mne joii --	Et tenants peuuent était raison Trouver dedans leur impuissance Lepoaaideun Mne joii vrai-moine
Pourquoy donc ces torrens humides, Qui ſortent touſiours de vos yeux Semblent ils au vouloir des Cieux:	Pourquoi donc ces torrents humides, Qui sortent toujours de vos yeux Semblent ils au vouloir des Cieux:
Oppoſer leurs flots homicides.	Opposer leurs flots homicides.
Iuſques à quand pleurerez vous La mort de voſtre cher esponx, Si vous croyez vniour le ſuiure, Puis qu’il vit dedans voſtre cœur, Penſez vous le faire reuiure, Vous faiſant mourir de douleur.	Jusqu' à quand pleurerez -vous La mort de votre cher éponx, Si vous croyez vniour le suiure, Puis qu'il vit dedans votre cœur, Pensez -vous le faire revivre, Vous faisant mourir de douleur.
44	44
L’ordonnance des deſtinees, Inuiolable en ſa rigueur, N’oblige point noſtre bon-heur A la meſure des annees.	L'ordonnance des destinées, Inviolable en sa rigueur, N'oblige point notre bonheur A la mesure des années.
Ce grand Cemte a veſeu long tans, M 6 - ← ------- - Malgré les bornes de ſes ans, Ses vertus empeſchent qu’il meure, Sa longue vie eſt dans ſes faicts, Et voulut mourir de bonne heure lquadda inaaaanal.	Ce grand Cemte a veseu long tans, M 6 - -- - Malgré les bornes de ses ans, Ce grand empêchent ail meure, Su long vie est tan ses ts, Et voulut M de bonne heure lquadda inaaaanal.
La triſteſſe a de foibles armes, Et ne vous peut donner ſecours:	La tristesse a de faibles armes, Et ne vous peut donner secours:
Noyant le feu de vos beaux iours, Dans la fontaine de vos larmes.	Noyant le feu de vos beaux jours, Dans la fontaine de vos larmes.
La parque reçoit vos ſouspirs, Comme l’obiect de ſes plaiſirs, Vos pleurs ſont de cette cruelle Les plus delicieux esbais.	La parque reçoit vos soupirs, Comme l'objetct de ses plaisirs, Vos pleurs sont de cette cruelle Les plus délicieux ébais.
A ſin donc de vous vanger d’elle, Il faut que vous ne pleuriez pas.	À sin donc de vous venger d'elle, Il faut que vous ne pleuriez pas.
Son ame eſt aux demeures ſainctes, Et ſon corps dort ſi doucement, Qu'il ſemble dans ſon monument.	Son âme est aux demeures sainte, Et son corps dort si doucement, Qu'il semble dans son monument.
Se cacher au bruit de vos plaintes.	Se cacher au bruit de vos plaintes.
Voulez-vous remuant ſes os, Dedans le lieu de ſon repos Liurer vne immortelle guerre?	Voulez-vous remuant ses os, Dedans le lieu de son repos Livrer une immortelle guerre?
Et vous eſloignant de ſes vœux, Le voulez-vous tirer en terre, Voulant vous tirer dans les Cieux?	Et vous éloignant de ses vœux, Le voulez-vous tirer en terre, Voulant vous tirer dans les Cieux?
Mais ievoy la perſeuerance Si ioincte à vos afflictions, Que de ces conſolations Vous reculez vostre creance.	Mais ievoy la persévérance Si jointe à vos afflictions, Que de ces consolations Vous reculez votre créance.
Il est vray que ſi la douleur Suit le poids de voſtre mal-heur, Vostre bouche doit eſtre ouuerte, Sans ceſſe aux regrets commancez:	Il est vrai que si la douleur Suit le poids de votre malheur, Votre bouche doit être ouverte, Sans cesse aux regrets commencés:
eur uiſant tonſiours voſtre perte, Vous ne la ſçauriez dire aſſez.	eur uisant tonsiours votre perte, Vous ne la sçauriez dire assez.
A	À
Se taire en ceſte violence, Seroit aduoüer vos tourmens, Et dans les grand reſſentimens Le plus grand maleſt le ſilence.	Se taire en cette violence, Serait avouer vos tourments, Et dans les grand ressentiments Le plus grand malest le silence.
Tant de pleurs verſez nuict & iour.	Tant de pleurs versez nuit et jour.
Sont les teſmoings du chaſte amour Que vous auez dans la penſee.	Sont les témoings du chaste amour Que vous avez dans la pensée.
Si l’on dit que vous pleuriez moins Voſtre amour doit eſtre offencée, Voyant corrompre ſes teſmoins.	Si l'on dit que vous pleuriez moins Votre amour doit être offensée, Voyant corrompre ses témoins.
Elle parlant au tombeau de Monſieur le Comte de S.	Elle parlant au tombeau de Monsieur le Comte de S.
Algnan.	Algnan.
Espons aux plaintes que i’eſlance, NCruel marbre:	Espons aux plaintes que j'élance, NChruel marbre:
mais ie voy bien, Que conuaincu d’auoir mon bien, La honte cauſe ton ſilence.	mais ie cy bien, Que convaincu d'avoir mon bien, La honte cause ton silence.
Helas!	Hélas!
retenant mon bon-heur, Ie te voy froid à ma douleur, Et ſourd à ma peine obstinee:	retenant mon bonheur, Je te vois froid à ma douleur, Et sourd à ma peine obstinée:
Deſormais de ta dureté, Ie ne ſeray plus eſtonnee, Elle vient de ta cruauté.	Désormais de ta dureté, Je ne serai plus étonnée, Elle vient de ta cruauté.
Rends moy le ſoleit que i’adore:	Rends moi le soleit que j'adore:
Car faſché d’vn ſi long fommeil, Sans doute il veut que ſon reſueil Suiue les pleurs de ſon aurore.	Car fâché d'être si long sommeil, Sans doute il veut que son réveil Suive les pleurs de son aurore.
Mais quoy?	Mais quoi?
ſon beau front obſeury, –– CComme toy me ſemble endurcy A tout le tourment que i’endure.	son beau front obseuri, § CComme toi me semble endurci A tout le tourment que j'endure.
Se plaiſt-il tant à ſommeiller Que dans vne pierre ſi dure, MUIINEE –4-.	Se plaît-il tant à sommeiller Que dans une pierre si dure, MUINE 4-.
Bien que de ta rigueur extreme Ie ſente la facheuſe loy, Puis que mon amour eſt dans toy;	Bien que de ta rigueur extrême Je sente la fâcheuse loi, Puis que mon amour est dans toi;
Il faut, cher tombeau que ie t'ayme:	Il faut, cher tombeau que ici t'aime:
Car contre moy-meſme, ie ſuis Ingenieuſe à mes ennuys.	Car contre moi-même, votre suis Ingénieuse à mes ennuis.
Ainſi mà pauure ame affligée, laſſe de chercher mon amant, Croit t'eſtre beaucoup obligée De le garder ſi cherement.	Ainsi mà pauvre âme affligée, lasse de chercher mon amant, Croit t'être beaucoup obligée De le garder si chèrement.
Tu n'es pourtant pas impaßible, Ie te ſens deuenir plus doux, Ayant le cœur de mon espoux, Tu ne ſçaurois eſtre inſenſible.	Tu n'es pourtant pas impasible, Je te sens devenir plus doux, Ayant le cœur de mon époux, Tu ne saurais être insensible.
Non, car ie viens de deſcouurir Que mes larmes t’ont fait ouuri?	Non, car grands viens de découvrir Que mes larmes t'ont fait ouvri?
7 Mon espoux commance à m'entendre, Et s’eſmeut en m'apperceuant.	7 Mon époux commance à m'entendre, Et s'émut en m'apercevant.
Mais las!	Mais las!
ce n'eſt que de la cendre, Qifaſpueni paumans	ce n'est que de la cendre, Qifaspueni paumands
Fuyés esperance trompée:	Fuyez espérance trompée:
Car ie crains parmy mes deſirs, De voir au vent de mes ſouſpirs Sa chere cendre dißipée.	Car ie crains parmi mes désirs, De voir au vent de mes soupirs Sa chère cendre dissipée.
Ce beau corps pour garder touſiours Le feu de nos chaſtes amours Se plaiſt d’eſtre vne cendre morte:	Ce beau corps pour garder toujours Le feu de nos chastes amours Se plaît d'être une cendre morte:
Mais ſi le vent pouſſant le feu, Luy ſouffle vne vigueur plus forte, Il faut que ie ſouſpire vn peu.	Mais si le vent poussant le feu, Lui souffle un vigueur plus forte, Il faut que ie souspire un peu.
Souſpirs, vous chaſſez cette cendre Hors de ſon ſejour tenebreux, Ha, ie ſens que ſur mes cheueux Elle vient doucement s’eſpandre.	Souspirs, vous chassez cette cendre Hors de son séjour ténébreux, Ha, votre sens que sur mes cheveux Elle vient doucement s'épandre.
Ils commancent en ſa faueur D’en prendre deſia la couleur, D’où ie veux tirer aduantage:	Ils commencent en sa faveur D'en prendre déjà la couleur, D'où ie veux tirer avantage:
.	.
.	.
3 Et tous les iours en me leuant Les eſtendre ſur mon viſage Afin de la baiſer ſouuent.	3 Et tous les jours en me levant Les étendre sur mon visage Afin de la baiser souvent.
Reuenez delices paſſees Retrancher le cours de mon dueil, Mais ie nourris dans vn cercueil L’aueuglement de mes penſees.	Revenez délices passe Retrancher le cours de mon deuil, Mais ie nourris dans un cercueil L'aveuglement de mes pensées.
le n'ay plus de ſoulagement, Qu'en l’erreur d’vn contentement, Dù mon ame s’eſt aſſeruie:	le n'ai plus de soulagement, Qu'en l'erreur d'un contentement, Dù mon âme s'est asservie:
Ma perte n'a point de reflus, enez tes monis le cherene ma ples Et ie cheris ce qui n'est plus.	Ma perte n'a point de reflus, enez tes monis le chérène ma ples Et ie ris ce qui n'est plus.
e recognois dans ce lieu ſombre Limpuiſſance de mes efforts:	Je reconnais dans ce lieu sombre Lympuissance de mes efforts:
On dit que l’ombre ſuit le corps, Et c’eſt mon corps qui ſuit vne ombre.	On dit que l'ombre suit le corps, Et c'est mon corps qui suit une ombre.
Mais dis moy, chere ombre où tu fuis?	Mais dis -moi, chère ombre où tu fuis?
oy qui tu fus, & qui ie ſuis?	ois qui tu fus, et qui tu suis?
e ſuis ton eſpouſe affligee, Depuis le iour de ton trespas.	Je suis ton épouse afflige, Depuis le jour de ton trépas.
la- Mais las!	la- Mais las!
ma face eſt ſi changée Que tu ne me recognois pas.	ma face est si changée Que tu ne me reconnais pas.
A MADAME DE IVMILLAC.	À MADAME DE IVMILAC.
CONTRE LES MEDISANS.	CONTRE LES MÉDISANS.
NOnſiderant les maux dont la terre eſt fecõde  Reſolu de les mespriſer, Ie commence à m'appriuoiſer Auec tous les malheurs du monde.	NOnsiderant les maux dont la terre est féconde Résolu de les mépriser, Je commence à m'apprivaiser Avec tous les malheurs du monde.
Au lieu d’en prendre des ennuys, – - En voyant ce qu’ils ſont, ie voy ce que ie ſuis.	Au lieu d'en prendre des ennuis, - En voyant ce ils sont, ie ce que ie suis.
Et quand quelque accident m'importune & me preſſe, I’en cherche le contre-poiſon, Et ie rencontre ſa foibleſſe Dans la force de ma raiſon.	Et quand quelque accident m'importune et me presse, J'en cherche le contre-poison, Et apprendre rencontre sa faiblesse Dans la force de ma raison.
–	
– --------	– --------
Mais pourquoy craindrions-nous les facheuſe puufuites De maux qui nous viennent ſaiſir, Si ſouuent nostre déplaiſir Eſt la marque de nos merites.	Mais pourquoi craindrions-nous les fâcheuse pufuites De maux qui nous viennent saisir, Si souvent notre déplaisir Est la marque de nos mérites.
Pour moy ie ſerois bien faſché, Que quelque affliction ne m’euſt iamais touché Sçachãt que les hauts lieux sõt les obiects du foudre, Et que cherchant les grandes eaux, L’orage ne ſe peut reſoudre Marrencaraspelixrnijjtamt, -	Pour moi était serais bien fâché, Que quelque affliction ne m'eût jamais touché Sachant que les hauts lieux sont les objets du foudre, Et que cherchant les grandes eaux, L'orage ne se peut résoudre Marrencaraspelixrnijjtamt, -
Si les plus beaux effects d’vne innocente vie Ont des enuieux & ialoux, Pourquoy vouus offencerez vous De ſentir les traicts de l’enuie?	Si les plus beaux effets d'une innocente vie Ont des envieux et jaloux, Pourquoi vou ffenserez vous De sentir les traits de l'envie?
Cela vous eſt aduantageux, D’auoir vn ſort commun auec les vertueux.	Cela vous est avantageux, D'avoir un sort commun avec les vertueux.
Le mespris des meſchans doit eſtre mespriſable:	Le mépris des méchants doit être méprisable:
Songez donc ſans vous animer, Que toute perſonne blaſmable 4-	Songez donc sans vous animer, Que toute personne blâmable 4-
Parmy tous les efforts du plus grand artifice, Dont noſtre ſiecle eſt combattu, Le vice paſſe pour vertu, Mais non pas la vertu pour vice.	Parmi tous les efforts du plus grand artifice, Dont notre siècle est combattu, Le vice passe pour vertu, Mais non pas la vertu pour vice.
Son beau luſtre ſi plein d’appas, ––- - Peut bien eſtre caché, mais il ne ſe perd pas;	Son beau lustre si plein d'appas, - - Peut bien être caché, mais il ne se perd pas;
Il faut que mon esprit au voſtre perſuade, Qu'on voit à force de ſouffrir La verité ſouuent malade, dilan quu ne la leu peuuinemtu.	Il faut que mon esprit au vôtre persuade, Qu'on voit à force de souffrir La vérité souvent malade, dylan quu ne la le peuuinemtu.
Encore qu’on luy faſſe vne guerre immortelle, Son teint quelquefois obſcurçy, Eſtant par le temps eſclaircy, Elle n'en paroiſt que plus belle.	Encore qu'on nous fasse une guerre immortelle, Son teint quelquefois obscurçi, Étant par le temps éclairci, Elle n'en paraît que plus belle.
Les flots de l’orage preſſez, Au lieu de s’abbaiſſer ſont dedans l’air pouſſez:	Les flots de l'orage pressez, Au lieu de s'abaisser sont dedans l'air poussez:
C’est en vain que l’effort de tous les vents s’appreſtt Et penſe les eaux abiſmer, Iamais la plus forte tempeſte N’a peu diminuer la mer.	C'est en vain que l'effort de tous les vents s'apprêtât Et pense les eaux abîmer, Jamais la plus forte tempête N'a peu diminuer la mer.
De tous les mediſans la gloire illegitime N’aiamais vn ſolide appuy, Cherchant au des honneur d’autruy Le fondement de leur eſtime.	De tous les médisants la gloire illégitime N'aiamais un solide appui, Cherchant au des honneur d'autrui Le fondement de leur estime.
Ennemys des perfections, – Et comme les pourceaux viuans d’infections:	Ennemis des perfections, – Et comme les pourceaux vivants d'infections:
Ils n’ont point de plaiſir que celuy de reprendre:	Ils n'ont point de plaisir que celui de reprendre:
Mais quoy qu’ils puiſſent controuuer, Sur vous ils ne pourront rien prendre,  ſuuie pourent iaitiehher.	Mais quoi qu’ils puissent controuver, Sur vous ils ne pourront rien prendre, suie pourent jaitieher.
Comme les beaux rayons que le ſoleil eſlance Attirent de noires vapeur, Ainſi la bonté de nos mœurs iemble attirer la médiſance.	Comme les beaux rayons que le soleil élance Attirent de noires vapeur, Ainsi la bonté de nos mœurs iemble attirer la médisance.
Mais quoy?	Mais quoi?
par vn meſme moyen, out cela ſe dißipe & ſe reduit en rien, reuuãt preſque ſa mort au poinct de ſa naiſſance:	par un même moyen, out cela se dissipe et se réduit en rien, revenez presque sa mort au point de sa naissance:
ar l’experience fait voir que la lumiere & l’innocence Int acquis vn meſme pouuoir.	ar l'expérience fait voir que la lumière et l'innocence Int acquis un même pouvoir.
cognois où l’humeur des médiſans ſe fonde, croyent eſtans vicieux, ue le monde parle mitreme, parlent mal de tout le monde.	connais où l'humeur des médisants se fonde, croient étant vicieux, ue le monde parle même, parlent mal de tout le monde.
Iais touſiours cés noirs impoſteurs ont prendre leur venin dãs des plus beles fleurs, Et n’ayãs point d’hõneur voudroient rauir le voſtre Ainſi le criminelrusé, Reiette touſiours ſur quelque autre, Le mat dom leſt aceme, – ---	Iais toujours cez noirs imposteurs ont prendre leur venin dans le plus beles fleurs, Et n'ayant point d'honneur voudraient ravir le vôtre Ainsi le criminelrusé, Liette toujours sur quelque autre, Le mat dom lest aceme, --
