LES ACTEVRS.	LES ACTEURS.
Mais de grace écoutez-moy vous meſme, De peur que commençant dedãs ce trouble extréme, Le dény d’vn affront, aueré clairement, Et qu’il n’en faille enſin paſſer aux violeiQui font de la iuſlice exercer les balances;	Mais de grâce écoutez-moi vous -même, De peur que commençant dedans ce trouble extrême, Le déni d'un affront, averé clairement, Et qu'il n'en faille ens passer aux violeiQui font de la juslice exercer les balances;
Ne vous promettez plus d’éhleuir nos eſprits;	Ne vous promettez plus d'éhleuir nos esprits;
I’ay veu le teſtament par qui i’ay tout appris;	J'ai vu le testament par qui j'ai tout appris;
A fe.	À se.
ORGYE.	ORGIE.
I'en ſuis d’accord, & ſçay ce qu’il m’ordonne	J'en suis d'accord, et sais ce qu'il m'ordonne
ANSELME.	ANSELME.
2 Executez-le donc, & Dieu vous le pardonne.	2 Exécutés-le donc, et Dieu vous le pardonne.
ORGYE.	ORGIE.
Encor qu’auec raiſon ie puſſe m’excuſer, Du tort, qu’ence rencontre on voudroit m’impoſers, N’ayãt point eu de part en la ſourde pratique.	Encor qu'avec raison ie pusse m'excuser, Du tort, qu'ence rencontre on voudrait m'imposers, N'ayant point eu de part en la sourde pratique.
ANSELME.	ANSELME.
N’entrons point ie vous prie en cette Retorique, Et parlens ſeulement de reſtitution,	N'entrons point croire vous prie en cette Rétorique, Et parlents seulement de restitution,
ORGYE.	ORGIE.
Ne láchez point la bride à voſtre paßion, Voſtre fille eſt à vous, veus la pouuez reprendre;	Ne lâchez point la bride à votre passion, Votre fille est à vous, us la pensez reprendre;
Mais ne nous oſtez point ce qui ne ſe peut rendre;	Mais ne nous ôtez point ce qui ne se peut rendre;
L’honneur, qui ne s’acquiort, ny ſe perd qu’vne fois, Et moderez vn peu l’accent de veſtre voix, Vous obtiendrez autant auec moins de furie.	L'honneur, qui ne s'acquiort, ni se perd qu'une fois, Et modérez un peu l'accent de vêtre voix, Vous obtiendrez autant auec moins de furie.
ANSELME.	ANSELME.
L’iniuſſice eſt muette, & la iuſtice crie;	L'injussice est muette, et la justice crie;
Rendez graces au Ciel, dont le ſoin prouident.	Rendez grâces au Ciel, dont le soin provident.
De cet enorme Hymen, diuertit l’accident;	De cet énorme Hymen, divertit l'accident;
Car quoy que vous n’ayez, qu’auecque repugnance, conjeuryectiumnmté & funeſte alliance, Vous n’encouriez pas moins vn ſupplice eternel, Qui peche y repugnant, en eſt plus criminels Mais pour n’intereſſer mon droit, ny voſtre eſtime, De vous-meſme, & ſans bruit, reparez-en le crime;	Car quoi que vous n'ayez, qu'auecque répugnance, conjeuryectiumnmté et funeste alliance, Vous n'encouriez pas moins un supplice éternel, Qui pèche y répugnant, en est plus criminels Mais pour n'intéresser mon droit, ni votre estime, De vous-même, et sans bruit, réparez-en le crime;
Et puis que cet intrigue eſt aſſez éelarcy, Allons prendre Aurelie, & la rendons icy	Et puis que cet intrigue est assez éelarcy, Allons prendre Aurie, et la rendons ici
ORGYE.	ORGIE.
Allons, elle eſt chez moy.	Allons, elle est chez moi.
Detestable Lydie, Ta mort fera la fin de cette Tragedie.	Detétable Lydie, Ta mort fera la fin de cette Tragédie.
Ie t’auray, malheureuſe, & tu ne m’auras pas, Impunement couſte des aix mille ducats!	Je t'aurai, malheureuse, et tu ne m'auras pas, Impunement coûte des aix mille ducats!
SCENE V CONSTANCE, AVRELIE, LYDIE.	SCÈNE V CONSTANCE, AURÉLIE, LYDIE.
CONSTANCE.	CONSTANCE.
Ciel cõment répondre à des faueurs ſi grãdes!	Ciel commment répondre à des faveurs si grandes!
QTes liberalitez excedent mes demandes!	QTes libéralités excédent mes demandes!
Par les éuenemens tu ſurpaſſe mes vœux, Ie cherchois vne fille, & i’en rencontre deux!	Par les événements tu surpasse mes vœux, Je cherchais une fille, et j'en rencontre deux!
Comme ſans ialouſie, außi ſans preference, Le ſang m’a produit l’vne, & l’autre l’alliance.	Comme sans jalousie, aussi sans préférence, Le sang m'a produit l'une, et l'autre l'alliance.
AVRELIE.	AURÉLIE.
Ie me treuue moy-meſme, & m’égare àla fois, Dans l’excez du plaiſir, qui m’interdit la voix;	Je me trouve moi-même, et m'égare àla fois, Dans l'excès du plaisir, qui m'interdit la voix;
Quel miracle inoüy, rendant nos vœux ſaus crime Me fait de voſtre fils, femme, & ſœur legitime?	Quel miracle inoüy, rendant nos vœux saus crime Me fait de votre fils, femme, et sœur légitime?
Et d’vn éuenement heureuſement confus, Demeurer voſtre fille, apres ne l’eſtre plus?	Et d'un événement heureusement confus, Demeurer votre fille, après ne l'être plus?
Chere Lydie, helas!	Chère Lydie, hélas!
comment te rendre grace!	comment te rendre grâce!
LYDIE.	LYDIE.
Ie me ſatisfais trop de tout ce qui ſe paſſe.	Je me satisfais trop de tout ce qui se passe.
CONSTANCÉ.	CONSTANCE.
Pouuons nous, ny comblant, ny paſſant tes ſouhaits, Te donner rien d’égal au bien que tu nous faits?	Pouvons nous, ni comblant, tu passant tes souhaits, Te donner rien d'égal au bien que tu nous faits?
Mais nous differons trop d’aller voir Aurelie.	Mais nous différons trop d'aller voir Aurelie.
LYDIE.	LYDIE.
Ie vous attends icy;	Je vous attends ici;
car d’entrer chez Orgye, Ie n’eſpererois pas que l’on m’y receût bien;	car d'entrer chez Orgye, Je n'espérerais pas que l'on m'y reçût bien;
Il y fait chaud pour moy, le bois n’y couſte rien;	Il y fait chaud pour moi, le bois n'y coûte rien;
Mais vous n’irez pas loin rechercher cette ioye, Le voicy;	Mais vous n'irez pas loin rechercher cette joie, Le voici;
ie me cache, & crains qu’il ue me voye.	Ne me cache, et crains qu'il ue me voie.
SCENE VI.	SCÈNE VI.
ANSELME, ORGIE, EROXENE, CONSTANCE, AVRELIE.	ANSELME, ORGIE, EROXENE, CONSTANCE, AURÉLIE.
LYDIE.	LYDIE.
ANSELME.	ANSELME.
Oſtre mere s’auance, & vous vient receuoiſ e Saluez-la ma fille.	Ostre mère s'avance, et vous vient receuois e Saluez-la ma fille.
EROXENE.	EROXENE.
Agreable deuoir:	Agréable devoir:
CONSTANCE, l’embraſſant.	CONSTANCE, l'embrassant.
Ma fille!	Ma fille!
ha, quelle aimable & douce violence, M’interdit la parole, & m’oblige au ſilence:	ha, quelle aimable et douce violence, M'interdit la parole, et m'oblige au silence:
EROXENE, qui eſt Aurelie.	EROXENE, qui est Aurelie.
Mameret ce cher nom eſt tout mon compliment!	Mameret ce cher nom est tout mon compliment!
Mon ſang veut parler ſeul en ce doux mouuement!	Mon sang veut parler seul en ce doux mouvement!
ANSELME.	ANSELME.
Ie cache en vain mes pleurs;	Je cache en vain mes pleurs;
par vn tendre caprice, De la douleur, la ioye emprunte icy l’office;	par un tendre caprice, De la douleur, la joie emprunte ici l'office;
Vous hyer Aurelie, Eroxene auiourd’huy, Reconnoiſſez voſtre oncle, & poſſedez chez luy, Ce que vous ont laiſſé ceux dont vous tenez l’eſtre.	Vous hier Aurelie, Eroxène aujourd'hui, Reconnaissez votre oncle, et possédez chez lui, Ce que vous ont laissé ceux dont vous tenez l'être.
AVRELIE à Orgye, le ſaluant.	AURÉLIE à Orgye, le saluant.
Ie prefere à tous biens, celuy de le reconnoiſtre.	Je préfère à tous biens, celui de le reconnaître.
ORGYE.	ORGIE.
Cét heur eſt reciproque entre les vrais parents, Et ie recouure en vous plus que ie ne vous rends;	Cet heur est reciproque entre les vrais parents, Et ie recouvre en vous plus que ici ne vous rends;
Vne autre a trop long-temps voſtre place occupée.	Une autre a trop longtemps votre place occupée.
LYDIE.	LYDIE.
La beſte ne mort plus, lors quelle eſt attrapée.	La bête ne mort plus, lors quelle est attrapée.
ANSELME.	ANSELME.
Il reſte vue faueur que i’implore de vous, Qu’vn genereux oubly, forçant voſte courroux, De ce crime obligeant, Lydie obtienne grace.	Il reste veuve faveur que j'implore de vous, Qu'apprendre oubli, forçant vos courroux, De ce crime obligeant, Lydie obtienne grâce.
ORGYE.	ORGIE.
La receuant de vous, il faut que ie la faſſe;	La recevant de vous, il faut que ici la fasse;
Ie veux tout oublier, encor qu’àmes dépends.	Je veux tout oublier, encor qu'àmes dépends.
LYDIE paroiſſant, & ſe jettant à ſes pieds.	LYDIE paraissant, et se jetant à ses pieds.
Ie la viens receuoir, & faire en meſme temps;	Je la viens recevoir, et faire en même temps;
Vous proteſtant außi d’oublier ces carreſſes, Dont ie n’ay pas raiſon de vanter les teudreſſes, Qui ne procedoient point d’vn violent amour, Et dont le dos enfin me cuira plus d’vn iour.	Vous protestant aussi d'oublier ces carresses, Dontaires n'ai pas raison de vanter les teudresses, Qui ne procédaient point d'un violent amour, Et dont le dos enfin me cuira plus d'un jour.
Elle dit à Eroxene.	Elle dit à Eroxène.
Vous, Madune, apprenez vne heureuſe nouuelle;	Vous, Madune, apprenez quelque heureuse nouvelle;
Eraſte.	Eraste.
EROXENE.	EROXENE.
Ha, m’ozes-tu nommer cet infidellel	Ha, m'oses-tu nommer cet infidèle
LYDIE.	LYDIE.
Eſcoutez entre nous ce qu’Eraſte m’a dit.	Écoutez entre nous ce qu'Éraste m'a dit.
CONSTANCE.	CONSTANCE.
I’oze à mon tour, Orgye, hagzarder mon tredit.	J'ose à mon tour, Orgye, hagzarder mon tredit.
ORGYE.	ORGIE.
Vſez de mon pouuoir, auec toute franchiſe.	Vsez de mon pouvoir, avec toute franchise.
CONSTANCE.	CONSTANCE.
Ie demande vne grace.	Je demande une grâce.
ORGYE.	ORGIE.
Elle vous eſt acquiſe.	Elle vous est acquise.
CONSTANCE.	CONSTANCE.
Elle l’eſt en eſfet, puis que plus de deux ans, Ont deſia veu durer l’Hymen que ie pretends, De la vraye Eroxene, ou la ſauſſe Aurelie, Que Lelie eſpouſa ſous le nom de Sophie;	Elle l'est en éfet, puis que plus de deux ans, Ont déjà vu durer l'Hymen que ici prétends, De la vraie Éroxène, ou la sauce Aurie, Que Lélie épousa sous le nom de Sophie;
Hymen, qui trauersé par vne courte erreur, Qui ſemoit parmy nous la triſteſſe & l’horreur, Ne nous inſpiroit plus que des penſers funebres,	Hymen, qui traversé par une courte erreur, Qui semait parmi nous la tristesse et l'horreur, Ne nous inspirait plus que des pensers funèbres,
ANSELME.	ANSELME.
O combien ce beau iour deßipe de tenebres!	Ô combien ce beau jour dessipe de ténèbres!
ORGYE.	ORGIE.
Cét heur eſt le plus grand qu’elle ait pû s’acquerir, Et nous honore trop, pour ne le pas cherir.	Cet heur est le plus grand qu'elle ait pu s'acquérir, Et nous honore trop, pour ne le pas chérir.
CONSTANCE, à Auſelme.	CONSTANCE, à Auselme.
Et vous, pour couronner cette heureuſe iournée, D’eraſte & d’Aurelie, aggréez l’Hymenée, Puis que i’ay de Lydie appris leur paßion.	Et vous, pour couronner cette heureuse journée, D'éraste et d'Aurelie, âgé l'Hyménée, Puis que j'ai de Lydie appris leur passion.
ANSELME.	ANSELME.
Vous preuenez mon ſang, & mon intention.	Vous prévenez mon sang, et mon intention.
CONSTANCE.	CONSTANCE.
Mon inclination ſuiura touſiours la voſtres Ergaſte, par mon ordre, ameine l’vne & l’autre;	Mon inclination suivra toujours la vôtres Érgaste, par mon ordre, âme l'une et l'autre;
Et pour les mieux ſurprẽdre, & charmer leur ſoucy, Ne leur a point conté ce qui ſe paſſe icy.	Et pour les mieux surprendre, et charmer leur souci, Ne leur a point conté ce qui se passe ici.
SCENE VII.	SCÈNE VII.
LELIE, ERASTE, ERGASTE ANSELME, ORGYE, AVRELIE, CONSTANCE, EROXENE, LYDIE.	LELIE, ERASTE, ERGASTE ANSELME, ORGIE, AURÉLIE, CONSTANCE, EROXENE, LYDIE.
LELIE.	LELIE.
St-e pour honorer l’appareil de ma perte, dei Que l’on s’aſſemble icy?	St-e pour honorer l'appareil de ma perte, dé Que l'on s'assemble ici?
CONSTANCE.	CONSTANCE.
L’affaire eſt découuerte Voſtre pere atout ſçeu, mais par d’autres que nous,	L'affaire est découverte Votre père atout su, mais par d'autres que nous,
LELIE.	LELIE.
Que different donc plus les traits de ſon courroux	Que différent donc plus les traits de son courroux
ANSELME.	ANSELME.
Satisfaites, Lelie, aux iugemens celeſtes, D’vn profond repentir deteſtez vos inceſtes, Et pour les reparer, renoncez à nos yeux, Aux plaiſirs interdits d’vn Hymen vicieux;	Satisfaites, Lélie, aux jugements célestes, D'un profond repentir détestez vos incestes, Et pour les réparer, renoncez à nos yeux, Aux plaisirs interdits d'un Hymen vicieux;
Eſpouſez Eroxene, & quittez Aurelie.	Épousez Eroxène, et quittez Aurie.
LELIE.	LELIE.
Vous eſtes comme autheur, maiſtre außi de ma vie;	Vous êtes comme auteur, maître aussi de ma vie;
Mais iene le ſuis pas de mes vœux, ny de moy, Pour ſi facilement diſpoſer de ma foy;	Mais iene le suis pas de mes vœux, ni de moi, Pour si facilement disposer de ma foi;
S’il faut que mon forfait par mes remords s’eſace I’en veux mourir coupable, & ne veux point de graEROXENE.	S'il faut que mon forfait par mes remords s'esace J'en veux mourir coupable, et ne veux point de graROXENE.
ce.	ce.
Et toy, pour ſatisfaire à mon cœur irrité, Et luy faire raiſon de ta legereté, Traiſtre, oublie Eroxene, & qu’au ſort d’Aurelie, Vn ſerment ſolemnel aueuglement te lie	Et toi, pour satisfaire à mon cœur irrité, Et tu faire raison de ta légèreté, Traître, oublie Eroxène, et qu'Ale sort d'Aurelie, Un serment solene aueuglement te lie
ERASTE.	ERASTE.
Vous eſtes ſouueraine, & pouuez tout ſur moy, Horſmis de m’impoſer cette barbare loy.	Vous êtes souveraine, et pouvez tout sur moi, Hormis de m'imposer cette barbare loi.
ERGASTE.	ÉRGASTE.
Et ſi ſans vous contraindre, ou vous rẽdre coupables De ces deux changemens ie vous rendeis capables,	Et si sans vous contraindre, ou vous rendre coupables De ces deux changements ie vous rendeis capables,
LELIE.	LELIE.
rantffent fauun vain.	rantffent favun vain.
ERASTE.	ERASTE.
Le Ciel ne le veut pas,	Le Ciel ne le veut pas,
CONSTANCE.	CONSTANCE.
O l’agreable trreur!	Ô l'agréable trent!
ANSELME.	ANSELME.
O plaiſir plein d’appas!	Ô plaisir plein d'appas!
CONSTANCE.	CONSTANCE.
C’eſt trop vous voir ſouffrir, & vous laiſſer en peinez Aurelie auiourd’huy ſe treuue eſtre Eroxene;	C'est trop vous voir souffrir, et vous laisser en peinez Aurelie aujourd'hui se trouve être Eroxène;
Et l’aſtre dominant deſſus noſtre maiſon, Apai que d'Eroxene, Aurelie eſt le nom;	Et l'astre dominant dessus notre maison, Apai que d'Eroxène, Aurelie est le nom;
Par ce rare incident, voſtre Hymen eſt ſans crime, Et ce qu’on vous preſcrit ſe treuue legitime.	Par ce rare incident, votre Hymen est sans crime, Et ce qu'on vous prescrit se trouve légitime.
ANSELME, à tous deux.	ANSELME, à tous deux.
Oüy, mon fils, oüy mon gendre, & cette verité, Semble vn ieu pour nostre heur dãs le Ciel concerté;	Oui, mon fils, oui mon gendre, et cette vérité, Semble un jeu pour notre heur dans le Ciel concerté;
Ainſi, ſa prouidence aux ſiens eſt ſalutaire, Mais allons à loiſir éclarcir ce mistere, Par qui, mon cher Eraſte, Aurelie eſt à vous, Et de la Sœur, le Frere eſt legitime époux.	Ainsi, sa providence aux siens est salutaire, Mais allons à loisir éclarcir ce mystère, Par qui, mon cher Eraste, Aurie est à vous, Et de la Sœur, le Frère est légitime époux.
LFLIE.	LFLIE.
O Ciel!	Ô Ciel!
de ce tranſport vn homme eſt-il capable.	de ce transport un homme est-il capable.
AVRELIE.	AURÉLIE.
Vous couriez au ſupplice, & n’eſtiez point coupable.	Vous couriez au supplice, et n'étiez point coupable.
EROXENE.	EROXENE.
Pardonnez, cher Eraste, à la credulité, Qui m’a ſait ſoup geuner vostre fidelité.	Pardonnez, cher Eraste, à la crédulité, Qui m'a sait soup euner votre fidélité.
ERASTE.	ERASTE.
A qui dépend de vous, cette excuſe est friuole, L’excez ele mon bon-heur m’interdit la parole, Ils entrent tous hormis Ergaſte & Lydic	À qui dépend de vous, cette excuse est frivole, L'excès ele mon bonheur m'interdit la parole, Ils entrent tous hormis Érgaste et Lydic
ERGASTE.	ÉRGASTE.
Que t'en ſemble, Lyaie?	Que t'en semble, Lyaie?
LYDIE.	LYDIE.
Et que t'en ſemble à toy?	Et que t'en semble à toi?
ERGASTE.	ÉRGASTE.
Si ie t’effrois mes vœux?	Si ici t'effrois mes vœux?
LYDIE.	LYDIE.
I'e t'offrirois ma foy.	J'e t'offrirais ma foi.
ERGASTE.	ÉRGASTE.
Si tuveux, ie ſuis tien.	Si tuveux, Seigneur suis tien.
LYDIE.	LYDIE.
Et ſi tu veux ie t'aime.	Et si tu veux rien t'aime.
ERGASTE.	ÉRGASTE.
Ie parle tout de bon.	Je parle tout de bon.
LYDIE.	LYDIE.
Ie parle tout de meſme.	Je parle tout de même.
ERGASTE, luy touchant dans la main.	ERGASTE, lui touchant dans la main.
Va, iamais autre obiet n’aura ma liberté.	Va, jamais autre objet n'aura ma liberté.
LYDIE.	LYDIE.
O fauarable Hyηισν v bien tost arresté!	Ô favarable Hyηισν v bien tôt arrêté!
Qui m’a ſait ſoup geuner vostre fidelité.	Qui m'a sait soup uner votre fidélité.
