CLIMENE.	CLIMENE.
Il vient reſſerrer dans les Cieus La liqueur qu’ont versé ſes yeus, En figure d’argent liquide, De peur qu’on cognoiſſe en ſes pleurs Dont la terre eſt par toute humide, Qu’amour luy cauſe ces douleurs.	Il vient resserrer dans les Cieus La liqueur qu'ont versé ses yeus, En figure d'argent liquide, De peur qu'on connaisse en ses pleurs Dont la terre est par toute humide, Qu'amour lui cause ces douleurs.
Regarde où le Ciel s’abaiſſant Vient toucher, ainſi qu’il nous ſemble, La terre qui ſe va hauſſant Iuſques au point qui les aſſemble,	Regarde où le Ciel s'abaissant Vient toucher, ainsi qu'il nous semble, La terre qui se va haussant Jusques au point qui les assemble,
C’eſt où ſe leue le ſoleil, Qui ne voyant rien de pareil A ton bel œil qui le ſurpaſſe, Afin de paroiſtre plus beau, Vient deſrober dedans ta face, Le plus beau feu de ſon flambeau.	C'est où se le le soleil, Qui ne voyant rien de pareil A ton bel œil qui le surpasse, Afin de paraître plus beau, Vient dérober dedans ta face, Le plus beau feu de son flambeau.
Les oiſeaus luy diſent bon iour Peignans du bec leur beau plumage, Et ces cauſeurs à ſon retour, Vn chaeun d’eus en ſon ramage Luy chantent tout ce qui s’eſt fait, Et que Celadon en effet N’a point eu tant de patience, Comme Vrfé le va racontant, Mais qu’vne entiere iouyſſance L’a rendu ſecret & content.	Les oiseaus avoir disent bon jour Peignants du bec leur beau plumage, Et ces causeurs à son retour, Un chaeun d'eus en son ramage Lui chantent tout ce qui s'est fait, Et que Céladon en effet N'a point eu tant de patience, Comme Vrfé le va racontant, Mais qu'une entière jouissance L'a rendu secret et content.
La bergere pour ſon troupeau Choiſit l’herbe la plus menuë Dans les prez, où les perles d’eau Mouillent ſa iambe toute nuë, Le ſoleil d’vn rayon plus meur Vient ſuccer cette moette humeur, Qui fait que les riuieres fument, L’air s’eſchauffe, & l’humidité	La bergère pour son troupeau Choisit l'herbe la plus menue , Dans les pré,sent les perles d'eau Mouillent sa jambe toute nue, Le soleil d'un rayon plus meur Vient succer cette mette humeur, Qui fait que les rivières fument, L'air s'échauffe, et l'humidité
I iii	I Jii
Cedant aus feus, qui la conſument, Retourne au lieu qu’elle a quitté.	Cédant aux feus, qui la consument, Retourne au lieu qu'elle a quitté.
L’ardeur de ces ſeiches chaleurs Rend deſia la terre alterée, Faiſant ouurir le ſein des fleurs:	L'ardeur de ces seiches chaleurs Rend déjà la terre altérée, Faisant ouvrir le sein des fleurs:
Toute fraiſcheur s’eſt retirée, Cet aſtre qui court dans les cieus D’vn cours inuiſible à nos yeus.	Toute fraîcheur s'est retirée, Cet astre qui court dans les cieus D'un cours invisible à nos yeus.
Tend au milieu de ſa carriere, Et du plus haut de ſon ſejour Eſleuant touſiours ſa lumiere, Veut marquer la moitié du iour.	Tend au milieu de sa carrière, Et du plus haut de son séjour Élevant toujours sa lumière, Veut marquer la moitié du jour.
Icy couché droit au ſoleil Le vigneron qui ſe ſent laſche, Dort vne heure de bon ſommeil, Et ſe donne vn peu de relaſche:	Ici couché droit au soleil Le vigneron qui se sent lâche, Dort une heure de bon sommeil, Et se donne un peu de relâche:
Le chaud raſſemble les troupeaus Qui ſe viennent mettre en monceaus Pour ſe raffraiſchir à l’ombrage:	Le chaud rassemble les troupeaus Qui se viennent mettre en monceàus Pour se raffraischir à l'ombrage:
Les oyſeaus dedans les buiſſons Perdant leurs vois, & leur ramage Ceſſent de dire leurs chanſons.	Les oiseaus dedans les buissons Perdant leurs vois, et leur ramage Cessent de dire leurs chansons.
Les ſerpens d’vn regard affreus Commencent à monſtrer la teſte	Les serpens d'être regard affreus Commencent à montrer la tête
A demy ſortis de leurs creus Pour s’en aller faire leur queſte:	A demi sortis de leurs crus Pour s'en aller faire leur quête:
Les poiſſons dans leur element Penetré du feu vehement Du ſoleil & de ſa lumiere, Par fois s’eſleuent hors de l’eau, Laiſſans le fond de la riuiere Pour rendre hommage à ce flambeau.	Les poissons dans leur élément Pénétré du feu véhément Du soleil et de sa lumière, Par fois s'esleuent hors de l'eau, Laissants le fond de la rivière Pour rendre hommage à ce flambeau.
Le ſoleil panche en Occident, En fin il decline & s’abaiſſe, On le ſent vn peu moins ardent Depuis qu’il s’eſloigne, & nous laiſſe A le voir d’icy, ſa rondeur Se retirant croiſt en grandeur, On void plus aiſement ſa face, Ses rayons frapans de coſte Monſtrent bien que ſa force paſſe N’eſtans ſi chauds qu’ils ont eſté.	Le soleil penche en Occident, En fin il décline et s'abaisse, On le sent un peu moins ardent Depuis qu'il s'éloigne, et nous laisse A le voir d'ici, sa rondeur Se retirant crois en grandeur, On voit plus aisément sa fasse, Ses rayons frappants de côte Monstrent bien que sa force passe N'étant si chauds qu'ils ont été.
Il deſcend droit à ſon couchant, Eſlançant ſa derniere pointe, Et nous fait voir en ſe cachant Que ſa vigueur eſt preſque eſteinte:	Il descend droit à son couchant, Élançant sa dernière pointe, Et nous fait voir en se cachant Que sa vigueur est presque éteinte:
Dans ce bas lieu que nous voyons R’appellant à ſoy ſes rayons	Dans ce bas lieu que nous voyons Rappelant à soi ses rayons
Tout rouge il ſe plonge ſous l’onde, Et veut fatire accroire à nos yeus.	Tout rouge il se plonge sous l'onde, Et veut fatire accroire à nos yeus.
Que pour luire en quelque autre monde Il va cercher de nouueaus cieus.	Que pour luire en quelque autre monde Il va cercher de nouveaus cieus.
Il commence & finill ſon tour, Et ſuit l'Aurore qui l’appelle, Pour donner à d’autres le iour, Son feu meurt, & ſe renouuelle Attendant qu’il ait rapporté L’ennemy de l’obſcurité, Chacun acheuant ſa iournée Remet à demain ſon trauail, Et la Bergere retournee A ramené tout ſon beſtail.	Il commence et fin son tour, Et suit l'Aurore qui l'appelle, Pour donner à d'autres le jour, Son feu meurt, et se renouvelle Attendant qu'il ait rapporté L'ennemi de l'obscurité, Chacun achevant sa journée Remet à demain son travail, Et la Bergère retourne A ramené tout son bétail.
Cependant inſenſiblement La lumiere ſe diminue, Le ſoleil par l’eſloiguement La deſrobant à noſtre veuë, Et ce peu de clarté qui luit En ſe meſlant parmy la nuit A peine on ſe peut recognoiſtre, Le iour à ſon tour déplacé Qui va tout à fait diſparoiſtre Cede à la nuict qui l’a chaßé.	Cependant insensiblement La lumière se diminue, Le soleil par l'éloiguement La dérobant à notre vue, Et ce peu de clarté qui luit En se mêlant parmi la nuit À peine on se peut reconnaître, Le jour à son tour déplacé Qui va tout à fait disparaître Cède à la nuit qui l'a chassé.
Pour ſoulager ſa paßion, La Lune dans ces ſombres voiles Vient retrouuer Endimion Couuerte d’vn manteau d’eſtoilles, Aucun bruit faſcheus ne s’entend, Et par tout maintenant s’eſtend Le repos d’vn ſacré ſilence, Cette fontaine en ſes ruiſſeaus Ne l’interrompt, ny ne l’offence Par le murmure de ſes eaus.	Pour soulager sa passion, La Lune dans ces sombres voiles Vient retrouver Endimion Couverte d' manteau d'étoilles, Aucun bruit fâcheus ne s'entend, Et par tout maintenant s'étend Le repos d'un sacré silence, Cette fontaine en ses ruisseaus Ne l'interrompt, ni ne l'offense Par le murmure de ses eaus.
Depuis le depart du ſoleil Tout eſt paiſible, & chaque choſe Semble nous induire au ſommeil, Le monde dort & ſe repoſe, Climene, accorde à noſtre amour De ne dormir qu’il ne ſoit iour, Que ie baiſe à loiſir ta bouche, Et que tous nuds entre les draps Le ſoleil laßé de ſa couche, Me treuue encor entre tes bras.	Depuis le départ du soleil Tout est paisible, et chaque chose Semble nous induire au sommeil, Le monde dort et se repose, Climène, accorde à notre amour De ne dormir qu'il ne soit jour, Que ie baise à loisir ta bouche, Et que tous nus entre les draps Le soleil lassé de sa couche, Me treuve encor entre tes bras.
STANCES.	STANCES.
Viſque le ſort malin qui preſide à mes iours, A Pour ne me ſoulager, ne veut changer ſon cours, Et n’a point de pitiê de l’ennuy qui me touche, Ammomamontnifec cum, ſueſons euaporer, Au ſoupirail ouuert de ma plaintiue bouche, Les malheurs dont l’excés me force à ſoupirer.	Visque le sort malin qui préside à mes jours, À Pour ne me soulager, ne veut changer son cours, Et n'a point de pitide de l'ennui qui me touche, Amomamontnifec cum, suesons évaporer, Au soupirail ouvert de ma plaintiue bouche, Les malheurs dont l'excès me force à soupirer.
Monœil ne ſert qu’à voir, & pleurer mes douleurs, Ie pleure, & en pleurant aucunefois mes pleurs Me font perdre la veue, & cachent ma miſere:	Monœil ne sert qu'à voir, et pleurer mes douleurs, Je pleure, et en pleurant aucunefois mes pleurs Me font perdre la vue, et cachent ma misère:
Mes yeus ſont ils ſeichez, ie commence à reuoir, Ie rappelle mes pleurs afin de l’eſmouuoir.	Mes yeus sont ils seichés, on commence à revoir, Je rappelle mes pleurs afin de l'émouvoir.
Pour chaſſer les malheurs qui me font lamen	Pour chasser les malheurs qui me font lamen
ter Il faudroit que de moy ie puſſe m’abſenter, Ne ſentant point de malque par mes propres armes:	ter Il faudrait que de moi venir pusse m'absenter, Ne sentant point de malque par mes propres armes:
Ie nourris mon eſprit de chagrin, & de deuil, Ie ne mãge mon pain que trempé dãs mes larmes, Et fais ce que ie puis pour deſcendre au cerceuil.	Je nourris mon esprit de chagrin, et de deuil, Je ne mange mon pain que trempé dans mes larmes, Et fais ce que je puis pour descendre au cerceuil.
Reſuant à tant de maus qui ne peuuent paſſer, Mon penſer ſuit mon mal, ma bouche mõ penſer, Ie parle par ſoupirs, par ſoupirs ie reſpire;	Rêvant à tant de maus qui ne peuvent passer, Mon penser suit mon mal, ma bouche mon penser, Je parle par soupirs, par soupirs était respire;
ODiemn ſe peurue porcepu piuuemel deſtin, Qu’il faille que ſouffrant ce douloureus martyre On ne puiſſe adiouſter à mes maus que mafin.	ODiemn se peurve porcepu pivemel destin, Qu'il faille que souffrant ce douloureus martyre On ne puisse ajouter à mes maus que mafin.
Ie penſe quelquesfois dans mes triſtes ſouhaits Que la mort entendra les vœus que ie luy fais, Mats ie ſuis abuse d'vne paineſperance, Puis qu’il me reſte aſſeZ de vie pour ſouffrir, Et trop peu de douleur parmy tant de ſouffrance Pour pouuoir eſperer de bien toſt en mourir.	Je pense quelquefois dans mes tristes souhaits Que la mort entendra les vœus que ie ans fais, Matsrit suis abuse d'une painesperance, Puis qu'il me reste assez de vie pour souffrir, Et trop peu de douleur parmi tant de souffrance Pour pouvoir espérer de bien tôt en mourir.
Dãs la morne paſleur qui s’eſt miſe en mõ teint Ondiroit à me voir que le treſpas m'atteint, Et que preſentement il faut que ie decede, Il eſt vray, ie ſuis mort à tout contentement, Et vif à ma douleur, puiſque ſeul à mon ayde Malgré moy is me plais à nourrir mon tourmẽt.	Dans la morne pâleur qui s'est mise en mon teint Ondirait à me voir que le trépas m'atteint, Et que présentement il faut que personne décède, Il est vrai, Seigneur suis mort à tout contentement, Et vif à ma douleur, puisque seul à mon aide Malgré moi is me plais à nourrir mon tourment.
Puſe tout monſprit à force de reſuer Quand́ la fin de mes iours pourra bien arriuer, Et crains quoy que mortel, vne vie eternelle, Car ma vie ne peut ou ne veut me quitter, De peur que ma douleur s’en allant auec elle, Le Ciel ne penſe plus à me perſecuter.	Puse tout monsprit à force de rêver Quand la fin de mes jours pourra bien arriver, Et crains quoi que mortel, une vie éternelle, Car ma vie ne peut ou ne veut me quitter, De peur que ma douleur s'en allant avec elle, Le Ciel ne pense plus à me persécuter.
Lors que le iour paßé ſans pouuoir m’alleger, I’eſpere que la nuict me pourra ſoulager, Et deſcharger mon cœur d’vne part de ſa peine, Quoy que ie ne la ſente auecques tous mes ſens, C’eſt alors qu’elle croiſt, & mõ attẽte eſt vaine, Car plus l’eſprit y penſe, & plus ie la reſſens.	Lors que le jour passé sans pouvoir m'alléger, J'espère que la nuit me pourra soulager, Et décharger mon cœur d'une part de sa peine, Quoi que je ne la sente après tous mes sens, C'est alors qu'elle crois, et mon attête est vaine, Car plus l'esprit y pense, et plus fort la ressens.
Pour me deſeſperer la cruauté du ſort, Qui ſe plaiſt à mes maus, veut empeſcher ma mort, De peur que ie guariſſe en cet heureus paſſage:	Pour me désespérer la cruauté du sort, Qui se plaît à mes maus, veut empêcher ma mort, De peur que ici guarisse en cet heureus passage:
Mort ne crois pas mon ſort, n’ayes tãt de rigueur, Et puiſque ie te porte emprainte en mon viſage, Ie te coniure außi de te mettre en mon cœur.	Mort ne crois pas mon sort, n'aies tant de rigueur, Et puisque ie te porte emprainte en mon visage, Je te conjure aussi de te mettre en mon cœur.
I’aurois bien toſt remis mon eſprit à recoy Sy i’auois le pouuoir d’entreprendre ſur moy, Sans pourtant offencer le maiſtre de ma vie, Mais non ie ne vis pas, car ce reſte de iours Que traiſne dans mon corps ma pauure ame aſſeruie, N'eſt qu’vne mort viuante, où ie ſouffre touſjours.	J'aurais bien tôt remis mon esprit à reçois Sy j'avais le pendant d'entreprendre sur moi, Sans pourtant offenser le ma de ma vie, Mais non rien ne vis pas, car ce reste de jours Que traîne dans mon corps ma pauvre âme asservie, N'est qu'une mort vivante, où ie souffre toujours.
CONFESSION A D Y CHRESTIEN	CONFESSION A D Y CHRÉTIEN
O Retourne vn peu tes yeus au ſoupir languiſſant De ce pauure pecheur, que ta haute iuſtice Menace du ſupplice.	Ô Retourne un peu tes yeus au soupir languissant De ce pauvre pécheur, que ta haute justice Menace du supplice.
La repentante au cœur & les larmes aus yeus, Ie demande ta pais, Dieu createur des Cieus, Et ne cherche à mes maus pour ſeule medecine, Que ta bonté diuine.	La repentante au cœur et les larmes aus yeus, Je demande ta pais, Dieu créateur des Cieus, Et ne cherche à mes maus pour seule médecine, Que ta bonté divine.
Ie ſuis bien aſſeuré que mes moindres pec hez Ne te ſeront iamais ny couuerts ny cachez, Car tu ſondes mõ cœur, & touſiours mon offence M'accuſe en ta preſence.	Je suis bien assuré que mes moindres pec hé Ne te seront jamais été couverts te cachés, Car tu des mon cœur, et toujours mon offense M'accuse en ta présence.
