ARGVMENT DE LITAIEOM	ARGUMENT DE LITAIEOM
Puiſque les Dieux en main prennent noſtre querelle, Conſpirons avec eux, & ſecondons leur zele;	Puisque les Dieux en main prennent notre querelle, Conspirons avec eux, et secondons leur zèle;
Oüi, je vous le promets, lâche couple d’Amans, Ie verrai d’vn œil ſec vos plus cruels tourmens, I’aſſiſterai moy-meſme à vos plus rudes geſnes, Et n’auray ni regret, ni pitié de vos peines.	Oui, je vous le promets, lâche couple d'Amands, Je verrai d'un œil sec vos urs cruels tourments, J'assisterai moi-même à vos plus rudes gênes, Et n'aurai ni regret, ni pitié de vos peines.
Ils s’approchent de nous, & ce couple odieux.	Ils s'approchent de nous, et ce couple odieux.
Que mon cœur eſt troublé, que Meliſſe à mes yeux Paroiſt pleine d’appas, & tout preſt de s’éteindre, Que cét Aſtre eſt brillant, qu’il eſt encor à craindre!	Que mon cœur est troublé, que Mélisse à mes yeux Paraît pleine d'appas, et tout prêt de s'éteindre, Que cet Astre est brillant, qu'il est encor à craindre!
Les Dieux ont-ils rien fait qu’on luy puiſſe égaler?	Les Dieux ont-ils rien fait qu'on Seigneur puisse égaler?
Vn ſeul de ſes regards peut-il pas tout bruſler?	Un seul de ses regards peut-il pas tout brûler?
Eſt-il à ſes ſouris de cholere indomptable?	Est-il à ses souris de colère indomptable?
Et qui peut l’outrager n’eſt-il pas execrable?	Et qui peut l'outrager n'est-il pas exécrable?
Ah!	Ah!
pardonnez, Meliſſe, excuſez le tranſport Qu’a cauſé malgré moy mon trop malheureux ſort, Ce poiſon, qu’a vomi ma bouche criminelle, N’a point gaſté le cœur innocent, & fidelle;	pardonnez, Mélisse, excusez le transport Qu'a causé malgré moi mon trop malheureux sort, Ce poison, qu'a vomi ma bouche criminelle, N'a point gâté le cœur innocent, et fidèle;
Et dans le meſme inſtant que de fureur groſſi I’outrageois vos appas.	Et dans le même instant que de fureur grossi J'outrageais vos appas.
SCENE IV.	SCÈNE IV.
hECARDRES HICCID, HELHIO, MELISSE, ORANTE, PHILENE, TROVPE DE BERGERS, ET BERGERES.	hÉCARDRES HICID, HÉLHIO, MÉLISSE, ORANTE, PHILENE, TROUPE DE BERGERS, ET BERGERES.
ALCANDRE.	ÀLCANDRE.
ARRESTONS-nous ici, Iuſqu’à ce que Damon dans peu nous avertiſſe, Que tout eſt dans le bois preſt pour le ſacrifice;	ARRÊTONS-nous ici, Jusqu'à ce que Damon dans peu nous avertisse, Que tout est dans le bois prêt pour le sacrifice;
Que le bucher languit, que les ſacrez brandons Demandent la victime, & que nous ſeuls tardons.	Que le bûcher languit, que les sacrés brandons Demandent la victime, et que nous seuls tardons.
Cependant, mes enfans, dans le peu qui vous reſte Preparez vos eſprits à ce combat funeſte, Armez-vous de conſtance, & mépriſans le ſort, Couronnez yos deſtins par vne belle mort.	Cependant, mes enfants, dans le peu qui vous reste Préparés vos esprits à ce combat funeste, Armez-vous de constance, et méprisants le sort, Couronnez y destins par une belle mort.
Qui meurt pour ſa patrie eſt digne qu’on l’envie, Et trouve dans ſa mort vne immortelle vie:	Qui meurt pour sa patrie est digne qu'on l'envie, Et trouve dans sa mort une immortelle vie:
Les Peuples à l’envi, qui par voſtre trépas Verront bientoſt finir leurs malheureux degaſts, De voſtre nom bien-haut celebreront la gloire, Et l’éterniſeront au Temple de memoire:	Les Peuples à l'envi, qui par votre trépas Verront bientôt finir leurs malheureux dégâts, De votre nom bienhaut célébreront la gloire, Et l'éterniseront au Temple de mémoire:
Vous ſerez le ſujet de leurs vers, de leurs chants, Et quand au renouveau l’agreable Printemps Fera naiſtre l’émail de mille fleurs nouvelles, On chomera pour vous des Feſtes ſolemnelles, Où le nom de Meliſſe, & celuy d’Alexis, Seront dits mille fois, & mille fois redits.	Vous serez le sujet de leurs vers, de leurs chants, Et quand au renouveau l'agréable Printemps Féra naître l'émail de mille fleurs nouvelles, On chômera pour vous des Fêtes solennelles, Où le nom de Melisse, et celui d'Alexis, Seront dits mille fois, et mille fois redits.
Ie ſçai bien que voſtre ame & forte, & genereuſe, Ne peut jamais ſouffrir de foibleſſe honteuſe:	Je sais bien que votre âme et forte, et généreuse, Ne peut jamais souffrir de faiblesse honteuse:
Mais lors que le treſpas s’appreſte à nous ſaiſir, Le plus ferme courage eſt ſujet à tranſir.	Mais lors que le trépas s'apprête à nous saisir, Le plus ferme courage est sujet à transir.
MELISSE.	MÉLISSE.
Pour moy, loin d’avoir peur d’vne fin ſi tragique;	Pour moi, loin d'avoir peur d'une fin si tragique;
Vn ſenſible plaiſir me chatouïlle & me pique :	Un sensible plaisir me chatouille et me pique :
Mais j’apperçoy Philene, Alcandre veut-il bien Avec luy m’accorder vn moment d’entretien?	Mais j'aperçois Philène, Alcandre veut-il bien Avec rien m'accorder un moment d'entretien?
ALCANDRE.	ÀLCANDRE.
I’y conſens, auſſi bien c’eſt ſa flamme outragée Qui doit eſtre en ce jour par voſtre mort vengée:	J'y consens, aussi bien c'est sa flamme outragée Qui doit être en ce jour par votre mort vengée:
taſchez donc d’obtenir que voſtre chaſtiment Calme toute l’aigreur de ſon reſſentiment;	tâchez donc d'obtenir que votre châtiment Calme toute l'aigreur de son ressentiment;
Ou ſi d’vn bel effort vous vous ſentiez capable, En ce dernier moment ſoyez luy favorable.	Ou si d'un bel effort vous vous sentiez capable, En ce dernier moment soyez toujours favorable.
MELISSE.	MÉLISSE.
Adieu, Philene, adieu, je touche au point fatal, Et la Parque m’appelle au tribut general.	Adieu, Philène, adieu, je touche au point fatal, Et la Parque m'appelle au tribut général.
Cét objet dédaigneux, cette fiere Bergere, Ne ſera plus bientoſt que cendre, & que pouſſiere;	Cet objet dédaigneux, cette fière Bergère, Ne sera plus bientôt que cendre, et que poussière;
De ſon ſuperbe orgueil le feu vous vengera, Et d’elle ſeulement vn vain nom reſtera.	De son superbe orgueil le feu vous vengera, Et d'elle seulement un vain nom restera.
Pardonnez luy, Philene, & que par ſon ſupplice Voitre reſſentiment pour le moins s’adouciſſe;	Pardonnez Seigneur, Philène, et que par son supplice Voitre ressentiment pour le moins s'adoucisse;
Oubliez cette ingrate, & qu’à vos plus beaux jours Le Ciel daigne accorder de plus douces amours.	Oubliez cette ingrate, et qu'à vos plus beaux jours Le Ciel daigne accorder de plus douces amours.
PHILENE.	PHILENE.
Ah!	Ah!
ne m’outragez point trop injuſte Meliſſe, Me faiſant de vos maux l’autheur, ou le complice.	ne m'outragez point trop injuste Mélisse, Me faisant de vos maux l'auteur, ou le complice.
Si je ſers de pretexte au deſtin mutiné, Helas!	Si je sers de prétexte au dessein mutiné, Hélas!
j’ay contre luy plus que vous fulminé.	j'ai contre deux plus que vous fulminé.
S’il vous eſt rigoureux, il m’eſt encor plus rude;	S'il vous est rigoureux, il m'est encor plus rude;
Vn moment vous ſçaura tirer de ſervitude, Finira vos tourmens, vous mettra dans le port, Et pour moy tous mes jours ſeront des jours de mort.	Un moment vous saura tirer de servitude, Finira vos tourments, vous mettra dans le port, Et pour moi tous mes jours seront des jours de mort.
C’eſt moy qui des malheurs ſeray toûjours la proye, Et qui n’auray jamais de veritable joye;	C'est moi qui des malheurs serai toujours la proie, Et qui n'aurai jamais de véritable joie;
Trop heureux, ſi je puis voſtre exemple imiter, Et d’vn courage égal mes malheurs ſupporter.	Trop heureux, si je puis votre exemple imiter, Et d'un courage égal mes malheurs supporter.
Ah!	Ah!
ſi des meſmes feux nos ames enflammées Euſſent eu le plaiſir d’aimer, & d’eſtre aimées;	si des mêmes feux nos âmes enflammées Eussent eu le plaisir d'aimer, et d'être aimées;
Si Meliſſe à Philene euſt engagé ſa foy, ai rhnenccun jure de mourir lous la loy;	Si Mélisse à Philène eût engagé sa foi, ai rhnencun jure de mourir lous la loi;
Les Dieux dans leurs palais n’ont rien de comparable Aux charmantes douceurs de ce lien aimable.	Les Dieux dans leurs palais n'ont rien de comparable Aux charmantes douceurs de ce lien aimable.
Mais,	Mais,
ALCANDRE.	ÀLCANDRE.
Et vous, Alexis, d’vn courage viril Affronterez-vous bien ce terrible peril?	Et vous, Alexis, d'une courage viril Affronterez-vous bien ce terrible péril?
Quelle eſt cette langueur que vos yeux font paroiſtre?	Quelle est cette langueur que vos yeux font paraître?
Quoy, voſtre cœur s’abbat, & vous trẽblez peut-eſtre?	Quoi, votre cœur s'abat, et vous très peut-être?
ALEXIS.	ALEXIS.
Non, je ne tremble point, & je ſçauray perir, Sans laiſſer échapper ni ſanglot, ni ſoupir.	Non, je ne tremble point, et je saurai périr, Sans laisser échapper ni sanglot, ni soupir.
La peur ne peut avoir nul accés en vne ame, Quand y brûle vn beau feu, quand Meliſſe l’enflamme, Expirer à ſes yeux ſur vn meſme bucher, Eſt vn bonheur trop grand, eſt vn plaiſir trop cher:	La peur ne peut avoir nul accès en une âme, Quand y brûle un beau feu, quand Melisse l'enflamme, Expirer à ses yeux sur un même bûcher, Est un bonheur trop grand, est un plaisir trop cher:
Ma défaite me tient place de la victoire, Et je trouve en ma mort vne trop belle gloire.	Ma défaite me tient place de la victoire, Et je trouve en ma mort une trop belle gloire.
Amour, ſois ſatisfait, appaiſe ton courroux, Et nous regarde enfin d’vn viſage plus doux:	Amour, sois satisfait, apaise ton courroux, Et nous regarde enfin d'un visage plus doux:
Ce cœur qui fut jadis à tes loix ſi contraire, Qui dédaigna les vœux d’vne aimable Bergere, Et qui creût qu’on pouvoit dans ſon jeune printemps Echaper aux appas des pieges que tu tends:	Ce cœur qui fut jadis à tes lois si contraire, Qui dédaigna les vœux d'une aimable Bergère, Et qui crut qu'on pouvait dans son jeune printemps Échapper aux appas des pièges que tu tends:
Ce Chaſſeur indompté, dont l’aveugle manie Donnoit à ton pouvoir le nom de Tyrannie, Et qui pour éviter l’adreſſe de tes traits, S’écartoit des hameaux, & cherchoit les foreſts;	Ce Chasseur indompté, dont l'aveugle manie Donnait à ton pouvoir le nom de Tyrannie, Et qui pour éviter l'adresse de tes traits, S'écartait des hameaux, et cherchait les forêts;
Il brûle maintenant, & t’offre en ſacrifice Le veritable Amant de la belle Meliſſe:	Il brûle maintenant, et t'offre en sacrifice Le véritable Amant de la belle Melisse:
Vny dans le bucher ce couple malheureux, Moins par la flamme vni, que conjoint par tes nœuds.	Uni dans le bûcher ce couple malheureux, Moins par la flamme uni, que conjoint par tes nœuds.
ALCANDRE.	ÀLCANDRE.
Dieux qu’eſt-ce que j’entends, & que ce grand miracle M’inſpire vn ſens heureux pour expliquer l’Oracle:	Dieux qu'est-ce que j'entends, et que ce grand miracle M'inspire un sens heureux pour expliquer l'Oracle:
Mais avant que d’oſer ſur ce point nous ouvrir, Il faut premierement du fait bien s’éclaircir.	Mais avant que d'oser sur ce point nous ouvrir, Il faut premièrement du fait bien s'éclaircir.
Alexis, dites-moy, ſeroit-il bien poſſible Qu’à preſent voſtre cœur fuſt devenu ſenſible?	Alexis, dites-moi, serait-il bien possible Qu'à présent votre cœur fût devenu sensible?
Qu’il brûlaſt pour Meliſſe, & qu’vn heureux moment Eut pû cauſer dans vous vn ſi grand changement?	Qu'il brûlât pour Mélisse, et qu'un heureux moment Eut pu causer dans vous un si grand changement?
Parlez donc, Alexis?	Parlez donc, Alexis?
ALEXS.	ALEXS.
Divinitez ſuprêmes, Qui ſçavez nos penſers auſſi bien que nous meſmes, Ie vous prens à témoin, ſi l’amour ſous ſa loy A jamais vû Berger plus embraſé que moy.	Divinitez suprêmes, Qui secavez nos pensers aussi bien que nous mêmes, Je vous prends à témoin, si l'amour sous sa loi A jamais vu Berger plus embrasé que moi.
G ij Ce que fait le long temps dans vne ame vulgaire, Vn bel effort dans moy tout d’vn coup l’a ſçû faire, Ma raiſon a cedé, mes yeux ſe ſont ouverts, Et mon cœur avec joye eſt entré dans les fers.	G ij Est que fait le long temps dans une âme vulgaire, Un bel effort dans moi tout d'un coup l'a su faire, Ma raison a cédé, mes yeux se sont ouverts, Et mon cœur avec joie est entré dans les fers.
I’ay connu les ſoûpirs, & les impatiences, Les craintes, les deſirs, l’eſpoir, les défiances;	J'ai connu les soupirs, et les impatiences, Les craintes, les désirs, l'espoir, les défiances;
Et tout ce que ce Dieu dans vn long cours de temps Enſeigne à ces ſujets ſous ſa loy combattans.	Et tout ce que ce Dieu dans un long cours de temps Enseigne à ces sujets sous sa loi combattants.
Mais que ſert cét aveu, ſi mon amour, Meliſſe, Ne vous peut garantir du fatal precipice;	Mais que sert cet aveu, si mon amour, Mélisse, Ne vous peut garantir du fatal précipice;
L’Oracle a prononcé, rien ne peut retracter Ce qu’vne fois aux Dieux il a plû d’arreſter.	L'Oracle a prononcé, rien ne peut rétracter Ce qu'une fois aux Dieux il a plu d'arrêter.
ALCANDRE.	ÀLCANDRE.
Ie ſens de mon eſprit diſſiper le nuage, La nuit fait place au jour, & l’ombre ſe dégage, Vne vive clarté ſe preſente à mes yeux, Et je comprens enfin le langage des Dieux.	Je sens de mon esprit dissiper le nuage, La nuit fait place au jour, et l'ombre se dégage, vive clarté se presente mes yeux, Et je comprens enfin le langage des Dieux.
Que des pauvres Humains la ſcience eſt bornée, Qu’elle eſt de toutes parts d’erreurs environnée, Puiſqu’vn diſcours ſi clair, pendant vn ſi long-temps A tenu nos eſprits incertains & flottans!	Que des pauvres Humains la science est bornée, Qu'elle est de toutes parts d'erreurs environnée, Puisqu'un discours si clair, pendant un si longtemps A tenu nos esprits incertains et flottants!
N’eſperez point, Bergers, que la peſte finiſſe, Qu'vn inſenſible cœur ne brûle en ſacrifice.	N'espérez point, Bergers, que la peste finisse, Qu'un insensible cœur ne brûle en sacrifice.
Vn cœur brûle-t-il pas, lors qu’il eſt conſumé Par l’amour de l’objet, dont il ſe ſent charmé?	Un cœur brûle-t-il pas, lors qu'il est consumé Par l'amour de l'objet, dont il se sent charmé?
Vniſſez promptement, vniſſez les victimes, C’est ainſi que l’Amour ſe ſçait venger des crimes.	Unissez promptement, unissez les victimes, C'est ainsi que l'Amour se sait venger des crimes.
N’eſt-ce pas par l’Hymen que les Amans vnis Voyent avec plaiſir leurs ſupplices finis?	N'est-ce pas par l'Hymen que les Amants unis Voient avec plaisir leurs supplices finis?
Et n’eſt-ce pas auſſi dans les doux mariages Qu’Amour de tout temps a vengé ſes outrages?	Et n'est-ce pas aussi dans les doux mariages Qu'Amour de tout temps a vengé ses outrages?
Mais que veut ce Berger?	Mais que veut ce Berger?
il ſemble tranſporté, Et paroiſt interdit de quelque nouveauté.	il semble transporté, Et paraît interdit de quelque nouveauté.
SCENE V.	SCÈNE V.
ALCANDRE, TIRCIS, ALEXIS, MELISSE, ORANTE, PHILENE, DAMON.	ÀLCANDRE, TIRCIS, ALEXIS, MÉLISSE, ORANTE, PHILENE, DAMON.
TROVTE DE DERUERS, ET DERGERES.	TROUTE DE DERUERS, ET DERGÈRES.
DAMON.	DAMON.
EIGNEVR, quand le bucher ſur ſa baze ſolide DA conduit par mes ſoins ſa haute Pyramide, Que l’Vrne, les Brandons, le Drap ont eſté preſts, Et tout le champ jonché de Myrthe & de Cyprés;	EIGNEUR, quand le bûcher sur sa base solide DA conduit par mes soins sa haute Pyramide, Que l'Vrne, les Brandons, le Drap ont été prêts, Et tout le champ jonché de Myrte et de Cyprès;
