ACTEVRS.	ACTEURS.
Zelé m’auez connu aux pieds de vos Autels, Et ſeroit-ce peché d’eſtre des plus cruels, Battant iuſques à la mort la fille qui dènie, Offrir, & vous tenir de puiſſance infinie.	Zelé m'avez connu aux pieds de vos Autels, Et serait-ce péché d'être des plus cruels, Battant jusques à la mort la fille qui dênie, Offrir, et vous tenir de puissance infinie.
I'attend de vous vanger ſur ma maudite enfant, Si ie ne peche pas finiſſez mon tourment, Et viuant en l’eſtat de noſtre Republique, Alize en retiendra vne exemple tragique, Admirant que mon bras conſtamment retrouſſé, Rende ce maudit corps en neant renuerſé, Ie me ſuis touſiours dit de cette fille Pere, Mais ie l’ay fait nourrir du laict d’vne Megere.	J'attend de vous venger sur ma maudite enfant, Si tu ne pèche pas finissez mon tourment, Et vivant en l'état de notre République, Alise en retiendra une exemple tragique, Admirant que mon bras constamment retroussé, Rende ce maudit corps en néant renversé, Je me suis toujours dit de cette fille Père, Mais ie l'ai fait nourrir du laict 'une Mère.
PROTINE.	PROTINE.
Comme vous en parlez auſſi accuſez nous, D'auoir commis ce crime à meſme temps que vous:	Comme vous en parlez aussi accusez nous, D'avoir commis ce crime à même temps que vous:
Chacun de nous en eſt atteint de meſme peine, Qu'on n'en ſçauroit traiter qu'en menace inhumaine, Eſcriuez voſtre fille au temple de l’oubly, Comme vn traict dépanné dont on n’a plus ſoucy.	Chacun de nous en est atteint de même peine, Qu'on n'en saurait traiter qu'en menace inhumaine, Écrivez votre fille au temple de l'oubli, Comme un trait dépanné dont on n'a plus souci.
CLEMENT.	CLEMENT.
Qe'imne pe ſen et pere Cgard denarure.	Que'imne pe sen et père Cgard denarre.
PROT INE.	PROT INE.
C onomanouert Qque c'eſt t'entree de ſes tourmens	Ç onomanouert Qque c'est t'entre de ses tourments
CLEMENT.	CLEMENT.
enais jes tourmens, ie dis, font griefs à ſes parens.	enais jes tourments, ie dis, font griefs à ses parents.
PROTINE.	PROTINE.
Et ſi les Dieux permettent apres tout qu'elle change,	Et si les Dieux permettent après tout qu'elle change,
CLEMENT.	CLEMENT.
Ie verrois vn enfant qui ſembleroit vn Ange, Ie verrois vne fille en deſcendre des Cieux, Renaiſtre (ſembleroit) de deux corps vertueux, Non ie n’en croiray rien, c’eſt vne abominable, Ne me reconnoiſſant auſſi la donne au Diable:	Je verrais un enfant qui semblerait un Ange, Je verrais avoir fille en descendre des Cieux, Renaître (semblerait) de deux corps vertueux, Non se n'en croirai rien, c'est une abominable, Ne me reconnaissant aussi la donne au Diable:
Ie la voy, ie l’entend deſia ſous des ſoupirs, Ses bras auec ſon cœur chargez de déplaiſirs:	Je la vois, Seigneur l'entend déjà sous des soupirs, Ses bras avec son cœur chargés de déplaisirs:
Ie te tiens maintenant infernale Megere, Qui t’a changé ainſi de noble en Boccagere:	Je te tiens maintenant infernale Mégère, Qui t'a changé ainsi de noble en Boccagère:
S’il eſt vray que le ſort accourciſſe tes pas, Le premier de tes iours te deuoit le treſpas.	S'il est vrai que le sort accourcisse tes pas, Le premier de tes jours te devait le trépas.
Viens-tu donc approcher le tranchant de l’eſpée, Viens que d’vn prime abord ta poictrine entamée, Rende ce que Nature y a contribué, Comme les Dieux t’auoient d’vne ame attribué, D vn miroir raijonhable empreint deſſus ta face, Et ton eſprit ingrat méſuſe de leur grace:	Viens-tu donc approcher le tranchant de l'épée, Viens que d'un prime abord ta poitrine entamée, Rende ce que Nature y a contribué, Comme les Dieux t'avaient d'une âme attribué, DOMME un miroir raijonhable empreint dessus ta face, Et ton esprit ingrat mésuse de leur grâce:
Tu moueras mal-heureuſe, & par viue langueur, Nourris-toy de ſoûpirs creuant par ma fureur.	Tu moueras malheureuse, et par vive langueur, Nourris-toi de soupirs cruant par ma fureur.
HEROS.	HÉROS.
Tout beau Seigneur, tout beau, nous ſommes reſpenſables Ne luy montreZ des feux d’auantage effroyable.	Tout beau Seigneur, tout beau, nous sommes respensables Ne lui montrez des feux d'avantage effroyable.
CLEMENT.	CLEMENT.
Mes amis ie la dois outrer ou eſtrangler, Ie ne puis autremont tous mes deſirs borner.	Mes amis Seigneur la dois outrer ou étrangler, Je ne puis autremont tous mes désirs borner.
HEROS.	HÉROS.
AttendeZ s’il vous plaiſt l’arriuée du grand Maiſtre, La denolr, de lajnce onvomſera connontre.	Attendez s'il vous plaît l'arrivée du grand Maître, La dénolr, de lajnce onvomsera connontre.
CLEMENT.	CLEMENT.
Puis que ie ne puis pas l’arracher de vos poigs Gardez d’eſtre punis ſi vous manque( de ſoins.	Puis que ici ne puis pas l'arracher de vos poigs Gardés d'être punis si vous manque ici de soins.
REINE enchaiſnée.	REINE enchaînée.
Ie ſuis où mes deſirs amoureux me retiennent, Auſſi de me veiller ne vous mettez en peines, Falte d outre oouau se ne metoespa, Craintifue dans ces fers à fuir le treſpas.	Je suis où mes désirs amoureux me retiennent, Aussi de me veiller ne vous mettez en peines, Falte d outre ovau se ne métoespa, Craintifue dans ces fers à fuir le trépas.
CLEMENT.	CLEMENT.
Puis que ce mal commun de plus en plus mé preſſe, Que chaque de ces mots cœur & foye me traſpercent, Aſſeurez-vous de moy d’auoir quelques beaux dons, Oi vom t'emprijonnes an eiaſeun ue Ovignon, Ie ne l’aſſeure point dans le Temple de Flaue, Car c’eſt vn lieu ſuſpect ou les Chreſtiens nous brauent.	Puis que ce mal commun de plus en plus mé presse, Que chaque de ces mots cœur et foie me traspercent, Assurez-vous de moi d'avoir quelques beaux dons, Oi vom t'emprijonnes an eiaseun ue Ovignon, Je ne l'assure point dans le Temple de Flave, Car c'est un lieu suspect ou les Chrétiens nous bravent.
THE'OPHILE feint d’eſtre Payen.	THÉPHILE feint d'être Païen.
Veut-il douter icy qu’on nous l’oſte des mains, C’eſt auoir enuers nous des ſentimens peu ſains:	Veut-il douter ici qu'on nous l'ôte des mains, C'est avoir envers nous des sentiments peu sains:
Ie ne connois plus rien en ſon triſte genie, En croyant la tuer d’vne rage inouye.	Je ne connais plus rien en son triste génie, En croyant la tuer d'une rage inouïe.
REINE.	REINE.
Laiſſez-le mettre en feu au ſuiet de ma mort, Rougiſſant pour vos Dieux auec trop d’effort, Cognoiſſez maintenant me traiſnant innocente, Que ſon ardant cour roux icy ne m'épouuante, Et ie croy par ces mots encore vous toucher, Que dans la ſaincte foy vous puiſſiez toſt ancrer, D'illuminer vos cœurs, c’eſt à moy Dieu ſupréme, Qui ſur vn conuerty jorme vn beau Diadéme, Suiuant qu’il appartient és traits de ſa valeur, Faiſant voir pour la foy des preuues de ſon cœur, Et d’vn auant-propos ſurhauſſant ſon langage Souſtenant qu’vn ſeul Dieu les Monarques partage, C’eſt æinſi que ie veux eſclaue entre vos mains, Faire retentir l’air de ſes propos bien-faits:	Laissez-le mettre en feu au sujet de ma mort, Rougissant pour vos Dieux après trop d'effort, Cognaissez maintenant me traînant innocente, Que son ardant cour roux ici ne m'épouvante, Et je crois par ces mots encore vous toucher, Que dans la sainte foi vous puissiez tôt ancrer, D'illuminer vos cœurs, c'est à moi Dieu suprême, Qui sur un converti jorme un beau Diadème, Suivant qu'il appartient ès traits de sa valeur, Faisant voir pour la foi des prévues de son cœur, Et d'un avant-propos surhaussant son langage Su seul Dieu les Monarques partage, est æinsi que ie veux esclaue entre vos mains, Faire retentir la de ses propos bien-faits;
Et i’eſpere en ſortant d'eſtre des plus contantes, Quand ma mort guerira pluſieurs ames aſſiſtantes, Qui me verront de prest ces ſupplices endurer, Mais qui ne pourront pas enfin me ſurmonter, Et cette épreuue auſſi infaillible à leurs ames, Les peut bien eſleuer à ces diuines flammes:	Et j'espère en sortant d'être des plus contantes, Quand ma mort guérira plusieurs âmes assistantes, Qui me verront de prêt ces supplices endurer, Mais qui ne pourront pas enfin me surmonter, Et cette épreuve aussi infaillible à leurs âmes, Les peut bien élever à ces divines flammes:
Uous aueZ entendu pendant noſtre chemin D'Alize iuſques icy vn diſcours tout diuin:	Uous avez entendu pendant notre chemin D'Alise jusques ici un discours tout divin:
Ie ne ſuis qu'vn organe en ces douces paroles, Vous annonçant ce bref de briſer vos Idoles:	Je ne suis qu'un organe en ces douces paroles, Vous annonçant ce bref de briser vos Idoles:
Nous voicy à cette heure au Chaſteau de Grignon, Ce lieu eſt ſans pitiè á l’eſgard de mon nom:	Nous voici à cette heure au Château de Grignon, Ce lieu est sans pitiè légard de mon nom:
Tout à vos voloutez, & ſans me faire grace, Te jak vn Paradis d'vne chetiue place:	Tout à vos voloutez, et sans me faire grâce, Te jak un Paradis d'une chétive place:
Ouurez cet te priſon deſpeſchez-vous Geolier, C’eſt vn preparatoire à s’immortaliſer.	Ouvrez cet te prison dépêchez-vous Geolier, C'est un préparatoire à s'immortaliser.
THEOPHILE.	THÉOPHILE.
Entre donc là dedans, & plus ne nous caiolle, La teſte me fait mal de ton dire friuole.	Entre donc là -dedans, et plus ne nous caiole, La tête me fait mal de ton dire frivole.
HEROS.	HÉROS.
C eſi aſſeZ compagnons icy l’entretenir, Laiſſons-là en ce lieu ſoûpirer à loiſir, Et s’il eſt à propos que nos forces repoſent, Pendant que ſes eſprits à ſes peines s’expoſent.	C' esi assez compagnons ici l'entretenir, Laissons-là en ce lieu soupirer à loisir, Et s'il est à propos que nos forces reposent, Pendant que ses esprits à ses peines s'exposent.
ARDE D’OLIBRE.	ARDE D'OLIBRE.
Iuſtes Dieux ne dormons, & ſoachez que Clement, Entend que la veillons ſur tout fidellement, Ayant promis des dons à noſtre ſurueillance, Nous aurions dons grand tort de cheoir en defaillance?	Justes Dieux ne dormons, et soachez que Clément, Entend que la veillons sur tout fidèlement, Ayant promis des dons à notre surveillance, Nous aurions dons grand tort de choir en défaillance?
Briſons noſtre repos, quelque droſle ſubiil, Rauageroit icy, & l’enleueroit-il:	Brisons notre repos, quelque drôle subiil, Ravagerait ici, et l'enlèverait-il:
Il ne faut pas de loin quitter la priſonniere, Sorciere comme elle eſt, & d’vne humeur trop fiere, Eſtes-vous tant laſſez, pourtant ne dormons point, Beuuons òn attendant que le iour picque au poing, Ou mort-non ie rompray toute chance ſuiuie, Iuſques à temps que ſon pere ait paſſé ſon enuie, Sçachez donc de poſer Corps de garde aſſeure, Puis que nous auons droit d’Olibre redoubté, Qui ne retardant pas ſon retour d'Allemagne, Par le ſang des Chreſtiens rougira la campagne.	Il ne faut pas de loin quitter la prisonnière, Sorcière comme elle est, et d'une humeur trop fasse, Êtes-vous tant lassez, pourtant ne dormons point, Buons òn attendant que le jour pique au poing, Ou mort-non soins romprai toute chance suivie, Iusques à temps que son père ait passé son envie, Scachez donc de poser Corps de garde assure, Puis que nous avons droit d'Olibre redouté, Qui ne retardant pas son retour d'Allemagne, Par le sang des Chrétiens rougira la campagne.
SCENE II.	SCÈNE II.
REINE en priſon viſitée par deux Anges.	REINE en prison visitée par deux Anges.
REINE.	REINE.
Mon celeſte Eſpoux, vous connoiſſeZ mon cœur, QM'enchaiſnant du lien de voſtre amour vainqueur, De ce lieu obſcurcy diſſipeZ les nuages, Ainſi que vos rayons renforcent les courages:	Mon céleste Époux, vous connaissez mon cœur, QM'enchaînant du lien de votre amour vainqueur, De ce lieu obscurci dissipés les nuages, Ainsi que vos rayons renforcent les courages:
Ie me ſuis preparèe à ces faits glorieux, En quittant volontiers la terre pour les Cieux:	Je me suis préparée à ces faits glorieux, En quittant volontiers la terre pour les Cieux:
Rien de moy?	Rien de moi?
ô Seigneur, & c’est c’est vostre grace, Qui me conſole icy en cette noire place, Sans vous ie ne puis rien, & ie perdrois le prix, AttacheZ aux rempars du celeste pourpris:	ô Seigneur, et c'est c'est votre grâce, Qui me console ici en cette noire place, Sans vous ave ne puis rien, et ie perdrois le prix, AttacheZ aux rempars du céleste pourpris:
Ie le veux conquester au despend de ma teſte, Et vous rendre par là mon amour manifeste, N’attandant de la mort qu’vne vaine vapeur, Comme ie voy icy vostre ſaincte lueur.	Je le veux conquêter au dépend de ma tête, Et vous rendre par là mon amour manifeste, N'attandant de la mort qu'une vaine vapeur, Comme Comme vois ici votre sainte lueur.
L’ANGE premier.	L'ANGE premier.
Courage mon ſoncy, & du grand Dieu cherie, de viens rendre icy bas ta priſon eclarcie, T’aſſeurant que les fers qui te ſerre le corps;	Courage mon sonci, et du grand Dieu chérie, de viens rendre ici bas ta prison eclarcie, T'assurant que les fers qui te serre le corps;
Te rendront immortelle au mespris de la mort:	Te rendront immortelle au mépris de la mort:
I'ay bien ouy ta voix qu’au deſpend de ta teſte, Espere-tu d’entrer au Royaume celeste, Auſſi croiras-tu donc que les cruels tourmens, Ne flétriſſent iamais les fleurs du firmament;	J'ai bien ouï ta voix qu'au dépend de ta tête, Espère-tu d'entrer au Royaume celeste, Aussi croiras-tu donc que les cruels tourments, Ne flétrissent jamais les fleurs du firmament;
Ne perds pas le courage, & voit cette couronne, Eſmaillée richement, que Ieſus-Chriſt te-donne?	Ne perds pas le courage, et voit cette couronne, Esmaillée richement, que Jésus-Christ te-donne?
Bien autre que les Rois ne poſſedent icy bas;	Bien autre que les Rois ne possèdent ici bas;
Et te demeurera ſans fin, n’en doute pas:	Et te demeurera sans fin, n'en doute pas:
Remercie l'Eternel, & luy rend mille grace, Ta pureté au Ciel te prepare vne place, Redoublant ta couronne en faueur de tes ans, A la virginutè coniointe à tes tourments, Ne te meffiant point, ô vertueuſe fille, dentes entrts compugnes unte Iitoppile:	Remercie l'Éternel, et lui rend mille grâce, Ta pureté au Ciel te prépare une place, Redoublant ta couronne en faveur de tes ans, À la virginuté conjointe à tes tourments, Ne te défiant point, ô vertueuse fille, dentés entrts compagnes unte Iitopile:
L’amour qui les retiens constamment pour la foy, Les boucle d’vn combat pour la Diuine Loy.	L'amour qui les retiens constamment pour la foi, Les boucle d'une combat pour la Divine Loi.
REINE.	REINE.
O glorieux ſupport, Ange mon allegreſſe, Faites-vous d'vn clin d'œil tomber voſtre vîteſſe, De cœur ie vous embraſſe, & ne puis-ie de bras, muu tu its font emnaijneZ attendans le trespas, Que Theophile eust veu voſtre ſaincte lumiere, S’il ne manque de foy pour luy ſoit ma priere, Auſſi têmoignez-luy vostre ſainete amitié.	Ô glorieux support, Ange mon allégresse, Faites-vous d'un clin d'œil tomber votre vîtesse, De cœur enfin vous embrasse, et ne puis-je de bras, mu tu its font emnaijneZ attendans le trépas, Que Théophile eût vu votre sainte lumière, S'il ne manque de foi pour lui soit ma prière, Aussi têmoignez-lui votre saynète amitié.
L’ANGE ſecond.	L'ANGE second.
*Cette ardeur qui vous lie en meſme integrité, Le rend inſeparable á la foy ijemrte, A l'égard de la Loy où tu es enſeignée, Vrayement tu les connois en la crainte de Dieu.	*Cette ardeur qui vous lie en même integrité, Le rend inséparable la foi ijemrte, A l'égard de la tu es enseignée, Vrayement tu les connois en la crainte de Dieu.
DoüeZ d’aſſez de force à ſouffrir en ton lieu, Et ſi tu les auance á ioüyr de la gloire;	Dousez d'assez de force à souffrir en ton lieu, Et si tu les avance ouïr de la gloire;
Retiens de les attendre en la meſme victoire, Où la conuerſion ſe verra hautement, Venant de ton Martyre auec estonnement, Sur l’infidel troupeau connoiſſant ta conſtance, Sans ceſſer d’inuocquer l'Eternelle puiſſance, Et a te voir ſur l’eau entendant vne voix, T’appeller ſainctement comme Reine à ſon Roy.	Retiens de les attendre en la même victoire, Où la conversion se verra hautement, Venant de ton Martyre avec étonnement, Sur l'infidel troupeau connaissant ta constance, Sans cesser d'infocquer l'Éternelle puissance, Et à te voir sur l'eau entendant quelque voix, T'appeler sainte comme Reine à son Roi.
THEOPHILE entre.	THÉOPHILE entre.
Ah!	Ah!
que voy-je en ce lieu, quelle ſaincte lumiere, Eſclaircy la priſon parle à ma priſonniere, Esprits ſainets arreſte Zencore un peu de temps, luſques Reine ait receu ce petit aliment	que vois-je en ce lieu, quelle sainte lumière, Esclairci la prison parle à ma prisonnière, Esprits sainets arrête Zéncore un peu de temps, lusques Reine ait reçu ce petit aliment
