A MADAME VLAE .	À MADAME VLAE .
Où parcent diuerſes façons, Les Rois admirant ſon merite, En viendront prendre les leçons.	Où parcent diverses façons, Les Rois admirant son mérite, En viendront prendre les leçons.
C’eſt là qu’on verra la Rochelle, Haue, maigre, & les pleurs aux yeux, Pour l’eſleuer iuſques aux Cieux, Seruir & de roche, & d’eſchelle:	C'est là qu'on verra la Rochelle, Have, maigre, et les pleurs aux yeux, Pour l'élever jusques aux Cieux, Servir et de roche, et d'échelle:
Le plus fier des quatre Elements, Bridé ſous ſes commandements, Sans colere & ſans inconſtance, Semblera conter aux Nochers, Qu'il luy fit plus de reſiſtance, Que les bancs, ny que les rochers.	Le plus fier des quatre Éléments, Bridé sous ses commandements, Sans colère et sans inconstance, Semblera conter aux Nochers, Qu'il lui fit plus de résistance, Que les bancs, Seigneur que les rochers.
Là, près de cent villes mutines Y flechiront de toutes parts;	Là, près de cent villes mutines Y fléchiront de toutes parts;
Oſtant auecques leurs ramparts, L’horreur des guerres inteſtines:	Ôtant auecques leurs remparts, L'horreur des guerres intestines:
Et gouſtant l’aiſe du repos, Qu'elles perdoient mal à prôpes Dans leur rebellion ingratté, Elles craindront plus ſon renom, Duie enfane de veſcuiatte, Que non pas l'eſclut du canon.	Et goûtant l'aise du repos, Qu'elles perdaient mal à prospes Dans leur rébellion ingratté, Elles craindront plus son renom, Duie enfane de vécuiatte, Que non pas l'éclut du canon.
Du plus haut ſtile de la Muſe, Ie pleindray l’exploit merueilleux, Qui força les Monts ſourcilleux, Qui ſont au paſſage de Suſe:	Du plus haut style de la Muse, Je pleindrai l'exploit merveilleux, Qui força les Monts sourcilleux, Qui sont au passage de Suse:
Le Duc t’y verra tout ainſi Qu'il eſtoit en criant merci, Le genoüil bas, la teſte nuë;	Le Duc t'y verra tout ainsi Qu'il était en criant merci, Le genouill bas, la tête nue;
En venant abbaiſſer ſon cœur, Plus haut que n’eſt l’Alpe & la nuë, Iuſqu'au pres des pieds d'vn vainqueur	En venant abaisser son cœur, Plus haut que n'est l'Alpe et la nue, Jusqu'au pres des pieds d'un vainqueur
Voſtre merite incomparable, Me peut encor fournir de traicts, Pour faire admirer mes portraicts, Et me rendre plus memorable:	Votre mérite incomparable, Me peut encor fournir de traits, Pour faire admirer mes portraits, Et me rendre plus mémorable:
Car la voix commune m’adit, Que ſans abuſer du credit Que la fortune vous concede, Suiuant le chemin le plus ſeur;	Car la voix commune m'adit, Que sans abuser du crédit Que la fortune vous concede, Suivant le chemin le plus sûr;
Vous faites que chacun vous cede, Moins par force que par douceur.	Vous faites que chacun vous cède, Moins par force que par douceur.
C’eſt deſſus vous que ie repoſe La Publique tranquilité, Et par qui l’Anglois irrité, Voit auorter ce qu’il propoſe:	C'est dessus vous que ici repose La Publique tranquillité, Et par qui l'Anglais irrité, Voit auorter ce qu'il propose:
Noſtre inuincible Potentat, Voulant aſſurer ſon Eſtat, Contre l’Eſtrangere puiſſance, Et rendre ſes deſſeins boucleZ;	Notre invincible Potentat, Voulant assurer son État, Contre l'Étrangère puissance, Et rendre ses desseins bouclez;
Voulut, pour bien fermer la France Vous en donner vne des clefs.	Voulut, pour bien fermer la France Vous en donner une des clefs.
Ce Monarque tout raiſonnable Lors qu’il daigna vous la fier, Crut que ſans la fortifier, Vos bras la rendroient imprenable:	Ce Monarque tout raisonnable Lors qu'il daigna vous la fier, Crut que sans la fortifier, Vos bras la rendraient imprenable:
Et quand des ennemis bien forts, Auroient emporté les dehors C’eſt vne perte qui n’importe;	Et quand des ennemis bien forts, Auraient emporté les dehors C'est une perte qui n'importe;
Car voſtre courage reſpond, Qu'ils ne ſçauroient forcer la Porte, Ni vaincre en approchant du Pont.	Car votre courage répond, Qu'ils ne sauraient forcer la Porte, Ni vaincre en approchant du Pont.
Icy i’ordonne le ſilence, A mon ardente affection, Et retiens par diſcretion, Les eſlans de ſa violence:	Ici j'ordonne le silence, À mon ardente affection, Et retiens par discrétion, Les élans de sa violence:
Mais ſi i’aprens pour mon bon-heur, Que ce crayon ait eu l’honneur D’eſtre en vos mains, & de vous plaire;	Mais si j'apprends pour mon bonheur, Que ce crayon ait eu l'honneur D'être en vos mains, et de vous plaire;
Ie feray bien toſt confeſſer, Qu'à l’inſtant qu'Apollon m'eſclaire, Tout autre Oracle doit ceſſer.	Je ferai bien tôt confesser, Qu'à l'instant qu'Apollon m'éclaire, Tout autre Oracle doit cesser.
A MONSIEVR DE BVOVS MAISTRE E ERAI	À MONSIEUR DE BUS MAÎTRE E RAI
Aigle ne peut degenerer;	Aigle ne peut dégénérer;
E Philippe qui vouloit tout prẽdre, Vid de ſes victoires pleurer Moins ſes ennemis qu'Alexandre?	E Philippe qui voulait tout prendre, Vid de ses victoires pleurer Moins ses ennemis qu'Alexandre?
Et toy que ie m’en vay loüer, Ne me dois-tu pas aduoüer, Que ſi Mars à craind ton espee, Tu n’as rien fait qu'en imitant Cet inuincible & grand Pompée, Tonpere, qu'on eſtimoit tant?	Et toi que ie m'en vais louer, Ne me dois-tu pas avouer, Que si Mars à craind ton espee, Tu n'as rien fait qu'en imitant Cet invincible et grand Pompée, Tonpère, qu'on estimait tant?
Le ſage en ſoy retient caché Vn inſtinct de force puiſſante, Qui vers l’honneur, ou le peché, Fait pancher vne ame innocenté:	Le sage en soi retient caché Un instinct de force puissante, Qui vers l'honneur, ou le péché, Fait pencher une âme innocenté:
Et certes ceux-là ſont heureux, Qui ſortent d’vn ſang genereux, Qui bon leur enſeigne à bien viure, Leur monſtrant vn chemin batu, Erunt faut que pinpiement juiure, Pour pouuoir trouuer la vertu.	Et certes ceux-là sont heureux, Qui sortent d' sang généreux, Qui bon leur enseigne à bien viure, Leur montrant un chemin battu, Erunt faut que pinpiement juire, Pour pouvoir trouver la vertu.
Mais ſi iamais homme parfait, Par ſes merites a pû faire, La cauſe moindre que l’effect, Et le fils plus grand que le pere;	Mais si jamais homme parfait, Par ses mérites a pu faire, La cause moindre que l'effet, Et le fils plus grand que le père;
C’eſt toy qui ſeul as ce pouuoir, Grand decœur, & grand de ſçauoir, Vnique obiect de la loüange Que ie te donne en cét eſcrit, Où ie te fais paroiſtre vn Ange, De bonté, de nom, & d’eſprit.	C'est toi qui seul as ce pouvoir, Grand décœur, et grand de savoir, Unique objet de la louange Que ils te donne en cet écrit, Où ie te fais paraître un Ange, De bonté, de nom, et d'esprit.
Chez toy les ſignes font ſeiour, Deßous tes lauriers & tes palmes;	Chez toi les signes font seiour, Dessous tes lauriers et tes palmes;
Excepté l’orage d’amour, Ils ont là toutes choſes calmes;	Excepté l'orage d'amour, Ils ont là toutes choses calmes;
Chez toy l’amy ſe voit receu, Au delà de l'espoir conceu;	Chez toi l'ami se voit reçu, Au delà de l'espoir conçu;
Et par des paroles choiſies, Qui ſeruent aux cœurs d’vn Aimant, Il n'eſprouue que courtoiſies, Qu'honneſteteZ, & compliment.	Et par des paroles choisies, Qui servent aux cœurs d'un Aimant, Il n'éprouve que courtoisies, Qu'honnêtetés, et compliment.
Ha que ie veux de mal aux Cieux, D’auoir limité ma puiſſance, Iuſqu'au point de ne pouuoir mieux Teſmoigner ma reconnoiſſance:	Ha que personne veux de mal aux Cieux, D'avoir limité ma puissance, Jusqu'au point de ne pouvoir mieux Témoigner ma reconnaissance:
Si le ſort exauçant mes vœux, Me fait empoigner les cheueux De cette Deeſſe ſi chauue, Te ſeruant, tu pourras iuger, Si l’occaſion ne ſe ſauue, Qu'on ne perd rien a m'obliger.	Si le sort exaudant mes vœux, Me fait empoigner les cheveux De cette Déesse si chauve, Te servant, tu pourras juger, Si l'occasion ne se sauve, Qu'on ne perd rien à m'obliger.
Il faut que pour l’amour de moy, Appollon au ſortir de l'onde, Prenne ton nom auecques ſoy, Pour le porter par tout le monde:	Il faut que pour l'amour de moi, Apollon au sortir de l'onde, Prenne ton nom avec soi, Pour le porter par tout le monde:
Et qu'en vn ſuperbe appareil, Traiſné dans le char du Soleil, Suiuy de Mars & de la Gloire, Que ce nom ſoit fait immortel;	Et qu'en un superbe appareil, Traîné dans le char du Soleil, Suivi de Mars et de la Gloire, Que ce nom soit fait immortel;
muſuuubempte do us memoire, Le Temps luy conſacre vn Autel.	musubempte do us mémoire, Le Temps te consacre un Autel.
Ie veux employer les cent voix, Que l’on donne à la Renommee, Pour publier tous les explois, Que ton bras a fait enl'Armee;	Je veux employer les cent voix, Que l'on donne à la Renommee, Pour publier tous les explois, Que ton bras a fait enl'Armée;
Ie diray qu’au milieu du ſang, Où le courage le plus franc Auoit des timiditez molles, Eſtimant le peril vapeur Immobile comme les Poles, Le tien ne connut point la peur,	Je dirai qu'au milieu du sang, Où le courage le plus franc Avait des timidités molles, Estimant le péril vapeur Immobile comme les Poles, Le tien ne connut point la peur,
La Grenade!	La Grenade!
ce fruit d’enfer, Dont l’eſclat fait rire les Parques Auec la poudre & le fer, Sur ta iambe engraua les marquei;	ce fruit d'enfer, Dont l'éclat fait rire les Parques Avec la poudre et le fer, Sur ta jambe engrava les marquei;
Lors la mort voulut t’affronter;	Lors la mort voulut t'affronter;
Elle mit (penſant t'emporter Toutes ſes forces en vſage;	Elle mit (pensant t'emporter Toutes ses forces en usage;
Et rien ne l’oſta de ce lieu, Qu'vne aſſeurance de viſage:	Et rien ne l'ôta de ce lieu, Qu'une assurance de visage:
Qui fit qu'elle te crut vn Dieu.	Qui fit qu'elle te crut un Dieu.
Mais mon Ode va trop auant, Elle prend l'eſſor ſur ma.	Mais mon Ode va trop avant, Elle prend l'essor sur ma.
plumes De ce fil que ie vay ſuiuant, I'ay dequoy tracer vn volume:	plumes De ce fil que ici vrai suivant, J'ai dequoy tracer un volume:
Là ie feray voir tes valeurs, Auecde ſi belles couleurs, Que mon art vaincra la Nature, Cette Hiſtoire demande außi L’eſclat d’vne grande peinture, Et non vn tableau racourci.	Là ie ferai voir tes valeurs, Avecde si belles couleurs, Que mon art vaincra la Nature, Cette Histoire demande aussi L'éclat d'une grande peinture, Et non un tableau racourci.
Depuis ce Tigranes fameux, Le plus grand des Rois de ta race, Iuſqu'à toy qui vaillant comme eux, Deurois eſtre aßis en leur place:	Depuis ce Tigranes fameux, Le plus grand des Rois de ta race, Jusqu'à toi qui vaillant comme eux, Deurais être aussi en leur place:
Ie vous peindray tous dans mes vers, Mais ſi bien qu’en fin l’vniuers Admirant ta valeur inſigne, Viendra ton bras accompagner A l'employ dont ie le croy digne, Et c’eſt à dire de regner.	Je vous peindrai tous dans mes vers, Mais si bien qu'en fin l'Hivers Admirant ta valeur insigne, Viendra ton bras accompagner À l'emploi dont ie le crois digne, Et c'est à dire de régner.
DE.	DE.
SVR L'HISTOURE DE NORMANDIE.	SUR L'HISTOURE DE NORMANDIE.
20	20
Nfin malgré la main des Parques, EQui ſous la cendré des tombeaux, Eſtouffe les faits les plus beaux, De celle des plus grands Monarques:	Nfin malgré la main des Parques, ÉQui sous la cendré des tombeaux, Étouffe les faits les plus beaux, De celle des plus grands Monarques:
Nos premiers Ducs victorieux, 7 Sont placez dans le rang des Dieux, Par le moyen de cette Hiſtoire:	Nos premiers Ducs victorieux, 7 Sont placés dans le rang des Dieux, Par le moyen de cette Histoire:
Où domptant la fatalité, Leur nom s’eſtablit vne gloire, Qui mene à l’immortalité.	Où domptant la fatalité, Leur nom s'établit une gloire, Qui mène à l'immortalité.
Le renom eſt bien ridicule, Qui ſe graue ſur de l’airain;	Le renom est bien ridicule, Qui se grave sur de l'air;
Le Temps qui regne en Souuerain, Briſe les Colonnes d’Hercule:	Le Temps qui règne en Souverain, Brise les Colonnes d'Hercule:
Et les plus fermes baſtiments, Ont de ſi foibles fondements, Qu'vn peu de vent les met en poudre;	Et les plus fermes bâtiments, Ont de si faibles fondements, Qu'un peu de vent les met en poudre;
Mais rien n'offenſe nos guerriers;	Mais rien n'offense nos guerriers;
Etit temps non prun que ta foudre, N’abbatra iamais de lauriers.	Etit temps non prun que ta foudre, N'abatra jamais de lauriers.
Le Prince qui veut touſiours viure, Ne doit employer ſon threſor Qu'a chercher vne plume d’or, Qui le peigne bien dans vn liure:	Le Prince qui veut toujours vivre, Ne doit employer son trésor Qu'a chercher une plume d'or, Qui le peigne bien dans un livre:
La bonne Proſe & les beaux Vers, Le monſtrent à tout l'Vniuers, Qui ne le voit qu'auec merueille;	La bonne Prose et les beaux Vers, Le montrent à tout l'Univers, Qui ne le voit qu'avec merveille;
Et mille ans apres ſon cercueil, Les ſiecles ſçauent par l’oreille, Ce que le ſien appriſt de l’œil.	Et mille ans après son cercueil, Les siècles sçauent par l'oreille, Ce que le sien apprît de l'œil.
Ce fidele & docte volume, Paſſant à la poſterité, Prouuera cette verité Bien plus puiſſammẽt que ma plume:	Ce fidèle et docte volume, Passant à la postérité, Prouvera cette vérité Bien plus puissamment que ma plume:
Nos Ducs y ſont reſſuſcitez, Qui dans leurs combats recitez, Y triomphent de l’Angleterre;	Nos Ducs y sont ressuscitez, Qui dans leurs combats récitez, Y triomphent de l'Angleterre;
Que Dieu ne voulut ſeparer, D’auec le reſte de la terre, Qu'afin de les en aſſurer.	Que Dieu ne voulut séparer, D'avec le reste de la terre, Qu'afin de les en assurer.
L’Autheur par vn chemin facile Qu’il applanit de toutes parts, Y fait marcher nos Leopards Sur les armes de la Sicile:	L'Auteur par un chemin facile Qu'il applanit de toutes parts, Y fait marcher nos Léopards Sur les armes de la Sicile:
Raoul y paroiſt rajeuny;	Raoul y paraît rajeuni;
Son viſage preſque terny, Refleurit comme vne prairie;	Son visage presque terni, Refleurit comme une prairie;
Mais ce qui l’a pû ſecourir, C’eſt l’encre de l’Imprimerie, Qui ſeule empeſche de mourir.	Mais ce qui l'a pu secourir, C'est l'encre de l'Imprimerie, Qui seule empêche de mourir.
2 CIE	2 CIE
E deſtin aiuré qu'il faut que ie periſſe, LPar les traicts inhumains des beaux yeux Clorice;	E destin aiuré qu'il faut que je périsse, LPar les traits inhumains des beaux yeux Clorice;
Le deſtin a iuré de me faire endurer, L’exceZ de ces tourments qui font deſesperer:	Le destin a juré de me faire endurer, L'excès de ces tourments qui font désespérer:
Le deſtin aiuré qu’vne fille inhumaine, En me faiſant ce mal ſe rira de ma peine:	Le destin aiuré qu'une fille inhumaine, En me faisant ce mal se rira de ma peine:
Le deſtin a iure qu’vn Riual trop heureux, Fera l’indiferent, bien qu’il ſoit amoureux;	Le destin a jure qu'Han Nival trop heureux, Fera l'indifèrent, bien qu'il soit amoureux;
Le deſtin a iuré qu'vne Amante ruſee, Me meſpriſe en effect, ſe feignant mespriſee, Et moy ie iure außi, nie voyant outragé, Que ie ne mourray point que ie ne ſois vangé.	Le destin a juré qu'une Amante ruse, Me méprise en effet, se feignant méprisée, Et mo ie jure aussi, nie voyant outragé, Que ils ne mourrai point que sans ne sois vengé.
Que le ciel ennemy trauaille à me deſtruire;	Que le ciel ennemi travaille à me détruire;
Qu'il n’ait point de deſſein que celuy de me nuire;	Qu'il n'ait point de dessein que celui de me ire;
Que Clorice pour voir ſes mantpaiuiein couuerts, Aille auecques Tancrede au bout de l’vniuers;	Que Clorice pour voir ses mantpaguiein couverts, Aille avec Tancrede au bout de l'Hivers;
