CEQ ESTGONTENV AV PRESENT	CEQ ÉTGONTENV AU PRÉSENT
Ainſi Turne ſe ruë, & s’en court aux remparts, Où la plaine rougit de plus de ſang eſpars, Où de traits eſlancez on entend plus l’air bruire, Où l'aſſaut eſt plus chaut, c’eſt l’endroit où il tire, Puis au lieu le plus haut porté d’vn pied diſpos, Il fait ſigne à ſes gens, & leur tient ce propos.	Ainsi Turne se rue, et s'en court aux remparts, Où la plaine rougit de plus de sang épars, Où de traits élancés on entend plus l'air bruire, Où l'assaut est plus chaut, c'est l'endroit où il tire, Puis au lieu le plus haut porté d'un pied dispos, Il fait signe à ses gens, et leur tient ce propos.
Ceſſez ô Rutulois, & vous bandes Latines, N’allez plus au ſecours de vos tours Laurentines, Telle qu’eſt la ſortune elle eſt mienne, & me faut Combatre ſeul Enee, & repouſſer l’aſſaut A ces mots on s’eſcarte, & chacun luy fait place, Chacun remet l’eſpee, & poſe la cuirace.	Cessez ô Rutulais, et vous bandes Latines, N'allez plus au secours de vos tours Laurentines, Telle qu'est la sortune elle est mienne, et me faut Combatre seul Énée, et repousser l'assaut A ces mots on s'écarte, et chacun te fait place, Chacun remet l'épée, et pose la cuirace.
M ais le Roy des Troyens n’a ſi toſt entendu Turne qui l’appelloit, qu’on le void deſcendu Quitter pour le combatre & tours & fortereſſe, Il rompt tout autre affaire, & s’auance & ſe preſſe?	M Mais le Roi des Troyens n'a si tôt entendu Turne qui l'appelait, qu'on le voit descendu Quitter pour le combattre et tours et forteresse, Il rompt tout autre affaire, et s'avance et se presse?
On le voit de fureur tonner ſous ſon harnous, Comme Athos ou Eryx, ou comme quelque-fois Quand le pere Appennin à la teſte negeuſe Fremit ſous la fureur de la bixe orageuſe Qui branſle vne foreſt.	On le voit de fureur tonner sous son harnous, Comme Athos ou Eryx, ou comme quelquefois Quand le père Apennin à la tête négeuse Frit sous la fureur de la bixe orageuse Qui branle un forêt.
Alors ceux qui preſſoient De beliers la muraille, & ceux qui repouſſoient L’aßaut par le dedans, ont leurs armes baiſſees, Et vers les champions leurs veuës ont dreſſees.	Alors ceux qui pressaient De béliers la muraille, et ceux qui repoussaient L'aussi par le dedans, ont leurs armes baisées, Et vers les champions leurs vues ont dressées.
L’vn & l’aure außi toſt que le champ eſt ouuen,	L'un et l'aure aussi tôt que le champ est ouven,
Qu’il voit ſon ennemy paroiſtre à deſcouuert, Haſte ſon pas hardy, par la plaine ils bondiſſent, Et leurs contraires dars l’vn vers l’autre brandiſſent Auant que s’approcher, puis ſacquent à la main Et leur trenchante eſpee, & leur pauois d’arain:	Qu'il voit son ennemi paraître à découvert, Hâte son pas hardi, par la plaine ils bondissent, Et leurs contraires dars l'un vers l'autre brandissent Avant que s'approcher, puis saquent à la main Et leur trenchante espee, et leur pavais d'arain:
Se chamaillent de coups, leurs harnois en reſonnent, Et la terre mugit ſous les chocs qu’ils ſe donnent, Il redoublent ſans ceſſe, & en ce dur effort Meſtent confuſement les vertus & le ſort.	Se chamaillent de coups, leurs harnais en résonnent, Et la terre mugit sous les chocs qu'ils se donnent, Il redoublent sans cesse, et en ce dur effort Métent confusément les vertus et le sort.
Ainſi que ſur Taburne abondant en oliues, Où ſur le mont de Syle, on voit des flames viues D'vne blanche geniſſe eſpoint deux taureaux forts D’vn combat ennemy ſe batre corps à corps, Hurtans front contre front, le paſteur qui les garde De crainte ſe retire à l’eſcart, & la harde, Se tient coye autour d’eux, le long trouppeau peureus Des geniſſes ne ſçait qui des deux amoureux En combat ſi douteux doit demeurer le maiſtre, Qui braue leur commande, & les conduiſe paiſtre.	Ainsi que sur Taburne abondant en olives, Où sur le mont de Syle, on voit des flammes vives D'une blanche génisse époint deux taureaux forts D'un combat ennemi se battre corps à corps, Hurtant front contre front, le pasteur qui les garde De crainte se retire à l'écart, et la harde, Se tient coie autour d'eux, le long troupeau peupreus Des génisses ne sait qui des deux amoureux En combat si douteux doit demeurer le maître, Qui brave leur commande, et les conduise paître.
Eux tandis acharnez ſe choquent de leurs cors Fichez l’vn contre l’autre, & s’entament le corps.	Eux tandis acharnez se choquent de leurs cors Fichés l'un contre l'autre, et s'entament le corps.
Vn large ſang le col & les cuiſſes leur baigne, A leur gemir mugit le bois & la montaigne.	Un large sang le col et les cuisses leur baigne, À leur gémir mugit le bois et la montagne.
Non autrement Enee & Turne batailloient, Et de coups redoublez leurs eſcuz chamailloient, L'air en rentiſſoit.	Non autrement Énée et Turne bataillaient, Et de coups redoublés leurs écuz chamaillaient, L'air en rentissait.
Alors Turne ſe pouſſe Eſieuant tout ſon corps, & de grande ſecouſſe Va ſur le chef d’Enee vn tranchant deſcharger, Et Latins & Troyens tremblent à ce danger:	Alors Turne se pousse Esivant tout son corps, et de grande secousse Va sur le chef d'Ene un tranchant décharger, Et Latins et Troyens tremblent à ce danger:
Mais froiſſee au milieu la deſloyale eſpee De ſon ſeigneur ardent à l’attente trompee, Eſclatant ſous le coup du bras rude & peſant, Sur le ſable eſcartez les eſclats vont luiſant.	Mais froissée au milieu la déloyale espee De son seigneur ardent à l'attente trompe, Éclatant sous le coup du bras rude et pesant, Sur le sable écartés les éclats vont luisant.
Lors comme Turne a veu lapommelle inconnuë Du coutelas briſé reſter en ſa main nuë,	Lors comme Turne a vu lapommelle inconnue Du coutelas brisé rester en sa main nue,
t.	t.
ii 2	ji 2
Il recule en arriere, & furieux cherchant Son glaiué accouſtumé tourne par tout le champ.	Il recule en arrière, et furieux cherchant Son glaiué accoutumé tourne par tout le champ.
Ence ainſi le tance, on acquiert ſa maiſtreſſe Par la force des mains, & non par la viteſſe De ſes timides pieds, fay ce que tu pourras, Change toy mille fois, tu mourras, tu mourras, Tu ne peux m’eſchapper, reuient Turne, & aſſemble Ce que tu peux de force, & de fineſſe enſemble, Souhaitte ſous la terre ou au Ciel te eacher, Quelque part que tu ſois ie t’iray là chercher.	Ence ainsi le tance, on acquiert sa maîtresse Par la force des mains, et non par la vitesse De ses timides pieds, fais ce que tu pourras, Change toi mille fois, tu mourras, tu mourras, Tu ne peux m'échapper, révient Turne, et assemble Ce que tu peux de force, et de finesse ensemble, Souhaite sous la terre ou au Ciel te écher, Quelque part que tu sois ie t'irai là chercher.
Ce n’eſt ( dict Turne alors) ta menace arrogante Mais l’obſtiné courroux des Dieux qui m’eſpouuante, Et Iupiter contraire.	Ce n'est ( dict Turne alors) ta menace arrogante Mais l'obstiné courroux des Dieux qui m'épouvante, Et Jupiter contraire.
A ces mots tout honteux La pourſuitte il fuyoit de l’ennemy beiteux Autour de ce grand champ.	À ces mots tout honteux La poursuite il fuyait de l'ennemi béiteux Autour de ce grand champ.
qu’vne eſpaiſſe couronus De ſoldats ennemis à l’entour enuironne.	qu'une épaisse couronus De soldats ennemis à l'entour environne.
Icy vn grand marais l’empeſche de ſauuer, Il voit d’vne autre part vn grand mur s’eſleuer, Si qu’il ne ſçait que faire, Enee court ſans ceſſe, Bien qu’empeſché du coup, le talonne & le preſſe, Il regarde vers nous, & ſes bras nous tendant Son large coutelas nous va redemandant:	Ici un grand marais l'empêche de sauver, Il voit d'une autre part un grand mur s'élever, Si qu'il ne sait que faire, Éne court sans cesse, Bien qu'empêché du coup, le talonne et le presse, Il regarde vers nous, et ses bras nous tendant Son large coutelas nous va redemandant:
Il appelle chaſcun par ſon nom, & le tante, Le coniure, le prie, Enee en fait deffence:	Il appelle chacun par son nom, et le tante, Le conjure, le prie, Éne en fait défense:
Si quelque Rutulois ſe veut euertuer De luy donner ſecours, menace à le tuer, Et raſer la Cité, quand ſa ſœur en ce trouble Luy raporte ſon brand, & ſa force redouble.	Si quelque Rutulais se veut évertuer De lui donner secours, menace à le tuer, Et raser la Cité, quand sa sœur en ce trouble Lui rapporte son brand, et sa force redouble.
Comme il ſe voit armé leger comme le vent Ii retourne au combat plus hardy que deuant.	Comme il se voit armé léger comme le vent Y retourne au combat plus hardi que devant.
Mais ainſi qu’il approche vn iauelot qui ſonne Bruyant horriblement dans la cuiſſe luy donne.	Mais ainsi qu'il approche un jauelot qui son Bruyant horriblement dans la cuisse avait été.
Onc belier contre vn mur ne fit vn tel effort, Onc le Ciel eſclaté ne tempeſta ſi fort, Qu'a faict le coup mortel de l’eſpieu qui l’enferre,	Onc bélier contre un mur ne fit un tel effort, Onc le Ciel éclaté ne tempêta si fort, Qu'a fait le coup mortel de l'épieu qui l'enferre,
La force luy deffaut, il tombe contre terre, Entre les Rutulois s'eſleue vn long gemir, Les monts d’alenuiron commencent à fremir Sous le crt des ſoldats, la voix repercußiue Reſpond loing dans les bois à leur plainte exceßiue.	La force était défaut, il tombe contre terre, Entre les Rutulais s'élève un long gémir, Les monts d'alenviron commencent à frémir Sous le crut des soldats, la voix repercussiue Respond loin dans les bois à leur plainte excessiue.
Alors Turne humblement, ie n’y recule pas, Vſe de ta fortune, auance mon treſpas.	Alors Turne humblement, Seigneur n'y recule pas, Vse de ta fortune, avance mon trépas.
Mais ſi quelque pitié d’vn pere miſerable Peut mouuoir tant ſoit peu ton ame pitoyable, Aye pitié de Daune, Anchiſe qui iadis Fut ton pere, eſtoit tel, Ence, & ſi tandis Il te plaiſt que ie meure, & ta dextre guerriere Veut deſpoüiller ce corps de vie & de lumiere, Redonne l’a mes gens, le peuple regardant Voit Turne qui les bras vaincu te va tendant, Tu auras deſormais à femme Lauinie:	Mais si quelque pitié d'H pere misérable Peut mouvoir tant soit peu ton âme pitoyable, Aïe pitié de Daune, Anchise qui jadis Fut ton père, était tel, Ence, et si tand Il te plaît que ainsi meure, et ta dextre guerrière Veut dépouiller ce corps de vie et de lumière, Redonne l'a mes gens, le peuple regardant Voit Turne qui les bras vaincu te va tendant, Tu auras désormais à femme Lauinie:
Soit icy la fureur de nos guerres finie.	Soit ici la fureur de nos guerres finie.
Enee à ces propos s’eſmeut, & plus humain Tournant par tout les yeux il retenoit ſa main Flechy de la priere, alors qu’il void parroiſtre Le baudrier qui l’a fait ſouuenir de ſon maiſtre, Du Prince Euandrien, que Turne auoit domté, Et des ce iour auoit ſa deſpouille porté, Mais ſi toſt qu’il a veu cette armeure cherie, Terrible il s’eſt eſpris de rage & de furie, Et luy dit forcené, quoy m’eſchaperois tu Meurtrier de mes amis, de leurs armes veſtu?	Énée à ces propos s'émut, et plus humain Tournant par tout les yeux il retenait sa main Flechy de la prière, alors qu'il voit parroître Le baudrier qui l'a fait souvenir de son maître, Du Prince Éuandrien, que Turne avait dompté, Et des ce jour avait sa dépouille porté, Mais si tôt qu'il a vu cette armeure cherie, Terrible il s'est épris de rage et de furie, Et tant de forcené, quoi m'échapperais tu Meurtrier de mes amis, de leurs armes vêtu?
Pallas Pallas t’immolle, & auec cette playe La peine dans ton ſang de ton crime il te paye.	Pallas Pallas t'immolle, et avec cette plaie La peine dans ton sang de ton crime il te paye.
Si toſt que la parolle eſt le coup deſlaſché, Et ſon brand bien auant ſous l’eſtomach caché De Turne qu’il occit, l'vn & l’autre prunelle De ſes yeux s’eſt plongee en la nuict eternelle:	Si tôt que la parole est le coup deslasché, Et son brand bien avant sous l'estomacach caché De Turne qu'il occitôt, l'un et l'autre prunelle Est ses yeux s'est plonge en la nuit éternelle:
Tout ſon corps ſe froidit, ſa vie en gemiſſant Indignee à ce coup ſous les ombres deſcent.	Tout son corps se froidit, sa vie en gémissant Indignee à ce coup sous les ombres décent.
Nous n’auons ſi toſt veu cette mort deſploree Que nous leuons le corps, & l’armeure doree, Et tout ce qu’autrefois au combat voſtre fils Acquiſt ſur les Troyens qu’il auoit deſconfits, Fors le triſte baudrier que ce fier aduerſaire Reſerue (ce dit-il) pour enuoyer au pere.	Nous n'avons si tôt vu cette mort déplorée Que nous le le corps, et l'armeure dorée, Et tout ce qu'autrefois au combat votre fils Aquit sur les Troyens qu'il avait déconfits, Fors le triste baudrier que ce fier adversaire Réserve (ce dit-il) pour envoyer au père.
Dau.	Dau.
O mort, cruelle mort, qui mon Turne as raiy, Pourquoy me laiſſe tu?	Ô mort, cruelle mort, qui mon Turne as raii, Pourquoi me laisse tu?
que ne l’ay-ie ſuiuy?	que ne l'ai-je suivi?
Las!	Las!
que n’ay ie deſia, victime Acherontide, Senty le dur effort de ton dart homicide?	que n'ai assez déjà, victime Acherontide, Senti le dur effort de ton dart homicide?
Ah Ichetif que ie ſuis, quels accidents ſoudains Roullent diuerſement les affaires mondains?	Ah Ichète que ici suis, quels accidents soudains Roullent diversement les affaires mondains?
Toy qui n’aguere enflé d’vne belle victoire, Rapportois du comhat vne eternelle gloire, Tu es mort maintenant:	Toi qui n'aguère enflé d'une belle victoire, Rapportais du comhat une éternelle gloire, Tu es mort maintenant:
ton corps qui fut ſi beau, Si craint, ſi redouté n’atent plus qu’vn tombeau.	ton corps qui fût si beau, Si craint, si redouté n'attent plus qu'un tombeau.
Tu es mort ô mon fils, & la Parque felonne, Et la Parque impiteuſe à mon eage pardonne A ma blanche vieilleſſe.	Tu es mort ô mon fils, et la Parque félonne, Et la Parque impiteuse à mon eage pardonne À ma blanche vieillesse.
Ah!	Ah!
ie vi mal heureux, Ie vi pere affligé, chetif, & langoureux.	Les vi mal heureux, Je vi ère affligé, chétif, et langoureux.
Mais attens moy mon fils, attens, ie te veux ſuiure, Tu me verras bien toſt, ie me laſſe de viure, Ie n’ay que trop veſcu, ſi ſon dart inhumain R’auance mon treſpas, i’y preſteray la main.	Mais attends moi mon fils, attends, on te veux suivre, Tu me verras bien tôt, toujours me lasse de vivre, Je n'ai que trop vécu, si son dart inhumain Ravance mon trépas, j'y prêterai la main.
Ie veux, ie veux mourir, & n’eſtoit que l’enuie De te mettre au cercueil me tient encore en vie, Ie fuſſe deſia mort.	Je veux, Seigneur veux mourir, et n'était que l'envie De te mettre au cercueil me tient encore en vie, Je fusse déjà mort.
Mais puis-ie preparer Vn plus noble tombeau pour t’enſepulturer Que celuy de ma ville t'allons ma geniture, Dans ſes feux rougiſſans dreſſer ta ſepulture, En plus digne buſcher ne puis ie te bruſler.	Mais puis-je préparer Un plus noble tombeau pour t'enseulturer Que celui de ma ville t'allons ma géniture, Dans ses feux rougissants dresser ta sépulture, En plus digne bûcher ne puisque te brûler.
