TNETIROL.	TNETIROL.
Que ne dis-tu pluſtoſt qu’elle a trop de beauté Pour ſouffrir que mon cœur luy deuienne rebelle?	Que ne dis-tu plutôt qu'elle a trop de beauté Pour souffrir que mon cœur était devienne rebelle?
MELINTE.	MELINTE.
Rien ne peut égaler ma diuine Iſabelle;	Rien ne peut égaler ma divine Isabelle;
Ie jure toutefois qu’une longue rigueur De ſes plus beaux liens dégageroit mon cœur.	Je jure toutefois qu'une longue rigueur De ses plus beaux liens dégagerait mon cœur.
LIZIDOR.	LIZIDOR.
Vn veritable amant eſtime que ſa vié Pluſtoſt que ſon amour luy doit eſtre rauie;	Un véritable amant estime que sa vié Plutôt que son amour lui doit être ravie;
Celuy-là n’aime pas qui peut s’imaginer Qu'un jour ſa paßion ſe pourra terminer,	Celui-là n'aime pas qui peut s'imaginer Qu'un jour sa passion se pourra terminer,
Bb iiij Et que quelque autre objet poſſedera ſon ame.	B iiij Est que quelque autre objet possédera son âme.
MELINTE.	MELINTE.
Rien ne peut s’égaler à l'ardeur de ma flame;	Rien ne peut s'égaler à l'ardeur de ma flamme;
Venus ne te tient pas des premiers de ſa Cour;	Venus ne te tient pas des premiers de sa Cour;
Tu n’as point tant de foy, tant de Zele, & d’amour Que j’en ay pour la Belle à qui je fais hommage.	Tu n'as point tant de foi, tant de Zèle, et d'amour Que j'en ai pour la Belle à qui je fais hommage.
LIZIDOR.	LIZIDOR.
Ne luy ferois-tu pas un bien ſenſible outrage Si mépriſant ſes lois tu changeois de deſir, Et t’engageois ailleurs pour chercher ton plaiſir.	Ne lui ferais-tu pas un bien sensible outrage Si méprisant ses lois tu changeais de désir, Et t'engageais ailleurs pour chercher ton plaisir.
MELINTE.	MELINTE.
Vne telle beauté de cent graces pourueuë Iamais auec mépris ne ſçauroit eſtre veuë;	Une telle beauté de cent grâces pourvue Jamais avec mépris ne saurait être vue;
I’eſtimeray toujours tant de puiſſans appas;	J'estimerai toujours tant de puissants appas;
Mais ſi ma paßion à ſon gré n’étoit pas;	Mais si ma passion à son gré n'était pas;
Si ſon ame autre part ſe treuuoit engagée Ie ne pourrois pas voir mon amour negligée, Et demeurant oyſif dans la captiuité Faire de ma recherche une importunité;	Si son âme autre part se trouvait engagée Je ne pourrais pas voir mon amour négligée, Et demeurant oissif dans la captivité Faire de ma recherche une importunité;
Ie me ry des amans qui pour eſtre fidelles De pleurs, & de ſoupirs entretiennent les Belles, Demeurent obſtineZ à les ſuiure par tout, Et font mille deſſeins ſans en venir à bout.	Je me ri des amants qui pour être fidèles De pleurs, et de soupirs entretiennent les Belles, Demeurent obstinés à les suivre par tout, Et font mille desseins sans en venir à bout.
Leurs cœurs ſont agitez par d’éternels ſuplices, Et d’autant qu’imprudens ils troublent les delices De ceux qui plus heureux ſont d’elle bien-voulus, La défaueur qu’ils ont s’accroiſt de plus en plus, Et celles qu’ils vont voir tremblent à leur venuë De peur que trop long-temps leur diſcours continuë;	Leurs cœurs sont agités par d'éternels supplices, Et d'autant qu'imprudents ils troublent les délices De ceux qui plus heureux sont d'elle bien-voulus, La défaveur qu'ils ont s'accroît de plus en plus, Et celles qu'ils vont voir tremblent à leur venue De peur que trop longtemps leur discours continue;
Demrs puis beaux entretiens ſont toujours ennuyeux, Et ne plaiſent jamais qu'en utfant teurs adieux.	Demrs puis beaux entretiens toujours sont ennuyeux, Et ne plaisent jamais qu'en ut eurs adieux.
LIZIDDR.	LIZIDR.
Ce n’eſt que par ébat que tu tiens ce langage;	Ce n'est que par ébat que tu tiens ce langage;
Pour moy depuis le jour que j’ay vu le viſage Qui de ſes dous appas m’a l’eſprit enchanté Ie ne ſçay ce que c’eſt que de la liberté, Et jamais Cleonice ou ſoit douce, ou cruelle Ne me reprochera que je ſois infidelle:	Pour moi depuis le jour que j'ai vu le visage Qui de ses dous appas m'a l'esprit enchanté Je ne sais ce que c'est que de la liberté, Et jamais Cléonice ou soit douce, ou cruelle Ne me reprochera que je sois infidèle:
Ma foy ſera conſtante au milieu des tourmans;	Ma foi sera constante au milieu des tourmants;
Vne fille ſe plaiſt au nombre des amans Bien qu’un ſeul fauory doiue occuper la place.	Une fille se plaît au nombre des amants Bien qu'un seul favori doive occuper la place.
MELINTE.	MELINTE.
Ie me garderay bien de te ſuiure à la trace;	Je me garderai bien de te suivre à la trace;
Chacun dedans le monde a ſa façon d’aimer;	Chacun dedans le monde a sa façon d'aimer;
Si tu veux aux ennuis laiſſe-toy conſumer;	Si tu veux aux ennuis laisse-toi consumer;
De moy je cheriray celle qui me careſſe.	De moi je chérirai celle qui me caresse.
LIZIDOR.	LIZIDOR.
Pluſtoſt que de changer je mourray de triſteſſe.	Plutôt que de changer je mourrai de tristesse.
MELINTE.	MELINTE.
Mais il eſt déja tard, allons-nous-en d’icy;	Mais il est déjà tard, allons-nous-en d'ici;
La nuit eſt auancée, & déja près de l’Ourſe Les aſtres vers la mer précipitent leur courſe.	La nuit est avancée, et déjà près de l'Ourse Les astres vers la mer précipitent leur course.
Ainſi ces deux bergers faiſoient pareſtre & leur eſprit & les ſentimans qu’ils auoient des paſſions d’amour, Lizidor ne ſe fut jamais laſſé de continuer cet entretien en la preſence de ſa maitreſſe qui pouuoit oüir tout ce qu’il diſoit, mais les autres qui n’y auoient pas tant d’intereſt que luy ne purent demeurer là plus long-temps;	Ainsi ces deux bergers faisaient paraître et leur esprit et les sentimants qu'ils avaient des passions d'amour, Lisidor ne se fut jamais lassé de continuer cet entretien en la présence de sa maîtresse qui pouvait ouïrir tout ce qu'il disait, mais les autres qui n'y avaient pas tant d'intérêt que tu ne purent demeurer là plus longtemps;
ils ſalüerent Cleonice, & à l’inſtant meſme ayans pris congé d’elle, ils retournerent dedans leur maiſon où ils treuuerent leurs bergeres qui ſ'y étoient retirées bien auparauant, & qui commençant de ſiennuyer du long ſejour qu’ils faiſoient éloignez d’elles, taſchoient de ſe diuertir par de petis jeux en attendant leur venuë.	ils saluèrent Cléonice, et à l'instant même ayant pris congé d'elle, ils retournèrent dedans leur maison où ils trouvèrent leurs bergères qui s'y étaient retirées bien auparavant, et qui commençant de siennuyer du long séjour qu'ils faisaient éloignez d'elles, tâchaient de se divertir par de petis jeux en attendant leur venue.
Chacun ſ'en alla dormir au departemant qui luy auoit eſté dõné, & quãd ces bergers ſ'éueillerẽt le Soleil étoit déja fort éleué;	Chacun s'en alla dormir au départemant qui voulait été dõné, et quand ces bergers s'éueillerẽt le Soleil était déjà fort élevé;
Aminte ſortit le premier du lit, & ſ'en allant promener dans un petit bois qui n’étoit pas loin de là, il fut raui d’aiſe de ſ'y treuuer tout ſeul, & d’y pouuoir demeurer quelque temps ſans eſtre interrompu dans les agreables penſées que les Muſes luy mettoient en l’eſprit:	Aminte sortit le premier du lit, et s'en allant promener dans un petit bois qui n'était pas loin de là, il fut ravi d'aise de s'y trouver tout seul, et d'y pouvoir demeurer quelque temps sans avoir interrompu dans les agréables pensées que les Me lui mettoient en l'esprit:
une ſolitude perpetuelle eſt importune, & celuy qui la recherche doit auoir des qualitez ſurnaturelles, ou quelque brutalité qui le mette au deſſous des hõmes;	une solitude perpétuelle est importune, et celui qui la recherche doit avoir des qualités surnaturelles, ou quelque brutalité qui le mette au dessous des hommes;
mais quand elle eſt de peu de durée, & qu’elle ne ſert qu’à nous faire reprendre de nouuelles forces, à nous dõner le moyen de r’entrer dans nous meſme, & à nous rendre plus capables de nous treuuer en la ſocieté des autres, ô qu’elle a de douceurs!	mais quand elle est de peu de durée, et qu'elle ne sert qu'à nous faire reprendre de nouvelles forces, à nous donner le moyen de rentrer dans nous même, et à nous rendre plus capables de nous trouver en la société des autres, ô qu'elle a de douceurs!
& qu’il y a de plaiſir de viure pour ſoy-meſme après auoir long-temps veſcu pour autruy;	et qu'il y a de plaisir de vivre pour soi-même après avoir longtemps vécu pour autrui;
tout ce qu’il y a de bon en nous ſe renouuelle, & cette ſolitude eſt auſſi neceſſaire à l’eſprit que le ſommeil l’eſt au corps pour ſe délaſſer des fatigues qu’il a pris durant tout le jour:	tout ce qu'il y a de bon en nous se renouvelle, et cette solitude est aussi nécessaire à l'esprit que le sommeil l'est au corps pour se délasser des fatigues qu'il a pris durant tout le jour:
tandis que ce berger joüiſſoit d’un ſi dous repos, Melinte, Cerilas, & Tarcis ſ’habillerent, & ſe mirent en chemin pour luy aller tenir compagnie;	tandis que ce berger jouissait d'un si dous repos, Melinte, Cérilas, et Tarcis s'habillèrent, et se mirent en chemin pour lui aller tenir compagnie;
ils l’apperçeurent aſſis au pied d’un heſtre, où tout penſif ayant les yeux arreſtez ſur un meſme objet, il donnoit à connoiſtre qu’il étoit en une profonde meditation:	ils l'aperçurent assis au pied d'un hêtre, où tout pensif ayant les yeux arrêtés sur un même objet, il donnait à connaître qu'il était en une profonde méditation:
ils ſ’approcherent de luy lans qu’il l’en priſt garde, & peu après ils oüirent qu’il recitoit ces vers.	ils s'approchèrent de lui Sans qu'il l'en prît garde, et peu après ils ouïrent qu'il récitait ces vers.
EGLOGVE XIII.	ÉGLOGUE XIII.
AMINTE.	AMINTE.
E quel mémorable trofée DDois-je marquer cet heureux jour Où du plus ardent trait d’Amour Mon ame ſe vid échauffée?	E quel mémorable trofée DDais-je marquer cet heureux jour Où du plus ardent trait d'Amour Mon âme se vit échauffée?
Muſes de quels termes choiſis Pourray-je décrire d’Iſis	Muses de quels termes choisis Pourrai-je décrire d'Isis
Et les aſſauts, & la conqueſte, Et comme un myrthe glorieux M’ayant enuironné la teſte, M’a fait aſſoir entre les Dieux.	Et les assauts, et la conquête, Et comme un myrthe glorieux M'ayant environné la tête, M'a fait assoir entre les Dieux.
Toujours le triomphe, & la gloire Accompagneront ſa beauté, Et toujours la posterité S’entretiendra de ſa victoire:	Toujours le triomphe, et la gloire Accompagneront sa beauté, Et toujours la postérité S'entretiendra de sa victoire:
Ceux qu’Apollon voit de bon œil Ne laiſſent point dans le cercueil Vne fille qu’ils ont aimée, Mais par le charme de leurs vers En enuoyent la renommée Aux peuples de tout l’uniuers.	Ceux qu'Apollon voit de bon œil Ne laissent point dans le cercueil V fille qu'ils ont aimée, Mais par le charme de leurs vers En envoient la renommée Aux peuples de tout l'univers.
A Iamais je n’occupe mes veilles Qu’à tracer dedans mes écris Celle qui rauit mes eſpris De ſes delices nompareilles;	À Jamais je n'occupe mes veilles Qu'à tracer dedans mes écris Celle qui ravit mes épris De ses délices nompareilles;
I’ay toujours Iſis dans le cœur, Et l’aſtre qui fut mon vainqueur N’a point ſa courſe terminée;	J'ai toujours Isis dans le cœur, Et l'astre qui fut mon vainqueur N'a point sa course terminée;
Mon embraſemant eſt ſi beau Que le ſecours de l’hymenée N’en peut éteindre le flambeau.	Mon embrasemant est si beau Que le secours de l'hyménée N'en peut éteindre le flambeau.
I’ay toujours dedans la pensée L’an, le mois, le jour, & le lieu Où mon ame à ſeruir le Dieu D’Amathonte ſe vid forcée;	J'ai toujours dedans la pensée L'an, le mois, le jour, et le lieu Où mon âme à servir le Dieu D'Amathonte se vit forcée;
Mais plus encor l’heureux momant Qui vid après un long tourmant Sa grace à mes vœux accordée;	Mais plus encor l'heureux momant Qui vi après un long tourmant Sa grâce à mes vœux accordée;
I’en conſerue le ſouuenir, Et jamais cette belle Idée Ne ſe peut de mon cœur banir.	J'en conserve le souvenir, Et jamais cette belle Idée Ne se peut de mon cœur banir.
Antres, dous ſejour du ſilence;	Antres, dous séjour du silence;
Foreſts qui voiſinez les Cieux;	Forêts qui voisinez les Cieux;
Petis ruiſſeaux qui dans ces lieux Coulez ſans nulle violence, Ie vous ay conté mes deſirs;	Petis ruisseaux qui dans ces lieux Coulez sans nulle violence, Je vous ai conté mes désirs;
Vous connoiſſeZ tous les plaiſirs Où le Deſtin conduit ma vie, Et vos Deitez ſçauent bien ue mon ame d’aiſe rauie N’a qu’Iſis pour ſon entretien.	Vous connaissez tous les plaisirs Où le Destin conduit ma vie, Et vos Déités sçauent bien ue mon âme d'aise ravie N'a qu'Isis pour son entretien.
Tous les jours deſſous vos ombrages A l’endroit le plus écarté Ie viens de ma fidelité Donner de nouueaux témoignages, Vous en éprouueZ la grandeur, Et vous ſçaueZ de quelle ardeur L’Amour s’eſt glißé dans mes veines;	Tous les jours dessous vos ombrages A l'endroit le plus écarté Je viens de ma fidélité Donner de nouveaux témoignages, Vous en éprouvez la grandeur, Et vous savez de quelle ardeur L'Amour s'est glivé dans mes veines;
Mon cœur ne vous peut rien celer, Et vos ſolitudes ſont pleines Des beauteZ qui me font bruler.	Mon cœur ne vous peut rien celer, Et vos solitudes sont pleines Des beautés qui me font brûler.
