ADVIS AV LECTEVR.	ADVIS AU LECTEUR.
Il ne faiſoit aucune difficulté d’ẽ la donner à toutes les filles qui etaloient les moindres charmes à ſes yeux, pour ioüir par avance d’un bien qui n’eſt dû qu’aprés le mariage.	Il ne faisait aucune difficulté d'en la donner à toutes les filles qui étalaient les moindres charmes à ses yeux, pour jouir par avance d'un bien qui n'est dû qu'après le mariage.
Comme il faiſoit uie dépenſe conſiderable il ne frequentoit aucune fille, qui ſelon ſa richeſ- - 204 Pieces Diverſes, ſe apparente, ne creuſt qu’il eſtoit fort qualifié en Italie, & ne fût charmée de l’honneur d’avoir un tel mary.	Comme il faisait uie dépense considérable il ne fréquentait aucune fille, qui selon sa riches- - 204 Pièces Diverses, se apparente, ne crût qu'il était fort qualifié en Italie, et ne fût charmée de l'honneur d'avoir un tel mari.
N’eſtant donc rebutté d’aucune perſonne, il eſtoit ſi accouſtumé à faire des Promeſ.	N'étant donc rebuté d'aucune personne, il était si accoutumé à faire des Promes.
ſes de mariage qu’il ne mettoit point la main à la plume que ſans y ſonger il n’en fiſt quelqu’une au lieu de ce qu’il vouloit écrire;	ses de mariage qu'il ne mettait point la main à la plume que sans y songer il n'en fit quelqu'une au lieu de ce qu'il voulait écrire;
un ſoir qu’il en avoit fait trois où quatre dans la iournée, & qu’il y révoit profondement, un Marchand qui luy avoit fourny quelques eſtoffes à credit luy vint faire arreſter ſes parties, ces demandes ſe refuſent rarement 205 'il eſtant moins déplaiſant aux ta- gens de qualité d’écrire que de de compter de l’argent, il luy ry accorda la ſienne, & prenant au- ces Parties il écrivit au bas, ac- le promets à Monſieur Eraſte, qui eſtoit le nom du Mart- chãd, & au lieu de pourſuivre, ne de luy payer la ſomme de ſix cens livres, à laquelle ſe montoient les Parties, les premiers mots, je promets, eſtants ceux dont il ſe ſervoit pour commencer ſes Promeſſes de mariage, il écrivit inconſidérement, de l’eſpouſer à ſa volonté.	un soir qu'il en avait fait trois où quatre dans la journée, et qu'il y révoit profondément, un Marchand qui lui avait fourni quelques étoffes à crédit Seigneur vint faire arrêter ses parties, ces demandes se refusent rarement 205 'il étant moins déplaisant aux ta- puis de qualité d'écrire que de de compter de l'argent, il avait ri accorda la sienne, et prenant au- ces Parties il écrivit au bas, action- le promets à Monsieur Étraste, qui était le nom du Mart- ç, et au lieu de ire, ne et au payer la somme de six censlivres, laquelle se montoient les Parties, ne de si, ce promets, étants ceux , à se servoit a con ses Promesses de mariage, il écrivit re, de épouser à sa volonté.
Fait à Paris, ettc.	Fait à Paris, ettc.
Si bien qu’au lieu de luy faire une Promeſſe du payement qu’il luy devoit, Pieces Diverſes, il luy en fit une de mariage & ſans regarder ce qu’il avoi fait, il mit de la poudre ſu ſon écriture, replia le papie & le rendit au Marchand Cette action s’eſtant paſſée;	Si bien qu'au lieu de jours faire une Promesse du paiement qu'il lui avait, Pièces Diverses, il reste en fit une de mariage et sans regarder ce qu'il avoi fait, il mit de la poudre su son écriture, replia le papie et le rendit au Marchand Cette action s'étant passée;
la chandelle, cét homme euſt creu choquer l’honneſteté du Baron s’il euſt regardé en ſa preſence ce qu’il avoit écrit puiſque ce ſoin euſt paſſé pour une marque de ſa deffiance il mit donc le papier dans ſa poche & ſortit, il alla par la ville faire quelques autres af, faires plus importantes que celle-cy, qui uruy hrerit oublier, ſi bien qu’il laiſſa ce papier ſur luy avec beaucoup A 209 d’autres ſans penſer qu’il y eſtoit.	la chandelle, cet homme eût cru choquer l'honnêteté du Baron s'il eût regardé en sa présence ce qu'il avait écrit puisque ce soin eût passé pour une marque de sa défiance il mit donc le papier dans sa poche et sortit, il alla par la ville faire quelques autres as, saires plus importantes que celle-cy, qui urui hrerit oublier, si bien qu'il laissa ce papier sur lui avec beaucoup A 209 d'autres sans penser qu'il y était.
Le Baron n’ayant point veu la Maiſtreſſe depuis quelques lours, s’ennuyoit extrememẽt d’eſtre ſi long-temps privé de lapreſence;	Le Baron n'ayant point vu la Maîtresse depuis quelques lours, s'ennuyait extrême être si long-temps privé de lapresence.
car quelques plaiſirs qu’il priſt ailleurs, ils n’alteroient point la veritable paſſion qu’il reſſentoit pour elle.	car quelques plaisirs qu'il prît ailleurs, ils n'altéraient point la véritable passion qu'il ressentait pour elle.
Son amour ne voulant point dépendre du hazard, & attendre au gré de ce méme hazard u’il luy fiſt naiſtre l’occaſion favorable à ſes ſouhaits;	Son amour ne voulant point dépendre du hasard, et attendre au gré de ce même ha il lui fît naître occasion favorable ses souhaits;
Il ne voulut tenir un moment ſi doux que de ſes ſoins & de on addreſſe.	Il ne voulut tenir un moment si doux que de ses soins et de on adresse.
Il alla donc à ſon noſtel, d’où heureuſement 208 Pieces Diverſes, Marigny venoit de ſortir voyant qu’il n’avoit rien ?	Il alla donc à son nostel, d'où heureusement 208 Pièces Diverses, Marigny venait de sortir voyant qu'il n'avait rien ?
craindre de ſa part, il mont dans la Chambre de ſa Maiſtreſſe, & ne ſit rencontre ſu l’Eſcalier que d’un homme qui ſemblant le reconnoiſtre le regarda à pluſieurs fois ?	craindre de sa part, il mont dans la Chambre de sa Maîtresse, et ne sit rencontre su l'Escalier que d'un homme qui semblant le reconnaître le regarda à plusieurs fois ?
la lueur des flambeaux, don ils eſtoient éclairez;	la lueur des flambeaux, donc ils étaient éclairez;
La Comteſſe voyant entrer ſon A.	La Comtesse voyant entrer son A.
mant, qui vous donne la hardieſſe, Baron, luy dit elle dans un tranſport de ioye qu’elle fiſt éclater, de me venir ſurprendre ſi tard?	mant, qui vous donne la hardiesse, Baron, quelque dit elle dans un transport de joie qu'elle fit éclater, de me venir surprendre si tard?
Madame, luy reſpondit le Baron ſi mon audace eſt condamnable, l’Amour ſeul en doit eſtre eſtre puny, puiſque c’eſt le ſeul guide ſous les auſpices duquel ie viens iouir du bonheur de voſtre veuë, & le ſeul confident de mes deſirs en qui ie puis prendre une entiere confiance, hé bien ie l’en ſçauray punir, luy dit-elle, & nous verrons ſi dans l’effet il ſe montre auſſi valeureux qu’il paroiſt temeraire dans ſes entiepriſes.	Madame, notre répondit le Baron si mon audace est condamnable, l'Amour seul en doit être être puni, puisque c'est le seul guide sous les auspices duquel ainsi viens jouir du bonheur de votre vue, et le seul confident de mes désirs en qui ie puis prendre une entière confiance, hé bienois l'en saurai punir, Seigneur dit-elle, et nous verrons si dans l'effet il se montre aussi val qu'il paraît téméraire dans ses entières.
Pendant qu’ils goûtoient à longs-traits les plailirs les plus doux que cauſe répanchement de deux cœurs bien unis, & qu’ils ſe voyoient l'un & l’autre paiſibles poſleſſeurs des dons les plus pretieux d’un veritable amour.	Pendant qu'ils goûtaient à longs-traits les plailirs les plus doux que cause répanchement de deux cœurs bien unis, et qu'ils se voyaient l'un et l'autre paisibles poslesseurs des dons les plus prétieux d'un véritable amour.
210 Pieces Diverſes, une ſuivante nommée Berlize entra d’un pas precipité dans la chambre où ils étoient, & toute tremblante elle avertit la Comteſſe, qu’Enguerrand revenoit ſur ſes pas.	210 Pièces Diverses, une suivante nommée Berlise entra d'un pas précipité dans la chambre où ils étaient, et toute tremblante elle avertit la Comtesse, qu'Enguerrand revenait sur ses pas.
Que faire dans une conioncture ſi mal heureuſe?	Que faire dans une conjecture si mal heureuse?
le Baron eſtoit ſur le lit de ſa Maiſtreſſe, par un retour êtrange de fortune il fut reduit à ſe mettre deſſous.	le Baron était sur le lit de sa Maîtresse, par un retour étrange de fortune il fut réduit à se mettre dessous.
A peine s’y eſtoit-il fouré que le Chambellan entra, qui même entendit le bruit qu’il faiſoit en ſe gliſſant;	À peine s'y était-il fouré que le Chambellan entra, qui même entendit le bruit qu'il faisait en se glissant;
il feignit ne pas prendre garde à ce qui ſe paſſoit, quoy qu’il en fuſt averti Car l’homme que le Baron avoit rencontré ſur l’Eſcalier, l'ayant reconnu, avoit eſté le denoncer au Miniſtre, & ce qui eſtoit la cauſe d’un retour li prompt.	il feignit ne pas prendre garde à ce qui se passait, quoi qu'il en fût averti Car l'homme que le Baron avait rencontré sur l'Escalier, l'ayant reconnu, avait été le dénoncer au Ministre, et ce qui était la cause d'un retour li prompt.
La Comteſſe qu’il trouva dans un grand deſordre & qui regardoit inceſſamment vers l’endroit où eſtoit ſon Amant, confirmoit le Comte de Longueville dans la pensée, & luy marquoit aſlez le lieu où il le pourroit trouver lorſqu’il en auroit envie Soit qu’il voulût d’abord epargner ſa confuſion ou commencer le chaſtiment de ces deux timides Amants, par la crainte qui cauſe tune peine mille fois plus cruelle de l’effet qui la ſuit, & pour Pieces Diverſes, moderer un peu l’ardeur de ſon Rival, par le froid qu’i pouvoit ſouffrir eſtant couché contre terre, la nuit, & pendant les rigueurs les plus ſenſibles de l’hyver, ſe perſuadant qu’il ne ſe pouvoit eſchaper ſans qu’il ne s’en apperceuſt, il ſe mit à iouer avec quelques gens affidez qu’i avoit amenés pour eſtre témoins de la perfidie de ſa Maiſtreſſe, ſans neanmoins leur avoir rien declaré;	La Comtesse qu'il trouva dans un grand désordre et qui regardait incessamment vers l'endroit où était son Amant, confirmait le Comte de Longueville dans la pensée, et même marquait aslez le lieu où il le pourrait trouver lorsqu'il en aurait envie Soit qu'il voulût d'abord épargner sa confusion ou commencer le châtiment de ces deux timides Amants, par la crainte qui cause tune peine mille fois plus cruelle de l'effet qui la suit, et pour Pièces Diverses, modérer un peu l'ardeur de son Rival, par le froid y pouvoit souffrir étant couché contre terre, la et, et pendant les rigueurs les plus sens de hiver, se persuadant il ne se pouvoit eschaper sans il ne en apperceust, il se mit iouer avec quelques gens affidé y avoit amenés pour être témoins de la perfidie de sa Maistresse, sans néanmoins leur avoir rien declaré;
Il la retint auprés de luy, & de temps en temps il la ſollicitoit d’un ton railleur, de luy dire le ſuiet de ſon inquietude, ce qui rendoit la melande colie de la Comteſſe encore plus profonde, car la maniere dont il parloit ne permettoit pas même à cette mal-heuieuſe Amante de douter que ſon ſecret ne le fuſt pas pour luy.	Il la retint auprès de lui, et de temps en temps il la sollicitait d'un ton railleur, de lui dire le sujet de son inquiétude, ce qui rendait la mélande colie de la Comtesse encore plus profonde, car la manière dont il parlait ne permettait pas même à cette mal-heuieuse Amante de douter que son secret ne le fût pas pour lui.
Plus le temps de ſe ſepafer approchoit, & plus ſon apprehenſion augmentoit les troubles de ſon ame, elle euſt deſire volontiers demeurer toute ſa vie dans un eſtat dont elle ne croyoit ſortir qu’à ſa honte, & qu’aux dépens d’une perſonne qu’elle aimoit li paſſionnement La preſence du Chambellantiuy ertoit en méme temps favorable & mmportune, puiſque d’un côté 214 Pieces Diverſes, elle prolongeoit le plus redoutable de ſes malheurs, & que de l’autre elle mettoit au ham zard ſa fortune & ſon repos.	Plus le temps de se sépafer approchait, et plus son appréhension augmentait les troubles de son âme, elle eût désire volontiers demeurer toute sa vie dans un état dont elle ne croyait sortir qu'à sa honte, et qu'aux dépens d'une personne qu'elle aimait li passionnément La présence du Chambellantiuy ertoit en même temps favorable et mmportune, puisque d'un côté 214 Pièces Diverses, elle prolongeait le plus redoutable de ses malheurs, et que de l'autre elle mettait au ham zard sa fortune et son repos.
Aprés quelques heures de ieu le Miniſtre ayant changé le deſſein qu’il avoit pris de faire éclater la trahiſon de ſa Maiſtreſſe, qu’il ſe promettoit de découvrir, congedia ſa compagnie & de meura ſeul avec la Comteſſe, qui devint ſi émeuë, que Marigny luy ayant encore demandé la cauſe de l’eſtat où il la voyoit, luy dit, Madame, le trouble où la vous eſtes me feroit ſoupçonner quelqu’infidelité de voſtre part, ſi ie frertem aneure de E v 12 A voſtre foy:	Après quelques heures de jeu le Ministre ayant changé le dessein qu'il avait pris de faire éclater la trahison de sa Maîtresse, qu'il se prometait de découvrir, congédia sa compagnie et de meura seul avec la Comtesse, qui devint si émue, que Marigny y ayant encore demandé la cause de l'état où il la voyait, lui dit, Madame, le trouble où la vous êtes me ferait soupçonner quelqu'infidélité de votre part, si ie frertem aneure de E de 12 A votre foi:
