E SUS MARIA.	 EUS MARIA.
s’il n’eſt de Roi des Juifs autre part qu’en Judée, Que celui dont ces Rois ſe ſont formé l’idée, Q’u’il devoit être né dans ce lieu depuis peu, yemtanaa en Deuncem uu protne queque neut, Où ſelon qu’il eſt dit, il doit prendre naiſſance, Vôtre Majeſté doit ſe mettre en aſſurance:	s'il n'est de Roi des Juifs autre part qu'en Judée, Que celui dont ces Rois se sont formé l'idée, Q Qu'il devait être né dans ce lieu depuis peu, yemtana en Deuncem être protne que neut, Où selon qu'il est dit, il doit prendre naissance, Votre Majesté doit se mettre en assurance:
Car j’ai fait maſſacrer quatorze mille Enfans, Qui s’y ſont rencontrés au deſſous de deux ans.	Car j'ai fait massacrer quatorze mille Enfants, Qui s'y sont rencontrés au dessous de deux ans.
HERODE.	HÉRODE.
Je n’attendois pas moins de vôtre grand courage, joimomumrode lagene, ment votle partage, Il le faloit icy plus que dans les combats, Dans le Chef qui commande, & dans tous les Soldats:	Je n'attendais pas moins de votre grand courage, joimomumrode lagène, ment votle partage, Il le fallait ici plus que dans les combats, Dans le Chef qui commande, et dans tous les Soldats:
Ce carnage ſanglant dans mes maux me conſole, Je les ſens adoucis juſques à la parole;	Ce carnage sanglant dans mes maux me console, Je les sens adoucis jusqu' à la parole;
Mais dites moi comment on a fait l’action.	Mais dites -moi comment on a fait l'action.
ALEXANDRE.	ALEXANDRE.
Sire, avant d’ordonner cette executlon, Pour ne point tant cauſer de terreur & d’allarmes, Pour ne point voir de gens ſe mettre ſous les armes, J’ai conduit en ſecret vôtre ſanglant deſſein;	Sire, avant d'ordonner cette exécutlon, Pour ne point tant causer de terreur et d'alarmes, Pour ne point voir de gens se mettre sous les armes, J'ai conduit en secret votre sanglant dessein;
S’il avoit été ſçû, du jour au lendemain, Nous aurions pû trouver devant nous des armées, Les meres ſe ſeroient alors trop allarmées, On auroit pû ſauver celui que nous cherchions, J’ai donc, pour ce ſujet, pris mes précautions, Que l’affaire ne fût de perſonne connuë, Mon ordre aux Officiers d’aſſembler en revûë, Les Soldats dans l’endroit que je leur avoit dit, Se vit executer ſans aucun contredit:	S'il avait été su, du jour au lendemain, Nous aurions pu trouver devant nous des armées, Les mères se seraient alors trop allarmées, On aurait au sauver celui que nous cherchions, J'ai donc, pour ce sujet, pris mes précautions, Que l'affaire ne fût de personne connue, Mon ordre aux Officiers d'assembler en revue, Les Soldats dans l'endroit que je leur avait dit, Se vit exécuter sans aucun contredit:
Alors les diſperſant avec ordre à la même heure, Par tout dans Bethléem, & dans chaque demeure, Dans tous les environs ils furent bruſquement, Les armes à la main dans chaque appartement, Leur courage animé de fureur & de rage, De ces pauvres enfans ont fait un grand carnage, Et c’eſt la verité que nul n’eſt épargné.	Alors les dispersant avec ordre à la même heure, Par tout dans Bethléem, et dans chaque demeure, Dans tous les environs ils furent brusquement, Les armes à la main dans chaque appartement, Leur age animé de fureur et de rage, De ces pauvres enfants ont fait un grand carnage, Et c'est la vérité que nul n'est épargné.
HERODE.	HÉRODE.
Alexandre, en ce jour par vous j’ai tout gagné, C’eſt par vous qu’à mon fils j’aſſûre la Couronne;	Alexandre, en ce jour par vous j'ai tout gagné, C'est par vous qu'à mon fils j'assure la Couronne;
Je la tiens de Ceſar, & mon Sang la lui donne, Vous n’avés donc pas eu!	Je la tiens de César, et mon Sang la lui donne, Vous n'avez donc pas eu!
d’obſtacles à mes deſſeins?	d'obstacles à mes desseins?
A LEXANDRE.	À LEXANDRE.
Pluſieurs ſe ſont trouvés, mais ils ont été vains:	Plusieurs se sont trouvés, mais ils ont été vains:
Que pouvoient les efforts qu’ont fait toutes les meres, Dans leurs afflictions, dans leurs douleurs ameres, Contre ceux des Soldats qu’animoit la fureur, Et qui jettoit par tout la crainte & la terreur?	Que pouvaient les efforts qu'ont fait toutes les mères, Dans leurs afflictions, dans leurs douleurs amères, Contre ceux des Soldats qu'animait la fureur, Et qui jetait par tout la crainte et la terreur?
Ah!	Ah!
qu’il faiſoit beau voir ces ſoldats magnanimes, Arracher de leurs mains ces petites victimes, Les retirer du lit de leurs petits berceaux, Les jetter à grands coups, les uns ſur les carreaux, D’autres contre les bancs & contre les murailles, Qui leur faiſoient ſortir du ventre les entrailles;	qu'il faisait beau voir ces soldats magnanimes, Arracher de leurs mains ces petites victimes, Les retirer du lit de leurs petits berceaux, Les jeter à grands coups, les uns sur les carreaux, D'autres contre les bancs et contre les murailles, Qui leur faisaient sortir du ventre les entrailles;
Et d’autres égorgés à grands coups de poignard, Mille autres ſans pitié tués de toute part;	Et d'autres égorgez à grands coups de poignard, Mille autres sans pitié tuez de toute part;
Tous les Soldats montroient des viſages ſeveres, A ces petits enfans qui les nommoient leurs peres, Les uns tendoient les bras d’un viſage riant, Et d’autres les vouloient embraſſer en criant:	Tous les Soldats montraient des visages sévères, À ces petits enfants qui les nommaient leurs pères, Les uns tendaient les bras d'un visage riant, Et d'autres les voulaient embrasser en criant:
D’autre part on voyoit les meres deſolées, Demander à genoux de ſe voir conſolées;	D'autre part on voyait les mères désolées, Demander à genoux de se voir consolées;
Ils maſſacroient par tout ces petits nourriſſons, Sans vouloir ſeulement écouter leurs raiſons, Et ne paroiſſant point touché de leurs miſeres, Ils ne ſe rendoient pas à leurs humbles prieres, Par or ni par argent on ne put les gagner, A ce triſte refus ſans craindre le danger;	Ils massacraient par tout ces petits nourrissons, Sans vouloir seulement écouter leurs raisons, Et ne paraissant point touché de leurs misères, Ils ne se rendaient pas à leurs humbles prières, Par or ni par argent on ne put les gagner, À ce triste refus sans craindre le danger;
Les meres ſe jettoient ſur eux avec furie, Pour ſauver leurs enfans de cette boucherie:	Les mères se jettaient sur eux avec furie, Pour sauver leurs enfants de cette boucherie:
Ces genereux Soldats ſans paroître allarmés, Etoient de plus en plus contr’elles animés;	Ces généreux Soldats sans paraître alarmés, Étaient de plus en plus contr'elles animés;
Les larmes qu’ils voyoient ſi juſtement répandre, Les enfans qui contr’eux ne ſe pouvoient défendre, Les effroyables cris qu’on entendoit par tout, Rien ne put émpêcher qu’ils n’en vinſſent à bout, Ils n’ont point écoute dalis cette conjoneture, Les tendres ſentimens que donne la nature;	Les larmes qu'ils voyaient si justement répandre, Les enfants qui contr'eux ne se pouvaient défendre, Les effroyables cris qu'on entendait par tout, Rien ne put émpêcher qu'ils n'en vinssent à bout, Ils n'ont point écoute dalis cette conjoneture, Les tendres sentiments que donne la nature;
Enfin ils ont fait voir leur intrepidité, Leur zele à vous ſervir, & leur fidelité.	Enfin ils ont fait voir leur intrépidité, Leur zèle à vous servir, et leur fidélité.
HERODE.	HÉRODE.
J’en ai plus de pitié que l’on ne pourroit dire, Mais je devois ce meurtre au bien de mon Empire;	J'en ai plus de pitié que l'on ne pourrait dire, Mais je devais ce meurtre au bien de mon Empire;
Par là vous joüirés d’un paiſible repos, Et vous reconnoîtrés qu’il étoit à propos, Sans ce carnage affreux on pouvoit nous ſurprendre, Alexandre, un ſervice eſt encore à me rendre, Pour mieux executer l’ordre que j’ai donné, Je pretends qu’à ma mort ſe trouve environné, De toute mon armée le Circ où la nobleſſe, S’eſt rendue a mon orure avec grande viteſſe, Mais ſans ſçavoir quels ſont ſur elle mes deſſeins.	Par là vous jouirez d'un paisible repos, Et vous reconnoîtrés qu'il était à propos, Sans ce carnage affreux on pouvait nous surprendre, Alexandre, un service est encore à me rendre, Pour mieux exécuter l'ordre que j'ai donné, Je prétends qu'à ma mort se trouve environné, De toute mon armée le Circ où la noblesse, S'est rendue à mon orure avec grande vitesse, Mais sans savoir quels sont sur elle mes desseins.
ALEXANDRE.	ALEXANDRE.
Sire, à les accomplir je donnerai les mains, A l’ordre que j’aurai je vous rendrai juſtice, Et je m’acquitterai d’un fidéle ſervice.	Sire, à les accomplir je donnerai les mains, À l'ordre que j'aurai je vous rendrai justice, Et je m'acquitterai d'un fidèle service.
HERODE.	HÉRODE.
Pour tenir mes Sujets à leur devoir ſoûmis, Alexandre, il ſera, ( ma ſœur me l’a promis,) De la faire paſſer tout au fil de l’épée;	Pour tenir mes Sujets à leur devoir soumis, Alexandre, il sera, ( ma sœur me l'a promis,) De la faire passer tout au fil de l'épée;
L’attente alors des Juifs ſe trouvera trompée, Ils auront tous tujet de plemer à ma moit, Celle de la nobleſſe en ce funeſte ſort.	L'attente alors des Juifs se trouvera trompée, Ils auront tous tujet de plemer à ma moit, Celle de la noblesse en ce funeste sort.
ALEXANDRE.	ALEXANDRE.
An.	An.
oire, ils pleureront davantage la vôtre, Et moi ſincerement beaucoup plus qu’aucun autre.	oyre, ils pleureront davantage la vôtre, Et moi sincèrement beaucoup plus qu'aucun autre.
HERODE.	HÉRODE.
Non, je ſçai qu’à jla mienne on ſe rejoüira, Qu’avec joye en tout lieu chacun la publiera, J’excepte mes amis dont vous êtes du nombre, Ils pourront m’honorer d’une triſteſſe ſombre;	Non, je sais qu'à jla mienne on se réjouira, Qu'avec joie en tout lieu chacun la publiera, J'excepte mes amis dont vous êtes du nombre, Ils pourront m'honorer d'une tristesse sombre;
De ces bons Courtiſans j’ai connu l’équité, Leur zele à mon ſervice & leur fidélité;	De ces bons Courtisans j'ai connu l'équité, Leur zèle à mon service et leur fidélité;
Ils viennent d’en donner une preuve ſenſible, Par la mort des enfans qui me rend plus paiſible;	Ils viennent d'en donner une preuve sensible, Par la mort des enfants qui me rend plus paisible;
Vous connoiſſant donc tous ſages, prudens, diſcrets;	Vous connaissant donc tous sages, prudents, discrets;
Je vous ouvre mon cœur, & vous dis mes ſecrets, De ce dernier ſur tout en ce qui me regarde, D’en parler à quelqu’un donnés-vous bien de gar de;	Je vous ouvre mon cœur, et vous dis mes secrets, De ce dernier sur tout en ce qui me regarde, D'en parler à quelqu'un donnez-vous bien de gar de;
Si l’on manquoit ce coup par indiſcretion, Ma ſœur feroit ſur vous cette punition:	Si l'on manquait ce coup par indiscrétion, Ma sœur ferait sur vous cette punition:
Sçachés que j’établis aprés moi ſur le Trône, Archelaüs mon lis, routenes la Couronne, Mais la douleur m’accable, ah!	Sachez que j'établis après moi sur le Trône, Archelaus mon lis, routenes la Couronne, Mais la douleur m'accable, ah!
je m’en vais mourir, Dans ce terrible état venés me ſecourir.	je m'en vais mourir, Dans ce terrible état venez me secourir.
SCENE CINQUIE'ME.	SCÈNE CINQUIE'ME.
ARISTOBULE, HERODE.	ARISTOBULE, HÉRODE.
HYRCANUS, ALEXANDRE, ANANIE, JONATHAS, SAMUEL, DAVID.	HYRCANUS, ALEXANDRE, ANANIE, JONATHAS, SAMUEL, DAVID.
ARISTOBULE.	ARISTOBULE.
H!	H!
Sire, dans l’état où je vois que vous êtes, A Je crains avec ſujet de terribles tempêtes.	Sire, dans l'état où je vois que vous êtes, A Je crains avec sujet de terribles tempêtes.
Je vois que le moment qui finira vos jours, Des miens en peu de tems abregera le cours;	Je vois que le moment qui finira vos jours, Des miens en peu de temps abrégera le cours;
Faut-il pour l’avancer qu’ici je vous apprenne, Qu’Antipater croyant vôtre mort bien certaine, A formé, ſur le champ l’ambitieux deſſein, De monter ſur le Trône, & par adreſſe enfin, A tâché de gagner l’Officier par promeſſes, De lui donner un rang & de grandes richeſſes, S’il vouloit l’élargir, auſſi-tôt que la mort Auroit fermé vos yeux & fini vôtre ſort, Et même auparavant s’il vouloit lui permettre.	Faut-il pour l'avancer qu'ici je vous apprenne, Qu'Antipater croyant votre mort bien certaine, A formé, sur le champ l'ambitieux dessein, De monter sur le Trône, et par adresse enfin, A tâché de gagner l'Officier par promettre, De lui donner un rang et de grandes richesses, S'il voulait l'élargir, aussitôt que la mort Aurait fermé vos yeux et fini votre sort, Et même auparavant s'il voulait lui permettre.
HERODE.	HÉRODE.
Je ſçais qu’Antipater ſe donne un air de maître, Et que déja ſa main voudroit m’aſſaſſiner, Quel déteſtable fils ai-jé pû me donner!	Je sais qu'Antipater se donne un air de maître, Et que déjà sa main voudrait m'assassiner, Quel détestable fils aijé pu me donner!
Je conſerve ſa vie, il veut ôter la mienne, Avant que je la perde, il faut ravir la ſienne, Qu’on le fane mouin tout à Tneure ei priſon, Qu’on ne l’épargne pas, il en ſçait la raiſon, Qu’on le porte auſſi-tôt, ce monſtre de nature, Dans le Château d’Hyrcan ſans pompe en ſepulture;	Je conserve sa vie, il veut ôter la mienne, Avant que je la perde, il faut ravir la sienne, Qu'on le fane mouin tout à Tanneure ei prison, Qu'on ne l'épargne pas, il en sait la raison, Qu'on le porte aussitôt, ce montre de nature, Dans le Château d'Hircan sans pompe en sépulture;
On devroit à ſon Sang rendre d’autres honneurs, Mais il en eſt indigne;	On devrait à son Sang rendre d'autres honneurs, Mais il en est indigne;
ô Ciel, ah!	ô Ciel, ah!
je me meurs,	je me meurs,
HYRCANUS.	HYRCANUS.
Dans cette extrêmité, dites-nous ſans miſtere, Pour ſoulager vos maux ce que nous devons faire.	Dans cette extrémité, dites-nous sans mystère, Pour soulager vos maux ce que nous devons faire.
HERODE.	HÉRODE.
C’eſt d’abreger mes jours ſans égard, ſans pitié, Vous me témoignerés par là vôtre amitié, Au dernier deſeſpoir aujourd’hui je me livre, Accablé de malheurs je ne ſçaurois plus vivre;	C'est d'abréger mes jours sans égard, sans pitié, Vous me témoignerés par là votre amitié, Au dernier désespoir aujourd'hui je me livre, Accablé de malheurs je ne saurais plus vivre;
Mais ſi pas uir de vouo ne me veut ietourir, Qu’on me donne un poignatu, je ie ferar iourir.	Mais si pas ir de vouo ne me veut jetourir, Qu'on me donne un poignatu, je ie ferar jourir.
Fin du quatriéme Acte & de la Tragedie.	Fin du quatrième Acte et de la Tragédie.
Alors étant prêt d’expirer, on l'emporte.	Alors étant prêt d'expirer, on l'emporte.
Un des Acteurs pourra dire aprés ſur le Theatre ce qui ſuit.	Un des Acteurs pourra dire après sur le Théâtre ce qui suit.
