Source gallica.	Source galica.
miet & renue.	miet et renue.
L’eſchafaut eſt-il loin?	L'échafaut est-il loin?
Ie ſuis tout preſt	Je suis tout prêt
OSMAN.	OSMAN.
Duns in jaint protnaine,	Duns in jaint protnaine,
MVSTAPHA.	MUSTAPHA.
Ecomvronts w lv morv auceqwes mopns ve peme;	Ecomvronts œu lu morv auceqwes mopns ve peme;
ORCAMBRE.	ORCAMBRE.
&Vis qu'elle veut ſçauoir les ſecrets de IE M mon Art Pour luy me (dit il) ce liure de ma part, Dont les ſacrez feuillets ſont autant de peintures, Qui lisy marquent au vray toutes ſes aduentures Sous des portraits obſcurs ou l’on ne connoit rien Etſous de naturels, qu'elle connoiſtra bien C’eſt ainſi que le Ciel a permis qu’elle voye Ce qui peut aduancer ſa triſteſſe ou ſa ioye, Et bien l’auez vous veu?	etVis qu'elle veut savoir les secrets de JE M our Art Pour tu me (dit -il) ce livre de ma part, Dont les sacrés feuillets sont autant de peintures, Qui listes marquent au vrai toutes ses aventures Sous des portraits obscurs ou l'on ne connaît rien Etsous de naturels, qu'elle connaîtra bien C'est ainsi que le Ciel a permis qu'elle voie Qui Ce peut avancer sa tristesse ou sa joie, Et bien l'avez -vous vu?
SVLTANE.	SULTANE.
Ie l’ay veu, ie le voy Et ne trouue par tout que des ſujets d’effroy.	Je l'ai vu, Seigneur le vois Et ne trouve par tout que des sujets d'effroi.
Mais apres ceſte triſte & derniere figure Quels mots treuue-te eſcrits:	Mais après cette triste et dernière figure Quels mots trouve-te écrits:
ORCAMBRE.	ORCAMBRE.
Faites en la lecture.	Faites en la lecture.
SVLTANE.	SULTANE.
ORACLE.	ORACLE.
De ces portraits obſeurs, & ſi mal figurez Le viſage inconnu deuiendra connoiſſable Quand de ſa propre main, la Parque impitoyable Dũſang de ton cher fils les aura colorez.	De ces portraits obseurs, et si mal figurés Le visage inconnu deviendra connaissable Quand de sa propre main, la Parque impitoyable Dunsang de ton cher fils les aura colorés.
I O deteſtable Oracle, O.	I Ô détestable Oracle, Ô.
Mere infortunée:	Mère infortunée:
Par la mort de tes fils, à la mort deſtinée, Donc mon dernier espoir, mon aymable Selin Aura comme ſon frere, vne tragique fin, Celle de Muſtapha, que i'ay tant pourſuiute N’aſſeurera donc pas ma fortune & ſa vie, Ah crainte, ah deſespoir, ah mortelle douleur!	Par la mort de tes fils, à la mort destinée, Donc mon dernier espoir, mon aimable Selin Aura comme son frère, une tragique fin, Celle de Mustapha, que j'ai tant poursuite N'assurera donc pas ma fortune et sa vie, Ah crainte, ah désespoir, ah mortelle douleur!
O Liure qui predis, & qui portes malheur Non tu ne fus iamais vn ouurage Celeſte Va reporte aux Enfers ta peinture funeſte, Ah Dieux que rudement vous me voulez, punir Du ſoin trop curieux d’aprendre l’aduentr.	Ô Livre qui prédis, et qui portes malheur Non tu ne fus jamais avoir ouvrage Celeste Va reporte aux Enfers ta peinture funeste, Ah Dieux que rudement vous me voulez, punir Du soin trop curieux d'apprendre l'aduentr.
–-m.	§-m.
22	22
SVL.	SUL.
ORCAMBRE.	ORCAMBRE.
Madame Hyarbe eſt homme.	Madame Hyarbe est homme.
SVLTANE.	SULTANE.
Ouy mais homme Prophete, Des volontez du ſort veritable interprete Et tel pour mon malheur, que viuant comme il vit Iloblige le Ciel a faire ce qu’il dit.	Oui mais homme Prophète, Des volontés du sort véritable interprète Et tel pour mon malheur, que vivant comme il vit Iloblige le Ciel a faire ce qu'il dit.
SMESEI 2 HERMINE3 AETCOLA, SVLTANE, ORCAMBRE.	SMESEI 2 HERMINE3 AETCOLA, SVLTANE, ORCAMBRE.
HERMINE.	HERMINE.
No Abonté pour le moins fait que ie m'i-partant à la magine, Que vous luy parlerez.	No Abonté pour le moins fait que je m'y-partant à la magine, Que vous lui parlerez.
22 Suffit.	22 Suffit.
ALICOLA.	ÀLICOLA.
REYNE.	REINE.
Et bien Hermine Ruſtan, eſt il touſiours comme ie l’ay quité?	Et bien Hermine Rûtan, est -il toujours comme tu l'ai quité?
vieille qu’ela le introduit pout parler à la Reyne, il faut qu’elles entrent ſut le Theatte par.	vieille qu'ela le introduit pout parler à la Reine, il faut qu'elles entrent sut le Théatte par.
Ie meſme endroit que Muſt.	Je même endroit que Mût.
ſeta ſorty pout allerà la mort	seta sorti pout allerà la mort
HERMINE.	HERMINE.
Plus foible, & plus muet qu’il n’a iamais eſté A peine ſa vigueur pouuoit elle ſuffire Atrois ou quatre mots, qu'il s’efforçoit d’eſcrire.	Plus faible, et plus muet qu'il n'a jamais été À peine sa vigueur pouvait elle suffire Atrais ou quatre mots, qu'il s'efforçait d'écrire.
OVRIILJ M.	OURIILJ A.
Et le Roy que fait-il?	Et le Roi que fait-il?
Il vient de s’enfermer Auec vn deſeſpoir qu’on ne peut exprimer, Carplus la bienſeance à ſes douleurs contraintes Plus il pouſſe en ſecret, de ſouſpirs & de plaintes	Il vient de s'enfermer Auec un désespoir qu'on ne peut exprimer, Carplus la bienséance à ses douleurs contraintes Plus il pousse en secret, de soupirs et de plaintes
El te Eiinte s SVLTANE.	Él te Éjinte s VLTANE.
HERMINE Ah Madame il eſt mortautant vaut.	HERMINE Ah Madame il est mortautant vaut.
O Dieux!	Ô Dieux!
SVLTANE.	SULTANE.
HERMINE Deſia Deſpine, eſtoit ſur l’eſchaffaut Les cheueux retrouſſez, & les eſpaules nuës Quand cette femme & moy, nous en ſommes venues.	HERMINE Déjà Despine, était sur l'échaffaut Les cheveux retroussez, et les épaules nues Quand cette femme et moi, nous en sommes venues.
Quelle femme?	Quelle femme?
VLTANE.	VLTANE.
Aduancez.	Aduancez.
HERMINE.	HERMINE.
SVLTANE.	SULTANE.
Qu'elle aduance, & pourquoy?	Qu'elle avance, et pourquoi?
ALICOLA.	ÀLICOLA.
Pour la gloire du Ciel, pour le repos du Roy, Pour celuy de l’eſtat, & de ma conſcience.	Pour la gloire du Ciel, pour le repos du Roi, Pour celui de l'état, et de ma conscience.
SVLTANE.	SULTANE.
Le fait merite bien qu’on luy donne audience.	Le fait mérite bien qu'on avoir donne audience.
Parlez,	Parlez,
Inu le da Me Mais le ſecret ne veut eſtre eſclarcy.	Inu le da Me Mais le secret ne veut être esclarci.
SVLIANE.	SVLIANE.
I'entes, retirez vous, Hermine & vous außi.	J'entes, retirez -vous, Hermine et vous aussi.
ALICOLA Puiſſante Majeſte ſi l’amour ne m’excuſe I'attens la mort de vous, & du Roy que i’abuſe, Ce n'est pas d’auiourd’huy que i’ay ſceu les moyens D’oſter à Muſtapha, les honneurs & les biens, Ie l’ay pis des vingt ans, mais quoy qu'il m'en aduienne.	ÀLICOLA Puissante Majeste si l'amour ne m'excuse J'attends la mort de vous, et du Roi que j'abuse, Ce n'est pas d'aujourd'hui que j'ai su les moyens D'ôter à Mustapha, les honneurs et les biens, Je l'ai pis des vingt ans, mais quoi qu'il m'en advienne.
Ila fait ma fortune, & i’ay ſouffert la ſienne, Depuis neuf ou dix ans que ie le ſuy par tout I'ay couru l’Orient de l’vn a l’autre bout.	Ila fait ma fortune, et j'ai souffert la sienne, Depuis neuf ou dix ans que deux le suivi par tout J'ai couru l'Orient de l'un à l'autre bout.
Et ie venois encore auec cette eſperance De voir tremblerla Perſe au bruit de ſa vaillance, Mais helas puis qu'au lieu d’aſſuiettir autruy L’impitoyable Parque à triomphé de luy Ie voy bien que le Ciel à permis ſa diſgrace Afin que le fardeau du grand Sceptre de Trace, Zisn deſtiite a rexxii vomſers tomt entiei Ne chargeât point les mains d’vn iniuſte heritier.	Et petit venais encore auec cette espérance De voir tremblerla Perse au bruit de sa vaillance, Mais hélas puis qu'au lieu d'assuiettir autrui L'impitoyable Parque à triomphé de peine Je vois bien que le Ciel à permis sa disgrâce Afin que le fardeau du grand Sceptre de Trace, Zisn destiite a rexxii à rejet entie Ne chargeât point les mains d'un injuste héritier.
SVLTANE.	SULTANE.
Comment!	Comment!
oſez vous bien, encore en ma preſence Uous moquer de moy meſme, auec tant d’impudẽce?	osez -vous bien, encore en ma présence Uous moquer de moi -même, avec tant d'impudience?
A LICOLA.	À LICOLA.
Il n’eſt point fils de Roy.	Il n'est point fils de Roi.
VLIANE.	VLIANE.
Quoy!	Quoi!
ne ſçait-on pas bien Qu'il l’eut de la Circaſſe vn peu deuant le mien?	ne sait-on pas bien Qu'il l'eut de la Circasse un peu devant le mien?
ALICOLA.	ÀLICOLA.
Croyez qu’il n’eut iamais la Circaſſe pour Mere Ny le grand Soliman pour veritable Pere, L'enfant dont vous parlez (quoy qu’on vous en ayt dit) Mourut le meſme iour que le voſtre naſquit Si bien que la Circaſſe, ambitieuſe, & fine Fit tant que la Nourrice (on l’apelle Aydine) (Et nous nous connoiſſons dez nos plus ieunes ans) M'enuoya l’enfant mortauec force preſens Par vn certain Eſcaue appellé Cephaliſſe, Qui me dit de ſa part que ie l’enſeueliſſe, Etme pria ſur tout que pour le iour ſuiuant Par mon inuention il en euſt vn viuant, Ill’eut, & la Circaſſe extremement adroite Mena ſibien la fourbe & la tint ſi ſecrette, Que Muſtapha luy meſme à touſiours ignort Ce qu'apres ſon trespas ie vous ay declaré.	Croyez qu'il n'eût jamais la Circasse pour Mère Ni le grand Soliman pour véritable Père, L'enfant dont vous parlez (quoi qu'on vous en ait dit) Mourut le rendre jour que le vôtre nasquit Si bien que la Circasse, ambitieuse, et fine Fit tant que la Nourrice (on l'apelle Aimdine) (Ét nous nous connaissons dé nos plus jeunes ans) M'enfant menfant mortauec force prés Par un certain Escaue appelé Appelé, Qui me dit de sa part que iealisse, Etme Qui me dit de pour le iour sa Par mon que il en l' apviuant,Ill’eut, et la Circasse Et adroite a sibien la ur et la tout si secrette, Que Pour lui même jour suivant Ce qu'are son Par le vous ay declaré.
SVLTANE L’aduanture eſt eſtrange, & l’enfant, bonne femme Eſtoit ſans doute à vous?	SULTANE L'aventure est range, et l'enfant, bonne femme Était sans doute à vous?
CCA, Non, tres-puiſſante Dame.	CCAC, Non, très-puissante Dame.
A qui donc?	À qui donc?
OVETANE.	OUETANE.
Ie ne ſçay.	Je ne sais.
ALICOLA.	ÀLICOLA.
SVLTANE.	SULTANE.
Vous l’auiez enleué.	Vous l'aviez enlevé.
ALICOLA.	ÀLICOLA.
Excuſez, moy, mais ie l’auois treuué Ou pluſtoſt le hazard ſans que ie m'en meſlaſſe Me l'auoit mis en mamn.	Excusez, moi, mais ie l'avais trouvé Ou plutôt le hasard sans que ie m'en mêlasse Me l'avait mis en mamn.
e v e d su dy Mo Ce diſcours m’embarraſſe	Je vo e di ma dy Mo Ce discours m'embarrasse
ALICO LA.	ÀLICO LA.
de lems fans yponjer a on Esſemue incomtu En eſchange du mort que i’auois retenu.	de lems fans yponjer a on Essemue incontu En échange du mort que j'avais retenu.
OVMxinevE, Dieux qu’eſt-ce que i’entens, hola Valet de Chãbre.	OVMxinevE, Dieux qu'est-ce que j'entends, holà Valet de Chãbre.
ORCAMBRE.	ORCAMBRE.
Que vous plaiſt-il Madame?	Que vous plaît-il Madame?
SVLTANE.	SULTANE.
Aprochez vous, Orcambre Songez, regardez, bien la femme que voicy Ne l’auez vous point veuë en d’autres lieux qu’icy?	Aprochez -vous, Orcambre Songez, regardez, bien la femme que voici Ne l'avez -vous point vue en d'autres lieux qu'ici?
Et toy femme dy moy pourrois tu reconnoiſtre L’homme dont nous parlons s’il venoit à pareſtre?	Et toi femme dis moi pourrais tu reconnaître L'homme dont nous parlons s'il venait à paraître?
ALICOLA.	ÀLICOLA.
Le temps aura changé ſon viſage & le mien Ie ne ſçay.	Le temps aura changé son visage et le mien Je ne sais.
SVLTANE.	SULTANE.
Regardez, conſiderez, vous bien	Regardez, considérez, vous bien
ORCAMBRE.	ORCAMBRE.
Madame à dire vray ma memoire m’abuſe Out ay decette vieille vne image confusſé	Madame à dire vrai ma mémoire m'abuse Out ai décette vieille image confussé
ALICOLA, Ppauuuimte sueſfurement fur ua ſoy de mes yeux Uoila ce meſme Eſclaue, Ouy c’eſt luy meſme.	ÀLICOLA, Ppauuuimte suesfurement fur ua soi de mes yeux Uoilà ce même Esclave, Oui c'est lui mesme.
O Cieux.	Ô Cieux.
SVLTANE.	SULTANE.
ALECULA.	ALECULA.
Celuy dontui’eus l’enfant eſt en voſtre preſence	Celui dontv'eus l'enfant est en votre présence
ORCAMBRE.	ORCAMBRE.
Que dis-tu?	Que dis-tu?
Quelenfant?	Quelenfant?
ALICOLA.	ÀLICOLA.
Celuy que dans Biſance Tu m'aportas viuant en de tres riches draps, En eſchange du Mort que i’auois dans mes bras.	Celui que dans Bisance Tu m'apportas vivant en de très riches draps, En change du Mort que j'avais dans mes bras.
ORCAMBRE.	ORCAMBRE.
Que te donnay-ie encore?	Que te donnai-je encore?
ALICOLA.	ÀLICOLA.
Attens, cette ceinture Que i’ay touſiours ſur moy depuis cette aduanture Voy, la reconnois-tu?	Attends, cette ceinture Que j'ai toujours sur moi depuis cette aventure Voi, la reconnais-tu?
SVLTANE.	SULTANE.
Ciel qu'eſt-ce que ievoy.	Ciel qu'est-ce que ici.
O Sort!	Ô Sort!
PACAMBRE.	PACAMBRE.
ALICOLA, Eſt-ce elle meſme?	ÀLICOLA, Est-ce elle même?
ORCAMBRE.	ORCAMBRE.
Ouy c’eſtelle, ouy c’eſt toy Toy meſme aſſurement à quiie l’ay donnée.	Oui c'estelle, oui c'est toi Toy même assurément à quiie l'ai donnée.
Icy elle t'eſ.	Ici elle t'es.
SVLTANE.	SULTANE.
srle fort haut O!	srle fort haut Ô!
miſerable Enfant, O Reyne infortunée.	misérable Enfant, Ô Reine infortunée.
HERMTNE, Iort au cry de la Reine.	HÉRMTNE, Iort au cri de la Reine.
Quels cris ay-ie entẽdus?	Quels cris ai-je entendus?
Madame qu’auez vous?	Madame qu'avez -vous?
SVLTANE.	SULTANE.
Fſelas vous l’allez voir venez, ſuiuez inoy tous	Fsélas vous l'allez voir venez, suivez invoy tous
HERMINE.	HERMINE.
Dieux que ſera cecy, le deſespoir l’emporte Mais vn Page du Roy qui l’arreſte à la porte, Luypreſente vn papiér, & luyparte tout bas.	Dieux que sera ceci, le désespoir l'emporte Mais un Page du Roi qui l'arrête à la porte, Luyprésente un papier, et luyparte tout bas.
OR	OR
ORCAMBRE.	ORCAMBRE.
C’eſt quelque autre ſecret que nous ne ſçauons pas.	C'est quelque autre secret que nous ne savons pas.
SVLTANE.	SULTANE.
Page dites au Roy qu'en ce nouueau malheur Ie ſoisffre autant que luy de perte, & de douleur, Et que parvn effet de preuue indubitable Il connoiſtra dans peu que ie ſuis veritable, Orcambre c’eſt de moy que vous ſaurez, tantoſt Ce que cette Eſtrangere a fait de ſon de poſt, Menez, la cependant dans la chambre voiſine.	Page dites au Roi qu'en ce nouveau malheur Je soisffre autant que même de perte, et de douleur, Et que parvn effet de preuve indubitable Il connaîtra dans peu que je suis véritable, Orcambre c'est de moi que vous saurez, tantôt Ce que cette Étrangère a fait de son de post, Menez, la cependant dans la chambre voisine.
Enfin le Prince eſt mort chere & ficelle Hermine D'ou vient que par ce Page ayant ſçeu ſon trespas.	Enfin le Prince est mort chère et ficelle Hermine D'ou vient que par ce Page ayant su son trépas.
Vn contraire deſſein arreſté icy mes pas, Il'eſt mort, & de plus O deſtin pitoyable!	Un contraire dessein arrêté ici mes pas, Il'est mort, et de plus Ô destin pitoyable!
Il eſt mortinnocent & Ruſtan meurt coupable Voy, comme ce meſchant en aduertit le Roy Lartes mots trep taruifo, & trop uignes de foy.	Il est mortinnocent et Rûtan meurt coupable Vois, comme ce méchant en avertit le Roi Lartes mots trep taruifo, et trop uignes de foi.
HERMINE, lit la lettre de Ruſtan mourant.	HERMINE, lit la lettre de Rûtan mourant.
Effrayé de la peur d’vn ſuplice eternel Ie confeſſe auoir fait la deteſtable lettre Qui rend enuers le Roy, le Prince criminel, Si l’eſtat ou i'eſtois eut pù me le permettre l'euſſe donné pluſtoſt, cet adueu ſolemnel.	Effrayé de la peur d'Han nice éternel Je confesse avoir fait la détestable lettre Qui rend envers le Roi, le Prince criminel, Si l'état ou j'étais eut pù me le permettre l'eusse donné plustost, cet aveu solennel.
Oſman auec Ormin, eſclarcira le reſte De ce ſecret funeſte.	Osman avec Ormin, esclarcira le reste De ce secret funeste.
O Ciel il eſt tres-vray qu’vn accident pareil Deuroit faire d’horreur eſclipſer le Soleil, Mais à conſidererles malheurs qui le ſuiuent Ie plains bien moins les morts, que ceux qui les ſur Aiibent Tant ie crains pourle Roy qu’il n’en meure d’ennuy.	Ô Ciel il est très-vrai qu'un accident pareil Deurait faire d'horreur éclipser le Soleil, Mais à considérerles malheurs qui le suivent Je plains bien moins les morts, que ceux qui les sur Ajibent Tant coup crains pourle Roi qu'il n'en meure d'ennui.
SVTLTANE.	SUTLTANE.
Hermine, ce malheur me touche autant que luy Que ſi par de hauts cris, & d’exceßiues plaintes, Ie n'en teſmoigne pas les mortelles attaintes, Aprens que pour vn temps les extremes douleurs Eſtourdiſſent l’eſprit, & reſtraignent les pleurs, Suffit que Soliman auant que le iour vienne Connoiſtra ma douleur ſi ſemblable à la ſienne Que telqui me deteſte, & mon ambition Paſſera de la hayne à la compaßion.	Hermine, ce malheur me touche autant que sans Que si par de hauts cris, et d'excessiues plaintes, Je n'en témoigne pas les mortelles attaintes, Aprends que pour un temps les extrêmes douleurs Étourdissent l'esprit, et restraignent les pleurs, Suffit que Soliman avant que le jour vienne Connaîtra ma douleur si semblable à la sienne Que telqui me déteste, et mon ambition Passera de la haine à la compassion.
