68 Qis Aſ	68 Qis As
C’eſt là d’vn beau deſſein l’illuſtre & ſeule cauſe, Et puiſqu’à vos rigueurs la trahiſon m’expoſe, N’attendez point de moy d’infames repentirs, D’inuriles regrets, ny de honteux ſoûpirs;	C'est là d'un beau dessein l'illustre et seule cause, Et puisqu'à vos rigueurs la trahison m'expose, N'attendez point de moi d'infâmes repentirs, D'inuriles regrets, ni de honteux soupirs;
Le ſort vous eſt propice autant qu’il m’eſt contraire, Ie ſçay ce que i’ay fait & ce qu’il vous faut faire, Vous deuez vn exemple à la poſterité, Et mon trépas importe à voſtre ſeureté.	Le sort vous est propice autant qu'il m'est contraire, Je sais ce que j'ai fait et ce qu'il vous faut faire, Vous devez un exemple à la postérité, Et mon trépas importe à votre sûreté.
AVGVSTE.	AUGUSTE.
Tu me braues, Cinna, tu fais le magnanime, Et loin de t’excuſer tu couronnes ton crime.	Tu me braves, Cinna, tu fais le magnanime, Et loin de t'excuser tu couronnes ton crime.
Voyons ſi ta conſtance ira iuſques au bout, Tu ſçais ce qui t’eſt deu, tu vois que ie ſçay tout, Fay ton arreſt toy-meſme, & choiſy tes ſupplices.	Voyons si ta constance ira jusques au bout, Tu sais ce qui t'est dev, tu vois que venir sais tout, Fais ton arrêt toi-même, et choisi tes supplices.
AVG SCENE II.	AUG SCÈNE II.
STE.	SITE.
LIVIE.	LIVIE.
CINNA!	CINNA!
ÆMTLIE.	NEMTLIE.
FVLVIE.	FULVIE.
LIVIE.	LIVIE.
yOus ne cognoiſſez pas encor tous les complices, Voſtre Æmilie en eſt, Seigneur, & la voicy,	yOus ne connaissez pas encor tous les complices, Votre „milie en est, Seigneur, et la voici,
CINNA.	CINNA.
C’eſt elle-meſme, ô Dieux!	C'est elle-même, ô Dieux!
aaave l no.	aaave l ô.
Et toy, ma fille, auffil	Et toi, ma fille, auffil
ÆMILIE.	NEMILIE.
Ouy, Seigneur, du deſſein ie ſuis la ſeule cauſe, C’eſt pour moy qu’il conſpire, & c’eſt pour moy qu’il oſe.	Oui, Seigneur, du dessein ie suis la seule cause, C'est pour moi qu'il conspire, et c'est pour moi qu'il ose.
AVGVSTE.	AUGUSTE.
Quoy!	Quoi!
l’amour qu’en ton cœur i’ay faît naiſtre auiourd’huy T’emporte-t’il deſià iuſqu’à mourir pour luy?	l'amour qu'en ton cœur j'ai faît naître aujourd'hui T'emporte-t-il déjà jusqu'à mourir pour lui?
Ton ame à ces tranſports vn peu trop s’abandonne.	Ton âme à ces transports un peu trop s'abandonne.
Et c’eſt trop toſt aymer l’amant que ie te donne.	Et c'est trop tôt aimer l'amant que Il te donne.
ÆMILIECét amour quì m’expoſe à vos reſſentimens N’eſt point le prompt effet de vos cõmandemens.	ÆMILIECét amour qu 'expose à vos ressentiments N'est point le prompt effet de vos commandements.
Ces flames dãs nos cœurs dés long-temps eſtoient nées, Et ce ſont des ſectets de plus de quatre années.	Ces flammes dans nos cœurs dès longtemps étaient nées, Et ce sont des sectets de plus de quatre années.
Mais quoy que ie l’aymaſſe & qu’il brûlaſt pour Vne haine plus forte à tous deux fit la loy, Tmoy, Ie ne voulus iamais luy donner d’eſperance Qu’il ne m’euſt de mon pere aſſeuré la vangeance, Ie la luy ſis iurer, il chercha des amis, Le Ciel rompt le ſuccez que ie m’eſtois promis, Et ie vous viens, Seigneur, offrir vne victime, Non pour ſauuer ſa vie en me chargeant du criSon trépas eſt trop iuſte apres ſon attentat, (me, Et touecereule en vamle en virermie d'ettat:	Mais quoi que ie l'aimasse et qu'il brûlât pour V aine plus forte à tous deux fit la loi, Tmoi, Je ne voulus jamais avoir donner d'espérance Qu'il ne m'eût de mon père assuré la vengeance, Je la femme sis jurer, il chercha des amis, Le Ciel rompt le succès que votre m'étais promis, Et tant vous viens, Seigneur, offrir une victime, Non pour sauver sa vie en me chargeant du crionS trépas est trop juste après son attentat, (même, Et toucevreule en vamle en virermie d'état:
Mourir en ſa preſence & rejoindre mon pere C’eſt tout ce qui m’améne & tout ce que i’eſpere,	Mourir en sa présence et rejoindre mon père C'est tout ce qui m'amène et tout ce que j'espère,
AVGVSTE.	AUGUSTE.
Iuſques à quand, ô Ciel, & par quelle raiſon Prendrez-vous contre moy des traits dans mã maiſon?	Jusqu' à quand, ô Ciel, et par quelle raison Prendrez-vous contre moi des traits dans mon maison?
Pour jes débordemens i’en ay chaſſé lulie, Mon amour en ſa place a fait choix d’Æmilie, Et ie la voy comme elle Indigne de ce r’ang.	Pour jes débordements j'en ai chassé lulie, Mon amour en sa place a fait choix d’ Aimilie, Et ici la vois comme elle Indigne de ce rang.
L’vne m’oſtoit l’hõneur, l’autre a ſoif de mõ ſang, me prenune coutes deumlour palion pour guide, L’vne fut impudique & l’autre eſt parricide.	L'une m'ôtait l'honneur, l'autre a soif de mon sang, me prenune coutes deumlour palion pour guide, L'une fut impudique et l'autre est parricide.
O ma fille, eſt-ce là le prix de mes bien-faits?	Ô ma fille, est-ce là le prix de mes bienfaits?
Ab na lu s de Mon pere l’eut pareil de ceux qu’il vous a faits,	Ab na lu s de Mon père l'eut pareil de ceux qu'il vous a faits,
AVGVSTE.	AUGUSTE.
Songe auec quel amour i’éleuay ta ieuneſſe.	Songe avec quel amour j'élevai ta jeunesse.
ÆMILIE.	NEMILIE.
Il eſleua la voſtre auec meſme tendreſſe, Il fut voſtre tuteur & vous ſon aſſaſſin, Et vous m’auez au crime enſeigné le chemin.	Il éleva la vôtre avec même tendresse, Il fut votre tuteur et vous son assassin, Et vous m'avez au crime enseigné le chemin.
Le mien d’auec le voſtre en ce ſeul point differe &e roſtre ambition s’eſt immolé mon pere, Et qu'vi iunte courqua dont te me reno nadiera A ſon ſang innocent vouloit vous immoler.	Le mien d'avec le vôtre en ce seul point diffère été rostre ambition s'est immolé mon père, Et qu'vi junte courqua dont te me reno nadiera À son sang innocent voulait vous immoler.
LIVIE.	LIVIE.
C’en eſt trop, Æmilie, arreſte, & conſidere Qu il t’a trop bien payé les bien-faits de ton perez Sa mort dont la memoire allume ta fureur Fut vn crime d’Octaue, & non de l’Empereur.	C'en est trop, Emilie, arrête, et considère Qu il 'a trop bien payé les bienfaits de ton pèrez Sa mort dont la mémoire allume ta fureur Fut un crime d'Octaue, et non de l'Empereur.
Tous ces crimes d’Eſtat qu’on fait pour la Couronne Le Ciel nous en abſout alors qu’il nous la donnez Et dans ce ſacré rang où ſa faueur l’a mis Le paſſé deuient iuſte & l’auenir permis.	Tous ces crimes d'État qu'on fait pour la Couronne Le Ciel nous en absout alors qu'il nous la donnez Et dans ce sacré rang où sa faveur l'a mis Le passé devient iuste et l'avenir permis.
Qui peut y paruenir ne peut eſtre coupable, Quoy qu’il ait fait, où face, ſi eic inuiorables Nous luy deuons nos biens, nos iours ſont en ſa uain, Et iamais on n’a droit ſur ceux du Souuerain,	Qui peut y parvenir ne peut être coupable, Quoi qu'il ait fait, où face, si eic invorables Nous nous devons nos biens, nos jours sont en sa uain, Et iamais on a droit sur ceux du Souuerain,
1*3 ÆM ILIE.	1*3 M ILIE.
Auſſi dans le diſcours que vous venez d’entendre Ie parlois pour l’aigrir, & non pour me defendre, Puniſſez-donc, Seigneur, ces criminels apas Qui de vos fauoris font d’illuſtres ingrats, Tranchez mes triſtes iours pour aſſeurel les võſtres, Si i'ay ſeduit Cinna, i'en ſeduiray bien d’autres, Et ie ſuis plus à craindre, & vous plus eit danger e quacauce va pere vn amant à vanger.	Aussi dans le discours que vous venez d'entendre Je parlais pour l'aigrir, et non pour me défendre, Punissez-donc, Seigneur, ces criminels appas Qui de vos favoris font d'illustres ingrats, Tranchez mes tristes jours pour assurel les vustres, Si j'ai séduit Cinna, j'en séduirai bien d'autres, Et ie suis plus à craindre, et vous plus éit danger e quacauce va père un amant à venger.
CINNA.	CINNA.
Que vous m’ayez ſeduit, & que ie ſouffre encore D’eſtre deshonoré par celle que i’adore?	Que vous m'ayez séduit, et que ici souffre encore D'être déshonoré par celle que j'adore?
Seigneur, la verité doit icy s’exprimer, I’auois fait ce deſſein auant que de l’aymer.	Seigneur, la vérité doit ici s'exprimer, J'avais fait ce dessein avant que de l'aimer.
A mes chaſtes deſirs la trouuant in flexible, Ie creus qu’à d’auttes ſoins elle ſeroit ſenſible, Ie parlay de ſon pere & de voſtre rigueur, Et l’offre de mon bras ſuiuit celle du cœur.	À mes chastes désirs la trouvant in flexible, Je crus qu'à d'autes soins elle serait sensible, Je parlai de son père et de votre rigueur, Et l'offre de mon bras suivit celle du cœur.
Que la vangeance eſt douce à l’eſprit d’vne femIe l’attaquay par là, par là ie pris ſon ame, [me!	Que la vengeance est douce à l'esprit d'une femIe l'attaquai par là, par là , par là âme, [me!
Dans mon peu de merite elle mie fegngeoit, me ne puvilegiiger le pras qui la vangeoit, Elle n’a conſpiré que par mon artifice, I’en ſuis le ſeul autheur, elle n’eſt que complice,	Dans mon peu de mérite elle mie fegngeoit, me ne puvilègiiger le pras qui la vengeait, Elle n'a conspiré que par mon artifice, J'en suis le seul auteur, elle n'est que complice,
ÆMILIE.	NEMILIE.
Cinna, qu’oſes-tu dire?	Cinna, qu'oses-tu dire?
eſt-ce là me cherir Que de m’oſter l’honneur quand il meraut mourir?	est-ce là me chérir Que de m'ôter l'honneur quand il méraut mourir?
CINNA.	CINNA.
Mourez, mais en mourant ne ſoüillez point ma gloire.	Mourez, mais en mourant ne sourillez point ma gloire.
ÆMILIE.	NEMILIE.
La mienne ſe flétrit ſi Céſar te veut croire.	La mienne se flétrit si César te veut croire.
CINNA.	CINNA.
Et la mienne ſe perd ſi vous tirez à vous Poute cene qurlule de agaatasun ecarss	Et la mienne se perd si vous tirez à vous Poute cène qurlule de agaatasun ecarss
ÆMILIE.	NEMILIE.
Et bien, prens-en ta part & me laiſſe la miennéCe ſeroit l’affoiblir que d’affoiblir la tienne, La gloire & le plaiſir, la honté & les tourmens, Tout doit eſtre commun entre de vrais amans.	Et bien, prends-en ta part et me laisse la miennéCe serait l'affaiblir que d'affaiblir la tienne, La gloire et le plaisir, la honté et les tourments, Tout doit avoir commun entre de vrais amants.
Nos deux âmes, Seigneur, ſont deux ames Romaines, Vniſſant nos deſirs nous vniſmes nos haines, De nos parens perdus le vif reſſentiment Nous aprit nos deuoirs en vn meſme moment.	Nos deux âmes, Seigneur, sont deux âmes Romaines, Unissant nos désirs nous unîmes nos haines, De nos parens perdus le vif ressentiment Nous aprit nos devoirs en était même moment.
En ce noble deſſein nos cœurs ſe rencontrerent, Nos eſprits genereux enſemblele formerent, emlzemore nous cherchons Palohneur a vn beau trépas, Vous vouliez nous vnir, ne nous ſeparez pas.	En ce noble dessein nos cœurs se rencontrèrent, Nos esprits généreux ensemblele formèrent, emlsemore nous cherchons Paloheur a un beau trépas, Vous vouliez nous unir, ne nous séparés pas.
AVGVSTE.	AUGUSTE.
Ouy, ie vous vniray, couple ingrat & perfide.	Oui, Seigneur vous unirai, couple ingrat et perfide.
Et plus mon ennemy qu’Antoine, ny Lepide, Ouy, ie vous vniray puiſque vous le voulez, Il faut bien ſatisfaire aux feux dont vous brûleza Et que tout l’Vniuers ſçachant ce qui m’anime S’eſtonne du ſupplice auſſi bien que du crime.	Et plus mon ennemi qu'Antoine, ni Lépide, Oui, je vous unirai puisque vous le voulez, Il faut bien satisfaire aux feux dont vous brûla Et que tout l'Univers sachant ce qui m'anime S'étonne du supplice aussi bien que du crime.
A 1 SCENE III.	À 1 SCÈNE III.
STE.	SITE.
LIVIE.	LIVIE.
CHINA.	CHINA.
MMATME.	MMATME.
ÆMILIE.	NEMILIE.
TVLVIE.	TULVIE.
20 AVGVSTE:	20 AVGVSTE:
Ais en fin le Ciel m’ayme, & parmy tant de M maux Il m’a rendumiaiimeros la lauue ues eaux.	Ais en fin le Ciel m'aime, et parmi tant de M aux Il m'a rendumiaiimeros la lauue uve eaux.
Approche, ſeul amy que i’éprouue fidelle,	Approche, seul ami que j'éprouve fidèle,
MAXIME.	MAXIME.
Honprez moins, Seigneur, vne ame criminelle.	Honprez moins, Seigneur, une âme criminelle.
AVGVSTE.	AUGUSTE.
Ne parlons plus de crime apres ton repentir, Apres que du peril tu m’as ſçeu garantir, C’eſt à toy que ie dois & le iour, & l’Empire.	Ne parlons plus de crime après ton repentir, Après que du péril tu m'as su garantir, C'est à toi que sans dois et le jour, et l’ Empire.
MAXIME, De tous vos ennemis cognoiſſez mieux le pire.	MAXIME, De tous vos ennemis connaissez mieux le pire.
Si vous regnez encor, Seigneur ſi vous viuez, C’eſt ma ialouſe rage à qui vous le deuez.	Si vous régnez encor, Seigneur si vous vivez, C'est ma jalouse rage à qui vous le devez.
Vn vertueux remords n’a point touché mõ ame.	Un vertueux remords n'a point touché mon âme.
Pour perdre mon riual i’ay découuert ſa trame, Euphorbe vous a feint que ie m’eſtois noyé De crainte qu’apres moy vous n’euſſiez enuoyé?	Pour perdre mon rival j'ai découvert sa trame, Euphorbe vous a feint que ie m'étais noyé De crainte qu'après moi vous n'eussiez envoyé?
Ie voulois auoir lieu d’abuſer Æmilie, Effrayer ſon eſprit, la tirer d’Italie.	Je voulais avoir lieu d'abuser Æmilie, Effrayer son esprit, la tirer d'Italie.
Et penſois la reſoudre à cét enleuement Sous l’eſpoir du retour pour vanger ſon amant.	Et pensais la résoudre à cet enlèvement Sous l'espoir du retour pour venger son amant.
Mais au lieu de gouſter ces groſſieres amorces Sa vertu combatuë a redoublé ſes forces, Elle a leu dans mon cœur, vous ſçauez le ſurplus, Et ie vous en ferois des recits ſuperflus, Vous voyez le ſuccez de mon lâche artifice:	Mais au lieu de goûter ces grossières amorces Sa vertu combattue a redoublé ses forces, Elle a leu dans mon cœur, vous savez le surplus, Et quelque vous en ferais des récits superflus, Vous voyez le succès de mon lâche artifice:
Si pourtant quelque grace eſt deuë à mon indíce.	Si pourtant quelque grâce est due à mon indèce.
A vos bontez, Seigneur, i’en demanderay deux, Le ſupplice d’Euphorbe & ma mort à leurs yeux.	À vos bontés, Seigneur, j'en demanderai deux, Le supplice d'Euphorbe et ma mort à leurs yeux.
I’ay trahy mon amy, ma maiſt reſſe, mon maiſtreMa gloire, mon pays par l’aduis de ce traiſtre, lt cronay toutclois ihon oonneur Mnny Si ie puis m’en punir apres l’auoir puny.	J'ai trahi mon ami, ma maist resse, mon maîtreMa gloire, mon pays par l'avis de ce traître, lt crois toutclais éon ohonneur Mni Si tu puis m'en punir après l'auoir puni.
AVGVSTE.	AUGUSTE.
En eſt-ce aſſez, ô Ciel, & le ſort pour me nuîre A-t’il quelqu’vn des miens qu’il veuille encor ſeduire?	En est-ce assez, ô Ciel, et le sort pour me nuère A-t-il quelqu'un des miens qu'il veuille encor séduire?
Qu’il ioigne à ſes efforts le ſecours des Enfers, Ie ſuis maiſtre de moy comme de l’Vniuers:	Qu'il joigne à ses efforts le secours des Enfers, Je suis maître de moi comme de l'Univers:
Ie le ſuis, ie veux l’eſtre.	Je le suis, Seigneur veux l'être.
O ſiecles, ô Memdire, Conſeruez à iamais ma derniere victoire, Ie triomphe auiourd’huy du plus iuſte coufoux De qui le ſouuenir puiſſe aller iuſqu’à vous.	Ô siècles, ô Mémédire, Conservez à jamais ma dernière victoire, Je triomphe aujourd'hui du plus juste couffoux De qui le souvenir puisse aller jusqu'à vous.
Soyons amis, Cinna, c’eſt moy qui t’en conuie, Comme à mon ennemy ie t’ay donné la vié, Et malgré la fureur de ton lâche deſtin Ie te la donne encor comme à mon aſſaſſin:	Soyons amis, Cinna, c'est moi qui t'en convie, Comme à mon ennemi quelque t'ai donné la vié, Et malgré la fureur de ton lâche destin Je te la donne encor comme à mon assassin:
