NCTEVRS.	NCTEURS.
L’HEOPHILE.	L'HÉPHILE.
N'importe, cher Ami, va.	N'importe, cher Ami, va.
ATHEMODORE.	ATHÉMODORE.
1y vays.	1i vais.
THEOPHILE.	THÉOPHILE.
Haſte toy.	Hâte toi.
SCENE VI.	SCÈNE VI.
THEOPHILE ſeul.	THÉOPHILE seul.
Elas?	Élas?
aueugle Amour, helas!	aveugle Amour, hélas!
Amour iniuſte, TIQui n’as rien que le nom ni de doux ni d’auuſte, Où ſont allez les vœux que tantoſt ie t’ay faits?	Amour injuste, TIQui n'as rien que le nom ni de doux ni d'avuste, Où sont allez les vœux que tantôt quelque t'ai faits?
N’en doy-ie receuoir que ces triſtes effets?	N'en dois-je recevoir que ces tristes effets?
Dieu vain, Dieu dur, Dieu fier, Dieu ſans doute inflexible, Pourquoy me rendois-tu pour elle ſi ſenſible, Si tu ſiauois qu’enfin cette ieune beauté, Deuoit n'auoir pour moy qu’inſenſibiliré,	Dieu vain, Dieu dur, Dieu fier, Dieu sans doute inflexible, Pourquoi me rendais-tu pour elle si sensible, Si tu siavais qu'enfin cette jeune beauté, Deuait n'avoir pour moi qu'insensibiliré,
M	M
DOROTHRE TRAGEDIE, Et que l’impitoyable & violent Aprice Deuoit toucher ſon cœur auec tant d’iniuſtice?	DOROTHRE -TRAGÉDIE, Et que l'impitoyable et violent Aprice Deuait toucher son cœur auec tant d'injustice?
Ha!	Ha!
ſans doute ce Dieu venge ainſi par ſes yeux Le tort que i’auois fait pour eux à tous les Dieux.	sans doute ce Dieu venge ainsi par ses yeux Le tort que j'avais fait pour eux à tous les Dieux.
Ie flottois, i’heſitois & i’eſtois en balance, Si ie deuois tenir ou quitter leur creance.	Je flottais, j'hésitais et j'étais en balance, Si personne devais tenir ou quitter leur créance.
Elle auoit esbranlé mon eſprit amoureux, Ie diſputois enſemble & pour elle & pour eux.	Elle avait ébranlé mon esprit amoureux, Je disputais ensemble et pour elle et pour eux.
I'auois laſché le mot, i’auois donné parole, Par la bonté d’vne ame & peu ferme & peu molle;	J'avais lâché le mot, j'avais donné parole, Par la bonté d'une âme et peu ferme et peu molle;
Enfin m’ayant promis & des fleurs & du fruit, I'auois auſſi promis en ſa foy d’eſtre inſtruit.	Enfin m'ayant promis et des fleurs et du fruit, J'avais aussi promis en sa foi d'être instruit.
Mais helas!	Mais hélas!
cette iniuſte & legere Chreſtienne, Publie eſgalement ſa promeſſe & la mienne:	cette injuste et légère Chrétienne, Publie également sa promesse et la mienne:
Et ſoit qu'elle ait agi par crainte ou par amour, Nous ayant vû changer, elle change à ſon tour.	Et soit qu'elle ait agi par crainte ou par amour, Nous ayant vu changer, elle change à son tour.
Par vn euenement à croire difficile, Aprice dans ſon cœur ſurmonte Theophile, Et pour recompenſer ſa haine & ſa rigeur, Elle luy va donner l’empire de ce cœur.	Par un événement à croire difficile, Aprice dans son cœur surmonte Théophile, Et pour récompenser sa haine et sa rigeur, Elle lui va donner l'empire de ce cœur.
Amour, volage enfant, as-tu fait qu’elle change?	Amour, volage enfant, as-tu fait qu'elle change?
Grands Dieux!	Grands Dieux!
Auez-vous fait qu’ainſi ce Dieu vous venge?	Avez-vous fait qu'ainsi ce Dieu vous venge?
Et toy, Dieu des Chreſtiens par elle reueré, Pour eux contre toy meſme aurois-tu coniuré?	Et toi, Dieu des Chrétiens par elle révéré, Pour eux contre toi même aurais-tu conjuré?
Dieu des Chreſtiens, Grands Dieux, Amour, faut-il le croire?	Dieu des Chrétiens, Grands Dieux, Amour, faut-il le croire?
Ha!	Ha!
ſans doute il le faut, tout s’oppoſe à ma gloire, Les ſœurs & les ſoldats, les Enfans & les cieux, La maiſtreſſe & l’Ami, les Demons & les Dieux, Ie ne le croy que trop, mais aprenon l’encore.	sans doute il le faut, tout s'oppose à ma gloire, Les sœurs et les soldats, les Enfants et les cieux, La maîtresse et l'Ami, les Demons et les Dieux, Je ne le crois que trop, mais apprenon l'encore.
SCENE	SCÈNE
SCENE VII.	SCÈNE VII.
THEOPHILE.	THÉOPHILE.
ATHEMODORE.	ATHÉMODORE.
THEOPHILE.	THÉOPHILE.
E me deguiZe rien, dy, cher Athemodore.	E me déguise rien, dis, cher Athémodore.
NN Parle quel eſt mon ſort & celuy d’vn riual, Qui rauit tout mon bien, qui cauſe tout mon mal?	NN Parle quel est mon sort et celui d'un rival, Qui ravit tout mon bien, qui cause tout mon mal?
ATHEMODORE.	ATHÉMODORE.
deigmnrajetecententa	deigmnrajetecententa
THEOPHILE.	THÉOPHILE.
Ie ne puis.	Je ne puis.
ATHEMODORE.	ATHÉMODORE.
Ha!	Ha!
mon Maiſtre.	mon Maître.
Que vous aueZ pourtant vn grand ſuiet de l’eſtre!	Que vous avez pourtant un grand sujet de l'être!
Le cœur de Dorothée eſtoit trop genereux, Pour ſe laiſſer gaigner à ce bel Amoureux.	Le cœur de Dorothée était trop généreux, Pour se laisser gagner à ce bel Amoureux.
*.	*.
Ce cœur, ouy ce grand cœur qui vers le ciel aſpirt, En ſe ioüant du ſien, recherchoit le martyre Et comme i’arriuois dans ſon apartement, Elle railloit ainſi cet admirable Amant.	Ce cœur, oui ce grand cœur qui vers le ciel aspirt, En se jouant du sien, recherchait le martyre Et comme j'arrivais dans son appartement, Elle raillait ainsi cet admirable Amant.
Ie croy que vous venez, ô courageux Aprice!	Je crois que vous venez, ô courageux Aprice!
Pour receuoir le prix de voſtre long ſeruice.	Pour recevoir le prix de votre long service.
Sans doute voſtre ami vous en fait conceuoir, De ma part, par mon ordre un legitime eſpoir.	Sans doute votre ami vous en fait concevoir, De ma part, par mon ordre un légitime espoir.
Il ne faut pas tromper cette belle eſperance, Mon cœur de voſtre cœur ſera la recompenſe.	Il ne faut pas tromper cette belle espérance, Mon cœur de votre cœur sera la récompense.
Si c’eſt trop peu pour luy, vous auouërez pourtant Qu'en donnant ce qu’on peut on doit eſtre content.	Si c'est trop peu pour notre, vous avouerez pourtant Qu'en donnant ce qu'on peut on doit été content.
A DOROTHEE IRAGEDIE.	À DOROTHÉE IRAGEDIE.
Mais pour l’eſtre à ce prix ie ſuis vn peu trop vaine, Et ie veux vous offrir le preſent d’vne Reyne.	Mais pour l'être à ce prix Je suis un peu trop vaine, Et tu veux vous offrir le présent d'une Reine.
Ha!	Ha!
non, il faut encor quelque choſe de plus, Ie veux vous faire vn don qui ſoit bien au deſſus.	non, il faut encor quelque chose de plus, Je veux vous faire un don qui soit bien au dessus.
Ouy ouy, braue Prefet, le cœur de cette fille, Eſt bien tout ce qui reſte encor d’vne famille, Qui parmi ſes enfans peut conter pluſieurs Roix De qui tout ce païs releuoit autresfois.	Oui oui, brave Préfet, le cœur de cette fille, Est bien tout ce qui reste encor d'une famille, Qui parmi ses enfants peut conter plusieurs Roi De qui tout ce pays relevait autrefois.
Neantmoins ce ſecret ſçeu de peu de perſonnes, Ces ſupremes grandeurs, ces Thrones, ces Couronnes, Ne ſont point proprement ce qu’il faut eſtimer De plus puiſſant en luy pour vous le faire aimer.	Néanmoins ce secret su de peu de personnes, Ces suprêmes grandeurs, ces Thrones, ces Couronnes, Ne sont point proprement ce qu'il faut estimer De plus puissant en même pour vous le faire aimer.
Ce cœur à quelque choſe au deſſus de ces choſes, Qui ſont de ce qu’il vaut de trop legeres cauſes:	Ce cœur à quelque chose au dessus de ces choses, Qui sont de ce qu'il vaut de trop légères causes:
Le vray Dieu ſeul y regne au meſpris des faux Dieux.	Le vrai Dieu seul y règne au mépris des faux Dieux.
Et c’eſt cela, Seigneur, qui le rend precieux.	Et c'est cela, Seigneur, qui le rend précieux.
Uous donc qui conſeruez les cœurs de vos amantes.	Uous donc qui conservez les cœurs de vos amantes.
Auecque des ardeurs ſi douces, ſi charmantes;	Avec des ardeurs si douces, si charmantes;
Vous, dy-ie, qui ſçauez les enflammer ſi bien, Venez, venez enfin prendre & bruler le mien.	Vous, dis-je, qui savez les enflammer si bien, Venez, venez enfin prendre et brûler le mien.
Plein d’amour pour ſon Dieu, plein d’eſprit pous ſa gloire, Il ſera le beau fruit d’vne belle victoire.	Plein d'amour pour son Dieu, plein d'esprit pous sa gloire, Il sera le beau fruit d'une belle victoire.
Aprice alors ſurpris d’vne telle action, Et brulant de fureur plus que uufecrions Sans que rien le retienne & ſans que rien le touche, Iette flames & feux des yeux & de la bouche:	Apprice alors surpris d'une telle action, Et brûlant de fureur plus que ufecrions Sans que rien le retienne et sans que rien le touche, Jette flammes et feux des yeux et de la bouche:
Luy liure vn bien eſtrange & bien nouueau combat, Com nande qu’on rule où ce rand cœur luy bat.	Lui livre un bien étrange et bien nouveau combat, Com nande qu'on rule où ce rand cœur homme bat.
THEOPHILE.	THÉOPHILE.
O que ce que tu dis m'eſt & aoux e funeſte!	Ô que ce que tu dis m'est et aoux é funeste!
ATHEMODORE.	ATHÉMODORE.
Mais, Seigneur, le voicy, qui vous dira le reſie.	Mais, Seigneur, le voici, qui vous dira le résie.
SCENE VIII.	SCÈNE VIII.
APRICE.	APPRICE.
THEOPHILE.	THÉOPHILE.
ATHEMODORE.	ATHÉMODORE.
APRICE.	APPRICE.
Ourbe, laſche, méchant, eſprit double & ſans Eſt-ce ainſi que tantoſt tu te ioüois de moy?	Ourbe, lâche, méchant, esprit double et sans Est-ce ainsi que tantôt tu te jouais de moi?
Quoy, tu ne m’enuoyois vers ton indigne amante, Qe pour en recenoir one imare fangine , Ha!	Quoi, tu ne m'envoyais vers ton indigne amante, Qe pour en recenoir one ymare fangine , Ha!
c’eſt trop & qui rompt ainſi mon amitié, Ne doit plus eſperer ni grace ni pitié.	c'est trop et qui rompt ainsi mon amitié, Ne doit plus espérer ni grâce ni pitié.
THEOPHILE.	THÉOPHILE.
Crois-tu m'intimider auec cette menace?	Crois-tu m'intimider avec cette menace?
Non, ie n'eſpere point de pitié ni de grace.	Non, Seigneur n'espère point de pitié ni de grâce.
cuy, moy, fay muy evojer ue tome tu fureur, Agi d’vne maniere à donner de l’horreur.	celui, moi, fais mui évojer ue tome tu fureur, Agi d'une manière à donner de l'horreur.
Mais eſpargne du moins l’aimable Dorothée, Que noſtre double amour n’a que trop tourmentée.	Mais épargne du moins l'aimable Dorothée, Que notre double amour n'a que trop tourmentée.
APRICE.	APPRICE.
Elle vaut l’eſpargner:	Elle vaut l'épargner:
nous voicy dans la nuit Où tu dois auoir d’elle & des fleurs & du fruit.	nous voici dans la nuit Où tu dois avoir d'elle et des fleurs et du fruit.
Apreſte toy de voir cette bonne maiſtreſſe, S'acquitter enuers bien t'ſt te ſa promeſſe.	Apprête toi de voir cette bonne maîtresse, S'acquitter envers bien t'st te sa promesse.
THEOPHILE.	THÉOPHILE.
Ha!	Ha!
barbare, aurois-tu conceu quelque deſſein, Qui deuſt eſtre ce ſoir fatal à ce veau feia:	barbare, aurais-tu conçu quelque dessein, Qui dût été ce soir fatal à ce veau féia:
APRICE.	APPRICE.
Ce que i’ay deſia fait te déuroit bien apprendre, Ce qu’vn amãt ialoux peut contre elle entreprẽdre.	Ce que j'ai déjà fait te devrait bien apprendre, Ce qu'un amãt jaloux peut contre elle entreprendre.
Mais ç'en eſt fait peut eſtre.	Mais ç'en est fait peut être.
SCENE IX.	SCÈNE IX.
FLAVIEN.	FLAVIEN.
THEOPHILE.	THÉOPHILE.
APRICE.	APPRICE.
ATHEMODORE.	ATHÉMODORE.
FLAVIEN.	FLAVIEN.
Ohy Seigneur, c'en eſt fait.	Ohi Seigneur, c'en est fait.
Elle eſt morte?	Elle est morte?
APRICE.	APPRICE.
FLAVIEN.	FLAVIEN.
Elle eſi morte.	Elle esi morte.
THEOPHILE.	THÉOPHILE.
Elte eſt morte?	Élte est morte?
ô forfait!	ô forfait!
Ha Tyran!	Ha Tyran!
* Ha!	* Ha!
bourreau!	bourreau!
Quoy, Dorothée eſt morte?	Quoi, Dorothée est morte?
Pour ſupporter ce coup qu’elle ame eſt aſſeZ forte?	Pour supporter ce coup qu'elle âme est assez forte?
APRICE.	APPRICE.
Voila, voila le fruit de vos belles amours.	Voilà, voilà le fruit de vos belles amours.
THEOPHILE.	THÉOPHILE.
Ha!	Ha!
borne au moins ta rage, ayant borné tes iours.	borne au moins ta rage, ayant borné tes jours.
Plus que ſa vie au moins reſpecte ſa memoire, Et plus que ſa perſonne au moins aime ſa glotru	Plus que sa vie au moins respecte sa mémoire, Et plus que sa personne au moins aime sa glotru
APRICE	APRICE
APRICE.	APPRICE.
Sa gloire, ſa memoire eſt ſuiette aux malheurs, qi'ueſſeichent ce fruit, qui terniſſent ces fleurs.	Sa gloire, sa mémoire est suite aux malheurs, qi'uesseichent ce fruit, qui ternissent ces fleurs.
THEOPHILE.	THÉOPHILE.
Ha!	Ha!
ſur vn malheureux & ſur cette promeſſe, Cruel, n'inſulte plus ſans raiſon & ſans ceſſe.	sur un malheureux et sur cette promesse, Cruel, n'insulte plus sans raison et sans cesse.
CENE X.	CÈNE X.
THEOPHILE.	THÉOPHILE.
ELISE.	ÉLISE.
APRICE.	APPRICE.
FLAVIEN.	FLAVIEN.
ATHEMODORE.	ATHÉMODORE.
ThnOrihenne LLiſe, helas!	ThnOrihenne LLise, hélas!
icy quel deſſein vous conduit?	ici quel dessein vous conduit?
ELISE.	ÉLISE.
Celuy de vous offrir & ces fleurs & ces fruits:	Celui de vous offrir et ces fleurs et ces fruits:
Prenez les de la part de ma chere maiſtreſſe.	Prenez les de la part de ma chère maîtresse.
T.	T.
IImOMiH DHe S’acquitte-t'elle, Aprice, enfin de ſa promeſſe?	IImOMiH HE S'acquitte-t'-elle, Aprice, enfin de sa promesse?
Voy ces fleurs, voy ce fruit, & tien moy pour Chre-fleurs !	Vois ces fleurs, vois ce fruit, et tien moi pour Chre-fleurs !
ſtien.	stien.
APRICE.	APPRICE.
Quoy, des fleurs?	Quoi, des fleurs?
Quoy, du fruit?	Quoi, du fruit?
qu'eſt cecy.	qu'est ceci.
Flauien?	Flavien?
Vit-elle?	Vit-elle?
eſt-elle morte?	est-elle morte?
FLAVIEN.	FLAVIEN.
Elle a perdu la vie;	Elle a perdu la vie;
Mais vn moment deuant qu’elle luy fut rauie Vn enfant le plus beau qu’on puiſſe iamais voir, Suſpend le coup mortel qu’elle va receuoir,	Mais un moment devant qu'elle a fut ravie Un enfant le plus beau qu'on puisse jamais voir, Suspend le coup mortel qu'elle va recevoir,
Luy DOROIRES TRAGEDIE.	Lui DOROIRES TRAGÉDIE.
Luy donne ce preſent qu’elle prend auec ioye, Beniſſant hautement ſon Eſpoux qui l’enuoye.	Lui donne ce présent qu'elle prend avec joie, Bénissant hautement son Époux qui l'envoie.
Apres quoy cet enfant s'eſleuant dedans l’air, Diſparoit à nos yeux plus viſte qu'vn éclair.	Après quoi cet enfant s'élevant dedans l'air, Disparait à nos yeux plus vite qu'un éclair.
Dorothée à ce coup plus aize que ſurpriſe, Remet ce beau preſent entre les mains d’Eliſe, Auec ordre que d’elle il ne ſoit point remis, Qu'à Theophile ſeul auquel il eſt promis.	Dorothée à ce coup plus aize que surprise, Remet ce beau présent entre les mains d'Élise, Avec ordre que d'elle il ne soit point remis, Qu'à Théophile seul auquel il est promis.
Tendant le col en ſuitte à la fatale lame, Du corps elle ſepare & ſa teſte & ſon ame.	Tendant le col en suite à la fatale lame, Du corps elle sépare et sa tête et son âme.
Alors du Col coupé par vn eſtrange effet L’on voit i'aillir enſemble & du ſang & du lait;	Alors du Col coupé par un étrange effet L'on voit j'aillir ensemble et du sang et du lait;
Dont ie puis atteſter, qu’à dire bien les choſes, L’vn fait honte à ces lis, l’autre à ces belles roſes, A l’inſtant l’on entend des chants melodieux Meſlez à mille feux qui rempliſſent ces lieux;	Dont grands puis attester, qu'à dire bien les choses, L'un fait honte à ces lis, l'autre à ces belles roses, À l'instant l'on entend des chants mélodieux Mêlez à mille feux qui remplissent ces lieux;
Soit qu’vn ſi ſurprenant & ſi nouueau prodige Soit l’effet d’vn miracle ou bien d’vn faux preſtige.	Soit qu'un si surprenant et si nouveau prodige Soit l'effet d'un miracle ou bien d'H faux prestige.
THEOPHILE.	THÉOPHILE.
Quoy, ces fleurs?	Quoi, ces fleurs?
quoy, ces fruits, en cette aſpre ſaiſon, N'affermiſſent donc pas voſtre foible raiſon?	quoi, ces fruits, en cette âpre saison, N'affermissent donc pas votre faible raison?
Quoy, vous doutez encor apres tant de merueilles, Qui rauiſſent vos yeux, qui charment vos oreilles, Que le Dieu des Chreſtiens ne ſoit l’vnique Dien Que l’on doit reconnoiſtre en tout temps, en tout lieu?	Quoi, vous doutez encor après tant de merveilles, Qui ravissent vos yeux, qui charment vos oreilles, Que le Dieu des Chrétiens ne soit l'unique Dien Que l'on doit reconnaître en tout temps, en tout lieu?
Aprice, Flauien, Eliſe, Athemodore, Ha!	Apprice, Flavien, Élise, Athémodore, Ha!
ie le dis encor, c’eſt luy ſeul que i’adore:	ie Le dis encor, c'est lui seul que j'adore:
Et quand il me faudroit méme aller au trepas Pour preuue de cela, i’y courroit de ce pas.	Et quand il me faudrait même aller au trépas Pour preuve de cela, j'y courrait de ce pas.
APRICE.	APPRICE.
APRICE.	APPRICE.
Conts y dont, Mainsurenx.	Conts y dont, Mainsurenx.
ELISE.	ÉLISE.
& ATHEMODORE, Ha!	et ATHÉMODORE, Ha!
nous l’y voulons ſuiure, Et dedans noſtre mort noſtre foy faire viure.	nous l'y voulons suivre, Et dedans notre mort nôtre foi faire vivre.
