PAR MONSIEVR BORÉE,	PAR MONSIEUR BORE,
Chacun ioue ſon perſonnage, Le plus meſchant eſt le plus ſage, Le crime regne impunement, D’où vient parmy tant de miſere, Que tel penſe de voir ſon pere, Lequel ſe trompe lourdement.	Chacun joue son personnage, Le plus méchant est le plus sage, Le crime règne impunément, D'où vient parmi tant de misère, Que tel pense de voir son père, Lequel se trompe lourdement.
Le plus ſouuent la plus grand' beſte, Porte plus haut au Ciel la teſte, Et croit d’auoir quelque vertu:	Le plus souvent la plus grand bête, Porte plus haut au Ciel la tête, Et croit d'avoir quelque vertu:
Mais maintefois l’experience,	Mais maintefois l'expérience,
Qui deſcouure ſon ignorance, Deſcouure vn aſne reueſtu.	Qui découvre son ignorance, Découvre un Âne revêtu.
L’vn eſt ſuperbe comme Anthée, L’autre par effect vn Athée, On ne fut oncques ſi peruers:	L'un est superbe comme Anthée, L'autre par effet un Athée, On ne fut oncques si pervers:
Au grand vice, qui repullule, jajuuuon ouuer vn Hercule, Pour en repurger l’Vniuers.	Au grand vice, qui répullule, jajuon ouver un Hercule, Pour en repurger l'Univers.
Il ſemble que mille furies En des nouuelles barbaries Vueillent le monde conſumer:	Il semble que mille furies En des nouvelles barbaries Vueillent le monde consumer:
Et ſi tant de malice dure, Je croy que celuy qui l'endure, Ne tardera de l’abyſmer.	Et si tant de malice dure, Je crois que celui qui l'endure, Ne tardera de l'abîmer.
De iour en iour la perfidie Deuient plus grande & plus hardie On n’a plus crainte de la loy:	De jour en jour la perfidie Deuient plus grande et plus hardie On n'a plus crainte de la loi:
Dieulque faudra-t’il doncques faire, Si l’homme meſme s’eſt contraire, Et ne ſe garde plus de foy?	Dieulque faudra-t-il donc faire, Si l'homme même s'est contraire, Et ne se garde plus de foi?
Quoy que la mer ne ſoit qu’orage, Que le flot bondiſſe au riuage, Il faut iuſqu’aux Indes courir:	Quoi que la mer ne soit qu'orage, Que le flot bondisse au rivage, Il faut jusqu'aux Indes courir:
On ne cherche que d’eſtre riche, Et nous laiſſons noſtre ame en friche, Qui ſans ſecours s’en va mourir.	On ne cherche que d'être riche, Et nous laissons notre âme en friche, Qui sans secours s'en va mourir.
Le monde eſt vne Comedie:	Le monde est assez Comédie:
Mais plein de telle maladie, Qu’à peine il en pourra guerir:	Mais plein de telle maladie, Qu'à peine il en pourra guérir:
Elle eſt par tout le corps eſparſe:	Elle est par tout le corps éparse:
je croy quil va iouer ta jarje, Tant il eſt proche de perir.	je crois quil va jouer ta jarie, Tant il est proche de périr.
Amy, ſauuons-nous de bonne heure, Suyuons vne vie meilleure, Le temps paſſe inſenſiblement:	Ami, sauvons-nous de bonne heure, Suyuons ie ur meilleure, Le temps passe insensiblement:
Les ans s’enſuyuent comme l’onde, Celuy doit meſpriſer le monde, Qui veut viure eternellement.	Les ans s'ensuivent comme l'onde, Celui doit mépriser le monde, Qui veut vivre éternellement.
A MONSIEVR GRAMMON LE FILS, CONSEILLER A V Parlement de Toloſe,	À MONSIEUR GRAMON LE FILS, CONSEILLER A V Parlement de Tolose,
N’aguiere ton zele parfaict, Que i’ay veu long temps par effect, Te fit me plaindre en mon abſence:	N'aguière ton zèle parfait, Que j'ai vu long temps par effet, Te fit me plaindre en mon absence:
Mais c’eſt à tort, tu le ſçais bien, Puis qu’vne ſi longue preſence N’a peû iamais obtenir rien.	Mais c'est à tort, tu le sais bien, Puis qu'une si longue présence N'a pu jamais obtenir rien.
Je cognoy fort bien que mon vers Donne de mouuemens diuers A ton ame toute equitable:	Je connais fort bien que mon vers Donne de mouvements divers A ton âme toute équitable:
ODE.	ODE.
Oy, qui regrettes mon deſtin, TEt vas blaſmant le ſort mutin, De m’eſtre ainſi touſiours contraire, Reçoy ceſt offre de ma main, ue l'aydeire pourte planre, De te grauer deſſus l’airain.	Oi, qui regrettes mon destin, TEt vas blâmant le sort mutin, De m'être ainsi toujours contraire, Reçois cet offre de ma main, aient l'aideire pourte planre, De te graver dessus l'air.
roruιs iυrο faut ceuer au ſort,	rorus iυrο faut ceuer au sort,
Qui dans le ſiecle lamentable Re s'en veut prenure qu'uu plus ſort.	Qui dans le siècle lamentable Règne s'en veut prenure qu'u plus sort.
Tu l’as recogneu maintefois, Et lors que chantant les abois El les dernieres ſius du monde, Celuy qui deuoit rapporter Les truives ue mu pumue jetonde Se reſolut de s’abſenter.	Tu l'as reconnu maintfois, Et lors que chantant les abois Él les dernières sius du monde, Celui qui devait rapporter Les truives ue mu pumue jetonde Se résolut de s'absenter.
C’eſt acte qu’on ne peut louër Te fiſt à l’inſtant aduouër, Que des le iour qu’on vit Aſtrée J en retourner au Pirmumene, On ne vit onc vne contrée.	C'est acte qu'on ne peut louer Te fît à l'instant avouer, Que des le jour qu'on vit Astrée Y en retourner au Pirmumène, On ne vit onc une contrée.
Dedans vn tel aueuglement.	Dedans un tel aveuglement.
Depuis ce temps ie ne ſçay quoy T’a faict touſiours parler de moy, Torrte de dueil en ſouſpire, Qui repenſant aux doux accens Qu’a fait ſouuent ouyr ma lyre, En blaſme les cieux innocens	Depuis ce temps rien ne sais quoi T'a fait toujours parler de moi, Torrte de dueil en soupire, Qui repensant aux doux accents Qu'a fait souvent ouïr ma lyre, En blâme les cieux innocents
Uous	Uous
Uous ſeuls en fin pleins de ferueur, M’auez monſtré tant de faueur, Plaignant de mon ſort la malice, Qu'Apollon pour la publier M’a faict r’entrer dans ceſte lice, Que ie commençois d'oublier.	Uous seuls en fin pleins de ferveur, M'avez montré tant de faveur, Plaignant de mon sort la malice, Qu'Apollon pour la publier M'a fait rentrer dans cette lice, Se ie commençais d'oublier.
Tenez doncques pour aſſeuré, Que voſtre beau Nom reueré, Qui bruſle aſſez dedans vos veilles, Ira bien-toſt par l’Uniuers Annoncer vos rares merueilles Dans l’eternité de mes vers.	Tenez donc pour assuré, Que votre beau Nom révéré, Qui brûle assez dedans vos veilles, Ira bientôt par l'Univers Annoncer vos rares merveilles Dans l'éternité de mes vers.
A l’honneur de ſi vrays amis Les neuf Pucelles m'ont promis Vne plume ſi fortunée:	À l'honneur de si vrais amis Les neuf Pucelles m'ont promis Une plume si fortunée:
Que vous ne ſçauriez deſirer Celle qui renommoit Enée, Tant ie vous dois faire admirer.	Que vous ne sauriez désirer Celle qui renommait Enée, Tant tu vous dois faire admirer.
ADIEV AV PARNASSE DE TOLOSE ET A SES IVGES,	ADIEU AU PARNASSE DE -TOLOSE ET A SES IVGES,
ODE.	ODE.
Epuis qu’aux bords de vos fontaines DJe n'ay point eſpargné mes peines, I’ay veu dix fois l’alme Ceres, D'vne robbe blonde veſtuë, Et ſoudain apres eſtenduë, En meſme temps ſur vos guerets.	Epuis qu'aux bords de vos fontaines DJe n'ai point épargné mes peines, J'ai vue dix fois l'alme Ceres, D'une robe blonde vêtue, Et soudain après étendue, En même temps sur vos gués.
Jadis les troupes Argolides, Pour la ſœur des deux Tyndarides Combattirent autant de temps:	Jadis les troupes Argolides, Pour la sœur des deux Tindarides Combattirent autant de temps:
Mais en fin la ſuperbe Troye Pour recompenſe fut leur proye, Et s’en allerent fort contents.	Mais en fin la superbe Troie Pour récompense fut leur proie, Et s'en allèrent fort contents.
Jls eurent en fin leur Heleine, Qu’ils cherchoyent auec tant de peine:	Ils eurent en fin leur Heleine, Qu'ils cherchaient avec tant de peine:
Mais moy pourſuiuy du malheur, Apres vne ſi longue guerre, Ie m'en vay de voſtre parterre,	Mais moi poursui du malheur, Après une si longue guerre, Je m'en vais de votre parterre,
Cen N’en oſant attendre vne fleur.	Cen N'en osant attendre une fleur.
Ce n’eſt pas qu’vn labeur extreme Ne m’ait rendu mille fois bleſme Combattant ainſi qu’vn Lion:	Ce n'est pas qu'Han labeur extrême Ne m'ait rendu mille fois blême Combattant ainsi qu'un Lion:
Mais c’eſt que vos fleurs adorables Som mutjeplus imprenables, Que ne fut iamais llion.	Mais c'est que vos fleurs adorables Som mutjeplus imprenables, Que ne fut jamais lion.
Ces doctes & chaſtes pucelles, Qui donnent des fleurs immortelles, Me le mandent expreßement, Et ſe faſchent de voir mes veilles Charmer ſi long temps vos oreilles, Et que c’eſt touſiours vainement.	Ces doctes et chastes pucelles, Qui donnent des fleurs immortelles, Me le mandent exprement, Et se fâchent de voir mes veilles Charmer si long temps vos oreilles, Et que c'est toujours vainement.
Si ie m'en vay ſans recompence, C’eſt ſeulement par l’ignorance	Si ici m'en vais sans récompense, C'est seulement par l'ignorance
En fin i’ay ma courſe parfaicte, Il faut penſer à la retraicte, Et d’aller autre part ſonner:	En fin j'ai ma course parfaite, Il faut penser à la retraite, Et d'aller autre part sonner:
Les belles Filles de Memoire M’y feront auecque la gloire Quelque ſalaire moiſſonner.	Les belles Filles de Mémoire M'y feront auecque la gloire Quelque salaire moissonner.
De quelque louche iugement, Qui n'a iamais peû recognoiſtre, Que ie pouuoy faire paroiſtre, Queein ae enanter namtemeni.	De quelque louche jugement, Qui n'a jamais pu reconnaître, Que ie pouvais faire paraître, Queein ae enanter namtemeni.
Mais pourtant aux lieux plus eſtranges Je parleray de vos loüanges, Que i’iray touſiours adorant:	Mais pourtant aux lieux plus étranges Je parlerai de vos langes, Que j'irai toujours adorant:
Je n'en perdray iamais l’enuie:	Je n'en perdrai jamais l'envie:
Des ayuis ans vontems vie, Je les diray meſme mourant.	Des aiuis ans vontems vie, Je les dirai même mourant.
Mes forces long-temps mal cogneuës Les porteront iuſques aux nuës, Jnuitant les plus beaux esprits ¶nuu Cen te ſuinel lurnujse, Qui remarquans encor ma trace, Seront de merueilles espris.	Mes forces longtemps mal connues Les porteront jusques aux nues, Inuitant les plus beaux esprits énu Cen te suinel lurneuse, Qui remarquants encor ma trace, Seront de merveilles épris.
Qui viuront iuſqu’aux derniers aages, Et qui les rendront eſtonnez, Ne leur permettant pas de croire, –– Quoy qu'en rapporte la memoire, Qu’on ne les aye guerdonnez.	Qui vivront jusqu'aux derniers aages, Et qui les rendront étonnés, Ne leur permettant pas de croire, Quoi qu'en rapporte la mémoire, Qu'on ne les aie guerdonnez.
Adieu donc, Iuges equitables, En mille vertus admirables, Si ie n’ay pas eu le bon-heur D’auoir eu des fleurs de CLEMENCE, I’eſtime au moins qu’en recompence fe nomemdispuiſans honneur.	Adieu donc, Juges équitables, En mille vertus admirables, Siâme n'ai pas eu le bonheur D'avoir eu des fleurs de CLÉMENCE, J'estime au moins qu'en recompence se nomemdispuisans honneur.
ODE DE PALEMON SVR LES YEVX DE CLEONE,	ODE DE PALÉMON SUR LES YEUX DE CLEONE,
Eaux yeux, dont les rares clartez DVont captiuant mes libertez, Et me cauſent tant de martyre, Tourquey me fuites vounmdurr, Puis que i’honore voſtre Empire, Et vous couſte tant d’acquerir?	Eaux yeux, dont les rares clartés DUont captivant mes libertés, Et me causent tant de martyre, Tourquei me fuites vounmèdur, Puis que j'honore votre Empire, Et vous coûte tant d'acquérir?
Si vous n’auez point de remords De me liurer à mille morts, Dont vous auez trop la notice, Ie vous appelle en iugement:	Si vous n'avez point de remords De me livrer à mille morts, Dont vous avez trop la notice, Je vous appelle en jugement:
Ie croy qu’on me fera iuſtice demi vnjernat tralttement.	Je crois qu'on me fera justice demi unjernat tralttement.
Vous eſtes pires que voleurs, En m’accablant ſoubs les douleurs Uous-vous mocqués de ma miſere:	Vous êtes pires que voleurs, En m'accablant sous les douleurs Uous-vous moqués de ma misère:
Le Iuge deuſt auec raiſon Aux iujouo enia bo imeoiere, Vous confiner dans la priſon.	Le Juge dût toujours raison Aux jujouo enya bo imeoiere, Vous confiner dans la prison.
Mais ce n’eſt pas encor aſſez, Pour chaſtier les grands excez De voſtre flamme ſi feconde:	Mais ce n'est pas encor assez, Pour châtier les grands excès De votre flamme si fonde:
Cihejloijool doi puerter, Puis que vous bruſlez tout le monde, Il vous faudroit faire bruſler.	Cihejloijool doi puerter, Puis que vous brûlez tout le monde, Il vous faudrait faire brûler.
Il eſt vray, que lo ont imiomn, Qui vous cauſe tant de courroux, Et vous rend de ſi grands hommages, Preſerueroit d’vn ſi grand tort La plus belle de ſes images, Et vous garantiroit de mort.	Il est vrai, que lo ont imiomn, Qui vous cause tant de courroux, Et vous rend de si grands hommages, Preserverait d'un si grand tort La plus belle de ses images, Et vous garantirait de mort.
Que me faut-il donc eſperer, Sinon que ie dois endurer Tous les tourmens des plus coulpables?	Que me faut-il donc espérer, Sinon que ici dois endurer Tous les tourments des plus coulpables?
Iuſtes Dieux, oſtez-moy le iour, Ourundez mon cœur plus capable De ſupporter vn tel amour.	Justes Dieux, ôtez-moi le jour, Ouvrundez mon cœur plus capable De supporter un tel amour.
T IV	T IV
PRIVILEGE DV ROT.	PRIVILÈGE DU ROT.
OVYS par la grace de Dieu, Roy de LFrance & de Nauarre.	OUÏS par la grâce de Dieu, Roi de LFrance et de Navarre.
A nos amez & feaux Conſeilliers, les gens tenans nos Cours de Parlement, Baillifs, Seneſchaux, Preuoſts, ou leurs Lieutenans, & à tous nos autres Iuſticiers & Officiers qu’il appartiendra chacun en droict ſoy, Salut.	À nos âmez et féaux Conseilliers, les gens tenants nos Cours de Parlement, Baillifs, Sénéchaux, Prévôts, ou leurs Lieutenants, et à tous nos autres Justiciers et Officiers qu'il appartiendra chacun en droit soi, Salut.
Noſtre cher & bien amé Vincent de Cœurſilly, Marchand Libraire en noſtre ville de Lyon, nous a faict remonſtrer qu’il a recouuert vn liure intitulé Les Princes victorieux, Tragedies Françoiſes, par Monſieur Borée, lequel il deſireroit faire imprimer, s’il nous plaiſoit luy octroyer nos lettres à ce neceſſaires.	Notre cher et bien amé Vincent de Cœursilly, Marchand Libraire en notre ville de Lyon, nous a fait remontrer qu'il a recouvert un livre intitulé Les Princes victorieux, Tragédies Françaises, par Monsieur Borée, lequel il désirerait faire imprimer, s'il nous plaît lui octroyer nos lettres à ce nécessaires.
A ces cauſes, luy auons permis & octroyé, permettõs & octroyõs par ces preſentes, d’imprimer ou faire imprimer, vendre & diſtribuer par tout noſtre Royaume ledit liure, ſans qu’autre que luy ou ceux qui auront droit & pouuoir de luy, le puiſſe imprimer ou faire imprimer vendre ny diſtribuer, & ce durant le temps & terme de ſix ans, à compter du iour que ſera acheué d’imprimer faiſant deffences à tous Imprimeurs, & Libraires & autres perſonnes de quelque qualité & condition qu’ils ſoyent, de contrefaire ny imprimer ou faire imprimer, vendre ny diſtribuer pendant ledit temps, ledit liure ſans le conſentement dudit de Cœurſilly, à peine de trois mille liures d’amande, & confiſcations des exemplaires contrefaits & de tout deſpens dõmages & intereſts, reuoquant par ſes meſmes preſentes tous Priuileges qui pourront auoir eſté cy-deuant accordez pour l’impreſſion dudict liure, à la charge que ledit de Cœurſilly en mettra deux exemplaires dans, noſtre Bibliotheque publique.	À ces causes, nom avons permis et octroyé, permettõs et octroyés par ces présentes, d'imprimer ou faire imprimer, vendre et distribuer par tout notre Royaume ledit livre, sans qu'autre que lui ou ceux qui auront droit et pouvoir de lui, le puisse imprimer ou faire imprimer vendre Qui distribuer, et ce durant le temps et terme de six ans, à compter du jour que sera achevé d'imprimer faisant défenses à tous Imprimeurs, et Libraires et autres personnes de quelque qualité et condition qu'ils soient, de contrefaire ni imprimer ou faire imprimer, vendre ni distribuer pendant ledit temps, ledit liure sans le consentement dudit de Cœursilly, peine de trois mille liures ma, et confiscations des re contrefaits et de tout dépens dõmages et y, révoquant par ses m pr tous y qui pourront auoir esté cy-deuant accordez pour me dudict liure, la charge que ledit de Cœursilly en mettra deux exemplaires dans, nôtre Bibliotheque publique.
