AT.	AT.
O Dieux!	Ô Dieux!
le grand mal-heur.	le grand malheur.
Quels excés ne produit l’amour & la douleur?	Quels excès ne produit l'amour et la douleur?
ELISE.	ÉLISE.
Puis que ma trahiſon ores ét découuerte, Syracuſains, vengés deſſus moy vôtre perte, Exercés ſur ce corps, infame, & criminel	Puis que ma trahison ores est découverte, Syracusains, vengez -dessus moi votre perte, Exercès sur ce corps, infâme, et criminel
Tout	Tout
PALE	PALE
111	111
SILAIRE.	SILAIRE.
Mon pere, il n’y a rien où mon cœur ne ſe porte, En vous obeiſſant.	Mon père, il n'y a rien où mon cœur ne se porte, En vous obéissant.
YNE	YNE
GYNECIE.	GYNECIE.
Tant qu’ainſi tu viuras Deſſous nos volontés, heureuſe tu ſeras;	Tant qu'ainsi tu vivras Dessous nos volontés, heureuse tu seras;
Les Dieux n’aiment rien tant, comme l’obeyſſance Que l'enfant rend à ceus dont il tient la naißãce,	Les Dieux n'aiment rien tant, comme l'obéissance Que l'enfant rend à ceus dont il tient la naissãce,
PALEMON.	PALÉMON.
Il par Toy, s’il te reſte encor quelque rayon des feux, Tima Qui t’ont jadis brulé, prens l’objet de tes veux:	Il par Toi, s'il te reste encor quelque rayon des feux, Tima Qui t'ont jadis brulé, prends l'objet de tes veux:
Le Clel le venl hinjy, jes purens te teprent, Elle méme y conſent ſi tes ſens y aſpirent.	Le Clèle le venl hinjy, jes purents te prent, Elle même y consent si tes sens y aspirent.
TIMANDRE.	TIMANDRE.
Venerable vieillard, l’honneur de nôtre hameau, Que vôtre deſtin ſoit pour iamais long & beau, Que la Parque tou-jours file vôtre fuſee, Que Dieu donne à vos ans tou-jours la vie aiſee Pour loyer des jauenrs que te reçon de vons.	Venérable vieillard, l'honneur de notre hameau, Que votre destin soit pour jamais long et beau, Que la Parque toujours file votre fuse, Que Dieu donne à vos ans toujet la vie aise Pour loyer des jaurs que te reçon de vons.
Mais i'ay tort de parler autremant qu’à genous, Car vous étes mes Dieux.	Mais j'ai tort de parler autremant qu'à genous, Car vous êtes mes Dieux.
PALEMON, Prens garde, que ta ioye Ne te face offencer celuy qui te l’enuoye;	PALÉMON, Prends garde, que ta joie Ne te face offenser celui qui te l'envoie;
Rends ces honneurs aux Dieux, & n’idolatre pas Ceus qui ſont comme toy ſous la loy du trépas.	Rends ces honneurs aux Dieux, et n'idolâtre pas Ceus qui sont comme toi sous la loi du trépas.
TIMANDRE.	TIMANDRE.
Vous n'empecherés pas que ie ne vous reuere;	Vous n'empêcherez pas que ici ne vous révère;
1 ſe Et toy chere beauté, mon Ange tutelaire, Puis que le Ciel conſent apres tant de trauaux, Que ie voye en ce lieu la fin de tous mes maux;	1 se Et toi chère beauté, mon Ange tutélaire, Puis que le Ciel consent après tant de travaux, Que lui voie en ce lieu la fin de tous mes maux;
Pour preuue de la foy que tu dois à ma flâme.	Pour preuve de la foi que tu dois à ma flamme.
Donne Donne moy vn baiſer.	Donne Donne moi un baiser.
GYNECIE.	GYNECIE.
Car il et ton epous.	Car il et ton épous.
Fais, tu le peus ſans blâme,	Fais, tu le peux sans blâme,
SILAIRE.	SILAIRE.
Reçoy donc ce baiſer, Que ie ne te ſçaurois iuſtemant refuſer, Pour preuue que mon ame à ton deſir ſe range.	Reçois donc ce baiser, Que on ne te saurais justemant refuser, Pour preuve que mon âme à ton désir se range.
PALEMON.	PALÉMON.
Sus allons rẽdre aus Dieux l’honneur & la loüãge Et du bien, & au mat, qu'il leur plaït d’enuoyer ncentes que fouaten, sterx nomner teurs pens ployer.	Sus allons rendre aux Dieux l'honneur et la loüãge Et du bien, et au mat, qu'il leur plaît d'envoyer nentes que fouaten, sterx nomner teurs pens ployer.
Fin de la Paſtorale.	Fin de la Pastorale.
EPITAPHE DE CLEOGENE.	ÉPITAPHE DE CLÉGENE.
120 Y git vn Prince empoiſonné, i Qui auoit tant d’amour dans l’ame, Qu'il s'ét mourant imaginé, Que l’amour luy couppoit ſa trame:	120 Y gît un Prince empoisonné, y Qui avait tant d'amour dans l'âme, Qu'il s'est mourant imaginé, Que l'amour lui coupait sa trame:
Il le croyoit auec raiſon, Puis qu'Amour n'et que du poiſon.	Il le croyait avec raison, Puis qu'Amour n'et que du poison.
Ceßés de pleurer ſon deſtin:	Cessés de pleurer son destin:
Si ſes beaus iours dés le matin Ont veû terminer leur carriere;	Si ses beaus jours dès le matin Ont vu terminer leur carrière;
La Parque l’a fort obligé, Car ceſſant de voir la lumiere, al heeſe delre aiſtise.	La Parque l'a fort obligé, Car cessant de voir la lumière, al heese délé aitise.
P· Réponce de l’ombre de Cleogene à Clorante.	P Réponce de l'ombre de Cléogène à Clorante.
Oy qui dis que de cet Amant TLa fin par trop precipitee Ne doit pas étre regrettée, Tu t’abuſes bien lourdemant:	Oi qui dis que de cet Amant TLa fin par trop précipitée Ne doit pas être regrettée, Tu t'abuses bien lourdemant:
Lâs!	Lass!
en dépit des loix du ſort, Ses maux viuent apres ſa mort, Puis qu'Amour cauſe la ſouffrance;	en dépit des lois du sort, Ses maux vivent après sa mort, Puis qu'Amour cause la souffrance;
Car ſa mort digne de pitié, Fut la fin de ſon eſperancé, Et non pas de ſon amitié.	Car sa mort digne de pitié, Fut la fin de son espérancé, Et non pas de son amitié.
Exil Amoureux.	Exil Amoureux.
Ans ces montagnes ſourcilleuſes, D Qui ne virent iamais la nuit, Où les vents ne font point de bruit, Que dans des cauernes affreuſes, Philis par ton commandemant, I’ay choiſi mon banniſſemant Sur vn roc, d’où toute la terre Ne ſemble qu’vn point à mes yeux,	Ans ces montagnes sourcilleuses, D Qui ne virent jamais la nuit, Où les vents ne font point de bruit, Que dans des cavernes affreuses, Philis par ton commandemant, J'ai choisi mon bannissemant Sur un roc, d'où toute la terre Ne semble qu'un point à mes yeux,
116 Là tout le bien que ie pretens, C’ét que tu ne peus plus long temps Me faire viure ny me nuire.	116 Là tout le bien que ie pretens, C'est que tu ne pus plus longtemps plus Me faire vivre ni me nuire.
Quand la chaleur inſupportable De ce climat voiſin du feu, 3 Me contraint d’alleger vn peu La ſoifardante qui m'accable, Dedans le creux de mon chapeau Ie bois ſept ou huict gouttes d’eau, Que l’humidité de cét antre Fait couler inſenſib lemant:	Quand la chaleur insupportable De ce climat voisin du feu, 3 Me contraint d'alléger un peu La soifardante qui m'accable, Dedans le creux de mon chapeau Je bois sept ou huit gouttes d'eau, Que l'humidité de cet antre Fait couler insensib lemant:
Mais ce petit ſoulagemant Paſſe bien plus vite qu’il n’entre.	Mais ce petit soulagemant Passe bien plus vite qu'il n'entre.
Alors que du temps de nos Peres Le Ciel iuſtemant irrité, Pour punir leur brutalité Inonda les deux hemiſpheres;	Alors que du temps de nos Pères Le Ciel justemant irrité, Pour punir leur brutalité Inonda les deux hémisphères;
Ie croy, quoy qu'Quide ait centé, Que ce rocher inhabité, Fut le ſeul exempt de l’orage, Qu’attira leur rebellion, Et ſur lequel Deucalion Vint reparer l’humain lignage.	Je crois, quoi qu'Quide ait centé, Que ce rocher inhabité, Fut le seul exempt de l'orage, Qu'attira leur rébellion, Et sur lequel Deucalion Vint réparer l'humain lignage.
Deſſus ces croupes ſolitaires mn peus forte occupation C’ét de nourrir ma paſsion De ces penſees ordinaires:	Dessus ces croupes solitaires min peux forte occupation C'est de nourrir ma passion De ces pensées ordinaires:
Là ie contemple ta beauté Là ie blâme ta cruauté,	Là grande contemple ta beauté Là votre blâme ta cruauté,
Qui ne peut ſouffrir que ie t'ayme;	Qui ne peut souffrir que ainsi t'aime;
Là contre les Dieux innocans Dans l’excés du mal que ie ſens, Ma bouche de rage blaſpheme.	Là contre les Dieux innocants Dans l'excès du mal que tu sens, Ma bouche de rage blâme.
Dans le penſer de mes deſaſtres, Mon mal m'occupe tellemant, Que ie n'ay pas eu ſeulemant Loiſir de regardrr les Aſtres.	Dans le penser de mes désastres, Mon mal m'occupe tellemant, Que personne n'ai pas eu seulemant Loisir de regardr les Astres.
Ie n'ay iamais leué les yeux, Pour voir les mouuemans des Cieux, Ny les paſsions de la Lune:	Je n'ai jamais lué les yeux, Pour voir les mouvemants des Cieux, Ni les passions de la Lune:
Philis qui n'as point de pitié, Conſidere où mon amitié A peû conduire ma fortune.	Philis qui n'as point de pitié, Considère où mon amitié A tu conduire ma fortune.
Nulle occaſion opportune Ne m'a offert vn meſſager, Qui ſe voulût mettre en danger, D'auoir de toy méme fortune;	Nulle occasion opportune Ne m'a offert un messager, Qui se voulut mettre en danger, D'avoir de toi même fortune;
Tous, autant que celle des Dieux, Craignent la foudre de tes yeux:	Tous, autant que celle des Dieux, Craignent la foudre de tes yeux:
Le ſeul oïſeau, qui peut ſans crainte Approcher ſes yeux du Soleil, M’a promis ſans craindre ton œil, De te faire voir cette plainte.	Le seul oïseau, qui peut sans crainte Approcher ses yeux du Soleil, M'a promis sans craindre ton œil, De te faire voir cette plainte.
Sur ce roc loing de ta preſance, Et de la conſolation, Qu'à ma trop longue affliction Pourroit apporter l’eſperance, Pâle, ſec, & defiguré	Sur ce roc loing de ta presance, Et de la consolation, Qu'à ma trop longue affliction Pour apporter l'espérance, Pâle, sec, et défiguré
Solitude.	Solitude.
NOn Dieu, que ce bois ſolitaire N A des charmes qui ſont puïſſans;	NOn Dieu, que ce bois solitaire N A des charmes qui sont puissants;
Contre les flâmes que ie ſens, Que ſa fraicheur m'ét neceſſaires?	Contre les flammes que ici sens, Que sa fraîcheur m'est nécessaires?
Icy tes beaus yeux ſeulemant, Silaire cauſent mon tourmant.	Ici tes beaus yeux seulemant, Silaire causent mon tourmant.
Icy la paix, & le ſilance Dans des lieus cachés au Soleil, Dreſſent des autels au ſommeil Loing de l’humaine violance, Où tous les ennemis du bruit, Ioüiſſent d’vne douce nuit.	Ici la paix, et le silance Dans des lieus cachés au Soleil, Dressent des autels au sommeil Loing de l'humaine violance, Où tous les ennemis du bruit, Jouissent d'une douce nuit.
Icy les chants de Philomelle, Qui ſe va plaignant du deſtin, Seruent de reueille-matin, Si tôt que le iour renouuelle:	Ici les chants de Philomèle, Qui se va plaignant du destin, Servent de réveille-matin, Si tôt que le jour renouvelle:
Elle y ſouſpire inceſſammant L’inſolence de ſon amant.	Elle y soupire incessammant L'insolence de son amant.
Dans des lieux retirés & ſombres, Sous des arbres voiſins des Cieux, Par le commandemant des Dieux, Le Soleil reſpecte les ombres,	Dans des lieux retirés et sombres, Sous des arbres voisins des Cieux, Par le commandemant des Dieux, Le Soleil respecte les ombres,
Et ne donne de ſa clarté, Que ſelon nôtre volonté.	Et ne donne de sa clarté, Que selon notre volonté.
Là dedans on voit vn bocage, Tout de myrthes & de lauriers, Dont les Amans ny les guerriers, N'ont point couronné leur image.	Là dedans on voit un bocage, Tout de myrthes et de lauriers, Dont les Amants ni les guerriers, N'ont point couronné leur image.
C’ét là que le petit Amour Careſſe Pſyché nuit & iour.	C'est là que le petit Amour Caresse Psyché nuit et jour.
Au plüs épais de cet ombrage S'éleue vn Autel de gazon, où le deuoir & la raiſon Viennent rendre à l’Amour hommage, Et encenſent ſa Deïté De ſermans de fidelité.	Au plüs épais de cet ombrage S'éleue un Autel de gazon, où le devoir et la raison Viennent rendre à l'Amour hommage, Et encensent sa Dé De sermands de fidélité.
Là tout contre ét vne Chapelle, Où l’on n'entre point libremant, Que l’on n'ait preté le ſermant, D'auoir tou-jours l’ame fidelle, Et iuré d’obſeruer les lois, Que l’amour a fait dans ces bois.	Là tout contre ét une Chapelle, Où l'on n'entre point libremant, Que l'on n'ait prêté le sermant, D'avoir tou-jours l'âme fidèle, Et juré d'observer les lois, Que l'amour a fait dans ces bois.
Deux Cupidons couuers de flâmes, Sans ailes, ſans arc, & ſans yeux, Comme gardes de ces ſaints lieux, Repouſſent les volagés ames, Et puniſſent ſeuerémunt L’infidelité d’vn amant.	Deux Cupidons couvert de flammes, Sans ailes, sans arc, et sans yeux, Comme gardes de ces saints lieux, Repoussent les volagés ames, Et punissent seuerémunt L'infidélité d'Hannant.
Les murs de ce ſacré-ſaint Temple Ne furent iamais tapiſsés,	Les murs de ce sacré-saint Temple Ne furent jamais tapissés,
Où l’on voit pour ſeruir d’exemple, Les loyers, & les châtimans Des vrais, ou des traîtres amans.	Où l'on voit pour servir d'exemple, Les loyers, et les châtimans Des vrais, ou des traîtres amants.
Là ſur le ſein de ſa Bergere Celadon ſaoule ſon deſir, Là le ſommeil, & le plaiſir Sillent doucemant ſa paupiere:	Là sur le sein de sa Bergère Céladon saoule son désir, Là le sommeil, et le plaisir Sillent doucemant sa paupière:
Elle qui le voit endormi Ne l’oſe baiſer qu’à demi.	Elle qui le voit endormi Ne l'ose baiser qu'à demi.
Tout aupres le traître Theſee, Eſt arrété dans les enfers, Où Minos le condamne aux fers, Pour venger ſa fille abuſee, Qui luy reproche inceſſammant, Qu'il a violé ſon ſermant.	Tout auprès le traître Thesee, Est arrêté dans les enfers, Où Minos le condamne aux fers, Pour venger sa fille abuse, Qui lui reproche incessammant, Qu'il a violé son sermant.
L’Amour prononce ſes Oracles Tout au fonds de ce ſacré lieu, Dedans vn antre ou ce grand Dieu Fait tous les iours mille miracles, En cet endroit regne la nuit, Et le iour n’y a iamais luït.	L'Amour prononce ses Oracles Tout au fond de ce sacré lieu, Dedans un antre ou ce grand Dieu Fait tous les jours mille miracles, En cet endroit règne la nuit, Et le jour n'y a jamais luit.
Là tous les iours auec Syluie I’inuoque ſa diuinité, Qui promet vne eternité A la douceur de nôtre vie, C’ét là qu’auecque nos deſirs Renaiſſent nos plus dous plaiſirs, Mon Dieu que ce bois ſolitaire A des charmes qui ſont puiſſans, Contre les flâmes que ie ſens, Que ſa fraîcheur m'ét neceſſaire.	Là tous les jours avec Syluie J'invoque sa divinité, Qui promet eternité A la douceur de notre vie, C'est là qu'avec nos désirs Renaissent nos plus dous plaisirs, Mon Dieu que ce bois solitaire A des charmes qui sont puissants, Contre les flammes que ie tu, Que sa fraîcheur m'ét necessaire.
Icy tes beaux yeux ſeulemant, Syluie, cauſent mon tourmant.	Ici tes beaux yeux seulemant, Syluie, causent mon tourmant.
Le	Le
Et ie goûtois trop de douceurs, Pour me défier de ma gloire:	Et ici goûtais trop de douceurs, Pour me défier de ma gloire:
Dedans cette felicité Vne orgueilleuſe vanité M’enfloit tellemant le courage, Que ie ne croyois nullemant Qu'il fût au pouuoir de l’orage.	Dedans cette félicité orgueilleuse vanité M'enflait tellemant le courage, Que Ne ne croyais nullemant Qu'il fût au pouvoir de l'orage.
