TAVTE DETI MERMET	TAUTE DETI MERMET
Il n’eſt point ſuſpendu, ſans doute, entre vous deux, Et rien n’eſt ſi toſt fait que le choix de nos vœux, Mais ie ſouffre, à vray dire, vne geſne trop forte, A prononcer en face, vn aueu de la forte, Ie trouue que ces Mots, qui ſont deſobligeans, Ne ſe doiuent point dire en preſence des Gens:	Il n'est point suspendu, sans doute, entre vous deux, Et rien n'est si tôt fait que le choix de nos vœux, Mais ainsi souffre, à vrai dire, une gêne trop forte, A prononcer en face, un aveu de la forte, Je trouve que ces Mots, qui sont desobligeans, Ne se doivent point dire en présence des Gens:
Ou’vn cœur, de ſon Pẽchant dõne aſſez de lumiere, Sans qu’on nous faſſe aller, iuſqu’à rõpre en viſiere, Et qu’irraint, ein, que de plus doux temoins Inſtruiſent vn Amant, du malheur de ſes ſoins.	Ou'un cœur, de son Pẽchant dõne assez de lumière, Sans qu'on nous fasse aller, jusqu'à ronpre en visière, Et qu'irraint, , que de plus doux témoins Instruisent un Amant, du malheur de ses soins.
ORONTE.	ORONTE.
Non, non, vn franc Aueu n’a rien que i’aprehende l’y conſens pour ma part.	Non, non, un franc Aueu n'a rien que j'appréhende l'y consens pour ma part.
ALCESTE.	ALCESTE.
Et moy ie le demande;	Et moi ici le demande;
C’eſt ſon éclat, ſur tout, qu’icy i’oſe exiger, Et ie ne pretens point, vous voir rien menager.	C'est son éclat, sur tout, qu'ici j'ose exiger, Et personne ne prétends point, vous voir rien ménager.
Conſeruer tout le monde, eſt voſtre grande étude.	Conserver tout le monde, est votre grande étude.
Mais plus d’amuſement, & plus d’incertitude;	Mais plus d'amusement, et plus d'incertitude;
Il faut vous expliquer, nettement, là deſſus, Ou bien, pour vn Arreſt, ie prens voſtre refus Ie ſçauray de ma part, expliquer ce ſilence, Et me cienldray peur me, tout le mai que i’en penſe	Il faut vous expliquer, nettement, là -dessus, Ou bien, pour un Arrêt, a ppens votre refus Je saurai de ma part, expliquer ce silence, Et me ciendrai peur me, tout le mai que j'en pense
ORONTE.	ORONTE.
Ie vous ſçay fort bon gré, Monſieur, de ce courroux, Et ie luy dis, icy, meſme choſe que vous.	Je vous sais fort bon gré, Monsieur, de ce courroux, Et ie tu sens, ici, même chose que vous.
CELIMENE.	CELIMENE.
Que vous me fatiguez auec vn tel caprice!	Que vous me fatiguez après un tel caprice!
Ce que vous demandez, a-t’il de la iuſtice, Et ne vous dis-ie pas quel motif me retient ?	Ce que vous demandez, a-t-il de la justice, Et ne vous dis-je pas quel motif me retient ?
I’en vais prendre pour Iuge, eliante qui vient.	J'en vais prendre pour Juge, elleiante qui vient.
SCENE III.	SCÈNE III.
ERANTE, PHILINTE, CELIMENE, ONONTE , ALCESIL.	ERANTE, PHILINTE, CELIMENE, ONONTE , ALCESIL.
CELIMENE.	CELIMENE.
E me vois, ma Couſine, icy, perſecutée, IPar des Gens dont l’humeur y paroit concertée, Ils veulent l’vn, & l’autre, avec meſme chaleur, Que ie pronõce, entr’eux, le chois que fait mõ cœur, Et que par vn Arreſt qu’en Face il me raut rendre, Ie defende à l’vn d’eux, tous les ſoins qu’il faut prenDites-moy ſi iamais, cela ſe fait ainſi?	E me vois, ma Cousine, ici, persécutée, IPar des Gens dont l'humeur y parait concertée, Ils veulent l'un, et l'autre, avec même chaleur, Que ainsi pronõce, entr'eux, le chois que fait mo cœur, Et que par un Arrêt qu'en Face il me raut rendre, Je défende à l'un d'eux, tous les soins qu'il faut prenDites-moi si jamais, cela se fait ainsi?
dre	dre
ELIANTE.	ÉLIANTE.
N’allez point, là deſſus, me eonſulter icy;	N'allez point, là dessus, me évonsulter ici;
reue citiciy poursien tous emte inuraireſſee, Et ie ſuis pour les Gens qui diſent leur penſée,	réve citici poursien tous emte inurairesse, Et je suis pour les Gens qui disent leur pensée,
ORONIE.	ORONIE.
Madame, c’eſt en vain que vous vous defendez.	Madame, c'est en vain que vous vous défendez.
ALCESIE.	ÀLCESIE.
rous vos Détours, icy, ſeront mal ſecondez.	rous vos Détours, ici, seront mal secondez.
ORONTE.	ORONTE.
As rauty ir raut purei, d iaener la varance.	As rauti ir raut pure, d' iaener la varance.
ALCESTE.	ALCESTE.
Il ne faut que pourſuiure à garder le Silence.	Il ne faut que poursuivre à garder le Silence.
ORONTE.	ORONTE.
Ie ne veux qu’vn ſeul Mot, pour finir nos debats.	Je ne veux qu'un seul Mot, pour finir nos débats.
CELIMENE.	CELIMENE.
nt moy, ie vous entens, ſi vous ne parlez pas.	nt moi, je vous entends, si vous ne parlez pas.
G iij	G jijà
SCENE DERNIERE.	SCÈNE DERNIÈRE.
ACASTE, CLITANDRE, ARSINOE', ACHHGRORIE, CELIMENE, ALCESIE.	ACASTE, CLITANDRE, ARSINONE', ACHGRORIE, CÉLIMENE, ALCESIE.
ACASTE.	ACACSTE.
Adame, nous venons, tous deux, ſans vous déAVT plaire.	Adame, nous venons, tous deux, sans vous déAVT plaire.
Eclaircir, auec vous vne petite Affaire,	Éclaircir, avec vous une petite Affaire,
CLTIANDRE.	CLTIANDRE.
Fort à propos, Meſſieurs, vous vous trouuez icy, Et vous eſtez meſlez dans cette Affaire, auſſi.	Fort à propos, Messieurs, vous vous trouvez ici, Et vous estez mêlez dans cette Affaire, aussi.
ARSINOE'.	ARSINOE.
Madame, vous ſerez ſurpriſe de ma veuë, Mais ce ſont ces Meſſieurs qui cauſent ma venuë rous deux ils m’ont trouuée, & ſe ſont plaints à moy, D’vn trait, à qui mon cœur ne ſçauroit preſter foy, I’ay du fonds de voſtre Ame, vne trop haute eſtime, Pour vous croire, iamais, capable d’vn tel crime, Mes yeux ont dementy leurs témoins les plus forts:	Madame, vous serez surprise de ma vue, Mais ce sont ces Messieurs qui causent ma venue rous deux ils m'ont trouvée, et se sont plaints à moi, D'un trait, à qui mon cœur ne saurait prêter foi, J'ai du fond de votre Âme, une trop haute estime, Pour vous croire, jamais, capable d'un tel crime, Mes yeux ont démenti leurs témoins les plus forts:
Et l’Amitié paſſant ſur de petits diſcords, I’ay bien voulu, chez vous, leur faire compagnie, Pour vous von vous lauer de cette Curomnic.	Et l'Amitié passant sur de petits discords, J'ai bien voulu, chez vous, leur faire compagnie, Pour vous von vous lauer de cette Curomnic.
ACASTE.	ACACSTE.
Ouy, Madame, voyons, d’vn eſprit adoucy, Comment vous vous prendrez, à ſouſtenir cecy?	Oui, Madame, voyons, d'un esprit adouci, Comment vous vous prendrez, à soutenir ceci?
Cette Lettre, par vous, eſt écrite à Clitandre?	Cette Lettre, par vous, est écrite à Clitandre?
CLITANDRE.	CLITANDRE.
Vous auez, pour Acaſte, eſcrit ce billet tendre?	Vous avez, pour Acaste, écrit ce billet tendre?
ACASTE.	ACACSTE.
Meſſieurs, ces rraits, pour vous, n’ont point d’obſcuEt ie ne doute pas que ſa ciuilité, (rité, A connoiſtre ſa main, n’ait trop ſçeu vous inſtruire:	Messieurs, ces rés, pour vous, n'ont point d'obscuEt toujours ne doute pas que sa civilité, (rité, A connaître sa main, n'ait trop su vous instruire:
Mais cecy vaut, aſſez la peine de le lire.	Mais ceci vaut, assez la peine de le lire.
JOus eſtes vn eſtrange Homme, de condamner mon V enjeûment, & de me reprocher que ie n’ay iamais, tant de joye, que lors que ie ne ſuis pas auec vous.	JOus êtes un étrange Homme, de condamner mon V enjeûment, et de me reprocher que ici n'ai jamais, tant de joie, que lorsque lorsque je ne suis pas avec vous.
Il n’y a rien de plus iniuſte, & ſi vous ne venez bien viſte me demander pardon de cette Offence, ie ne vous la pardonneray de ma vie.	Il n'y a rien de plus injuste, et si vous ne venez bien vite me demander pardon de cette Offense, Seigneur ne vous la pardonnerai de ma vie.
Noſtre grand Flandrin de Vicomte.	Notre grand Flandrin de Vicomte.
Il deuroit eſtre icy,	Il devrait être ici,
Noſtre grand Flandrain de Vicomte, par qui veus commencez vos plaintes, eſt vn homme qui ne ſçauroit me reuenir;	Notre grand Flandrain de Vicomte, par qui veux commencez vos plaintes, est un homme qui ne saurait me revenir;
& puiſque ie l’ay veu trois quarts u neure auraut, cruener uans on Puits, pour faire des Ronds, ie n’ay pû iamais, prendre bonne opinion de luy.	et puisque ici l'ai vu trois quarts u neure auraut, cruener ans on Puits, pour faire des Rond, ie n'ai pu jamais, prendre bonne opinion de Seigneur.
Pour le petit Marquis.	Pour le petit Marquis.
C’eſt moy-meſme, Meſſieurs, ſans nulle vanité.	C'est moi-même, Messieurs, sans nulle vanité.
Pour le petit Marquis, qui me uint njerttung-temps la main, ie trouue, qu’il n’y a rien de ſi mince que toute ſa Perſonne;	Pour le petit Marquis, qui me uint néjerttung-temps la main, ie trouue, qu'il n'y a rien de si mince que toute sa Personne;
& ce ſont de ces Merites qui n’ont que la Cape & l’Epée.	et ce sont de ces Mérites qui n'ont que la Cape et l'Épée.
Pour l’Homme aux Ruhans verts.	Pour l'Homme aux Ruhans verts.
A vous le Dé, Monſieur.	À vous le Dé, Monsieur.
Pour l’Homme aux Rubans verts, il me diuertit quel quefois, avec ſes bruſqueries, & ſon chagrin bourru;	Pour l'Homme aux Rubans verts, il me divertit quel quefois, avec ses brusqueries, et son chagrin bourru;
mais il est cent moment, où ie le trouue le plus fâcheux du Monde.	mais il est cent moment, où ils le trouve le plus fâcheux du Monde.
Et pour l’Homme à la Veſte.	Et pour l'Homme à la Vête.
noney domde pu juct.	nonei domde pu juct.
Et pour l'Homme à la Veſte, qui s’eſt ietté dans le bel Esprit, & veut eſtre Autheur malgré tout le Monde, Ie ne puis me donner la peine d’écouter ce qu’il dit;	Et pour l'Homme à la Vête, qui s'est jeté dans le bel Esprit, et veut être Auteur malgré tout le Monde, Je ne puis me donner la peine d'écouter ce qu'il dit;
& ſa Proſe me fatigue autant que ſes Vers.	et sa Prose me fatigue autant que ses Vers.
Mettezvous, donc, en teſte, que ie ne me diuertis pas touſiours ſi bien que vous penſés;	Mettezvous, donc, en tête, que personne ne me divertis pas toujours si bien que vous pensez;
que ie vous trouue à dire plus que ie ne voudrois, dans toute les Parties où l’on memmjue roque cej ommerveilleux aſſeiſonnement aux Plaiſirs qu’on gouſte, que la preſente des Gens qu’on aime.	que ici vous trouve à dire plus que sans ne voudrais, dans toute les Parties où l'on memmjue roque ce ommerveilleux asseisonnement aux Plaisirs qu'on goûte, que la présente des Gens qu'on aime.
CLITANDRE.	CLITANDRE.
Me Voicy maintenant, moy.	Me Voici maintenant, moi.
Voſtre Clitandre, dont vous me parlez, & qui fait tant le doucereux, eſt le dernier des Hommes pour qui i’aurois de l’amitié.	Votre Clitandre, dont vous me parlez, et qui fait tant le doucereux, est le dernier des Hommes pour qui j'aurais de l'amitié.
Il eſt extrauagant de ſe perſuader qu’on l’aime;	Il est extravagant de se persuader qu'on l'aime;
& vous l’eſtes, de croire qu’on ne vous uune pus.	et vous l'êtes, de croire qu'on ne vous uune pus.
Onuigen;	Onuigen;
poi epie haiſonnable, vos Sentimens contre les ſiens;	poi eye haisonnable, vos Sentiments contre les siens;
& voyez-moy le plus que vous pourrez, pour m’aider à porter le chagrin d’en eſtre obſedée.	et voyez-moi le plus que vous pourrez, pour m'aider à porter le chagrin d'en être obsedée.
D’vn fort beau caractere, on voit là, le Modele, Madame, & vous ſçauez comment cela s’appelle?	D'un fort beau caractère, on voit là, le Modèle, Madame, et vous savez comment cela s'appelle?
Il ſuffit, nous allons l’vn, & l’autre, en tous lieu Mentrer, de voſtre cœur, le Portrait glorieux,	Il suffit, nous allons l'autre, et l'autre, en tous lieu Mentrer, de votre cœur, le Portrait glorieux,
ACASTE.	ACACSTE.
I'aurois dequoy vous dire, & belle eſt la matiere, Mais ie ne vous tiens pas digne de ma colere;	J'aurais dequoy vous dire, et belle est la matière, Mais tu ne vous tiens pas digne de ma colère;
Et ie vous feray voir, que les petits Marquis Ont, pour ſe conſoler, des cœurs du plus haut prix	Et ici vous ferai voir, que les petits Marquis Ont, pour se consoler, des cœurs du plus haut prix
ORONTE.	ORONTE.
Quoy!	Quoi!
de cette façon ie voy qu’on me déchire, Apres tout ce qu’a moy, ie vous ay veu m’écrire:	de cette façon je vois qu'on me déchire, Après tout ce qu'a moi, toujours vous ai vu m'écrire:
Et voſtre cœur paré de beaux Semblans d’Amour.	Et votre cœur paré de beaux Semblants d'Amour.
A tout le Genre Humain ſe promet tour à tour !	À tout le Genre Humain se promet tour à tour !
Allez, i’eſtois trop Dupe, & ie vais ne plus l’eſtre.	Allez, j'étais trop Dupe, et notre vais ne plus l'être.
Vous me faites vn Bien, me faiſant vous conneſtre;	Vous me faites un Bien, me faisant vous connaître;
I’y profite d’vn cœur, qu’ainſi vous me rendez, Et trouue ma vengeance, en ce que vous perdez.	J'y profite d' cœur, qu'ainsi vous me rendez, Et trouve ma vengeance, en ce que vous perdez.
a Ateeſte.	a Atetete.
Monſieur ie ne fais plus d’obſtacle à voſtre flame, Et vous pouuez conclure Affaire auec Madame.	Monsieur ie ne fais plus d'obstacle à votre flamme, Et vous pouvez conclure Affaire avec Madame.
RSINOE'.	RSINOE'.
Certes, voila le Trait du monde le plus noir, Ie ne m’en ſçaurois taire, & me ſens émouuoir, Void-on des Procedez qui ſpſent pareils aux voſtres?	Certes, voilà le Trait du monde le plus noir, Je ne m'en saurais taire, et me sens émouvoir, Void-on des Procédés qui spsent pareils aux vôtres?
Ie ne prens point de part aux intereſts des autres:	Je ne prends point de part aux intérêts des autres:
mais Mionſleur, que, cuez vous, ſixoit voſſre bonneur Vn Homme, comme luy, de merite, & d’honneur, Et qui vous cheriſſoit auec idolartie, Deuoit-il.	mais Mionsleur, que, cuez vous, sixait vossre bonneur Venn Homme, comme lui, de mérite, et d'honneur, Et qui vous chérissait ici idolartie, Deuait-il.
ALCESTE.	ALCESTE.
Laiſſez moy, Madame, ievous prie, Veider mes intereſts, moy meſtre, là deſias, Et ne vous chargez point de ces Goius ſuperflus Mon cœur a beau vous vois prédre ley la querelle, Il n’eſt point en eſtat de poyer ce grardacle;	Laissez moi, Madame, votre prie, Veider mes intérêts, moi mestre, là desias, Et ne vous chargez point de ces Goivus superflus Mon cœur a beau vous vois prédre ley la querelle, Il n'est point en état de poyer ce grardacle;
Et ce n’eſt pas à vous, que ie poutcay ſonper, 8i, par vn autie chois, ie clerche à me venger.	Et ce n'est pas à vous, que ici poutcai sonper, 8i, par un autie chois, toujours clerche à me venger.
ARSINOE'.	ARSINOE.
Héleroyez vous, Monſieur, qu’on ait cette penſée, Et que, de vous auoir, on ſoit tant empreſſée?	Héleroyez -vous, Monsieur, qu'on ait cette pensée, Et que, de vous avoir, on soit tant empressée?
Ie vous trouue vn Eſprit bien plein de vanité.	Je vous trouve un Esprit bien plein de vanité.
Si, de cette créance, il peut s’eſtre flaté:	Si, de cette créance, il peut s'être flatté:
Le Rebut de Madame, eſt vne Marchandiſe, Dont on auroit grand tort d’eſtre ſi fort épriſe.	Le Rebut de Madame, est une Marchandise, Dont on aurait grand tort d'être si fort éprise.
Détrompez-vous, de grace, & portez le moins haut Ce ne sõt pas des gens, comme moy, qu’il vous faut;	Détrompez-vous, de grâce, et portez le moins haut Ce ne saut pas des gens, comme moi, qu'il vous faut;
Vous rerez bien encor, de ſoüptrer pour elle, Et ie brûle de voir, vne Vnion ſi belle.	Vous rerez bien encor, de soüptrer pour elle, Et ici brûle de voir, une Union si belle.
Elle ſe retire.	Elle se retire.
ALCESTE.	ALCESTE.
Hê bien, ie me ſuis tû malgré ce que ie voy.	Hê bien, Seigneur me suis tu malgré ce que Rome vois.
me le luure parrertout le Moute, auant inoy.	me le luvre parrertout le Moute, avant inoi.
Ay-ie pris ſur moy-meſme, vn aſſez long Empire, Et puis-je, maintenant.	Ai-je pris sur moi-même, un assez long Empire, Et puis-je, maintenant.
CELIMENE.	CELIMENE.
Oüy, vous pouuez tout dirVous en eſtes en droit, lors que vous vous plaindrez, Et de me reprocher tout ce que vous voudrez.	Oui, vous pouvez tout dirVous en êtes en droit, lors que vous vous plaindrez, Et de me reprocher tout ce que vous voudrez.
I’ay tort, ie le confeſſe, & mon Ame confuſe Ne cherche à vous payer, d’aucune vaine excuſe, I’ay des autres, icy, mépriſe le courroux, Mais ie tõbe d’accord de mon crime enuers vous.	J'ai tort, je le confesse, et mon Âme confuse Ne cherche à vous payer, d'aucune vaine excuse, J'ai des autres, ici, méprise le courroux, Mais grands tombe d'accord de mon crime envers vous.
Voſtre reſſentiment, ſans doute, eſt raiſonnable, Ie ſçais combien ie dois vous paroiſtre coupable, Que toute choſe dit, que i’ay pû vous trahir, Et qu’enfin, vous auez ſujet de me hair.	Votre ressentiment, sans doute, est raisonnable, Je sais combien vous dois vous paraître coupable, Que toute chose dit, que j'ai pu vous trahir, Et qu'enfin, vous avez sujet de me haïr.
Faites-le, i’y conſens.	Faites-le, j'y consens.
ALCESTE.	ALCESTE.
He le puis-je, Traiſtreſſe, Puis-je, ainſi triompher de toute ma tendreſſe?	He le puis-je, Traîtresse, Puis-je, ainsi triompher de toute ma tendresse?
Et quoy qu’auec ardeur, ie veuille vous hair, Trouuay ie vn cœur, en moy, tout preſt à m’obeyrs	Et quoi qu’avec ardeur, je veuille vous haïr, Trouvai fait un cœur, en moi, tout prêt à m'obéirs
A Eliante, & Philinte.	A Éliante, et Philinte.
Vous voyez ce que peut vne indigne Tendreſſe, Et ie vous faits, tous deux, témoin de ma foibleſſe.	Vous voyez ce que peut une indigne Tendresse, Et Elle vous faits, tous deux, témoin de ma faiblesse.
Mais à vous dire vray, ce n’eſt pas encor tout, Et vous allez me voir la pouſſer i’uſqu’au bout, Mõtrer que c’eſt à tort, que Sages on nous nomme, Et que, dãs tous les cœurs, il eſt toûjours de l’hõme.	Mais à vous dire vrai, ce n'est pas encor tout, Et vous allez me voir la pousser j'usqu'au bout, Maîtrer que c'est à tort, que Sages on nous nomme, Et que, dans tous les cœurs, il est toujours de l'homme.
