POLYEVCTE, Seigneur d’Armenie, gendre de Felix,	POLYEUCTE, Seigneur d'Arménie, gendre de Félix,
Voy pour te faire vaincre vn ſi fort aduerſaire Quels efforts à moy-meſme il a fallu me faire, Quels combats i’ay donnez pour te donner vn cœur Si iuſtement acquis à ſon premier vainqueur, Et ſill’ingratitude à ton cœur ne domine, Fay quelque effort ſur toy pour te rendre à Pauline, Aprens d’elle à forcer ton propre ſemiment Prend ſa vertu pour guide en ton aueuglement, Souffre que de toy-meſme elle obtienne ta vie E vj Pour viure ſous tes loix à iamais aſſeruie.	Vois pour te faire vaincre un si fort adversaire Quels efforts à moi-même il a fallu me faire, Quels combats j'ai donnés pour te donner un cœur Si justement acquis à son premier vainqueur, Et s'ingratitude à ton cœur ne domine, Fais quelque effort sur toi pour te rendre à Pauline, Apprends d'elle à forcer ton propre semiment Prend sa vertu pour guide en ton aveuglement, Souffre que de toi-même elle obtienne ta vie vu Do viure sous tes lois à jamais asservie.
Si tu peux rejetter de ſijiuſtes deſirs Regarde au moins ſes pleurs, écoute ſes ſoûpirs deſeſpere pas vne ame qui t’adore.	Si tu peux rejetter de sijustes désirs Regarde au moins ses pleurs, écoute ses soupirs désespère pas une âme qui t'adore.
h d 2	h d 2
POLYEVCTE.	POLYEUCTE.
122 Ie vous l’ay deſia dit, & vous le dis encore, Viuez auec Seuere, ou mourez auec moy.	122 -Je vous l'ai déjà dit, et vous le dis encore, Vivez avec Sévère, ou mourez avec moi.
2 Ie ne meſpriſe point vos pleurs ny voſtre foy, Mais dequoy que pour vous noſtre amour m’entret ienne.	2 Je ne méprise point vos pleurs Se vostre foi, Mais dequoy que pour vous notre amour m'entret yenne.
Ie ne vous connoy plus ſi vous n’eſtes Chreſtienne.	Je ne vous connais plus si vous n'êtes Chrétienne.
L Mo Mels Cen eſt aſſez, Felix, reprenez ce courroux, Et ſur cét inſolent vengez vos Dieux & vous.	 Mo Mels Cen est assez, Félix, reprenez ce courroux, Et sur cet insolent vengez vos Dieux et vous.
PAVLINE.	PAULINE.
Ah, mon pere, ſon crime à peine eſt pardonnable, dqia  100G.	Ah, mon père, son crime à peine est pardonnable, disqia 100G.
14 Mais s’il eſt inſenſé vous eſtes raiſonnable, La nature eſt trop forte & ſes aymables traits Imprimez dans le ſang ne s’effacent iamais.	14 Mais s'il est insensé vous êtes raisonnable, La nature est trop forte et ses aimables traits Imprimez dans le sang ne s'effacent jamais.
Vn pere eſt touſiours pere, & ſur cette aſſeurance 9 I’oſe appuyer encor vn reſte d’eſperance.	Un père est toujours père, et sur cette assurance 9 J'ose appuyer encor un reste d'espérance.
Iettez ſur voſtre fille vn regard paternel,  Ma mort ſuiura la mott de ce cher criminel, Et les D eux trouueront ſa peine illegitime Puis qu’elle confondra l’innocence & le crime, Et qu’elle changera par le redoublement En iujuſte rigueur vn luite traſtimene.	Jettez sur votre fille un regard paternel, Ma mort suivra la mot de ce cher criminel, Et les D eux trouveront sa peine illégitime Puis qu'elle confondra l'innocence et le crime, Et qu'elle changera par le redoublement En jujuste rigueur un luite trastimène.
Nos deſtins par nos mains rendus inſeparables Nous doiuent rendre heureux enſemble, ou miſerables;	Nos destins par nos mains rendus inséparables Nous doivent rendre heureux ensemble, ou misérables;
Et vous fferiez cruel iuſques au dernier poinct Si vous deſvniſſiez ce que vous auez joint.	Et vous feriez cruel jusques au dernier point Si vous desvnissiez ce que vous avez joint.
Vn cœur à l’autre vny iamais ne ſe retire, 4 Et pour l’en ſeparer il faut qu’on le déchire?	Un cœur à l'autre uni jamais ne se retire, 4 Et pour l'en séparer il faut qu'on le déchire?
Mais vous eſtes ſenſible à mes iuſtes douleurs Et d’vn œil paternel vous regardez mes pleurs.	Mais vous êtes sensible à mes justes douleurs Et d'un œil paternel vous regardez mes pleurs.
DM FELIX.	DM FELIX.
Ouy, ma fille, il eſt vray qu'vn pere eſt touſtoliours pere, Rien n’en peut effacer le ſacré caractere, 34 Ie porte vn cœur ſenſible & vous l’auez percé, Ie me joints auec vous contre cét inſenſé.	Oui, ma fille, il est vrai qu'un père est toujours père, Rien n'en peut effacer le sacré caractère, 34 Je porte un cœur sensible et vous l'avez percé, Je me joints avec vous contre cet insensé.
Malheureux Polyeucte, eſt tu ſeul inſenſible, Et veux-tu rendre ſeul ton crime irremiſſible?	Malheureux Polyeute, est tu seul insensible, Et veux-tu rendre seul ton crime irrémissible?
Peux-tu voir tant de pleurs d’vn cœur ſi désaché?	Peux-tu voir tant de pleurs d'un cœur si désaché?
11 8 Peux-tu voir tant d’amour ſans en eſtre touché?	11 8 Peux-tu voir tant d'amour sans en être touché?
Ne reconnois-tu plus ny beau pere, ny femme, Sans amitié pour l’vn, & pour l’autre ſans flaMerHI MII Pour reprendre les noms & de gendre & d'eſpoux, 112 BMIIE( Veux tu nous voir tous deux embraſſer tes genoux ?	Ne reconnais-tu plus ni beau père, ni femme, Sans amitié pour l'un, et pour l'autre sans flaMerHI MII Pour reprendre les noms et de gendre et d'époux, 112 BMIE( Veux tu nous voir tous deux embrasser tes genoux ?
n no eiuut up	 nô eut up
POLYEVCTE.	POLYEUCTE.
Que tout cér artifice eſt de mauuaiſe grace!	Que tout cér artifice est de mauvaise grâce!
MABIEGCIEy Apres auoir deux fois eſſayé la menace, Apres m’auoir fait voir Nearque dans la mort, Apres auoir tenté l’amour & ſon effort, Apres m’auoir monſtré cette ſoif du Bapteſme Pour oppoſer à Dieu l'intereſt de Dieu meſme, Vous vous joignez enſemble!	MABIEGCIEi Après avoir deux fois essayé la menace, Après m'avoir fait voir Narque dans la mort, Apres avoir tenté l'amour et son effort, Après m'avoir montré cette soif du Baptême Pour opposer à Dieu l'intérêt de Dieu même, -vous vous joignez ensemble!
Ah ruſes de l’Enfer!	Ah ruses de l'Enfer!
Faut-il tant de fois vaincre auant que triompher?	Faut-il tant de fois vaincre avant que triompher?
Vos reſolutions vſent trop de remiſe, Prenez la voſtre enfin puiſque la mienne eſt priſe.	Vos résolutions usent trop de remise, Prenez la vôtre enfin puisque la mienne est prise.
Ie n’adore qu’vn Dieu, maiſtre de l'Vniuers, Sous qui tremblent le Ciel, la Terre, & les Enfers, * 112 5 Vn Dieu qui nous aymant d’vne amour infinie Voulut mourir pour nous auec ignominie, Et qui par vn excez de cette meſme amour Veut pour nous en victime eſtre offert chaque iour.	Je n'adore qu'H Dieu, maître de l'Univers, Sous qui tremblent le Ciel, la Terre, et les Enfers, * 112 5 Un Dieu qui nous aimant d'une amour infinie Voulut mourir pour nous avec ignominie, Et qui par un excès de cette même amour Veut pour nous en victime être offert chaque jour.
4 Mais j’ay tort d’en parler à qui ne peut m’entendre,  il di rn Voyez l’aueugle erreur que vous oſez defendre, Des crimes les plus noirs vous ſoüillez tous vos Dieux, Vous n’en puniſſez point qui n’ait ſon maiſtre aux Cieux.	4 Mais j'ai tort d'en parler à qui ne peut m'entendre, il di re Voyez l'aveugle erreur que vous osez défendre, Des crimes les plus noirs vous soüillez tous vos Dieux, Vous n'en punissez point qui n'ait son maître aux Cieux.
.	.
1111 La proſtitution, l’adultere, l’inceſte, Le vol, l’aſſaſſinat, & toutce tpon deteite.	1111 La prostitution, l'adultère, l'inceste, Le vol, l'assassinat, et toutce témon déteite.
C’eſt l’exemple qu’à ſuiure offrent vos immortels, I’ay profané leur Temple, & briſé leurs Autels, Ie le ferois encor ſi j’auois à le faire Meſme aux yeux de Felix, meſme aux yeux.	C'est l'exemple qu'à suivre offrent vos immortels, J'ai profané leur Temple, et brisé leurs Autels, Je le ferais encor si j'avais à le faire Même aux yeux de Félix, même aux yeux.
de Seuere Meſme aux yeux du Senat, aux yeux de l’Empereur.	de Seuère Même aux yeux du Sénat, aux yeux de l'Empereur.
FELIX.	FELIX.
Enfin ma bonté cede à ma iuſte fureur, Adore-les, ou meurs.	Enfin ma bonté cede à ma juste fureur, Adore-les, ou meurs.
POLYEVCTE.	POLYEUCTE.
Ie ſuis Chreſtieu.	Je suis Chrétieu.
FELIX.	FELIX.
Impie Adore-les, te dis-je, ou renonce à la vies	Impie Adore-les, te dis-je, ou renonce à la vies
Ronlnca in Ie ſuis Chreſtien	Ronlnca in Je suis Chrétien
FELIX.	FELIX.
Tu l'es?	Tu l'es?
ô cœur trop obſtiné?	ô cœur trop obstiné?
Soldats, executez l’ordre que i’ay donné.	Soldats, exécutez l'ordre que j'ai donné.
PAVLINE.	PAULINE.
Où le conduiſez-vous?	Où le conduisez-vous?
FELIX, 11 la ilolee	FELIX, 11 la ilolée
POLYEVCTE.	POLYEUCTE.
A la gloire, Chere Pauline, Adieu, conſeruez ma memoire.	À la gloire, Chère Pauline, Adieu, conservez ma mémoire.
PAVLINE.	PAULINE.
Ie te ſuiuray par tout & meſmes au trépas.	Je te suivrai par tout et mêmes au trépas.
POLYEVCTE.	POLYEUCTE.
Sortez de voſtre erreur, ou ne me ſuiuez pas.	Sortez de votre erreur, ou ne me suivez pas.
FELIX.	FELIX.
u’on l’oſte de mes yeux & que l’on m’obeyſſe, Puiſqu’il ayme à perir ie conſens qu’il periſſe.	Ou'on l'ôte de mes yeux et que l'on m'obéisse, Puisqu'il aime à périr ainsi consens qu'il périsse.
SCENE IV.	SCÈNE IV.
TELTA ALBINe	TELTA ALBINe
ELIX.	ÉLIX.
140sia E me fais violence, Albin, mais ie l’ay deus IMa bonté naturelle aiſément m’euſt perdu Que la rage d’vn peuple à preſent ſe deſploye, Que Seuere en fureur tonne, éclate, foudtoye.	140sia E me fais violence, Albin, mais tu l'ai deus IMa bonté naturelle aisément m'eût perdu Que la rage d'un peuple à présent se déploie, Que Suère en fureur tonne, éclate, foudtoie.
M’eſtant fait cét effort i’ay fait ma ſeureté.	M'étant fait cet effort j'ai fait ma sûreté.
Mais n’es tu point ſurpris de cette dureté?	Mais n'es tu point surpris de cette dureté?
Vois-tu comme le ſien des cœurs impenetrables, Ou des impietez à ce point execrables?	Vois-tu comme le sien des cœurs impénétrables, Ou des impiétés à ce point exécrables?
Du moins i’ay ſatisfait à mon cœur affligé, Pour amollir le ſien ie n’ay rien negligé, I'ay feint meſme à tes yeux des lâchetez extrémes, Et certes ſans l’horreur de ſes derniers blaſphemes, bisn Qui m'ont remply ſoudain de colere & d’effroy.	Du moins j'ai satisfait à mon cœur affligé, Pour amollir le sien ce n'ai rien négligé, J'ai feint même à tes yeux des lâcheté extrêmes, Et certes sans l'horreur de ses derniers blasphèmes, bîn Qui m'ont rempli soudain de colère et d'effroi.
I'aurois eu de la peine à triompher de moy.	J'aurais eu de la peine à triompher de moi.
11e2	11e2
ALBIN.	ÀLBIN.
Vous maudirez peut-eſtre vn iour cette victoire Qui tient ie ne ſçay quoy d’vne action trop noire, Indigne de Felix, indigne d’vn Romain, Répandant voſtre ſang par voſtre propre main.	Vous maudirez peut-être un jour cette victoire Qui tient tu ne sais quoi d'une action trop noire, Indigne de Félix, indigne d'un Romain, Répandant votre sang par votre propre main.
FELIX.	FELIX.
Ainſi l’ont autrefois verſé Brute & Manlie, Et leur gloire en a creu, loin d’en eſtre affoiblie, Iamais nos vieux Heros n’ont eu de mauuais ſang A1 Qu’ils n’euſſent pour le perdre ouuert leur propre flanc.	Ainsi l'ont autrefois versé Brute et Manlie, Et leur gloire en a cru, loin d'en être affaiblie, Jamais nos vieux Héros n'ont eu de mauvais sang A1 Qu'ils n'eussent pour le perdre ouvert leur propre flanc.
09 ALBIN.	09 ALBIN.
9 Voſtre ardeur vous ſeduit, mais quoy qu’elle vous die, il id av de id dui intim M Quand vous la ſentirez vne fois refroidie.	9 Votre ardeur vous séduit, mais quoi qu'elle vous die, il id au de id ui intim M Quand vous la sentirez une fois refroidie.
Quand vous verrez Pauline, e que ion deſeſpoir 010 Par ſes pleurs & ſes cris pourra vous émouvoir.	Quand vous verrez Pauline, eu que ion désespoir 010 Par ses pleurs et ses cris pourra vous émouvoir.
i MmmiO	y MmiO
FELIX Tu me fais ſouuenir qu’elle a ſuiuy ce traiſtre, Et que ce deſeſpoir qu’elle fera paroiſtre De mes commandemens pourra troubler l’effet Va ſoudain donner ordre & voir ce qu’elle fait.	FELIX Tu me fais souvenir qu'elle a suivi ce traître, Et que ce désespoir qu'elle fera paraître De mes commandements pourra troubler l'effet Va soudain donner ordre et voir ce qu'elle fait.
Romps ce que ſes douleurs y donneroient d’obſtacle Tire-la ſi tu peux de ce triſte ſpectacle, Tâche à la conſoler, va donc, qui te retient?	Romps ce que ses douleurs y donneraient d'obstacle Tire-la si tu peux de ce triste spectacle, Tâche à la consoler, va donc, qui te retient?
ALBIN.	ÀLBIN.
Il n’en eſt pas beſoin, Seigneur, elle reuient.	Il n'en est pas besoin, Seigneur, elle revient.
SCENE 3 4 12 FELIX, PAVLINE, ALBIN.	SCÈNE 3 4 12 FELIX, PAULINE, ALBIN.
D PAVLINE.	D PAULINE.
4u.	4u.
JEre barbare, acheue, acheue ton ouurage, I Cette ſeconde hoſtie eſt digne de ta rage, Ioins ta fille à ton gendre, oſe, que tardes-tu?	JEre barbare, achève, achève ton ouvrage, I Jette seconde hostie est digne de ta rage, Joins ta fille à ton gendre, ose, que tardes-tu?
Tu vois le meſme crime, ou la meſme vertu, Ta barbarie en elle a les meſmes matieres, Mon époux en mourant m’a laiſſé ſes lumieres, Son ſang dont tes bourreaux viennent de me couurir M’a deſſillé les yeux & me les vient d’ouurir.	Tu vois le même crime, ou la même vertu, Ta barbarie en elle a les mêmes matières, Mon époux en mourant m'a laissé ses lumières, Son sang dont tes bourreaux viennent de me couvrir M'a dessillé les yeux et me les vient d'ouvrir.
Ie voy, ie ſçay, ie croy, ie ſuis deſabuſée, De ce bien-heureux ſang tu me vois, baptiſée, Ie ſuis Chreſtienne enfin, n’eſt-ce point aſſez dit?	Je vois, Seigneur sais, je crois, je suis désabusée, De ce bienheureux sang tu me vois, baptisée, Je suis Chrétienne enfin, n'est-ce point dit assez?
Conſerue en me perdant ton rang & ton credit, Redoute l’Empereur, apprehende Seuere, Si tu ne veux perir, ma perte eſt neceſſaire, Polyeucte m’appelle à cét heureux trépas.	Conserve en me perdant ton rang et ton crédit, Redoute l'Empereur, appréhende Sévère, Si tu ne veux périr, ma perte est nécessaire, Polyucte m'appelle à cet heureux trépas.
le voy Nearque & luy qui me tendent les bras,	le vois Nearque et Seigneur qui me tendent les bras,
Mene, mene-moy voir tes Dieux que ie deteſte, Ils n’en ont briſé qu'vn, ie briſeray le reſte, On m'y verra brauer rout ce que vous craignez, Ces foudres impuiſſans qu’en leurs mains vous peignez, Et ſaintement rebelle aux loix de la naiſſance Vne fois enuers toy manquer d’obeyſſance.	Mène, mène-moi voir tes Dieux que sans déteste, Ils n'en ont brisé qu'un, Seigneur briserai le reste, On m'y verra braver rout ce que vous craignez, Ces foudres impuissants qu'en leurs mains vous peignez, Et saintement rebelle aux lois de la naissance Vne fois envers toi manquer d'obéissance.
Ce n’eſt point ma douleur que par là ie fais 11 C’eſt la grace qui parle & non le deſeſpoir, Le faut-il dire encor, Felix?	Ce n'est point ma douleur que par là belle fais 11 C'est la grâce qui parle et non le désespoir, Le faut-il dire encor, Félix?
ie ſuis Chreſtienne, Affermy par ma mort ta fortune & la mienne, Le coup à l’vn & l’autre en ſera precieux Puis qu’il t’aſſeure en terre en m’éleuant aux Cieux.	Je suis Chrétienne, Affermi par ma mort ta fortune et la mienne, Le coup à l'un et l'autre en sera précieux Puis qu'il t'assure en terre en m'élevant aux Cieux.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
2 1 FELIX, SEVERE, PAVLINE.	2 1 FELIX, SÉVÈRE, PAULINE.
ALBIN, FABIAN.	ÀLBIN, FABIAN.
SEVERE.	SÈVRE.
DEre dénaturé, malheureux Politique, I Eſclaue ambitieux d’vne peur chimerique, Polyeucte eſt donc mort, & par vos cruautez Vous penſez conſeruer vos triſtes dignitez?	DEre dénaturé, malheureux Politique, I Sclave ambitieux d'une peur chimérique, Polyute est donc mort, et par vos cruautés Vous pensez conserver vos tristes dignités?
La faueur que pour luy ie vous auois offerte Au lieu delle ſauuer precipite ſa perte, I’ay prié, menacé, mais ſans vous émouuoir, Et vous m’auez creu fourbe, ou de peu de pouuoir,  Et bien, à vos dépens vous ſçaurez que Seuere Ne ſe vante iamais que de ce qu’il peut faire.	La faveur que pour luinir vous avais offerte Au lieu delle sauver précipite sa perte, J'ai prié, menacé, mais sans vous émouvoir, Et vous m'avez cru fourbe, ou de peu de pouvoir, Et bien, à vos dépens vous saurez que Seuve Ne se vante jamais que de ce qu'il peut faire.
