2 TuE LES TESEDROVL L Man.	2 TuE LES TESEDROUL L An.
Epuis ce grand Adieu que ie fis à Rieux, DIe vis de pain-beny, tout l’an m’eſt vn Careſme, Ie ne bois que de l’eau qui tombe de mes yeux, Et mon affliction me cherche dans moy-meſme.	Epuis ce grand Adieu que votre fis à Rieux, DIe vis de pain-béni, tout l'an m'est un Caresme, Je ne bois que de l'eau qui tombe de mes yeux, Et mon affliction me cherche dans moi-même.
Sous vn lieu qui ne ſçait ſi le Ciela des aſtres, Dans les fatales nuicts où regnent mes deſaſtres, otnon que voſremage en garde tes porsrarets.	Sous un lieu qui ne sait si le Ciela des astres, Dans les fatales nuits où règnent mes désastres, otnon que vosremage en garde tes porsrarets.
ODE BACITIQVE.	ODE BACITIQUE.
A MONSIEVR PELLETIER	À MONSIEUR PELLETIER
Pariſien.	Parisien.
Elletier dont l’esprit Comicque  Ne boit tous les iours qu'vn miy, Morbleu qu’vn beau deſſein me picque De te débaucher auiourd'huy, Leue ta teſte qui ſommeille Pour adorer ceste bouteille, Dont le mystere eſt tout diuin, & les Muſes ont des fonteines	Elletier dont l'esprit Comicque Ne boit tous les jours qu'un mi, Morbleu qu'un beau dessein me picque De te débaucher aujourd'hui, Leue ta tête qui sommeille Pour adorer cette bouteille, Dont le mystère est tout divin, et les Muses ont des fonteines
Qui donne l’ame aux belles veines.	Qui donne l'âme aux belles veines.
Ie ſȩay bien qu'Amarante s’a peins Des tratts de la bigotterie, Et qu’elle t’eſtime en ce poinct D'admirer ta cageollerte:	Je sais bien qu'Amarante s'a peins Des très de la bigotterie, Et qu'elle t'estime en ce point D'admirer ta cageollerte:
Mais quitte cette vantté, Ventrebleu iamais la beauté, Fust-ce meſme d’vne Deeſſe, Ne fait ſi bien rire tes yeux Qu' vn jus dont la delicateſſe Se ſert à la table des Dieux.	Mais quitte cette vantté, Ventrebleu jamais la beauté, Fût-ce même d'une Deesse, Ne fait si bien rire tes yeux Qu' un jus dont la délicatesse Se sert à la table des Dieux.
Ca, ruons-nous ſur ce jambon, Dix vers tout d'vn coup ie te prie, Ie veux baſtir vne maiſon Aux despens de l’yurongnerie:	Ça, ruons-nous sur ce jambon, Dix vers tout d'un coup ie te prie, Je veux bâtir une maison Aux dépens de l'yurongnerie:
Là ton viſage enlumine, Ton nez dignement bouronné, Et ta falotte de Maiſtreſſe, Auront vn morceau des autels Où Bacchus ſacre la triſteſſe, Qui prend ces coquins de mortels.	Là ton visage enlumine, Ton nez dignement bouronné, Et ta falotte de Maîtresse, Auront un morceau des autels Où Bacchus sacre la tristesse, Qui prend ces coquins de mortels.
Rare Goinfre allons, faifons rages Les auares ſont des maraults, Noſtre hoſte aura dez-ſoir en gage Ma bague de Chastelerault:	Rare Goinfre allons, faisons rages Les avares sont des maraults, Notre hôte aura dé-soir en gage Ma bague de Châtelerault:
Gouſions Gouste vn peu de cet ambregris Dont on a farcy ces perdrix;	Gousions Goûte un peu de cet ambregris Dont on a farci ces perdrix;
Ie feray mourir le Diable A farce de ce jus diuin;	Je ferai mourir le Diable A farce de ce jus divin;
Morbleu l’Enfer eſt vne fable, Pourueu qu’on y boiue du vin:	Morbleu l'Enfer est une fable, Pourvu qu'on y boive du vin:
Ca, deuotieuſes furies, Ne pleurez point voſtre parrain, Le pere des yurongneries A fait que vous n’y perdez rien;	Ça, dévotieuses furies, Ne pleurez point votre parrain, Le père des yurongneries A fait que vous n'y perdez rien;
S’il eſt mort, le pauure demon, C’eſt bien grãd dommage, c'eſt-mon, Mais vne choſe vous conſole, C’eſt que vous noirez tous vos feux Dans vn fleuue qu’vne parolle Peut bien accorder à mes vœux,	S'il est mort, le pauvre demon, C'est bien grãd dommage, c'est-mon, Mais une chose vous console, C'est que vous noirez tous vos feux Dans un fleuve qu'une parole Peut bien accorder à mes vœux,
Morbleu poür qui no' prenès-vous, Cormier a tout mis par eſcuelle, Plaideurs vous estes de bons fous, De vous mettre tant en ceruelle, Quittez ces pippes de tabac, Vostre cœur est-il à l’afflac, De ronfler ainſi la fumee, Courage, voicy trois vaſets Plus chargez que n’est à l’armes Le dos de quatorge mulets,	Morbleu poür qui no' prenès-vous, Cormier a tout mis par écuelle, Plaideurs vous êtes de bons fous, De vous mettre tant en cervelle, Quittez ces pipes de tabac, Votre cœur est-il à l'afflac, De ronfler ainsi la fumée, Courage, voici trois vasets Plus chargez que n'est à larmes Le dos de quatorge mulets,
Mets ces deux brocs dans ma calotte, Qui ſert de berne aux affligez, Que ie les botue d’vne flotte 2 Apres ces dix vers arrangez, 22 Morbleu ie ſuis du ſang des Dieux En boiuant ce qu’on boit aux Cieux, Et la raiſon en est probable, Puiſque ce Monarque diuin M’a metamorphoſé ſa fable Dans la realité du vin.	Mets ces deux brocs dans ma calotte, Qui sert de berne aux affligés, Que avec les botue d'une flotte 2 Apres ces dix vers arrangés, 22 Morbleu tu suis du sang des Dieux En boivant ce qu'on boit aux Cieux, Que la raison en est probable, Puisque ce Monarque divin M'a métamorphosé sa fable Dans la réalité du vin.
ARTOISIEY RGROLEAV Beneficier.	ARTOISIEY RGROLEAU Bénéficier.
ELEGIE.	ÉLÉGIE.
ON Groleau que i’honore mieux TVI Qu'vn criminel ne fait ſon Iuge, Ange des vers, digne refuge De tout ce que ie ttens des Cieux, Amant des filles de la gloire, chez qui le ſoin de la memoire Trouue touſiours quelques autels, Ou le Dieu noſtre tutelaire N’oſe plus faire de mortels, Crainte qu’il a de te desplaire.	ON Groleau que j'honore mieux TUI Qu'un criminel ne fait son Juge, Ange des vers, digne refuge De tout ce que ie ttens des Cieux, Amant des filles de la gloire, chez qui le soin de la mémoire Trouve toujours quelques autels, Ou le Dieu notre tutélaire N'ose plus faire de mortels, Crainte qu'il a de te déplaire.
De ma plus belle ambition, Que ie fais ma confeßion Plus de vertu que de malice, Et que la loy de l’amitié Qui me decie à ta pitie Ie dis tous les iours à la Poſte, Ou bien au coche d’Orleans, Morbleu ſi Groleau n’eſt ceans Il faut que ie berne mon hoſte, Tous ceux que i’ay tamais hanté, Quand ils boiuent à ma ſanté Ie leur preſente vne eſtocade, En diſant pour toutes raiſons, Morbleu mon bonheur est malade, Groleau n'eſt point en vos maiſons.	De ma plus belle ambition, Que ie fais ma confession Plus de vertu que de malice, Et que la loi de l'amitié Qui me décie à ta pitié Ie à tous les jours à la Poste, Ou bien au coche d'Orleans, Morbleu si Groleau n'étant ce Il faut que de berne mon hôte, Tous ceux que j'ai tamais hanté, Quand ils boivent à ma santé Je leur présente une estocade, En disant pour toutes raisons, Morbleu mon bonheur est malade, Est malheur est point en vos maisons.
Tu cognois donc, braue complice Loin de toy ie me deſespere Dans les delices de Paris, Où ie ſuis touché de Cloris Comme vne roche d’vn vipere, Toutes les nuicts reſuant à toy Ie t’appelle mon perit Roy, Ie parle auec ton image, Et te fais croire à mes deſſeins Que le Ciel approuue l’hommage Que ſans voir onfait à ſes ſaincts.	Tu connais donc, brave complice Loin de toi tu me désespère Dans les délices de Paris, Où ie suis touché de Cloris Comme un roche d'H vipère, Toutes les nuits rêvant à toi Je t'appelle mon périt Roi, Je parle avec ton image, Et te fais croire à mes desseins Que le Ciel approuve l'hommage Que sans voir onfait à ses saints.
Si tu veux bien m’entretenir L’honneur de cette belle place Que m'a donné ton ſouuenir.	Si tu veux bien m'entretenir L'honneur de cette belle place Que m'a donné ton souvenir.
1	1
E porte le destin & la foudre en ma poche, 2 Mercure est mon valet, Ie meris de l’amour, & ſi Philis m’appproche, le dis mon chapelet.	E porte le destin et la foudre en ma poche, 2 Mercure est mon valet, Je méris de l'amour, et si Philis m'approche, le dis mon chapelet.
Dans l’humeur où ie ſuis ie bernerois Heleine D'auoir baiſe mes pas;	Dans l'humeur où grands suis ie bernerais Hèleine D'avoir baise mes pas;
On taſche à m’enleuer pour eſpouſer la Reine, Mais ie ne le veux pas.	On tâche à m'enlever pour épouser la Reine, Mais tu ne le veux pas.
Si ie dors dans le ſein de quelque Im peratrice, Ie ronfle le mespris Quand ie dis vn bon mot ie punas ma Norice De me l’auoir appris.	Si ici dors dans le sein de quelque Im ératrice, Je ronfle le mépris Quand te dis un bon mot a punas ma Norice De me l'avoir appris.
Le Soleil m’importune en iettant ſa lumiere Sous l’ombre de mes pãs, Et ſi ie couche ailleurs que dans vn gymetiere I'inuoque le trespas.	Le Soleil m'importune en jetant sa lumière Sous l'ombre de mes pans, Et si grande couche ailleurs que dans un gymetière J'invoque le trépas.
.	.
.	.
Si te vois que Philis paſſe par vne ruë Ie la bars par excez, Et puis ie vais prier la Dame Mamelué De faire mon procez.	Si te vois que Philis passe par une ruë Je la bars par excès, Et puis se mais prier la Dame Mamelué De faire mon procès.
Le iour du Mardy gras ie ſoupe d’vne anguille	Le jour du Mardi gras apprendre soupe d'une anguille
Et diſne d’vn corbeat, Et ce noir meſſager, d’vn preſage inurile, Trouue en moy ſon tombeau.	Et dîne d'être corbeat, Et ce noir messager, d'un présage inurile, Trouve en moi son tombeau.
Ie caſſe les miroirs & trouble les fonteines Qut figurent mon teint, Ie donne de l’argent à qui donne des geſnes Au Peintre qui me peint.	Je casse les miroirs et trouble les fonteines Qut figurent mon teint, Je donne de l'argent à qui donne des gênes Au Peintre qui me peint.
Les pechez anciens des vieilles maquerelles M’appellent Lucifer, Et croient que c’est moy qui vide les querelles Des flammes & du fer.	Les péchés anciens des vieilles maquerelles M'appellent Lucifer, Et croient que c'est moi qui vide les querelles Des flammes et du fer.
Ie me faſche tout ſeul, & iure ma courtine Que ie me vais bruſter, Mais à la verité, c’est au feu de Filine, Qui me vient d’eſueiller.	Je me fâche tout seul, et jure ma courtine Que Elle me vais brûter, Mais à la vérité, c'est au feu de Filine, Qui me vient d'éveiller.
Eaux objects de l’ambition, A qui nous comparons les Ange:	Eaux objects de l'ambition, À qui nous comparons les Ange:
Auecque la diſcretion Que veulent de ſimples loüanges;	Avec la discrétion Que veulent de simples louanges;
Ce ne ſont pas les vanitez Que Nature a de vos beautez, Qui font que i'adore le Loire, Mais bien mon courage abattis	Ce ne sont pas les vanités Que Nature a de vos beautés, Qui font que j'adore le Loire, Mais bien mon courage abattis
Pour l’intereſt de la vertu.	Pour l'intérêt de la vertu.
Les Muſes qui tiennent leurs racss Du ſang le plus noble des Dieux, En prodiguant leurs bonnes graces, Ne vont point plus bas que les Cieux?	Les Muses qui tiennent leurs racss Du sang le plus noble des Dieux, En prodiguant leurs bonnes grâces, Ne vont point plus bas que les Cieux?
Et quand l’auguſte majeſté Que donne l’immortalité, Trauailleroit à mes ruines Auec des hommages mortels, Ie ne penſe aux choſes diuines Que pour leur faire des autels.	Et quand l'auguste majesté Que donne l'immortalité, Travaillerait à mes ruines Avec des hommages mortels, Je ne pense aux choses divines Que pour leur faire des autels.
Bien qu’on vous entende médir?	Bien qu'on vous entende médir?
Des plus rares perfections, Mon humeur hayt la ſatyre Dedans mes propres paſsions a Ie rys de ces cœurs de trauers Qui rempliroient deux Vniuers Des mediſances d’vne vte:	Des plus rares perfections, Mon humeur hait la satire Dedans mes propres passions à Je ris de ces cœurs de travers Qui rempliraient deux Univers Des médisances d'une vite:
Quant a moy ie tiens cetre ſoy, Qu'on ne médit que par enuie D'eſtre plus imparfait que moy.	Quant à moi -même tiens cetre soi, Qu'on ne médit que par envie D'être plus imparfait que moi.
Ieunes merueilles de nos iours	Jeunes merveilles de nos jours
Que les graces ont animees, Chez qui le Ciel fait ſes amours, Et la vertu ſa renommee, Quand ie vois que ce petit corps Fait tant d’honneur à la Nature, La terre n'a point de treſors Qui vous puiſſent faire iniure;	Que les grâces ont animées, Chez qui le Ciel fait ses amours, Et la vertu sa renommée, Quand Je vois que ce petit corps Fait tant d'honneur à la Nature, La terre n'a point de trésors Qui vous puissent faire injure;
Lors que vous portez le dueil, Amour, pour l’honneur du cercueil.	Lors que vous portez le deuil, Amour, pour l'honneur du cercueil.
Meurt de regret dans vos œillades, Et crois que s’il auoit des yeux En voyant les voſtres malades, Il pleuroit à qui mieux mieux.	Meurt de regret dans vos œillades, Et crois que s'il avait des yeux En voyant les vôtres malades, Il pleurait à qui mieux mieux.
Vous eſtes bien loin de ce rang, De qui la langue est vn tyran, Et les paróiles vn vipere;	Vous êtes bien loin de ce rang, De qui la langue est un tyran, Et les pariles un vipère;
Voftre naiſſance nous fait voir Que vous tenez cela d'vn pere A qui le Ciel eſt in deuotr.	Voftre naissance nous fait voir Que vous tenez cela d'un père À qui le Ciel est in dévotr.
Et vous, beaux chefd’œuures des Cieux, De qui le glorieux vefuage Ayant perdu deux ieunes Dieax, Ne peut pas perdre dauantage, C’eſt la force de vos appas, Qui les a liurez au trespas, Et non les foudres de la guerre, Car qui croira que ces guerriers Euſſent peu craindre le tonnerre Estant ſi chargez de lauriers.	Et vous, beaux chefd'œuvres des Cieux, De qui le glorieux véfuage Ayant perdu jeu nés Dieax, Ne peut pas perdre davantage, C'est la force de vos appas, Qui les a livrez au trépas, Et non les foudres de la guerre, Car qui croira que ces guerriers Eussent peu craindre le tonnerre Étant si chargés de lauriers.
Ils ſont trop cheris de la gloire Pour les oubher en mes Vers, Puiſque la voix de la Memoire En parle par tout l’Vntuers, Et ſi les temples de l’amour Vous font idoles de la Cour, Où vostre gloire ſe reſſerre, C’eſt à cauſe que vos beaux yeux Tenoient des hommes dans la terre Qui n'estoient dignes que des Cieux, Mais en contemplant les autels Où voſtre renom s’eterniſe, I'en apperçois quaſi de tels Erigez auprez d’vne Egliſe;	Ils sont trop chéris de la gloire Pour les oubher en mes Vers, Puisque la voix de la Mémoire En le par tout l'Unuers, Et si les temples de l'amour Vous font idoles de la Cour, Où votre gloire se resserre, C'est à cause que vos beaux yeux Tenaient des hommes dans la terre Qui n'étaient dignes que des Cieux, Mais en contemplant les autels Où votre renom s'éternise, J'en aperçois quasi de tels Erigez auprez d'une Église;
Reine des vertus & des graces Dont Saumur adore les traces Comme la terre fait le Ciel, C'eſt vostre gloire qui m'oblige, Malgré l’aigreur de voſtre fiet, De benir le mal qui m'affligé.	Reine des vertus et des grâces Dont Saumur adore les traces Comme la terre fait le Ciel, C'est votre gloire qui m'oblige, Malgré l'aigreur de vôtre fiét, De bénir le mal qui m'affligé.
Epuis que ie vous aime, adorable Melytte, DEt que ie ſens les traits que décoche voſtre œil, Quelque hyuer que ie ſouffre & quelqu’air où i’habite, Ie trouue l’Vniuers plus chaud que le le So leil.	Epuis que je vous aime, adorable Melytte, DEt que je sens les traits que décoche votre œil, Quelque hiver que je souffre et quelqu'air où j'habite, Je trouve l'Univers plus chaud que le le Le leil.
