A v	À v
Les ſentimens de la diuinité ſont ſi exptés dans les hommes, qu’il n’y a point d’ame ſi confirmée au peché, & ſi deſtinée à ſa perdition, qu’elle n’aye quelque remors du mal, & quelque ſatisfaction du bien.	Les sentiments de la divinité sont si exptés dans les hommes, qu'il n'y a point d'âme si confirmée au péché, et si destinée à sa perdition, qu'elle n'aie quelque remors du mal, et quelque satisfaction du bien.
Les conſiderations de l’aduenir, & les pensée de la derniere condi tion de noſtre vei, penetrent, & les plus ſubtils & les plus hebetés, & ne nous laiſſent iamais incapables d’eſperer & de craindre.	Les considérations de l'avenir, et les pensée de la dernière condi on de notre vei, pénètrent, et les plus subtils et les plus hebetés, et ne nous laissent jamais incapables d'espérer et de craindre.
Chacun pretẽd de ſe voir en fin, ou bien-heureux, ou mas-heureux:	Chacun prétend de se voir en fin, ou bienheureux, ou masheureux:
perſonne ne ſe peut imaginer de demeurer neutre.	personne ne se peut imaginer de demeurer neutre.
Ma conſcience me rend vn ſi ferme teſmoignage de ma foy, que toutes ces accuſations ne me ſçauroient pas ſeulement faire honte.	Ma conscience me rend un si ferme témoignage de ma foi, que toutes ces accusations ne me sauraient pas seulement faire honte.
On n’auoit garde de me trouuer eſtonné de telles menaces.	On n'avait garde de me trouver étonné de telles menaces.
Ie croyois touſiours eſtre ſans peril, pour ce que ie reſſentois que Dieu cognoiſſoit bienmon ame, & que V.	Je croyais toujours avoir sans péril, pour ce que Dieu ressentais que Dieu connaissait bienmon âme, et que V.
M.	M.
ne fut iamais capable, ny de foibleſſe, ny d’iniuſtice.	ne fut jamais capable, ni de faiblesse, ni d'injustice.
Ceux qui taſchoient à vous rendre ma vie odieuſe, vous l’ont presẽtée ſous le maſque qui vous deuoit faire Ie plus d’horreur.	Ceux qui tâchaient à vous rendre ma vie odieuse, vous l'ont presse sous le masque qui vous devait faire Je plus d'horreur.
Rien ne pouuoit d’abord vous former vne auerſion de moy, comme la qualité d’impie, directement contraire à la pieté dont.	Rien ne pouvait d'abord vous former une aversion de moi, comme la qualité d'impie, directement contraire à la piété dont.
V.	V.
M.	M.
eſt auiourd’huy l’eſſance & la perfection.	est aujourd'hui l'essance et la perfection.
Ces laſches & noires pratiques s’eſtant deſtruites à la clarté d’vne innocence manifeſte, laiſſent mes accuſateurs conuaincus d’vn ſcandale puniſſable des peines qu’ils me ſouhaittoient.	Ces lâches et noires pratiques s'étant détruites à la clarté d'une innocence manifeste, laissent mes accusateurs convaincus d'une scandale punissable des peines qu'ils me souhait.
Er pour faire voir à V.	Er pour faire voir à V.
M.	M.
que ceſte Apoiogie ne degune, point ieur procedures & depoſent aucun aduantage pour moy que de la verité, ie m’en vay mettre deuant vos veux toute ceſte aduanture, auec proteſtation de ne rien aduancer, que ce qui eſt eſcrit au Greffe ne puiſſe iuſtifier.	que cette Apoiogie ne dégune, point jeur procédures et déposent aucun avantage pour moi que de la vérité, on m'en vais mettre devant vos veux toute cette aventure, avec protestation de ne rien avancer, que ce qui est écrit au Greffe ne puisse justifier.
Ce premier Arreſt donné par contumace n’énonce aucunes charges & informations faites contre moy, les ruſes de mes ennemis ont ſurpris la religion de la Cour, & ſupposé malicieuſement des liures, dont i’auois deſaduoüé, & la compoſition, & l’impreſſion, & fait condamner les Libraires par Sentence du Preuoſt de Paris, meſme d’vn deſſein particulier que i’auois d’en eſclaircir mes accuſateurs, que la condition de Religieux me faiſoit croire plus aueuglez de zele que d’inimitié.	Ce premier Arrêt donné par contumace n'énonce aucunes charges et informations faites contre moi, les ruses de mes ennemis ont surpris la religion de la Cour, et supposé malicieusement des livres, dont j'avais desaduoüé, et la composition, et l'impression, et fait condamner les Libraires par Sentence du Prévôt de Paris, même d'un dessein particulier que j'avais d'en éclaircir mes accusateurs, que la condition de Religieux me faisait croire plus aveuglie de zele que inimitié.
Ie pris le ſoin de leur faire voir la condamnation des Imprimeurs abſens & fugitifs, mais ils ont touſiours deſguisé la cognoiſſance de mon bon droict, & par vne hypocriſie cruelle, ont continué leurs ſolicitations, iuſques à ce qu’vne ignominie publique leur euſt fait curée de ce fantoſme qui fut bruſlé en ma repreſentation, ce qui fait éuanouyr toutes les apparences de l’infamie que ie pouuois encoutir par ce iugement, & qui a conuaincu l’abſurdité de ces iniuſtes pourſuites:	Je pris le soin de leur faire voir la condamnation des Imprimeurs absents et fugitifs, mais ils ont toujours déguisé la connaissance de mon bon droit, et par une hypocrisie cruelle, ont continué leurs solicitations, jusqu' à ce qu'une ignominie publique leur eût fait curée de ce fantôme qui fut brûlé en ma représentation, ce qui fait évanouir toutes les apparences de l'infamie que ie pouvais encoutir par ce jugement, et qui a convaincu absurdité de ces l' poursuites:
c’eſt que le dernier Arreſt donné en plein Parlement, & en grande aſſemblée de Iuges, a recogneu veritable le deſadueu que i’auois fait cruu dunnruppuronpauamimidls puemſer ſugement fut ſans aucune preuue, ny d’eſcrits, ny de teſmoins contre moy, auſſi l’a-ton pourſuiuy au temps que voſtre Parlement eſtoit congedié, à cauſe de la contagion, & qu’en l’abſence du plus grand nombre de Meſſieurs de la grand Chambre, il falut extraordinairement emprunter des Iuges des Enqueſtes pour trouuer le nombre de dix Iuges, auquel nombre le procez de contumace fut viſité & iugé en vne matinée ſeulement, qui eſt pour cela peu de temps.	c'est que le dernier Arrêt donné en plein Parlement, et en grande assemblée de Juges, a reconnu véritable le désaveu que j'avais fait cru dunnruppuronpavamimidls puemser sugement fut sans aucune preuve, ni d'écrits, ni de témoins contre moi, aussi l'a-ton poursui au temps que votre Parlement était congédié, à cause de la contagion, et qu'en l'absence du plus grand nombre de Messieurs de la grand Chambrement, il fallut extraordinairement emprunter des Iuges des Enquêtes pour trouver le nombre de dix Juges, auquel ne le procez de mu fut visité et iugé en matinée seulement, au est pour cela peu de temps.
Ie ne me plaindray iamais de voſtre Parlement, la voix publique eſt veritable, qui nous apprend que c’eſt où la luſtice eſt renduë auec integrité, & que l’innocence n’y peut eſtre opprimée.	Je ne me plaindrai jamais de votre Parlement, la voix publique est véritable, qui nous apprend que c'est où la lustice est rendue avec integrité, et que l'innocence n'y peut avoir opprimée.
Il m’a conſerué la vie que l’on conſpiroit de m’oſter auec l’honneur, & m’a banny ſans eſtre conuaincu que du mal-heur d’auoir eſté hay.	Il m'a conservé la vie que l'on conspirait de m'ôter avec l'honneur, et m'a banni sans être convaincu que du malheur d'avoir été haïs.
Les mieux ſenſez & les plus Chreſtiens du ſiecle, qui ſont inſtruits des fauſſetez de mes accuſations, accomparent mon accident aux Arreſts qui ſouuent interuiennent aux procez de ſortilege, lors que vos premiers Iuges ont condamné à mort des pauures Payſans idiots, le Parlement qui eſt l’azile de l’innocence, iuſtifie ces miſerables, & neantmoins ſur la diffamation les bannit du lieu de leur demeure.	Les mieux sensé et les plus Chrétiens du siècle, qui sont instruits des faussetés de mes accusations, accomparent mon accident aux Arrêts qui souvent interviennent aux procès de sortilège, lors que vos premiers Iuges ont condamné à mort des pauvres Paysans idiots, le Parlement qui est l'asile de l'innocence, iustifie ces misérables, et néanmoins sur la diffamation les bannit du lieu de leur demeure.
C’eſt vne neceſſité de la Police contre laquelle ie ne murmure point, auſſi bien ay-ie contribué quelque choſe à mon mal-heur, pource que d’abord, au lieu deluy reſiſter, ie luy ceday, & le renforçay aulieu de le corrompre.	C'est assez nécessité de la Police contre laquelle femme ne murmure point, aussi bien ai-je contribué quelque chose à mon malheur, pource que d'abord, au lieu délui résister, je crois cédai, et le renforçai auplieu de le corrompre.
Il eſt vray que les Iuges ne font rien par imprudence, ny par colere.	Il est vrai que les Juges ne font rien par imprudence, ni par colère.
Mon abſence qui n’eſtoit que de peur, a donné des ſoupçons de crime, & la fuitte que ie prenois par reſpect de mes ennemis, a authorisé leur perſecution.	Mon absence qui n'était que de peur, a donné des soupçons de crime, et la fuite que je prenais par respect de mes ennemis, a autorisé leur persécution.
Tandis que mon eſtonnement ſembloit appuyer les pretextes de leur inimitié, V.	Tandis que mon étonnement semblait appuyer les prétextes de leur inimitié, V.
M.	M.
faiſoit paroiſtre quelque trace des fauorables inclinations qui m’ont engagé à ſon ſeruicé.	faisait paraître quelque trace des favorables inclinations qui m'ont engagé à son seruicé.
Ils employoient auec icence tout l’effort & l’artifice qui pouuoit faire eüſſir leur entrepriſe.	Ils employaient toujours icence tout l'effort et l'artifice qui pouvait faire eussir leur entreprise.
On m’auoit bouché tous les paſſages du Royaume.	On m'avait bouché tous les passages du Royaume.
Quelques Preuoſt de l’inielligence de leur cabale eſtoient touſiouts aux enuirons du lieu de ma retraitte.	Quelques Prévôt de l'inielligence de leur cabale étaient toujours aux environs du lieu de ma retraite.
Leurs liures, leurs Sermons, leurs viſites & leurs voyages, n’auoient plus autre ſuiet que mon oppreſſion.	Leurs livres, leurs Sermons, leurs visites et leurs voyages, n'avaient plus autre sujet que mon oppression.
l’ay vne conolation bien glorieuſe & tres-ſenſible, d’auoir retogneu que V.	l'ai une conolation bien glorieuse et très-sensible, d'avoir retonnu que V.
M.	M.
ne donnoit aucun adueu à tous tes appareils de ma perte.	ne donnait aucun aveu à tous tes appareils de ma perte.
Vous preſtiez voſtre conentement à mon ſalut, & la diſpoſition que vous tuiez à me plaindre pluſtoſt qu’à me punir, conlamnoient la procedure de mes parties, & deſtruioient les aduantages qu’ils penſoient tirer de mon eſloignement, vous approuuiez le ſoin de ceux qui me vouloient conſeruer.	Vous prêtiez votre conentement à mon salut, et la disposition que vous tuiez à me plaindre plutôt qu'à me punir, conlamnaient la procédure de mes parties, et destruioient les avantages qu'ils pensaient tirer de mon éloignement, vous approuviez le soin de ceux qui me voulaient conserver.
Monſieur de Montmotency remarque que V.	Monsieur de Montmotency remarque que V.
M.	M.
m’aimoit autant à Chantilly qu’à Londres, & l’exemple de voſtre bien-veüillance me ſeruoit de protection inuiolaple enuers tous ceux qui auoient à cœur voſtre repect & la charité Chreſtienne.	m'aimait autant à Chantilly qu'à Londres, et l'exemple de votre bien-veüillance me servait de protection involaple envers tous ceux qui avaient à cœur votre répect et la charité Chrétienne.
Le Parlement imioit voſtre bonté, & par vne cognoiſſance particuiere de vos intentions me permettoit de fuyr lenement, & donnoit aſſez de loiſir a mes ennemis pour ſe deſdire d’vne pourſuitte qui n’a finy qu’à eur confuſion.	Le Parlement imiait votre bonté, et par une connaissance particuière de vos intentions me permettait de fuir lenement, et donnait assez de loisir à mes ennemis pour se dédire d'une poursuite qui n'a fini qu'à eur confusion.
l’eſtois deſia ſur la frontiere en la neditation de quittet ma partie, & dans l’incertirule d’y plus reuenir, & ceſte contrainte d’eſloigner roſtre Cour, tenait mon eſprit dans des troules qui me rendoient indifferente & la capture & euaſion.	l'étais déjà sur la frontière en la neditation de quittet ma partie, et dans l'incertirule d'y plus revenir, et cette contrainte d'éloigner rostre Cour, tenait mon esprit dans des troules qui me rendaient indifférente et la capture et évasion.
Ce changement de pays ne m’euſt pas ſté faſcheux, ſi Dieu m’euſt fair naiſtre ailleurs u’en France, ou ſous vn autre regne que celuy de V.	Ce changement de pays ne m'eût pas sté fâcheux, si Dieu m'eût fair naître ailleurs u'en France, ou sous un autre règne que celui de V.
M.	M.
mais voſtre Empire & vos vertus ont pour moy des amorces ſi puiſſantes, que c’eſt me retirer du monde que de vous abandooner:	mais votre Empire et vos vertus ont pour moi des amorces si puissantes, que c'est me retirer du monde que de vous abandoner:
auſſi m’en allois-je auec des inquietudes & des pareſſes, qui teſmoignoient aſſez que le danger de mourir en voſtre Royaume, m’affligeoit moins que le regret d’en ſortir.	aussi m'en allais-je apprendre des inquiétudes et des paresses, qui témoignaient assez que le danger de mourir en votre Royaume, m'affligeait moins que le regret d'en sortir.
Ceſte apprehenſion ne laiſſoit point de repos en mon ame.	Cette appréhension ne laissait point de repos en mon âme.
I’eſtois des-ja dans les ſupplices dont mon empriſonnement m’a retiré, & ſi la violence de mes ennemis n’euſt precipité le deſſein de ma ruyne, i’euſſe touſiours reculé à ma iuſtification, & on n’eut iamais deſcouuert mon innocence, ny leur impoſture.	J'étais déjà dans les supplices dont mon emprisonnement m'a retiré, et si la violence de mes ennemis n'eût précipité le dessein de ma ruine, j'eusse toujours reculé à ma justification, et on n'eut jamais découvert mon innocence, ni leur imposture.
Lors que i’eſtois aux termes de relaſcher à leur fureur, & que la patience de V.	Lors que j'étais aux termes de relâcher à leur fureur, et que la patience de V.
